threshold,row_precision,row_recall,row_f1,row_f0_5,false_positive_rate,tp,fp,fn,tn,total_fault_events,detected_fault_events,event_recall,median_lead_time_hours,false_positive_episodes,normal_count,manufacturer,configuration_type
0.6699999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.6799999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.69,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.7,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.71,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.72,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.73,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.74,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.7499999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.7599999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.7699999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.7799999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.7899999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.7999999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.8099999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.82,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.83,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.84,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.8499999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.8599999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.8699999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.8799999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.8899999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.8999999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.9099999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.9199999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.9299999999999999,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.94,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.95,1.0,1.0,1.0,1.0,0.0,3,0,0,44,1,1,1.0,13.995277777777778,0,44,manufacturer 1,SH + DHW with sub-circuits
0.05,0.676923076923077,0.8627450980392157,0.7586206896551724,0.707395498392283,0.6363636363636364,44,21,7,12,3,3,1.0,68.76666666666667,4,33,manufacturer 2,SH
0.06,0.7096774193548387,0.8627450980392157,0.7787610619469026,0.7357859531772575,0.5454545454545454,44,18,7,15,3,3,1.0,68.76666666666667,3,33,manufacturer 2,SH
0.07,0.7049180327868853,0.8431372549019608,0.7678571428571429,0.7288135593220338,0.5454545454545454,43,18,8,15,3,3,1.0,68.76666666666667,3,33,manufacturer 2,SH
0.08,0.7049180327868853,0.8431372549019608,0.7678571428571429,0.7288135593220338,0.5454545454545454,43,18,8,15,3,3,1.0,68.76666666666667,3,33,manufacturer 2,SH
0.09,0.7049180327868853,0.8431372549019608,0.7678571428571429,0.7288135593220338,0.5454545454545454,43,18,8,15,3,3,1.0,68.76666666666667,3,33,manufacturer 2,SH
0.09999999999999999,0.7049180327868853,0.8431372549019608,0.7678571428571429,0.7288135593220338,0.5454545454545454,43,18,8,15,3,3,1.0,68.76666666666667,3,33,manufacturer 2,SH
0.10999999999999999,0.7049180327868853,0.8431372549019608,0.7678571428571429,0.7288135593220338,0.5454545454545454,43,18,8,15,3,3,1.0,68.76666666666667,3,33,manufacturer 2,SH
0.12,0.7049180327868853,0.8431372549019608,0.7678571428571429,0.7288135593220338,0.5454545454545454,43,18,8,15,3,3,1.0,68.76666666666667,3,33,manufacturer 2,SH
0.13,0.7,0.8235294117647058,0.7567567567567567,0.7216494845360825,0.5454545454545454,42,18,9,15,3,3,1.0,68.76666666666667,3,33,manufacturer 2,SH
0.13999999999999999,0.711864406779661,0.8235294117647058,0.7636363636363636,0.7317073170731707,0.5151515151515151,42,17,9,16,3,3,1.0,68.76666666666667,3,33,manufacturer 2,SH
0.14999999999999997,0.7241379310344828,0.8235294117647058,0.7706422018348623,0.7420494699646644,0.48484848484848486,42,16,9,17,3,3,1.0,68.76666666666667,3,33,manufacturer 2,SH
0.15999999999999998,0.7321428571428571,0.803921568627451,0.766355140186916,0.7454545454545455,0.45454545454545453,41,15,10,18,3,3,1.0,68.76666666666667,3,33,manufacturer 2,SH
0.16999999999999998,0.7321428571428571,0.803921568627451,0.766355140186916,0.7454545454545455,0.45454545454545453,41,15,10,18,3,3,1.0,68.76666666666667,3,33,manufacturer 2,SH
0.18,0.7884615384615384,0.803921568627451,0.7961165048543688,0.7915057915057915,0.3333333333333333,41,11,10,22,3,3,1.0,68.76666666666667,3,33,manufacturer 2,SH
0.19,0.7843137254901961,0.7843137254901961,0.7843137254901961,0.7843137254901961,0.3333333333333333,40,11,11,22,3,3,1.0,68.76666666666667,3,33,manufacturer 2,SH
0.19999999999999996,0.8163265306122449,0.7843137254901961,0.8,0.8097165991902834,0.2727272727272727,40,9,11,24,3,3,1.0,68.76666666666667,2,33,manufacturer 2,SH
0.20999999999999996,0.8163265306122449,0.7843137254901961,0.8,0.8097165991902834,0.2727272727272727,40,9,11,24,3,3,1.0,68.76666666666667,2,33,manufacturer 2,SH
0.21999999999999997,0.8125,0.7647058823529411,0.787878787878788,0.8024691358024691,0.2727272727272727,39,9,12,24,3,3,1.0,68.76666666666667,2,33,manufacturer 2,SH
0.22999999999999998,0.8666666666666667,0.7647058823529411,0.8125,0.8441558441558441,0.18181818181818182,39,6,12,27,3,3,1.0,68.76666666666667,2,33,manufacturer 2,SH
0.24,0.8636363636363636,0.7450980392156863,0.8,0.8370044052863436,0.18181818181818182,38,6,13,27,3,3,1.0,68.76666666666667,2,33,manufacturer 2,SH
0.24999999999999994,0.9047619047619048,0.7450980392156863,0.8172043010752689,0.867579908675799,0.12121212121212122,38,4,13,29,3,3,1.0,68.76666666666667,1,33,manufacturer 2,SH
0.25999999999999995,0.9024390243902439,0.7254901960784313,0.8043478260869564,0.8604651162790697,0.12121212121212122,37,4,14,29,3,3,1.0,68.76666666666667,1,33,manufacturer 2,SH
0.26999999999999996,0.9024390243902439,0.7254901960784313,0.8043478260869564,0.8604651162790697,0.12121212121212122,37,4,14,29,3,3,1.0,68.76666666666667,1,33,manufacturer 2,SH
0.27999999999999997,0.9024390243902439,0.7254901960784313,0.8043478260869564,0.8604651162790697,0.12121212121212122,37,4,14,29,3,3,1.0,68.76666666666667,1,33,manufacturer 2,SH
0.29,0.9024390243902439,0.7254901960784313,0.8043478260869564,0.8604651162790697,0.12121212121212122,37,4,14,29,3,3,1.0,68.76666666666667,1,33,manufacturer 2,SH
0.3,0.8974358974358975,0.6862745098039216,0.7777777777777778,0.8454106280193237,0.12121212121212122,35,4,16,29,3,3,1.0,68.76666666666667,1,33,manufacturer 2,SH
0.30999999999999994,0.8974358974358975,0.6862745098039216,0.7777777777777778,0.8454106280193237,0.12121212121212122,35,4,16,29,3,3,1.0,68.76666666666667,1,33,manufacturer 2,SH
0.31999999999999995,0.8974358974358975,0.6862745098039216,0.7777777777777778,0.8454106280193237,0.12121212121212122,35,4,16,29,3,3,1.0,68.76666666666667,1,33,manufacturer 2,SH
0.32999999999999996,0.8947368421052632,0.6666666666666666,0.7640449438202247,0.8374384236453202,0.12121212121212122,34,4,17,29,3,3,1.0,68.76666666666667,1,33,manufacturer 2,SH
0.33999999999999997,0.8947368421052632,0.6666666666666666,0.7640449438202247,0.8374384236453202,0.12121212121212122,34,4,17,29,3,3,1.0,68.76666666666667,1,33,manufacturer 2,SH
0.3499999999999999,0.8947368421052632,0.6666666666666666,0.7640449438202247,0.8374384236453202,0.12121212121212122,34,4,17,29,3,3,1.0,68.76666666666667,1,33,manufacturer 2,SH
0.35999999999999993,0.8918918918918919,0.6470588235294118,0.7499999999999999,0.8291457286432161,0.12121212121212122,33,4,18,29,3,3,1.0,68.76666666666667,1,33,manufacturer 2,SH
0.36999999999999994,0.9696969696969697,0.6274509803921569,0.761904761904762,0.8743169398907104,0.030303030303030304,32,1,19,32,3,3,1.0,68.76666666666667,1,33,manufacturer 2,SH
0.37999999999999995,0.967741935483871,0.5882352941176471,0.7317073170731707,0.8571428571428571,0.030303030303030304,30,1,21,32,3,3,1.0,68.76666666666667,1,33,manufacturer 2,SH
0.38999999999999996,0.9666666666666667,0.5686274509803921,0.7160493827160493,0.847953216374269,0.030303030303030304,29,1,22,32,3,3,1.0,68.76666666666667,1,33,manufacturer 2,SH
0.3999999999999999,0.9655172413793104,0.5490196078431373,0.7000000000000002,0.8383233532934131,0.030303030303030304,28,1,23,32,3,3,1.0,68.76666666666667,1,33,manufacturer 2,SH
0.4099999999999999,1.0,0.5490196078431373,0.7088607594936709,0.8588957055214724,0.0,28,0,23,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.41999999999999993,1.0,0.5294117647058824,0.6923076923076924,0.8490566037735849,0.0,27,0,24,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.42999999999999994,1.0,0.5294117647058824,0.6923076923076924,0.8490566037735849,0.0,27,0,24,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.43999999999999995,1.0,0.49019607843137253,0.6578947368421052,0.8278145695364238,0.0,25,0,26,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.4499999999999999,1.0,0.47058823529411764,0.6399999999999999,0.8163265306122449,0.0,24,0,27,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.4599999999999999,1.0,0.47058823529411764,0.6399999999999999,0.8163265306122449,0.0,24,0,27,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.4699999999999999,1.0,0.47058823529411764,0.6399999999999999,0.8163265306122449,0.0,24,0,27,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.4799999999999999,1.0,0.45098039215686275,0.6216216216216216,0.8041958041958042,0.0,23,0,28,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.48999999999999994,1.0,0.45098039215686275,0.6216216216216216,0.8041958041958042,0.0,23,0,28,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.49999999999999994,1.0,0.45098039215686275,0.6216216216216216,0.8041958041958042,0.0,23,0,28,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.5099999999999999,1.0,0.45098039215686275,0.6216216216216216,0.8041958041958042,0.0,23,0,28,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.5199999999999999,1.0,0.45098039215686275,0.6216216216216216,0.8041958041958042,0.0,23,0,28,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.5299999999999999,1.0,0.45098039215686275,0.6216216216216216,0.8041958041958042,0.0,23,0,28,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.5399999999999999,1.0,0.45098039215686275,0.6216216216216216,0.8041958041958042,0.0,23,0,28,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.5499999999999999,1.0,0.45098039215686275,0.6216216216216216,0.8041958041958042,0.0,23,0,28,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.5599999999999999,1.0,0.45098039215686275,0.6216216216216216,0.8041958041958042,0.0,23,0,28,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.57,1.0,0.45098039215686275,0.6216216216216216,0.8041958041958042,0.0,23,0,28,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.58,1.0,0.45098039215686275,0.6216216216216216,0.8041958041958042,0.0,23,0,28,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.59,1.0,0.4117647058823529,0.5833333333333334,0.7777777777777778,0.0,21,0,30,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.6,1.0,0.4117647058823529,0.5833333333333334,0.7777777777777778,0.0,21,0,30,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.61,1.0,0.39215686274509803,0.5633802816901409,0.7633587786259542,0.0,20,0,31,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.62,1.0,0.39215686274509803,0.5633802816901409,0.7633587786259542,0.0,20,0,31,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.63,1.0,0.39215686274509803,0.5633802816901409,0.7633587786259542,0.0,20,0,31,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.6399999999999999,1.0,0.39215686274509803,0.5633802816901409,0.7633587786259542,0.0,20,0,31,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.6499999999999999,1.0,0.39215686274509803,0.5633802816901409,0.7633587786259542,0.0,20,0,31,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.6599999999999999,1.0,0.39215686274509803,0.5633802816901409,0.7633587786259542,0.0,20,0,31,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.6699999999999999,1.0,0.39215686274509803,0.5633802816901409,0.7633587786259542,0.0,20,0,31,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.6799999999999999,1.0,0.39215686274509803,0.5633802816901409,0.7633587786259542,0.0,20,0,31,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.69,1.0,0.39215686274509803,0.5633802816901409,0.7633587786259542,0.0,20,0,31,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.7,1.0,0.37254901960784315,0.5428571428571428,0.7480314960629921,0.0,19,0,32,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.71,1.0,0.35294117647058826,0.5217391304347826,0.7317073170731707,0.0,18,0,33,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.72,1.0,0.3333333333333333,0.5,0.7142857142857143,0.0,17,0,34,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.73,1.0,0.3333333333333333,0.5,0.7142857142857143,0.0,17,0,34,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.74,1.0,0.3137254901960784,0.47761194029850745,0.6956521739130435,0.0,16,0,35,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.7499999999999999,1.0,0.3137254901960784,0.47761194029850745,0.6956521739130435,0.0,16,0,35,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.7599999999999999,1.0,0.3137254901960784,0.47761194029850745,0.6956521739130435,0.0,16,0,35,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.7699999999999999,1.0,0.29411764705882354,0.45454545454545453,0.6756756756756757,0.0,15,0,36,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.7799999999999999,1.0,0.27450980392156865,0.43076923076923085,0.6542056074766355,0.0,14,0,37,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.7899999999999999,1.0,0.27450980392156865,0.43076923076923085,0.6542056074766355,0.0,14,0,37,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.7999999999999999,1.0,0.2549019607843137,0.40625,0.6310679611650486,0.0,13,0,38,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.8099999999999999,1.0,0.2549019607843137,0.40625,0.6310679611650486,0.0,13,0,38,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.82,1.0,0.23529411764705882,0.38095238095238093,0.6060606060606061,0.0,12,0,39,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.83,1.0,0.23529411764705882,0.38095238095238093,0.6060606060606061,0.0,12,0,39,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.84,1.0,0.1568627450980392,0.2711864406779661,0.4819277108433735,0.0,8,0,43,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.8499999999999999,1.0,0.1568627450980392,0.2711864406779661,0.4819277108433735,0.0,8,0,43,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.8599999999999999,1.0,0.0784313725490196,0.14545454545454545,0.29850746268656714,0.0,4,0,47,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.8699999999999999,1.0,0.0784313725490196,0.14545454545454545,0.29850746268656714,0.0,4,0,47,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.8799999999999999,1.0,0.0784313725490196,0.14545454545454545,0.29850746268656714,0.0,4,0,47,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.8899999999999999,1.0,0.058823529411764705,0.1111111111111111,0.23809523809523808,0.0,3,0,48,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.8999999999999999,1.0,0.058823529411764705,0.1111111111111111,0.23809523809523808,0.0,3,0,48,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.9099999999999999,1.0,0.058823529411764705,0.1111111111111111,0.23809523809523808,0.0,3,0,48,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.9199999999999999,1.0,0.058823529411764705,0.1111111111111111,0.23809523809523808,0.0,3,0,48,33,3,3,1.0,68.76666666666667,0,33,manufacturer 2,SH
0.9299999999999999,1.0,0.0392156862745098,0.07547169811320754,0.1694915254237288,0.0,2,0,49,33,3,2,0.6666666666666666,68.38333333333333,0,33,manufacturer 2,SH
0.94,1.0,0.0392156862745098,0.07547169811320754,0.1694915254237288,0.0,2,0,49,33,3,2,0.6666666666666666,68.38333333333333,0,33,manufacturer 2,SH
0.95,1.0,0.0392156862745098,0.07547169811320754,0.1694915254237288,0.0,2,0,49,33,3,2,0.6666666666666666,68.38333333333333,0,33,manufacturer 2,SH
0.05,0.5909090909090909,1.0,0.7428571428571429,0.6435643564356436,0.9473684210526315,26,18,0,1,3,3,1.0,63.45,1,19,manufacturer 2,SH with buffer tank
0.06,0.5909090909090909,1.0,0.7428571428571429,0.6435643564356436,0.9473684210526315,26,18,0,1,3,3,1.0,63.45,1,19,manufacturer 2,SH with buffer tank
0.07,0.5909090909090909,1.0,0.7428571428571429,0.6435643564356436,0.9473684210526315,26,18,0,1,3,3,1.0,63.45,1,19,manufacturer 2,SH with buffer tank
0.08,0.5909090909090909,1.0,0.7428571428571429,0.6435643564356436,0.9473684210526315,26,18,0,1,3,3,1.0,63.45,1,19,manufacturer 2,SH with buffer tank
0.09,0.5909090909090909,1.0,0.7428571428571429,0.6435643564356436,0.9473684210526315,26,18,0,1,3,3,1.0,63.45,1,19,manufacturer 2,SH with buffer tank
0.09999999999999999,0.5909090909090909,1.0,0.7428571428571429,0.6435643564356436,0.9473684210526315,26,18,0,1,3,3,1.0,63.45,1,19,manufacturer 2,SH with buffer tank
0.10999999999999999,0.6046511627906976,1.0,0.7536231884057971,0.6565656565656566,0.8947368421052632,26,17,0,2,3,3,1.0,63.45,1,19,manufacturer 2,SH with buffer tank
0.12,0.6097560975609756,0.9615384615384616,0.7462686567164178,0.6578947368421053,0.8421052631578947,25,16,1,3,3,3,1.0,63.21666666666667,1,19,manufacturer 2,SH with buffer tank
0.13,0.6097560975609756,0.9615384615384616,0.7462686567164178,0.6578947368421053,0.8421052631578947,25,16,1,3,3,3,1.0,63.21666666666667,1,19,manufacturer 2,SH with buffer tank
0.13999999999999999,0.6097560975609756,0.9615384615384616,0.7462686567164178,0.6578947368421053,0.8421052631578947,25,16,1,3,3,3,1.0,63.21666666666667,1,19,manufacturer 2,SH with buffer tank
0.14999999999999997,0.625,0.9615384615384616,0.7575757575757575,0.6720430107526881,0.7894736842105263,25,15,1,4,3,3,1.0,63.21666666666667,1,19,manufacturer 2,SH with buffer tank
0.15999999999999998,0.6410256410256411,0.9615384615384616,0.7692307692307693,0.6868131868131868,0.7368421052631579,25,14,1,5,3,3,1.0,63.21666666666667,1,19,manufacturer 2,SH with buffer tank
0.16999999999999998,0.6410256410256411,0.9615384615384616,0.7692307692307693,0.6868131868131868,0.7368421052631579,25,14,1,5,3,3,1.0,63.21666666666667,1,19,manufacturer 2,SH with buffer tank
0.18,0.6410256410256411,0.9615384615384616,0.7692307692307693,0.6868131868131868,0.7368421052631579,25,14,1,5,3,3,1.0,63.21666666666667,1,19,manufacturer 2,SH with buffer tank
0.19,0.6944444444444444,0.9615384615384616,0.8064516129032258,0.7352941176470589,0.5789473684210527,25,11,1,8,3,3,1.0,63.21666666666667,3,19,manufacturer 2,SH with buffer tank
0.19999999999999996,0.7352941176470589,0.9615384615384616,0.8333333333333333,0.7716049382716049,0.47368421052631576,25,9,1,10,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.20999999999999996,0.75,0.9230769230769231,0.8275862068965517,0.7792207792207793,0.42105263157894735,24,8,2,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.21999999999999997,0.7419354838709677,0.8846153846153846,0.8070175438596492,0.7666666666666667,0.42105263157894735,23,8,3,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.22999999999999998,0.7419354838709677,0.8846153846153846,0.8070175438596492,0.7666666666666667,0.42105263157894735,23,8,3,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.24,0.7419354838709677,0.8846153846153846,0.8070175438596492,0.7666666666666667,0.42105263157894735,23,8,3,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.24999999999999994,0.7419354838709677,0.8846153846153846,0.8070175438596492,0.7666666666666667,0.42105263157894735,23,8,3,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.25999999999999995,0.7419354838709677,0.8846153846153846,0.8070175438596492,0.7666666666666667,0.42105263157894735,23,8,3,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.26999999999999996,0.7419354838709677,0.8846153846153846,0.8070175438596492,0.7666666666666667,0.42105263157894735,23,8,3,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.27999999999999997,0.7333333333333333,0.8461538461538461,0.7857142857142856,0.7534246575342466,0.42105263157894735,22,8,4,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.29,0.7142857142857143,0.7692307692307693,0.7407407407407408,0.7246376811594203,0.42105263157894735,20,8,6,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.3,0.7142857142857143,0.7692307692307693,0.7407407407407408,0.7246376811594203,0.42105263157894735,20,8,6,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.30999999999999994,0.7037037037037037,0.7307692307692307,0.7169811320754716,0.7089552238805971,0.42105263157894735,19,8,7,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.31999999999999995,0.7037037037037037,0.7307692307692307,0.7169811320754716,0.7089552238805971,0.42105263157894735,19,8,7,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.32999999999999996,0.7037037037037037,0.7307692307692307,0.7169811320754716,0.7089552238805971,0.42105263157894735,19,8,7,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.33999999999999997,0.7037037037037037,0.7307692307692307,0.7169811320754716,0.7089552238805971,0.42105263157894735,19,8,7,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.3499999999999999,0.7037037037037037,0.7307692307692307,0.7169811320754716,0.7089552238805971,0.42105263157894735,19,8,7,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.35999999999999993,0.7037037037037037,0.7307692307692307,0.7169811320754716,0.7089552238805971,0.42105263157894735,19,8,7,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.36999999999999994,0.7037037037037037,0.7307692307692307,0.7169811320754716,0.7089552238805971,0.42105263157894735,19,8,7,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.37999999999999995,0.7037037037037037,0.7307692307692307,0.7169811320754716,0.7089552238805971,0.42105263157894735,19,8,7,11,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.38999999999999996,0.7916666666666666,0.7307692307692307,0.76,0.7786885245901639,0.2631578947368421,19,5,7,14,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.3999999999999999,0.7916666666666666,0.7307692307692307,0.76,0.7786885245901639,0.2631578947368421,19,5,7,14,3,3,1.0,63.21666666666667,2,19,manufacturer 2,SH with buffer tank
0.4099999999999999,0.782608695652174,0.6923076923076923,0.7346938775510203,0.7627118644067796,0.2631578947368421,18,5,8,14,3,3,1.0,58.63333333333333,2,19,manufacturer 2,SH with buffer tank
0.41999999999999993,0.782608695652174,0.6923076923076923,0.7346938775510203,0.7627118644067796,0.2631578947368421,18,5,8,14,3,3,1.0,58.63333333333333,2,19,manufacturer 2,SH with buffer tank
0.42999999999999994,0.7894736842105263,0.5769230769230769,0.6666666666666666,0.7352941176470589,0.21052631578947367,15,4,11,15,3,3,1.0,58.63333333333333,1,19,manufacturer 2,SH with buffer tank
0.43999999999999995,0.7894736842105263,0.5769230769230769,0.6666666666666666,0.7352941176470589,0.21052631578947367,15,4,11,15,3,3,1.0,58.63333333333333,1,19,manufacturer 2,SH with buffer tank
0.4499999999999999,0.9375,0.5769230769230769,0.7142857142857143,0.8333333333333334,0.05263157894736842,15,1,11,18,3,3,1.0,58.63333333333333,1,19,manufacturer 2,SH with buffer tank
