threshold,row_precision,row_recall,row_f1,row_f0_5,false_positive_rate,tp,fp,fn,tn,total_fault_events,detected_fault_events,event_recall,median_lead_time_hours,false_positive_episodes,normal_count,manufacturer,configuration_type
0.22999999999999998,0.3971631205673759,0.8888888888888888,0.5490196078431372,0.44657097288676234,0.6343283582089553,56,85,7,49,4,4,1.0,67.85,8,134,manufacturer 1,SH + DHW
0.24,0.3971631205673759,0.8888888888888888,0.5490196078431372,0.44657097288676234,0.6343283582089553,56,85,7,49,4,4,1.0,67.85,8,134,manufacturer 1,SH + DHW
0.24999999999999994,0.3971631205673759,0.8888888888888888,0.5490196078431372,0.44657097288676234,0.6343283582089553,56,85,7,49,4,4,1.0,67.85,8,134,manufacturer 1,SH + DHW
0.25999999999999995,0.40145985401459855,0.873015873015873,0.5499999999999999,0.4500818330605565,0.6119402985074627,55,82,8,52,4,4,1.0,67.85,7,134,manufacturer 1,SH + DHW
0.26999999999999996,0.4074074074074074,0.873015873015873,0.5555555555555556,0.4560530679933665,0.5970149253731343,55,80,8,54,4,4,1.0,67.85,8,134,manufacturer 1,SH + DHW
0.27999999999999997,0.41353383458646614,0.873015873015873,0.5612244897959183,0.46218487394957986,0.582089552238806,55,78,8,56,4,4,1.0,67.85,8,134,manufacturer 1,SH + DHW
0.29,0.4090909090909091,0.8571428571428571,0.5538461538461539,0.45685279187817257,0.582089552238806,54,78,9,56,4,4,1.0,67.85,8,134,manufacturer 1,SH + DHW
0.3,0.4186046511627907,0.8571428571428571,0.5625000000000001,0.46632124352331605,0.5597014925373134,54,75,9,59,4,4,1.0,67.85,9,134,manufacturer 1,SH + DHW
0.30999999999999994,0.4251968503937008,0.8571428571428571,0.5684210526315789,0.47285464098073554,0.5447761194029851,54,73,9,61,4,4,1.0,67.85,7,134,manufacturer 1,SH + DHW
0.31999999999999995,0.42063492063492064,0.8412698412698413,0.5608465608465608,0.4673721340388007,0.5447761194029851,53,73,10,61,4,4,1.0,67.85,7,134,manufacturer 1,SH + DHW
0.32999999999999996,0.42063492063492064,0.8412698412698413,0.5608465608465608,0.4673721340388007,0.5447761194029851,53,73,10,61,4,4,1.0,67.85,7,134,manufacturer 1,SH + DHW
0.33999999999999997,0.416,0.8253968253968254,0.5531914893617021,0.46181172291296624,0.5447761194029851,52,73,11,61,4,4,1.0,67.85,7,134,manufacturer 1,SH + DHW
0.3499999999999999,0.4180327868852459,0.8095238095238095,0.5513513513513515,0.4627949183303085,0.5298507462686567,51,71,12,63,4,4,1.0,67.85,8,134,manufacturer 1,SH + DHW
0.35999999999999993,0.425,0.8095238095238095,0.5573770491803278,0.4696132596685083,0.5149253731343284,51,69,12,65,4,4,1.0,67.85,8,134,manufacturer 1,SH + DHW
0.36999999999999994,0.425,0.8095238095238095,0.5573770491803278,0.4696132596685083,0.5149253731343284,51,69,12,65,4,4,1.0,67.85,8,134,manufacturer 1,SH + DHW
0.37999999999999995,0.42857142857142855,0.8095238095238095,0.5604395604395604,0.47309833024118736,0.5074626865671642,51,68,12,66,4,4,1.0,67.85,8,134,manufacturer 1,SH + DHW
0.38999999999999996,0.43859649122807015,0.7936507936507936,0.5649717514124294,0.4816955684007707,0.47761194029850745,50,64,13,70,4,4,1.0,67.85,8,134,manufacturer 1,SH + DHW
0.3999999999999999,0.42342342342342343,0.746031746031746,0.5402298850574712,0.4635108481262327,0.47761194029850745,47,64,16,70,4,4,1.0,67.85,8,134,manufacturer 1,SH + DHW
0.4099999999999999,0.42342342342342343,0.746031746031746,0.5402298850574712,0.4635108481262327,0.47761194029850745,47,64,16,70,4,4,1.0,67.85,8,134,manufacturer 1,SH + DHW
0.41999999999999993,0.42727272727272725,0.746031746031746,0.5433526011560693,0.4671968190854871,0.4701492537313433,47,63,16,71,4,4,1.0,67.85,8,134,manufacturer 1,SH + DHW
0.42999999999999994,0.46078431372549017,0.746031746031746,0.5696969696969697,0.4989384288747346,0.41044776119402987,47,55,16,79,4,4,1.0,67.85,7,134,manufacturer 1,SH + DHW
