feature,category,importance,missing_rate,zero_rate,unique_count,min,median,max,target_corr,causal_requirement
s_dhw_lower_storage_temperature__delta,causal_temporal,2.0,0.0,0.012701100762066046,1026,-56.8,0.0550000000000032,57.7,-0.0030509947914373046,must be computed using only data available at or before window_end
s_hc1_supply_temperature__delta,causal_temporal,2.0,0.0,0.01651143099068586,1204,-35.3,0.0,37.17999999999999,0.01681726390122469,must be computed using only data available at or before window_end
s_hc1_supply_temperature__mean__roll3d_delta,causal_temporal,2.0,0.0,0.563082133784928,1008,-25.381944444444443,0.0,24.020833333333336,-0.000975168125682262,must be computed using only data available at or before window_end
p_net_meter_heat_power__first,context_or_other,2.0,0.0,0.029635901778154106,943,0.0,153.5,381900.0,0.1437247639859909,must be computed using only data available at or before window_end
s_hc1_supply_temperature_setpoint__first,context_or_other,2.0,0.0,0.0,682,10.0,58.9,90.0,0.10732998652204127,must be computed using only data available at or before window_end
dhw_supply_temperature_gap__last,sensor_window_stat,2.0,0.0,0.0071972904318374255,363,-51.36,0.5499999999999972,60.95,-0.14657747380134414,must be computed using only data available at or before window_end
outdoor_temperature__std,sensor_window_stat,2.0,0.0,0.010160880609652836,2330,0.0,0.49797897329628726,9.964874819019562,-0.09889391082558835,must be computed using only data available at or before window_end
p_hc1_return_temperature__last,sensor_window_stat,2.0,0.0,0.0,936,10.63,43.9,68.5,0.027002022641939176,must be computed using only data available at or before window_end
p_net_meter_flow__mean,sensor_window_stat,2.0,0.0,0.0,2313,1.0694444444444444,3524.166666666667,7758000.0,0.15256020780270624,must be computed using only data available at or before window_end
p_net_meter_heat_power__std,sensor_window_stat,2.0,0.0,0.017781541066892465,2296,0.0,56.542930522221106,96992.09082466304,0.158320703051248,must be computed using only data available at or before window_end
p_net_meter_volume__std,sensor_window_stat,2.0,0.0,0.013547840812870448,2326,0.0,5.932825661026808,20620589.956610985,0.16404368874830275,must be computed using only data available at or before window_end
s_hc1_supply_temperature__mean,sensor_window_stat,2.0,0.0,0.0,2244,13.155,58.959722222222226,89.29166666666667,0.0976154199835546,must be computed using only data available at or before window_end
dow_sin,time_calendar,2.0,0.0,0.15029635901778154,7,-0.9749279121818236,0.0,0.9749279121818236,-0.039009078445484575,must be computed using only data available at or before window_end
hour_cos,time_calendar,2.0,0.0,0.0,4,-0.7071067811865479,0.7071067811865474,0.7071067811865476,0.021071445798902036,must be computed using only data available at or before window_end
anomaly_criticality,anomaly_derived,1.0,0.0,0.8767993226079593,29,0.0,0.0,28.0,0.2496385723407755,must be computed using only data available at or before window_end
outdoor_temperature__mean__roll3d_delta,causal_temporal,1.0,0.0,0.5626587637595258,1019,-13.73472222222222,0.0,10.38888888888889,-0.000148187617657796,must be computed using only data available at or before window_end
p_hc1_return_temperature__delta,causal_temporal,1.0,0.0,0.018628281117696866,1007,-22.8,-0.1000000000000014,30.25,0.0014628236156896313,must be computed using only data available at or before window_end
p_net_meter_flow__delta,causal_temporal,1.0,0.0,0.02243861134631668,1604,-6330000.0,0.6666666666666665,3900000.0,0.00042273981256844563,must be computed using only data available at or before window_end
p_net_meter_flow__mean__roll7d_slope,causal_temporal,1.0,0.0,0.05334462320067739,2237,-1309000.000000001,0.5812754953379923,1277499.9999999993,-0.07739970473523765,must be computed using only data available at or before window_end
s_hc1_supply_temperature_setpoint__delta,causal_temporal,1.0,0.0,0.23878069432684165,1003,-67.0,0.0,60.95,-0.008555385135607899,must be computed using only data available at or before window_end
configuration_type__is__sh,context_or_other,1.0,0.0,0.8141405588484335,2,0.0,0.0,1.0,0.13198907803169754,must be computed using only data available at or before window_end
configuration_type__is__sh_dhw,context_or_other,1.0,0.0,0.39923793395427604,2,0.0,1.0,1.0,-0.16776823471559127,must be computed using only data available at or before window_end
configuration_type__is__sh_dhw_with_sub_circuits,context_or_other,1.0,0.0,0.8729889923793396,2,0.0,0.0,1.0,-0.013698186960220177,must be computed using only data available at or before window_end
extreme_change_count,context_or_other,1.0,0.0,0.14817950889077053,65,0.0,10.0,70.0,-0.05445423630797891,must be computed using only data available at or before window_end
has_dhw,context_or_other,1.0,0.0,0.27222692633361556,2,0.0,1.0,1.0,-0.1948398615122455,must be computed using only data available at or before window_end
manufacturer__is__manufacturer_1,context_or_other,1.0,0.0,0.4809483488569009,2,0.0,1.0,1.0,-0.06708294080351504,must be computed using only data available at or before window_end
outdoor_temperature__first,context_or_other,1.0,0.0,0.0021168501270110076,649,-6.5,8.4,30.7,-0.10825213824443324,must be computed using only data available at or before window_end
missing_count,data_quality,1.0,0.0,0.9115156646909399,45,0.0,0.0,144.0,-0.031111482713664308,must be computed using only data available at or before window_end
s_hc1.3_heating_pump_status__dominant__is__missing,data_quality,1.0,0.0,0.05207451312447079,2,0.0,1.0,1.0,0.09502207066216796,must be computed using only data available at or before window_end
s_hc1_control_unit_mode__dominant__is__tag,operation_state,1.0,0.0,0.6922099915325995,2,0.0,0.0,1.0,0.07288014109209531,must be computed using only data available at or before window_end
outdoor_temperature__last,sensor_window_stat,1.0,0.0,0.002540220152413209,813,-6.5,8.350000000000001,31.8,-0.11171205287612636,must be computed using only data available at or before window_end
s_dhw_supply_temperature__max,sensor_window_stat,1.0,0.0,0.0,395,9.98,62.1,88.3,-0.14327339047875648,must be computed using only data available at or before window_end
s_dhw_supply_temperature_setpoint__max,sensor_window_stat,1.0,0.0,0.0,14,60.0,60.0,72.0,0.11890355952612469,must be computed using only data available at or before window_end
s_dhw_supply_temperature_setpoint__mean,sensor_window_stat,1.0,0.0,0.0,130,42.66666666666666,60.0,72.0,0.08336002806818918,must be computed using only data available at or before window_end
hour_of_day,time_calendar,1.0,0.0,0.0,4,3.0,15.0,21.0,0.00035937146236815135,must be computed using only data available at or before window_end
hour_sin,time_calendar,1.0,0.0,0.0,3,-0.7071067811865477,-0.7071067811865471,0.7071067811865476,-0.006680713731619272,must be computed using only data available at or before window_end
is_heating_season,time_calendar,1.0,0.0,0.34250635055038103,2,0.0,1.0,1.0,0.14045529359472742,must be computed using only data available at or before window_end
anomaly_consensus_count,anomaly_derived,0.0,0.0,0.8899237933954276,3,0.0,0.0,2.0,0.40910133535105275,must be computed using only data available at or before window_end
anomaly_event_label,anomaly_derived,0.0,0.0,0.934801016088061,2,0.0,0.0,1.0,0.2649559128675208,must be computed using only data available at or before window_end
strong_anomaly_label,anomaly_derived,0.0,0.0,0.9839119390347163,2,0.0,0.0,1.0,0.1803074181179243,must be computed using only data available at or before window_end
dhw_supply_temperature_gap__last__roll24h_delta,causal_temporal,0.0,0.0,0.5850973751058425,498,-57.36,0.0,12.18,-0.053437839492414256,must be computed using only data available at or before window_end
dhw_supply_temperature_gap__last__roll3d_delta,causal_temporal,0.0,0.0,0.7684165961049958,327,-25.429999999999996,0.0,16.120000000000005,-0.04274704413959586,must be computed using only data available at or before window_end
dhw_supply_temperature_gap__last__roll3d_slope,causal_temporal,0.0,0.0,0.09906858594411516,1195,-21.499999999999993,-4.935543357058449e-18,59.16999999999999,-0.023446993091757528,must be computed using only data available at or before window_end
dhw_supply_temperature_gap__last__roll7d_delta,causal_temporal,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
dhw_supply_temperature_gap__last__roll7d_slope,causal_temporal,0.0,0.0,0.16088060965283657,1207,-21.499999999999993,0.0,59.16999999999999,-0.024184753156832425,must be computed using only data available at or before window_end
hc1_supply_temperature_gap__last__roll24h_delta,causal_temporal,0.0,0.0,0.2222692633361558,1037,-49.0,0.0,44.85,0.026381270072165976,must be computed using only data available at or before window_end
hc1_supply_temperature_gap__last__roll7d_delta,causal_temporal,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
network_temperature_gap__last__roll24h_delta,causal_temporal,0.0,0.0,0.2548687552921253,737,-46.0,0.0,36.0,0.0032930754665627007,must be computed using only data available at or before window_end
network_temperature_gap__last__roll3d_delta,causal_temporal,0.0,0.0,0.5910245554614734,450,-48.0,0.0,36.66666666666667,0.019078380484946537,must be computed using only data available at or before window_end
network_temperature_gap__last__roll7d_delta,causal_temporal,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
network_temperature_gap__max_abs__roll24h_delta,causal_temporal,0.0,0.0,0.27222692633361556,525,-50.0,0.0,37.0,0.034575121628626165,must be computed using only data available at or before window_end
network_temperature_gap__max_abs__roll3d_delta,causal_temporal,0.0,0.0,0.5927180355630821,322,-48.0,0.0,42.0,0.0047394942049288685,must be computed using only data available at or before window_end
network_temperature_gap__max_abs__roll3d_slope,causal_temporal,0.0,0.0,0.05927180355630821,2073,-26.999999999999993,2.1044459606368536e-16,22.99999999999999,-0.0108865440580665,must be computed using only data available at or before window_end
network_temperature_gap__max_abs__roll7d_delta,causal_temporal,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
network_temperature_gap__max_abs__roll7d_slope,causal_temporal,0.0,0.0,0.05927180355630821,2126,-26.999999999999993,0.005274859579779632,22.99999999999999,-0.01784502057038491,must be computed using only data available at or before window_end
network_temperature_gap__mean__roll24h_delta,causal_temporal,0.0,0.0,0.21210838272650295,1481,-33.861111111111114,0.0,36.972222222222214,0.014111424978289891,must be computed using only data available at or before window_end
network_temperature_gap__mean__roll7d_delta,causal_temporal,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
outdoor_temperature__mean__roll24h_delta,causal_temporal,0.0,0.0,0.20660457239627433,1807,-11.838888888888892,0.0,13.322222222222223,-0.020618215579925787,must be computed using only data available at or before window_end
outdoor_temperature__mean__roll7d_delta,causal_temporal,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
outdoor_temperature__std__roll24h_delta,causal_temporal,0.0,0.0,0.20745131244707873,1873,-5.8090756841839735,0.0,6.583403060386342,0.010144917395269239,must be computed using only data available at or before window_end
outdoor_temperature__std__roll7d_delta,causal_temporal,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
p_net_meter_flow__mean__roll24h_delta,causal_temporal,0.0,0.0,0.20702794242167655,1845,-4864000.0,0.0,1201194.4444444445,-0.033919209364847,must be computed using only data available at or before window_end
p_net_meter_flow__mean__roll3d_slope,causal_temporal,0.0,0.0,0.05334462320067739,2237,-1309000.000000001,0.018640503015509038,1277499.9999999993,-0.07545152253350088,must be computed using only data available at or before window_end
p_net_meter_flow__mean__roll7d_delta,causal_temporal,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
p_net_meter_heat_power__delta,causal_temporal,0.0,0.0,0.04741744284504657,1260,-299000.0,0.1666666666666667,169100.0,0.009296052454956485,must be computed using only data available at or before window_end
p_net_meter_heat_power__mean__roll24h_delta,causal_temporal,0.0,0.0,0.21253175275190517,1790,-138744.44444444444,0.0,47958.333333333314,0.0032266378654734274,must be computed using only data available at or before window_end
p_net_meter_heat_power__mean__roll7d_delta,causal_temporal,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
p_net_return_temperature__mean__roll24h_delta,causal_temporal,0.0,0.0,0.21507197290431837,1267,-27.644444444444442,0.0,17.166666666666664,-0.020173786682038192,must be computed using only data available at or before window_end
p_net_return_temperature__mean__roll7d_delta,causal_temporal,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
p_net_supply_temperature__delta,causal_temporal,0.0,0.0,0.16257408975444537,574,-44.0,0.0,53.0,-0.039041109422613206,must be computed using only data available at or before window_end
p_net_supply_temperature__mean__roll7d_delta,causal_temporal,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
s_dhw_supply_temperature__delta,causal_temporal,0.0,0.0,0.015664690939881456,561,-25.5,-0.0200000000000031,27.9,-0.00036718053926762794,must be computed using only data available at or before window_end
s_dhw_supply_temperature__mean__roll24h_delta,causal_temporal,0.0,0.0,0.5224386113463166,1059,-31.018,0.0,11.833333333333321,-0.06954990792881452,must be computed using only data available at or before window_end
s_dhw_supply_temperature__mean__roll3d_delta,causal_temporal,0.0,0.0,0.7286198137171889,622,-34.94827777777778,0.0,14.655555555555559,-0.06646955522816936,must be computed using only data available at or before window_end
s_dhw_supply_temperature__mean__roll7d_delta,causal_temporal,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
s_dhw_supply_temperature_setpoint__delta,causal_temporal,0.0,0.0,0.9398814563928873,13,-56.0,0.0,62.0,0.021909860448491553,must be computed using only data available at or before window_end
s_dhw_supply_temperature_setpoint__mean__roll24h_delta,causal_temporal,0.0,0.0,0.8738357324301439,106,-15.555555555555557,0.0,4.6666666666666785,0.0028726268912959573,must be computed using only data available at or before window_end
s_dhw_supply_temperature_setpoint__mean__roll3d_delta,causal_temporal,0.0,0.0,0.9276037256562235,70,-1.1666666666666572,0.0,1.1944444444444429,-0.012321678913286097,must be computed using only data available at or before window_end
s_dhw_supply_temperature_setpoint__mean__roll7d_delta,causal_temporal,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
s_hc1_supply_temperature__mean__roll24h_delta,causal_temporal,0.0,0.0,0.20702794242167655,1767,-18.427777777777784,0.0,25.066666666666666,0.027071600592375924,must be computed using only data available at or before window_end
s_hc1_supply_temperature__mean__roll7d_delta,causal_temporal,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
s_hc1_supply_temperature_setpoint__mean__roll24h_delta,causal_temporal,0.0,0.0,0.3314987298899238,1512,-38.08055555555556,0.0,46.16944444444445,-0.0031688103212281554,must be computed using only data available at or before window_end
s_hc1_supply_temperature_setpoint__mean__roll3d_delta,causal_temporal,0.0,0.0,0.6236240474174428,866,-38.452777777777776,0.0,48.280555555555566,0.004480380025627363,must be computed using only data available at or before window_end
s_hc1_supply_temperature_setpoint__mean__roll7d_delta,causal_temporal,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
configuration_type__is__sh_with_buffer_tank,context_or_other,0.0,0.0,0.9331075359864521,2,0.0,0.0,1.0,0.1201726177665056,must be computed using only data available at or before window_end
configuration_type__is__sh_with_sub_circuits,context_or_other,0.0,0.0,0.9881456392887383,2,0.0,0.0,1.0,-0.06648700223830285,must be computed using only data available at or before window_end
has_buffer_tank,context_or_other,0.0,0.0,0.9331075359864521,2,0.0,0.0,1.0,0.1201726177665056,must be computed using only data available at or before window_end
manufacturer__is__manufacturer_2,context_or_other,0.0,0.0,0.519051651143099,2,0.0,0.0,1.0,0.06708294080351516,must be computed using only data available at or before window_end
max_timestamp_gap_minutes,context_or_other,0.0,0.0,0.0,9,10.0,10.0,20.0,0.03178220183979921,must be computed using only data available at or before window_end
p_hc1_return_temperature__first,context_or_other,0.0,0.0,0.0,723,10.61,43.9,67.8,0.026463485695954435,must be computed using only data available at or before window_end
p_net_meter_flow__first,context_or_other,0.0,0.0,0.0046570702794242165,1381,0.0,3359.5,8424000.0,0.15719007886670175,must be computed using only data available at or before window_end
row_count,context_or_other,0.0,0.0,0.0,15,18.0,36.0,36.0,-0.1452133647105747,must be computed using only data available at or before window_end
s_dhw_supply_temperature_setpoint__first,context_or_other,0.0,0.0,0.0,12,10.0,60.0,72.0,0.05927391858760602,must be computed using only data available at or before window_end
season_bucket__is__spring,context_or_other,0.0,0.0,0.7849280270956817,2,0.0,0.0,1.0,-0.027378040143084176,must be computed using only data available at or before window_end
season_bucket__is__summer,context_or_other,0.0,0.0,0.8755292125317528,2,0.0,0.0,1.0,-0.1103390660717501,must be computed using only data available at or before window_end
timestamp_gap_count,context_or_other,0.0,0.0,0.9987298899237934,2,0.0,0.0,1.0,0.031949134611045045,must be computed using only data available at or before window_end
configuration_type__is__missing,data_quality,0.0,0.0,0.9923793395427604,2,0.0,0.0,1.0,0.14436080220480213,must be computed using only data available at or before window_end
missing_rate,data_quality,0.0,0.0,0.9115156646909399,87,0.0,0.0,0.3,-0.02457006099694018,must be computed using only data available at or before window_end
p_net_meter_energy__missing_count,data_quality,0.0,0.0,0.9686706181202371,12,0.0,0.0,24.0,-0.0025226500160957805,must be computed using only data available at or before window_end
p_net_meter_energy__missing_rate,data_quality,0.0,0.0,0.9686706181202371,12,0.0,0.0,0.6666666666666666,-0.002522650016095921,must be computed using only data available at or before window_end
p_net_meter_flow__missing_count,data_quality,0.0,0.0,0.9686706181202371,12,0.0,0.0,24.0,-0.0025226500160957805,must be computed using only data available at or before window_end
p_net_meter_flow__missing_rate,data_quality,0.0,0.0,0.9686706181202371,12,0.0,0.0,0.6666666666666666,-0.002522650016095921,must be computed using only data available at or before window_end
p_net_meter_heat_power__missing_count,data_quality,0.0,0.0,0.9686706181202371,12,0.0,0.0,24.0,-0.0025226500160957805,must be computed using only data available at or before window_end
p_net_meter_heat_power__missing_rate,data_quality,0.0,0.0,0.9686706181202371,12,0.0,0.0,0.6666666666666666,-0.002522650016095921,must be computed using only data available at or before window_end
p_net_meter_volume__missing_count,data_quality,0.0,0.0,0.9686706181202371,12,0.0,0.0,24.0,-0.0025226500160957805,must be computed using only data available at or before window_end
p_net_meter_volume__missing_rate,data_quality,0.0,0.0,0.9686706181202371,12,0.0,0.0,0.6666666666666666,-0.002522650016095921,must be computed using only data available at or before window_end
p_net_return_temperature__missing_count,data_quality,0.0,0.0,0.9686706181202371,12,0.0,0.0,24.0,-0.0025226500160957805,must be computed using only data available at or before window_end
p_net_return_temperature__missing_rate,data_quality,0.0,0.0,0.9686706181202371,12,0.0,0.0,0.6666666666666666,-0.002522650016095921,must be computed using only data available at or before window_end
p_net_supply_temperature__missing_count,data_quality,0.0,0.0,0.9686706181202371,12,0.0,0.0,24.0,-0.0025226500160957805,must be computed using only data available at or before window_end
p_net_supply_temperature__missing_rate,data_quality,0.0,0.0,0.9686706181202371,12,0.0,0.0,0.6666666666666666,-0.002522650016095921,must be computed using only data available at or before window_end
s_dhw_lower_storage_temperature__missing_count,data_quality,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
s_dhw_lower_storage_temperature__missing_rate,data_quality,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
s_dhw_supply_temperature__missing_count,data_quality,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
s_dhw_supply_temperature__missing_rate,data_quality,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
s_dhw_supply_temperature_setpoint__missing_count,data_quality,0.0,0.0,0.995766299745978,3,0.0,0.0,2.0,-0.015997321818844557,must be computed using only data available at or before window_end
s_dhw_supply_temperature_setpoint__missing_rate,data_quality,0.0,0.0,0.995766299745978,3,0.0,0.0,0.0555555555555555,-0.01599732181884452,must be computed using only data available at or before window_end
s_dhw_upper_storage_temperature__missing_count,data_quality,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
s_dhw_upper_storage_temperature__missing_rate,data_quality,0.0,0.0,1.0,1,0.0,0.0,0.0,,must be computed using only data available at or before window_end
s_hc1.1_control_unit_mode__dominant__is__missing,data_quality,0.0,0.0,0.007620660457239628,2,0.0,1.0,1.0,-0.14436080220480227,must be computed using only data available at or before window_end
s_hc1.1_heating_pump_status__dominant__is__missing,data_quality,0.0,0.0,0.007620660457239628,2,0.0,1.0,1.0,-0.14436080220480227,must be computed using only data available at or before window_end
s_hc1.2_control_unit_mode__dominant__is__missing,data_quality,0.0,0.0,0.01947502116850127,2,0.0,1.0,1.0,-0.038774515260339544,must be computed using only data available at or before window_end
s_hc1.2_dhw_control unit_mode__dominant__is__missing,data_quality,0.0,0.0,0.005080440304826418,2,0.0,1.0,1.0,-0.11771953278124087,must be computed using only data available at or before window_end
s_hc1.2_heating_pump_status__dominant__is__missing,data_quality,0.0,0.0,0.05969517358171041,2,0.0,1.0,1.0,0.036120367045925764,must be computed using only data available at or before window_end
s_hc1.3_control_unit_mode__dominant__is__missing,data_quality,0.0,0.0,0.011854360711261643,2,0.0,1.0,1.0,0.06648700223830283,must be computed using only data available at or before window_end
s_hc1_control_unit_mode__dominant__is__missing,data_quality,0.0,0.0,0.4140558848433531,2,0.0,1.0,1.0,-0.007092981142517197,must be computed using only data available at or before window_end
s_hc1_heating_pump_status_setpoint__dominant__is__missing,data_quality,0.0,0.0,0.4809483488569009,2,0.0,1.0,1.0,-0.06708294080351504,must be computed using only data available at or before window_end
s_hc1_supply_temperature_setpoint__missing_count,data_quality,0.0,0.0,0.9470787468247248,36,0.0,0.0,36.0,-0.07565375850018223,must be computed using only data available at or before window_end
s_hc1_supply_temperature_setpoint__missing_rate,data_quality,0.0,0.0,0.9470787468247248,37,0.0,0.0,1.0,-0.07566801344995173,must be computed using only data available at or before window_end
s_dhw_3-way_valve_status__dominant__is__ein,operation_state,0.0,0.0,0.9428450465707028,2,0.0,0.0,1.0,0.10134706443066988,must be computed using only data available at or before window_end
s_dhw_control_unit_mode__dominant__is__tag,operation_state,0.0,0.0,0.7836579170194751,2,0.0,0.0,1.0,-0.09873275810992632,must be computed using only data available at or before window_end
s_hc1.1_control_unit_mode__dominant__is__nacht,operation_state,0.0,0.0,0.997883149872989,2,0.0,0.0,1.0,0.07587471080322275,must be computed using only data available at or before window_end
s_hc1.1_control_unit_mode__dominant__is__tag,operation_state,0.0,0.0,0.9944961896697714,2,0.0,0.0,1.0,0.12255245219622835,must be computed using only data available at or before window_end
s_hc1.1_heating_pump_status__dominant__is__ein,operation_state,0.0,0.0,0.9923793395427604,2,0.0,0.0,1.0,0.14436080220480219,must be computed using only data available at or before window_end
s_hc1.2_control_unit_mode__dominant__is__nacht,operation_state,0.0,0.0,0.9923793395427604,2,0.0,0.0,1.0,0.0016820719196001955,must be computed using only data available at or before window_end
s_hc1.2_control_unit_mode__dominant__is__standby,operation_state,0.0,0.0,0.9995766299745978,2,0.0,0.0,1.0,-0.012492810967824047,must be computed using only data available at or before window_end
s_hc1.2_control_unit_mode__dominant__is__tag,operation_state,0.0,0.0,0.9885690093141406,2,0.0,0.0,1.0,0.051446033252391964,must be computed using only data available at or before window_end
s_hc1.2_dhw_control unit_mode__dominant__is__standby,operation_state,0.0,0.0,0.9949195596951735,2,0.0,0.0,1.0,0.11771953278124091,must be computed using only data available at or before window_end
s_hc1.2_heating_pump_status__dominant__is__aus,operation_state,0.0,0.0,0.9995766299745978,2,0.0,0.0,1.0,-0.012492810967824047,must be computed using only data available at or before window_end
s_hc1.2_heating_pump_status__dominant__is__ein,operation_state,0.0,0.0,0.9407281964436918,2,0.0,0.0,1.0,-0.035152622166710244,must be computed using only data available at or before window_end
s_hc1.3_control_unit_mode__dominant__is__tag,operation_state,0.0,0.0,0.9881456392887383,2,0.0,0.0,1.0,-0.06648700223830285,must be computed using only data available at or before window_end
s_hc1.3_heating_pump_status__dominant__is__aus,operation_state,0.0,0.0,0.9597798475867908,2,0.0,0.0,1.0,-0.07082741726775511,must be computed using only data available at or before window_end
s_hc1.3_heating_pump_status__dominant__is__ein,operation_state,0.0,0.0,0.9881456392887383,2,0.0,0.0,1.0,-0.06648700223830285,must be computed using only data available at or before window_end
s_hc1_control_unit_mode__dominant__is__nacht,operation_state,0.0,0.0,0.9140558848433531,2,0.0,0.0,1.0,-0.06694994330256109,must be computed using only data available at or before window_end
s_hc1_control_unit_mode__dominant__is__standby,operation_state,0.0,0.0,0.9796782387806944,2,0.0,0.0,1.0,-0.08066291740174297,must be computed using only data available at or before window_end
s_hc1_heating_pump_status_setpoint__dominant__is__aus,operation_state,0.0,0.0,0.9678238780694327,2,0.0,0.0,1.0,-0.1052733465013249,must be computed using only data available at or before window_end
s_hc1_heating_pump_status_setpoint__dominant__is__ein,operation_state,0.0,0.0,0.5512277730736664,2,0.0,0.0,1.0,0.10474008417235578,must be computed using only data available at or before window_end
dhw_supply_temperature_gap__mean,sensor_window_stat,0.0,0.0,0.0,1230,-51.38722222222222,0.3375,24.60277777777777,-0.1470200361899124,must be computed using only data available at or before window_end
hc1_supply_temperature_gap__last,sensor_window_stat,0.0,0.0,0.02201524132091448,795,-50.00000000000001,0.1499999999999985,46.900000000000006,-0.029869456290986498,must be computed using only data available at or before window_end
hc1_supply_temperature_gap__mean,sensor_window_stat,0.0,0.0,0.000846740050804403,2204,-43.17222222222222,0.1111111111111087,46.144444444444446,-0.05290467167459922,must be computed using only data available at or before window_end
network_temperature_gap__max_abs,sensor_window_stat,0.0,0.0,0.003386960203217612,593,0.0,48.0,77.59,0.033947067785977905,must be computed using only data available at or before window_end
outdoor_temperature__min,sensor_window_stat,0.0,0.0,0.003386960203217612,725,-6.6,7.4,29.0,-0.09494891307764436,must be computed using only data available at or before window_end
p_net_meter_energy__std,sensor_window_stat,0.0,0.0,0.01989839119390347,2290,0.0,278.99852863845035,794000.6252246549,0.1388802294217653,must be computed using only data available at or before window_end
s_dhw_supply_temperature_setpoint__last,sensor_window_stat,0.0,0.0,0.0,17,10.0,60.0,72.0,0.09566337911843209,must be computed using only data available at or before window_end
s_dhw_supply_temperature_setpoint__min,sensor_window_stat,0.0,0.0,0.0,9,10.0,60.0,72.0,-0.0526588110933153,must be computed using only data available at or before window_end
is_weekend,time_calendar,0.0,0.0,0.7019475021168501,2,0.0,0.0,1.0,0.04473516033641198,must be computed using only data available at or before window_end
