threshold,validation_precision,validation_recall,validation_f1,validation_false_positive_rate,holdout_precision,holdout_recall,holdout_f1,holdout_false_positive_rate,precision_recall_gap_holdout,policy
0.42,0.7310344827586207,0.7412587412587412,0.7361111111111112,0.13541666666666666,0.5268817204301075,0.5697674418604651,0.547486033519553,0.205607476635514,0.042885721430357626,max_validation_f1
0.44,0.7375886524822695,0.7272727272727273,0.7323943661971831,0.1284722222222222,0.5476190476190477,0.5348837209302325,0.5411764705882353,0.17757009345794392,0.012735326688815163,max_holdout_f1_under_fpr_0_20
0.44,0.7375886524822695,0.7272727272727273,0.7323943661971831,0.1284722222222222,0.5476190476190477,0.5348837209302325,0.5411764705882353,0.17757009345794392,0.012735326688815163,balanced_holdout_precision_recall
