threshold,precision,recall,f1,false_positive_rate
0.42,0.7310344827586207,0.7412587412587412,0.7361111111111112,0.13541666666666666
0.4,0.726027397260274,0.7412587412587412,0.7335640138408305,0.1388888888888889
0.45,0.7463768115942029,0.7202797202797203,0.7330960854092526,0.12152777777777778
0.44,0.7375886524822695,0.7272727272727273,0.7323943661971831,0.1284722222222222
0.22,0.5323383084577115,0.7482517482517482,0.622093023255814,0.3263888888888889
0.9,1.0,0.32167832167832167,0.48677248677248675,0.0
