gate,probability_column,target_definition,threshold,split,tp,fp,fn,tn,precision,recall,f1,false_positive_rate,balanced_accuracy,positive_rate,target_positive_count,native_label_available
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.45,train,0,0,195,682,0,0,0,0,0.5,0,195,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.45,validation,0,0,23,143,0,0,0,0,0.5,0,23,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.5,holdout,0,0,77,106,0,0,0,0,0.5,0,77,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.5,train,0,0,195,682,0,0,0,0,0.5,0,195,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.5,validation,0,0,23,143,0,0,0,0,0.5,0,23,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.55,holdout,0,0,77,106,0,0,0,0,0.5,0,77,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.55,train,0,0,195,682,0,0,0,0,0.5,0,195,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.55,validation,0,0,23,143,0,0,0,0,0.5,0,23,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.6,holdout,0,0,77,106,0,0,0,0,0.5,0,77,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.6,train,0,0,195,682,0,0,0,0,0.5,0,195,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.6,validation,0,0,23,143,0,0,0,0,0.5,0,23,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.65,holdout,0,0,77,106,0,0,0,0,0.5,0,77,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.65,train,0,0,195,682,0,0,0,0,0.5,0,195,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.65,validation,0,0,23,143,0,0,0,0,0.5,0,23,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.7,holdout,0,0,77,106,0,0,0,0,0.5,0,77,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.7,train,0,0,195,682,0,0,0,0,0.5,0,195,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.7,validation,0,0,23,143,0,0,0,0,0.5,0,23,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.75,holdout,0,0,77,106,0,0,0,0,0.5,0,77,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.75,train,0,0,195,682,0,0,0,0,0.5,0,195,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.75,validation,0,0,23,143,0,0,0,0,0.5,0,23,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.8,holdout,0,0,77,106,0,0,0,0,0.5,0,77,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.8,train,0,0,195,682,0,0,0,0,0.5,0,195,False
activity_gate,m1_specialist_activity_probability,activity_native_label_unavailable,0.8,validation,0,0,23,143,0,0,0,0,0.5,0,23,False
