tp,fp,fn,tn,precision,recall,f1,false_positive_rate,fault_events,detected_fault_events,fault_event_recall,top10_precision,top10_recall,top20_precision,top20_recall,top30_precision,top30_recall,variant,split,high_threshold,urgent_threshold,w_pre_event,w_leadtime,w_group
130,94,65,588,0.580357142857,0.666666666667,0.620525059666,0.137829912023,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.25_0.45_0.30,train,65,80,0.25,0.45,0.3
20,19,3,124,0.512820512821,0.869565217391,0.645161290323,0.132867132867,2,2,1,1,0.434782608696,0.75,0.652173913043,0.633333333333,0.826086956522,grid_0.25_0.45_0.30,validation,65,80,0.25,0.45,0.3
41,20,36,86,0.672131147541,0.532467532468,0.594202898551,0.188679245283,8,7,0.875,1,0.12987012987,1,0.25974025974,0.9,0.350649350649,grid_0.25_0.50_0.25,holdout,67.5,82.5,0.25,0.5,0.25
116,113,79,569,0.506550218341,0.594871794872,0.547169811321,0.16568914956,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.25_0.50_0.25,train,67.5,82.5,0.25,0.5,0.25
17,27,6,116,0.386363636364,0.739130434783,0.507462686567,0.188811188811,2,2,1,0.7,0.304347826087,0.55,0.478260869565,0.466666666667,0.608695652174,grid_0.25_0.50_0.25,validation,67.5,82.5,0.25,0.5,0.25
40,17,37,89,0.701754385965,0.519480519481,0.597014925373,0.160377358491,8,7,0.875,1,0.12987012987,1,0.25974025974,0.8,0.311688311688,grid_0.25_0.55_0.20,holdout,72.5,87.5,0.25,0.55,0.2
101,100,94,582,0.502487562189,0.517948717949,0.510101010101,0.146627565982,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.25_0.55_0.20,train,72.5,87.5,0.25,0.55,0.2
9,23,14,120,0.28125,0.391304347826,0.327272727273,0.160839160839,2,2,1,0.6,0.260869565217,0.35,0.304347826087,0.3,0.391304347826,grid_0.25_0.55_0.20,validation,72.5,87.5,0.25,0.55,0.2
23,7,54,99,0.766666666667,0.298701298701,0.429906542056,0.0660377358491,8,5,0.625,1,0.12987012987,0.85,0.220779220779,0.766666666667,0.298701298701,grid_0.25_0.60_0.15,holdout,82.5,95,0.25,0.6,0.15
45,31,150,651,0.592105263158,0.230769230769,0.332103321033,0.0454545454545,18,15,0.833333333333,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.25_0.60_0.15,train,82.5,95,0.25,0.6,0.15
6,4,17,139,0.6,0.260869565217,0.363636363636,0.027972027972,2,2,1,0.6,0.260869565217,0.3,0.260869565217,0.2,0.260869565217,grid_0.25_0.60_0.15,validation,82.5,95,0.25,0.6,0.15
28,15,49,91,0.651162790698,0.363636363636,0.466666666667,0.141509433962,8,7,0.875,0.8,0.103896103896,0.7,0.181818181818,0.666666666667,0.25974025974,grid_0.25_0.65_0.10,holdout,82.5,95,0.25,0.65,0.1
48,79,147,603,0.377952755906,0.246153846154,0.298136645963,0.115835777126,18,15,0.833333333333,1,0.0512820512821,1,0.102564102564,0.933333333333,0.14358974359,grid_0.25_0.65_0.10,train,82.5,95,0.25,0.65,0.1
6,15,17,128,0.285714285714,0.260869565217,0.272727272727,0.104895104895,2,2,1,0.5,0.217391304348,0.3,0.260869565217,0.2,0.260869565217,grid_0.25_0.65_0.10,validation,82.5,95,0.25,0.65,0.1
16,10,61,96,0.615384615385,0.207792207792,0.31067961165,0.0943396226415,8,5,0.625,0.8,0.103896103896,0.55,0.142857142857,0.666666666667,0.25974025974,grid_0.25_0.70_0.05,holdout,90,95,0.25,0.7,0.05
31,41,164,641,0.430555555556,0.158974358974,0.232209737828,0.0601173020528,18,12,0.666666666667,1,0.0512820512821,0.9,0.0923076923077,0.7,0.107692307692,grid_0.25_0.70_0.05,train,90,95,0.25,0.7,0.05
5,6,18,137,0.454545454545,0.217391304348,0.294117647059,0.041958041958,2,2,1,0.5,0.217391304348,0.25,0.217391304348,0.2,0.260869565217,grid_0.25_0.70_0.05,validation,90,95,0.25,0.7,0.05
20,15,57,91,0.571428571429,0.25974025974,0.357142857143,0.141509433962,8,5,0.625,0.6,0.0779220779221,0.5,0.12987012987,0.566666666667,0.220779220779,grid_0.25_0.75_0.00,holdout,90,95,0.25,0.75,0
31,86,164,596,0.264957264957,0.158974358974,0.198717948718,0.126099706745,18,12,0.666666666667,0.7,0.0358974358974,0.55,0.0564102564103,0.433333333333,0.0666666666667,grid_0.25_0.75_0.00,train,90,95,0.25,0.75,0
5,20,18,123,0.2,0.217391304348,0.208333333333,0.13986013986,2,2,1,0.4,0.173913043478,0.25,0.217391304348,0.166666666667,0.217391304348,grid_0.25_0.75_0.00,validation,90,95,0.25,0.75,0
61,0,16,106,1,0.792207792208,0.884057971014,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.30_0.00_0.70,holdout,42.5,63.1999485109,0.3,0,0.7
174,0,21,682,1,0.892307692308,0.943089430894,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.30_0.00_0.70,train,42.5,63.1999485109,0.3,0,0.7
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.30_0.00_0.70,validation,42.5,63.1999485109,0.3,0,0.7
60,0,17,106,1,0.779220779221,0.875912408759,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.30_0.05_0.65,holdout,45,64.7495208756,0.3,0.05,0.65
173,0,22,682,1,0.887179487179,0.940217391304,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.30_0.05_0.65,train,45,64.7495208756,0.3,0.05,0.65
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.30_0.05_0.65,validation,45,64.7495208756,0.3,0.05,0.65
62,7,15,99,0.898550724638,0.805194805195,0.849315068493,0.0660377358491,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.30_0.10_0.60,holdout,45,66.2990932403,0.3,0.1,0.6
174,17,21,665,0.910994764398,0.892307692308,0.901554404145,0.024926686217,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.30_0.10_0.60,train,45,66.2990932403,0.3,0.1,0.6
23,1,0,142,0.958333333333,1,0.978723404255,0.00699300699301,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.30_0.10_0.60,validation,45,66.2990932403,0.3,0.1,0.6
61,13,16,93,0.824324324324,0.792207792208,0.807947019868,0.122641509434,8,8,1,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.30_0.15_0.55,holdout,47.5,67.9252777538,0.3,0.15,0.55
172,59,23,623,0.744588744589,0.882051282051,0.807511737089,0.0865102639296,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.30_0.15_0.55,train,47.5,67.9252777538,0.3,0.15,0.55
23,7,0,136,0.766666666667,1,0.867924528302,0.048951048951,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.30_0.15_0.55,validation,47.5,67.9252777538,0.3,0.15,0.55
59,17,18,89,0.776315789474,0.766233766234,0.771241830065,0.160377358491,8,8,1,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.30_0.20_0.50,holdout,50,68.9937068301,0.3,0.2,0.5
167,80,28,602,0.676113360324,0.85641025641,0.755656108597,0.117302052786,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.30_0.20_0.50,train,50,68.9937068301,0.3,0.2,0.5
23,12,0,131,0.657142857143,1,0.793103448276,0.0839160839161,2,2,1,1,0.434782608696,0.95,0.826086956522,0.766666666667,1,grid_0.30_0.20_0.50,validation,50,68.9937068301,0.3,0.2,0.5
59,21,18,85,0.7375,0.766233766234,0.751592356688,0.198113207547,8,8,1,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.30_0.25_0.45,holdout,52.5,69.4532437393,0.3,0.25,0.45
163,108,32,574,0.60147601476,0.835897435897,0.699570815451,0.158357771261,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.30_0.25_0.45,train,52.5,69.4532437393,0.3,0.25,0.45
22,21,1,122,0.511627906977,0.95652173913,0.666666666667,0.146853146853,2,2,1,1,0.434782608696,0.95,0.826086956522,0.7,0.913043478261,grid_0.30_0.25_0.45,validation,52.5,69.4532437393,0.3,0.25,0.45
37,0,40,106,1,0.480519480519,0.649122807018,0,8,6,0.75,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.30_0.30_0.40,holdout,67.5,82.5,0.3,0.3,0.4
116,0,79,682,1,0.594871794872,0.745980707395,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.30_0.30_0.40,train,67.5,82.5,0.3,0.3,0.4
19,0,4,143,1,0.826086956522,0.904761904762,0,2,2,1,1,0.434782608696,0.95,0.826086956522,0.633333333333,0.826086956522,grid_0.30_0.30_0.40,validation,67.5,82.5,0.3,0.3,0.4
39,9,38,97,0.8125,0.506493506494,0.624,0.0849056603774,8,6,0.75,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.30_0.35_0.35,holdout,65,80,0.3,0.35,0.35
126,37,69,645,0.773006134969,0.646153846154,0.703910614525,0.0542521994135,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.30_0.35_0.35,train,65,80,0.3,0.35,0.35
19,4,4,139,0.826086956522,0.826086956522,0.826086956522,0.027972027972,2,2,1,1,0.434782608696,0.9,0.782608695652,0.633333333333,0.826086956522,grid_0.30_0.35_0.35,validation,65,80,0.3,0.35,0.35
42,18,35,88,0.7,0.545454545455,0.613138686131,0.169811320755,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.30_0.40_0.30,holdout,65,80,0.3,0.4,0.3
124,91,71,591,0.576744186047,0.635897435897,0.60487804878,0.133431085044,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.30_0.40_0.30,train,65,80,0.3,0.4,0.3
18,18,5,125,0.5,0.782608695652,0.610169491525,0.125874125874,2,2,1,1,0.434782608696,0.75,0.652173913043,0.6,0.782608695652,grid_0.30_0.40_0.30,validation,65,80,0.3,0.4,0.3
38,15,39,91,0.716981132075,0.493506493506,0.584615384615,0.141509433962,8,7,0.875,1,0.12987012987,1,0.25974025974,0.866666666667,0.337662337662,grid_0.30_0.45_0.25,holdout,70,85,0.3,0.45,0.25
105,77,90,605,0.576923076923,0.538461538462,0.557029177719,0.112903225806,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.30_0.45_0.25,train,70,85,0.3,0.45,0.25
15,14,8,129,0.51724137931,0.652173913043,0.576923076923,0.0979020979021,2,2,1,0.7,0.304347826087,0.6,0.521739130435,0.5,0.652173913043,grid_0.30_0.45_0.25,validation,70,85,0.3,0.45,0.25
38,18,39,88,0.678571428571,0.493506493506,0.571428571429,0.169811320755,8,7,0.875,1,0.12987012987,1,0.25974025974,0.8,0.311688311688,grid_0.30_0.50_0.20,holdout,72.5,87.5,0.3,0.5,0.2
88,99,107,583,0.470588235294,0.451282051282,0.460732984293,0.145161290323,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.30_0.50_0.20,train,72.5,87.5,0.3,0.5,0.2
12,20,11,123,0.375,0.521739130435,0.436363636364,0.13986013986,2,2,1,0.6,0.260869565217,0.3,0.260869565217,0.4,0.521739130435,grid_0.30_0.50_0.20,validation,72.5,87.5,0.3,0.5,0.2
26,14,51,92,0.65,0.337662337662,0.444444444444,0.132075471698,8,7,0.875,1,0.12987012987,0.85,0.220779220779,0.766666666667,0.298701298701,grid_0.30_0.55_0.15,holdout,80,95,0.3,0.55,0.15
49,55,146,627,0.471153846154,0.251282051282,0.327759197324,0.0806451612903,18,15,0.833333333333,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.30_0.55_0.15,train,80,95,0.3,0.55,0.15
6,8,17,135,0.428571428571,0.260869565217,0.324324324324,0.0559440559441,2,2,1,0.6,0.260869565217,0.3,0.260869565217,0.2,0.260869565217,grid_0.30_0.55_0.15,validation,80,95,0.3,0.55,0.15
28,17,49,89,0.622222222222,0.363636363636,0.459016393443,0.160377358491,8,7,0.875,0.8,0.103896103896,0.7,0.181818181818,0.666666666667,0.25974025974,grid_0.30_0.60_0.10,holdout,80,95,0.3,0.6,0.1
49,102,146,580,0.324503311258,0.251282051282,0.28323699422,0.149560117302,18,15,0.833333333333,1,0.0512820512821,1,0.102564102564,0.9,0.138461538462,grid_0.30_0.60_0.10,train,80,95,0.3,0.6,0.1
6,23,17,120,0.206896551724,0.260869565217,0.230769230769,0.160839160839,2,2,1,0.5,0.217391304348,0.3,0.260869565217,0.2,0.260869565217,grid_0.30_0.60_0.10,validation,80,95,0.3,0.6,0.1
22,14,55,92,0.611111111111,0.285714285714,0.389380530973,0.132075471698,8,6,0.75,0.7,0.0909090909091,0.6,0.155844155844,0.633333333333,0.246753246753,grid_0.30_0.65_0.05,holdout,87.5,95,0.3,0.65,0.05
33,61,162,621,0.351063829787,0.169230769231,0.228373702422,0.0894428152493,18,13,0.722222222222,1,0.0512820512821,0.85,0.0871794871795,0.666666666667,0.102564102564,grid_0.30_0.65_0.05,train,87.5,95,0.3,0.65,0.05
5,11,18,132,0.3125,0.217391304348,0.25641025641,0.0769230769231,2,2,1,0.4,0.173913043478,0.25,0.217391304348,0.166666666667,0.217391304348,grid_0.30_0.65_0.05,validation,87.5,95,0.3,0.65,0.05
24,19,53,87,0.558139534884,0.311688311688,0.4,0.179245283019,8,6,0.75,0.6,0.0779220779221,0.5,0.12987012987,0.533333333333,0.207792207792,grid_0.30_0.70_0.00,holdout,87.5,95,0.3,0.7,0
34,106,161,576,0.242857142857,0.174358974359,0.202985074627,0.155425219941,18,13,0.722222222222,0.6,0.0307692307692,0.5,0.0512820512821,0.4,0.0615384615385,grid_0.30_0.70_0.00,train,87.5,95,0.3,0.7,0
5,25,18,118,0.166666666667,0.217391304348,0.188679245283,0.174825174825,2,2,1,0.4,0.173913043478,0.2,0.173913043478,0.166666666667,0.217391304348,grid_0.30_0.70_0.00,validation,87.5,95,0.3,0.7,0
65,15,12,91,0.8125,0.844155844156,0.828025477707,0.141509433962,8,8,1,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.35_0.00_0.65,holdout,40,65.0382399294,0.35,0,0.65
176,80,19,602,0.6875,0.902564102564,0.780487804878,0.117302052786,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.35_0.00_0.65,train,40,65.0382399294,0.35,0,0.65
23,7,0,136,0.766666666667,1,0.867924528302,0.048951048951,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.35_0.00_0.65,validation,40,65.0382399294,0.35,0,0.65
64,20,13,86,0.761904761905,0.831168831169,0.795031055901,0.188679245283,8,8,1,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.35_0.05_0.60,holdout,42.5,66.5878122941,0.35,0.05,0.6
174,108,21,574,0.617021276596,0.892307692308,0.729559748428,0.158357771261,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.35_0.05_0.60,train,42.5,66.5878122941,0.35,0.05,0.6
23,14,0,129,0.621621621622,1,0.766666666667,0.0979020979021,2,2,1,1,0.434782608696,1,0.869565217391,0.733333333333,0.95652173913,grid_0.35_0.05_0.60,validation,42.5,66.5878122941,0.35,0.05,0.6
61,23,16,83,0.72619047619,0.792207792208,0.757763975155,0.216981132075,8,8,1,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.35_0.10_0.55,holdout,45,67.4426608115,0.35,0.1,0.55
173,124,22,558,0.582491582492,0.887179487179,0.70325203252,0.181818181818,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.35_0.10_0.55,train,45,67.4426608115,0.35,0.1,0.55
23,25,0,118,0.479166666667,1,0.647887323944,0.174825174825,2,2,1,1,0.434782608696,1,0.869565217391,0.733333333333,0.95652173913,grid_0.35_0.10_0.55,validation,45,67.4426608115,0.35,0.1,0.55
58,18,19,88,0.763157894737,0.753246753247,0.758169934641,0.169811320755,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.35_0.15_0.50,holdout,50,68.5481318575,0.35,0.15,0.5
166,93,29,589,0.640926640927,0.851282051282,0.73127753304,0.136363636364,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.35_0.15_0.50,train,50,68.5481318575,0.35,0.15,0.5
22,14,1,129,0.611111111111,0.95652173913,0.745762711864,0.0979020979021,2,2,1,1,0.434782608696,0.95,0.826086956522,0.7,0.913043478261,grid_0.35_0.15_0.50,validation,50,68.5481318575,0.35,0.15,0.5
60,21,17,85,0.740740740741,0.779220779221,0.759493670886,0.198113207547,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.35_0.20_0.45,holdout,52.5,68.1471613325,0.35,0.2,0.45
163,116,32,566,0.584229390681,0.835897435897,0.68776371308,0.17008797654,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.35_0.20_0.45,train,52.5,68.1471613325,0.35,0.2,0.45
21,24,2,119,0.466666666667,0.913043478261,0.617647058824,0.167832167832,2,2,1,1,0.434782608696,0.95,0.826086956522,0.633333333333,0.826086956522,grid_0.35_0.20_0.45,validation,52.5,68.1471613325,0.35,0.2,0.45
36,0,41,106,1,0.467532467532,0.637168141593,0,8,6,0.75,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.35_0.25_0.40,holdout,65,80,0.35,0.25,0.4
125,0,70,682,1,0.641025641026,0.78125,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.35_0.25_0.40,train,65,80,0.35,0.25,0.4
19,0,4,143,1,0.826086956522,0.904761904762,0,2,2,1,1,0.434782608696,0.95,0.826086956522,0.633333333333,0.826086956522,grid_0.35_0.25_0.40,validation,65,80,0.35,0.25,0.4
43,17,34,89,0.716666666667,0.558441558442,0.627737226277,0.160377358491,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.35_0.30_0.35,holdout,62.5,77.5,0.35,0.3,0.35
134,74,61,608,0.644230769231,0.687179487179,0.665012406948,0.108504398827,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.35_0.30_0.35,train,62.5,77.5,0.35,0.3,0.35
19,9,4,134,0.678571428571,0.826086956522,0.745098039216,0.0629370629371,2,2,1,1,0.434782608696,0.8,0.695652173913,0.633333333333,0.826086956522,grid_0.35_0.30_0.35,validation,62.5,77.5,0.35,0.3,0.35
39,18,38,88,0.684210526316,0.506493506494,0.582089552239,0.169811320755,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.35_0.35_0.30,holdout,65,80,0.35,0.35,0.3
117,90,78,592,0.565217391304,0.6,0.582089552239,0.131964809384,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.35_0.35_0.30,train,65,80,0.35,0.35,0.3
16,17,7,126,0.484848484848,0.695652173913,0.571428571429,0.118881118881,2,2,1,1,0.434782608696,0.7,0.608695652174,0.533333333333,0.695652173913,grid_0.35_0.35_0.30,validation,65,80,0.35,0.35,0.3
37,17,40,89,0.685185185185,0.480519480519,0.564885496183,0.160377358491,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.35_0.40_0.25,holdout,70,85,0.35,0.4,0.25
91,77,104,605,0.541666666667,0.466666666667,0.501377410468,0.112903225806,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.35_0.40_0.25,train,70,85,0.35,0.4,0.25
14,11,9,132,0.56,0.608695652174,0.583333333333,0.0769230769231,2,2,1,0.6,0.260869565217,0.6,0.521739130435,0.466666666667,0.608695652174,grid_0.35_0.40_0.25,validation,70,85,0.35,0.4,0.25
37,18,40,88,0.672727272727,0.480519480519,0.560606060606,0.169811320755,8,7,0.875,1,0.12987012987,1,0.25974025974,0.8,0.311688311688,grid_0.35_0.45_0.20,holdout,72.5,87.5,0.35,0.45,0.2
85,97,110,585,0.467032967033,0.435897435897,0.450928381963,0.142228739003,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.35_0.45_0.20,train,72.5,87.5,0.35,0.45,0.2
13,18,10,125,0.41935483871,0.565217391304,0.481481481481,0.125874125874,2,2,1,0.6,0.260869565217,0.5,0.434782608696,0.4,0.521739130435,grid_0.35_0.45_0.20,validation,72.5,87.5,0.35,0.45,0.2
36,20,41,86,0.642857142857,0.467532467532,0.541353383459,0.188679245283,8,7,0.875,1,0.12987012987,0.85,0.220779220779,0.733333333333,0.285714285714,grid_0.35_0.50_0.15,holdout,75,90,0.35,0.5,0.15
78,113,117,569,0.408376963351,0.4,0.40414507772,0.16568914956,18,16,0.888888888889,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.35_0.50_0.15,train,75,90,0.35,0.5,0.15
10,26,13,117,0.277777777778,0.434782608696,0.338983050847,0.181818181818,2,2,1,0.5,0.217391304348,0.3,0.260869565217,0.3,0.391304347826,grid_0.35_0.50_0.15,validation,75,90,0.35,0.5,0.15
17,6,60,100,0.739130434783,0.220779220779,0.34,0.0566037735849,8,4,0.5,0.9,0.116883116883,0.7,0.181818181818,0.7,0.272727272727,grid_0.35_0.55_0.10,holdout,87.5,95,0.35,0.55,0.1
30,24,165,658,0.555555555556,0.153846153846,0.240963855422,0.0351906158358,18,12,0.666666666667,1,0.0512820512821,1,0.102564102564,0.833333333333,0.128205128205,grid_0.35_0.55_0.10,train,87.5,95,0.35,0.55,0.1
5,4,18,139,0.555555555556,0.217391304348,0.3125,0.027972027972,2,2,1,0.5,0.217391304348,0.25,0.217391304348,0.2,0.260869565217,grid_0.35_0.55_0.10,validation,87.5,95,0.35,0.55,0.1
22,14,55,92,0.611111111111,0.285714285714,0.389380530973,0.132075471698,8,6,0.75,0.7,0.0909090909091,0.6,0.155844155844,0.566666666667,0.220779220779,grid_0.35_0.60_0.05,holdout,87.5,95,0.35,0.6,0.05
31,63,164,619,0.329787234043,0.158974358974,0.214532871972,0.0923753665689,18,12,0.666666666667,1,0.0512820512821,0.7,0.0717948717949,0.633333333333,0.0974358974359,grid_0.35_0.60_0.05,train,87.5,95,0.35,0.6,0.05
5,9,18,134,0.357142857143,0.217391304348,0.27027027027,0.0629370629371,2,2,1,0.4,0.173913043478,0.25,0.217391304348,0.166666666667,0.217391304348,grid_0.35_0.60_0.05,validation,87.5,95,0.35,0.6,0.05
23,19,54,87,0.547619047619,0.298701298701,0.386554621849,0.179245283019,8,6,0.75,0.6,0.0779220779221,0.45,0.116883116883,0.533333333333,0.207792207792,grid_0.35_0.65_0.00,holdout,87.5,95,0.35,0.65,0
31,104,164,578,0.22962962963,0.158974358974,0.187878787879,0.152492668622,18,12,0.666666666667,0.6,0.0307692307692,0.5,0.0512820512821,0.4,0.0615384615385,grid_0.35_0.65_0.00,train,87.5,95,0.35,0.65,0
5,23,18,120,0.178571428571,0.217391304348,0.196078431373,0.160839160839,2,2,1,0.3,0.130434782609,0.2,0.173913043478,0.166666666667,0.217391304348,grid_0.35_0.65_0.00,validation,87.5,95,0.35,0.65,0
56,0,21,106,1,0.727272727273,0.842105263158,0,8,6,0.75,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.40_0.00_0.60,holdout,47.5,64.6470539091,0.4,0,0.6
162,0,33,682,1,0.830769230769,0.90756302521,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.40_0.00_0.60,train,47.5,64.6470539091,0.4,0,0.6
22,0,1,143,1,0.95652173913,0.977777777778,0,2,2,1,1,0.434782608696,1,0.869565217391,0.733333333333,0.95652173913,grid_0.40_0.00_0.60,validation,47.5,64.6470539091,0.4,0,0.6
59,17,18,89,0.776315789474,0.766233766234,0.771241830065,0.160377358491,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.40_0.05_0.55,holdout,47.5,67.0177843493,0.4,0.05,0.55
166,94,29,588,0.638461538462,0.851282051282,0.72967032967,0.137829912023,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.40_0.05_0.55,train,47.5,67.0177843493,0.4,0.05,0.55
22,11,1,132,0.666666666667,0.95652173913,0.785714285714,0.0769230769231,2,2,1,1,0.434782608696,1,0.869565217391,0.733333333333,0.95652173913,grid_0.40_0.05_0.55,validation,47.5,67.0177843493,0.4,0.05,0.55
59,21,18,85,0.7375,0.766233766234,0.751592356688,0.198113207547,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.40_0.10_0.50,holdout,50,67.5344055356,0.4,0.1,0.5
165,112,30,570,0.595667870036,0.846153846154,0.699152542373,0.1642228739,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.40_0.10_0.50,train,50,67.5344055356,0.4,0.1,0.5
21,19,2,124,0.525,0.913043478261,0.666666666667,0.132867132867,2,2,1,1,0.434782608696,0.95,0.826086956522,0.666666666667,0.869565217391,grid_0.40_0.10_0.50,validation,50,67.5344055356,0.4,0.1,0.5
57,22,20,84,0.721518987342,0.74025974026,0.730769230769,0.207547169811,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.40_0.15_0.45,holdout,52.5,67.5,0.4,0.15,0.45
161,124,34,558,0.564912280702,0.825641025641,0.670833333333,0.181818181818,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.40_0.15_0.45,train,52.5,67.5,0.4,0.15,0.45
20,26,3,117,0.434782608696,0.869565217391,0.579710144928,0.181818181818,2,2,1,1,0.434782608696,0.95,0.826086956522,0.633333333333,0.826086956522,grid_0.40_0.15_0.45,validation,52.5,67.5,0.4,0.15,0.45
41,7,36,99,0.854166666667,0.532467532468,0.656,0.0660377358491,8,6,0.75,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.40_0.20_0.40,holdout,62.5,77.5,0.4,0.2,0.4
126,13,69,669,0.906474820144,0.646153846154,0.754491017964,0.0190615835777,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.40_0.20_0.40,train,62.5,77.5,0.4,0.2,0.4
19,1,4,142,0.95,0.826086956522,0.883720930233,0.00699300699301,2,2,1,1,0.434782608696,0.95,0.826086956522,0.633333333333,0.826086956522,grid_0.40_0.20_0.40,validation,62.5,77.5,0.4,0.2,0.4
47,21,30,85,0.691176470588,0.61038961039,0.648275862069,0.198113207547,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.40_0.25_0.35,holdout,60,75,0.4,0.25,0.35
138,114,57,568,0.547619047619,0.707692307692,0.61744966443,0.16715542522,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.40_0.25_0.35,train,60,75,0.4,0.25,0.35
19,25,4,118,0.431818181818,0.826086956522,0.567164179104,0.174825174825,2,2,1,1,0.434782608696,0.75,0.652173913043,0.6,0.782608695652,grid_0.40_0.25_0.35,validation,60,75,0.4,0.25,0.35
40,18,37,88,0.689655172414,0.519480519481,0.592592592593,0.169811320755,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.40_0.30_0.30,holdout,65,80,0.4,0.3,0.3
112,97,83,585,0.535885167464,0.574358974359,0.554455445545,0.142228739003,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.40_0.30_0.30,train,65,80,0.4,0.3,0.3
