tp,fp,fn,tn,precision,recall,f1,false_positive_rate,fault_events,detected_fault_events,fault_event_recall,top10_precision,top10_recall,top20_precision,top20_recall,top30_precision,top30_recall,variant,split,high_threshold,urgent_threshold,w_pre_event,w_leadtime,w_group
6,20,17,123,0.230769230769,0.260869565217,0.244897959184,0.13986013986,2,2,1,0.5,0.217391304348,0.3,0.260869565217,0.2,0.260869565217,grid_0.10_0.90_0.00,validation,92.5,95,0.1,0.9,0
60,0,17,106,1,0.779220779221,0.875912408759,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.15_0.00_0.85,holdout,45,60,0.15,0,0.85
176,0,19,682,1,0.902564102564,0.948787061995,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.15_0.00_0.85,train,45,60,0.15,0,0.85
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.15_0.00_0.85,validation,45,60,0.15,0,0.85
59,0,18,106,1,0.766233766234,0.867647058824,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.15_0.05_0.80,holdout,47.5,62.5,0.15,0.05,0.8
174,0,21,682,1,0.892307692308,0.943089430894,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.15_0.05_0.80,train,47.5,62.5,0.15,0.05,0.8
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.15_0.05_0.80,validation,47.5,62.5,0.15,0.05,0.8
56,0,21,106,1,0.727272727273,0.842105263158,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.15_0.10_0.75,holdout,50,65,0.15,0.1,0.75
173,0,22,682,1,0.887179487179,0.940217391304,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.15_0.10_0.75,train,50,65,0.15,0.1,0.75
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.15_0.10_0.75,validation,50,65,0.15,0.1,0.75
55,0,22,106,1,0.714285714286,0.833333333333,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.15_0.15_0.70,holdout,52.5,67.5,0.15,0.15,0.7
168,0,27,682,1,0.861538461538,0.925619834711,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.15_0.15_0.70,train,52.5,67.5,0.15,0.15,0.7
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.15_0.15_0.70,validation,52.5,67.5,0.15,0.15,0.7
58,0,19,106,1,0.753246753247,0.859259259259,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.15_0.20_0.65,holdout,52.5,67.5,0.15,0.2,0.65
170,0,25,682,1,0.871794871795,0.931506849315,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.15_0.20_0.65,train,52.5,67.5,0.15,0.2,0.65
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.15_0.20_0.65,validation,52.5,67.5,0.15,0.2,0.65
61,0,16,106,1,0.792207792208,0.884057971014,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.15_0.25_0.60,holdout,52.5,67.5,0.15,0.25,0.6
174,0,21,682,1,0.892307692308,0.943089430894,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.15_0.25_0.60,train,52.5,67.5,0.15,0.25,0.6
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.15_0.25_0.60,validation,52.5,67.5,0.15,0.25,0.6
59,0,18,106,1,0.766233766234,0.867647058824,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.15_0.30_0.55,holdout,52.5,67.5,0.15,0.3,0.55
175,0,20,682,1,0.897435897436,0.945945945946,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.15_0.30_0.55,train,52.5,67.5,0.15,0.3,0.55
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.15_0.30_0.55,validation,52.5,67.5,0.15,0.3,0.55
57,0,20,106,1,0.74025974026,0.850746268657,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.15_0.35_0.50,holdout,55,70,0.15,0.35,0.5
166,0,29,682,1,0.851282051282,0.919667590028,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.15_0.35_0.50,train,55,70,0.15,0.35,0.5
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.15_0.35_0.50,validation,55,70,0.15,0.35,0.5
60,14,17,92,0.810810810811,0.779220779221,0.794701986755,0.132075471698,8,8,1,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.15_0.40_0.45,holdout,55,70,0.15,0.4,0.45
164,60,31,622,0.732142857143,0.841025641026,0.782816229117,0.0879765395894,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.15_0.40_0.45,train,55,70,0.15,0.4,0.45
23,11,0,132,0.676470588235,1,0.80701754386,0.0769230769231,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.15_0.40_0.45,validation,55,70,0.15,0.4,0.45
58,16,19,90,0.783783783784,0.753246753247,0.76821192053,0.150943396226,8,8,1,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.15_0.45_0.40,holdout,57.5,72.5,0.15,0.45,0.4
154,94,41,588,0.620967741935,0.789743589744,0.695259593679,0.137829912023,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.15_0.45_0.40,train,57.5,72.5,0.15,0.45,0.4
22,23,1,120,0.488888888889,0.95652173913,0.647058823529,0.160839160839,2,2,1,1,0.434782608696,1,0.869565217391,0.666666666667,0.869565217391,grid_0.15_0.45_0.40,validation,57.5,72.5,0.15,0.45,0.4
50,10,27,96,0.833333333333,0.649350649351,0.729927007299,0.0943396226415,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.15_0.50_0.35,holdout,65,80,0.15,0.5,0.35
143,39,52,643,0.785714285714,0.733333333333,0.758620689655,0.0571847507331,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.15_0.50_0.35,train,65,80,0.15,0.5,0.35
20,5,3,138,0.8,0.869565217391,0.833333333333,0.034965034965,2,2,1,1,0.434782608696,0.85,0.739130434783,0.666666666667,0.869565217391,grid_0.15_0.50_0.35,validation,65,80,0.15,0.5,0.35
53,16,24,90,0.768115942029,0.688311688312,0.72602739726,0.150943396226,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.15_0.55_0.30,holdout,65,80,0.15,0.55,0.3
144,105,51,577,0.578313253012,0.738461538462,0.648648648649,0.153958944282,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.15_0.55_0.30,train,65,80,0.15,0.55,0.3
20,25,3,118,0.444444444444,0.869565217391,0.588235294118,0.174825174825,2,2,1,1,0.434782608696,0.75,0.652173913043,0.533333333333,0.695652173913,grid_0.15_0.55_0.30,validation,65,80,0.15,0.55,0.3
48,15,29,91,0.761904761905,0.623376623377,0.685714285714,0.141509433962,8,7,0.875,1,0.12987012987,1,0.25974025974,0.966666666667,0.376623376623,grid_0.15_0.60_0.25,holdout,70,85,0.15,0.6,0.25
115,89,80,593,0.563725490196,0.589743589744,0.576441102757,0.130498533724,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.15_0.60_0.25,train,70,85,0.15,0.6,0.25
12,24,11,119,0.333333333333,0.521739130435,0.406779661017,0.167832167832,2,2,1,0.8,0.347826086957,0.55,0.478260869565,0.4,0.521739130435,grid_0.15_0.60_0.25,validation,70,85,0.15,0.6,0.25
31,10,46,96,0.756097560976,0.402597402597,0.525423728814,0.0943396226415,8,7,0.875,1,0.12987012987,1,0.25974025974,0.866666666667,0.337662337662,grid_0.15_0.65_0.20,holdout,77.5,92.5,0.15,0.65,0.2
77,41,118,641,0.652542372881,0.394871794872,0.492012779553,0.0601173020528,18,15,0.833333333333,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.15_0.65_0.20,train,77.5,92.5,0.15,0.65,0.2
8,6,15,137,0.571428571429,0.347826086957,0.432432432432,0.041958041958,2,2,1,0.7,0.304347826087,0.4,0.347826086957,0.266666666667,0.347826086957,grid_0.15_0.65_0.20,validation,77.5,92.5,0.15,0.65,0.2
31,12,46,94,0.720930232558,0.402597402597,0.516666666667,0.11320754717,8,7,0.875,1,0.12987012987,0.85,0.220779220779,0.733333333333,0.285714285714,grid_0.15_0.70_0.15,holdout,80,95,0.15,0.7,0.15
69,64,126,618,0.518796992481,0.353846153846,0.420731707317,0.0938416422287,18,15,0.833333333333,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.15_0.70_0.15,train,80,95,0.15,0.7,0.15
8,12,15,131,0.4,0.347826086957,0.372093023256,0.0839160839161,2,2,1,0.7,0.304347826087,0.4,0.347826086957,0.266666666667,0.347826086957,grid_0.15_0.70_0.15,validation,80,95,0.15,0.7,0.15
32,15,45,91,0.68085106383,0.415584415584,0.516129032258,0.141509433962,8,7,0.875,1,0.12987012987,0.75,0.194805194805,0.733333333333,0.285714285714,grid_0.15_0.75_0.10,holdout,82.5,95,0.15,0.75,0.1
61,86,134,596,0.414965986395,0.312820512821,0.356725146199,0.126099706745,18,15,0.833333333333,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.15_0.75_0.10,train,82.5,95,0.15,0.75,0.1
8,24,15,119,0.25,0.347826086957,0.290909090909,0.167832167832,2,2,1,0.6,0.260869565217,0.35,0.304347826087,0.266666666667,0.347826086957,grid_0.15_0.75_0.10,validation,82.5,95,0.15,0.75,0.1
15,10,62,96,0.6,0.194805194805,0.294117647059,0.0943396226415,8,5,0.625,0.7,0.0909090909091,0.6,0.155844155844,0.633333333333,0.246753246753,grid_0.15_0.80_0.05,holdout,90,95,0.15,0.8,0.05
40,45,155,637,0.470588235294,0.205128205128,0.285714285714,0.0659824046921,18,13,0.722222222222,1,0.0512820512821,1,0.102564102564,0.866666666667,0.133333333333,grid_0.15_0.80_0.05,train,90,95,0.15,0.8,0.05
6,7,17,136,0.461538461538,0.260869565217,0.333333333333,0.048951048951,2,2,1,0.5,0.217391304348,0.3,0.260869565217,0.2,0.260869565217,grid_0.15_0.80_0.05,validation,90,95,0.15,0.8,0.05
25,15,52,91,0.625,0.324675324675,0.42735042735,0.141509433962,8,6,0.75,0.6,0.0779220779221,0.55,0.142857142857,0.566666666667,0.220779220779,grid_0.15_0.85_0.00,holdout,90,95,0.15,0.85,0
43,95,152,587,0.311594202899,0.220512820513,0.258258258258,0.139296187683,18,13,0.722222222222,0.8,0.0410256410256,0.6,0.0615384615385,0.466666666667,0.0717948717949,grid_0.15_0.85_0.00,train,90,95,0.15,0.85,0
6,28,17,115,0.176470588235,0.260869565217,0.210526315789,0.195804195804,2,2,1,0.4,0.173913043478,0.25,0.217391304348,0.166666666667,0.217391304348,grid_0.15_0.85_0.00,validation,90,95,0.15,0.85,0
60,0,17,106,1,0.779220779221,0.875912408759,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.20_0.00_0.80,holdout,45,60,0.2,0,0.8
175,0,20,682,1,0.897435897436,0.945945945946,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.20_0.00_0.80,train,45,60,0.2,0,0.8
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.20_0.00_0.80,validation,45,60,0.2,0,0.8
59,0,18,106,1,0.766233766234,0.867647058824,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.20_0.05_0.75,holdout,47.5,62.5,0.2,0.05,0.75
173,0,22,682,1,0.887179487179,0.940217391304,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.20_0.05_0.75,train,47.5,62.5,0.2,0.05,0.75
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.20_0.05_0.75,validation,47.5,62.5,0.2,0.05,0.75
57,0,20,106,1,0.74025974026,0.850746268657,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.20_0.10_0.70,holdout,50,65,0.2,0.1,0.7
169,0,26,682,1,0.866666666667,0.928571428571,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.20_0.10_0.70,train,50,65,0.2,0.1,0.7
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.20_0.10_0.70,validation,50,65,0.2,0.1,0.7
59,0,18,106,1,0.766233766234,0.867647058824,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.20_0.15_0.65,holdout,50,65,0.2,0.15,0.65
172,0,23,682,1,0.882051282051,0.937329700272,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.20_0.15_0.65,train,50,65,0.2,0.15,0.65
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.20_0.15_0.65,validation,50,65,0.2,0.15,0.65
58,0,19,106,1,0.753246753247,0.859259259259,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.20_0.20_0.60,holdout,52.5,67.5,0.2,0.2,0.6
167,0,28,682,1,0.85641025641,0.922651933702,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.20_0.20_0.60,train,52.5,67.5,0.2,0.2,0.6
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.20_0.20_0.60,validation,52.5,67.5,0.2,0.2,0.6
61,0,16,106,1,0.792207792208,0.884057971014,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.20_0.25_0.55,holdout,52.5,67.5,0.2,0.25,0.55
168,0,27,682,1,0.861538461538,0.925619834711,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.20_0.25_0.55,train,52.5,67.5,0.2,0.25,0.55
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.20_0.25_0.55,validation,52.5,67.5,0.2,0.25,0.55
59,9,18,97,0.867647058824,0.766233766234,0.813793103448,0.0849056603774,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.20_0.30_0.50,holdout,52.5,67.5,0.2,0.3,0.5
171,33,24,649,0.838235294118,0.876923076923,0.857142857143,0.0483870967742,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.20_0.30_0.50,train,52.5,67.5,0.2,0.3,0.5
23,4,0,139,0.851851851852,1,0.92,0.027972027972,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.20_0.30_0.50,validation,52.5,67.5,0.2,0.3,0.5
61,19,16,87,0.7625,0.792207792208,0.777070063694,0.179245283019,8,8,1,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.20_0.35_0.45,holdout,52.5,67.5,0.2,0.35,0.45
170,107,25,575,0.613718411552,0.871794871795,0.720338983051,0.156891495601,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.20_0.35_0.45,train,52.5,67.5,0.2,0.35,0.45
23,23,0,120,0.5,1,0.666666666667,0.160839160839,2,2,1,1,0.434782608696,1,0.869565217391,0.733333333333,0.95652173913,grid_0.20_0.35_0.45,validation,52.5,67.5,0.2,0.35,0.45
45,4,32,102,0.918367346939,0.584415584416,0.714285714286,0.0377358490566,8,6,0.75,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.20_0.40_0.40,holdout,62.5,77.5,0.2,0.4,0.4
144,11,51,671,0.929032258065,0.738461538462,0.822857142857,0.0161290322581,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.20_0.40_0.40,train,62.5,77.5,0.2,0.4,0.4
20,2,3,141,0.909090909091,0.869565217391,0.888888888889,0.013986013986,2,2,1,1,0.434782608696,1,0.869565217391,0.666666666667,0.869565217391,grid_0.20_0.40_0.40,validation,62.5,77.5,0.2,0.4,0.4
45,10,32,96,0.818181818182,0.584415584416,0.681818181818,0.0943396226415,8,6,0.75,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.20_0.45_0.35,holdout,65,80,0.2,0.45,0.35
141,36,54,646,0.796610169492,0.723076923077,0.758064516129,0.0527859237537,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.20_0.45_0.35,train,65,80,0.2,0.45,0.35
20,4,3,139,0.833333333333,0.869565217391,0.851063829787,0.027972027972,2,2,1,1,0.434782608696,0.95,0.826086956522,0.666666666667,0.869565217391,grid_0.20_0.45_0.35,validation,65,80,0.2,0.45,0.35
49,16,28,90,0.753846153846,0.636363636364,0.69014084507,0.150943396226,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.20_0.50_0.30,holdout,65,80,0.2,0.5,0.3
142,98,53,584,0.591666666667,0.728205128205,0.652873563218,0.143695014663,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.20_0.50_0.30,train,65,80,0.2,0.5,0.3
20,23,3,120,0.46511627907,0.869565217391,0.606060606061,0.160839160839,2,2,1,1,0.434782608696,0.75,0.652173913043,0.666666666667,0.869565217391,grid_0.20_0.50_0.30,validation,65,80,0.2,0.5,0.3
41,16,36,90,0.719298245614,0.532467532468,0.611940298507,0.150943396226,8,7,0.875,1,0.12987012987,1,0.25974025974,0.966666666667,0.376623376623,grid_0.20_0.55_0.25,holdout,70,85,0.2,0.55,0.25
113,82,82,600,0.579487179487,0.579487179487,0.579487179487,0.120234604106,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.20_0.55_0.25,train,70,85,0.2,0.55,0.25
11,18,12,125,0.379310344828,0.478260869565,0.423076923077,0.125874125874,2,2,1,0.7,0.304347826087,0.55,0.478260869565,0.4,0.521739130435,grid_0.20_0.55_0.25,validation,70,85,0.2,0.55,0.25
41,16,36,90,0.719298245614,0.532467532468,0.611940298507,0.150943396226,8,7,0.875,1,0.12987012987,1,0.25974025974,0.866666666667,0.337662337662,grid_0.20_0.60_0.20,holdout,72.5,87.5,0.2,0.6,0.2
100,104,95,578,0.490196078431,0.512820512821,0.501253132832,0.152492668622,18,16,0.888888888889,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.20_0.60_0.20,train,72.5,87.5,0.2,0.6,0.2
10,26,13,117,0.277777777778,0.434782608696,0.338983050847,0.181818181818,2,2,1,0.7,0.304347826087,0.35,0.304347826087,0.266666666667,0.347826086957,grid_0.20_0.60_0.20,validation,72.5,87.5,0.2,0.6,0.2
28,13,49,93,0.682926829268,0.363636363636,0.474576271186,0.122641509434,8,7,0.875,1,0.12987012987,0.85,0.220779220779,0.766666666667,0.298701298701,grid_0.20_0.65_0.15,holdout,80,95,0.2,0.65,0.15
60,60,135,622,0.5,0.307692307692,0.380952380952,0.0879765395894,18,15,0.833333333333,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.20_0.65_0.15,train,80,95,0.2,0.65,0.15
7,8,16,135,0.466666666667,0.304347826087,0.368421052632,0.0559440559441,2,2,1,0.6,0.260869565217,0.35,0.304347826087,0.233333333333,0.304347826087,grid_0.20_0.65_0.15,validation,80,95,0.2,0.65,0.15
32,17,45,89,0.65306122449,0.415584415584,0.507936507937,0.160377358491,8,7,0.875,0.9,0.116883116883,0.7,0.181818181818,0.733333333333,0.285714285714,grid_0.20_0.70_0.10,holdout,80,95,0.2,0.7,0.1
61,110,134,572,0.356725146199,0.312820512821,0.333333333333,0.161290322581,18,15,0.833333333333,1,0.0512820512821,1,0.102564102564,0.933333333333,0.14358974359,grid_0.20_0.70_0.10,train,80,95,0.2,0.7,0.1
7,27,16,116,0.205882352941,0.304347826087,0.245614035088,0.188811188811,2,2,1,0.6,0.260869565217,0.3,0.260869565217,0.2,0.260869565217,grid_0.20_0.70_0.10,validation,80,95,0.2,0.7,0.1
21,14,56,92,0.6,0.272727272727,0.375,0.132075471698,8,5,0.625,0.7,0.0909090909091,0.6,0.155844155844,0.6,0.233766233766,grid_0.20_0.75_0.05,holdout,87.5,95,0.2,0.75,0.05
41,68,154,614,0.376146788991,0.210256410256,0.269736842105,0.099706744868,18,13,0.722222222222,1,0.0512820512821,0.95,0.0974358974359,0.8,0.123076923077,grid_0.20_0.75_0.05,train,87.5,95,0.2,0.75,0.05
6,15,17,128,0.285714285714,0.260869565217,0.272727272727,0.104895104895,2,2,1,0.5,0.217391304348,0.25,0.217391304348,0.2,0.260869565217,grid_0.20_0.75_0.05,validation,87.5,95,0.2,0.75,0.05
13,12,64,94,0.52,0.168831168831,0.254901960784,0.11320754717,8,5,0.625,0.6,0.0779220779221,0.5,0.12987012987,0.533333333333,0.207792207792,grid_0.20_0.80_0.00,holdout,92.5,95,0.2,0.8,0
28,60,167,622,0.318181818182,0.14358974359,0.197879858657,0.0879765395894,18,11,0.611111111111,0.7,0.0358974358974,0.55,0.0564102564103,0.466666666667,0.0717948717949,grid_0.20_0.80_0.00,train,92.5,95,0.2,0.8,0
5,8,18,135,0.384615384615,0.217391304348,0.277777777778,0.0559440559441,2,2,1,0.4,0.173913043478,0.25,0.217391304348,0.166666666667,0.217391304348,grid_0.20_0.80_0.00,validation,92.5,95,0.2,0.8,0
61,0,16,106,1,0.792207792208,0.884057971014,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.25_0.00_0.75,holdout,42.5,61.3616570924,0.25,0,0.75
175,0,20,682,1,0.897435897436,0.945945945946,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.25_0.00_0.75,train,42.5,61.3616570924,0.25,0,0.75
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.25_0.00_0.75,validation,42.5,61.3616570924,0.25,0,0.75
61,0,16,106,1,0.792207792208,0.884057971014,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.25_0.05_0.70,holdout,45,62.9112294571,0.25,0.05,0.7
173,0,22,682,1,0.887179487179,0.940217391304,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.25_0.05_0.70,train,45,62.9112294571,0.25,0.05,0.7
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.25_0.05_0.70,validation,45,62.9112294571,0.25,0.05,0.7
61,0,16,106,1,0.792207792208,0.884057971014,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.25_0.10_0.65,holdout,47.5,64.5217104647,0.25,0.1,0.65
173,0,22,682,1,0.887179487179,0.940217391304,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.25_0.10_0.65,train,47.5,64.5217104647,0.25,0.1,0.65
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.25_0.10_0.65,validation,47.5,64.5217104647,0.25,0.1,0.65
60,0,17,106,1,0.779220779221,0.875912408759,0,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.25_0.15_0.60,holdout,50,65.9429088696,0.25,0.15,0.6
167,0,28,682,1,0.85641025641,0.922651933702,0,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.25_0.15_0.60,train,50,65.9429088696,0.25,0.15,0.6
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.25_0.15_0.60,validation,50,65.9429088696,0.25,0.15,0.6
61,3,16,103,0.953125,0.792207792208,0.86524822695,0.0283018867925,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.25_0.20_0.55,holdout,50,66.6835493359,0.25,0.2,0.55
168,2,27,680,0.988235294118,0.861538461538,0.920547945205,0.00293255131965,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.25_0.20_0.55,train,50,66.6835493359,0.25,0.2,0.55
23,0,0,143,1,1,1,0,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.25_0.20_0.55,validation,50,66.6835493359,0.25,0.2,0.55
58,9,19,97,0.865671641791,0.753246753247,0.805555555556,0.0849056603774,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.25_0.25_0.50,holdout,52.5,67.5,0.25,0.25,0.5
165,36,30,646,0.820895522388,0.846153846154,0.833333333333,0.0527859237537,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.25_0.25_0.50,train,52.5,67.5,0.25,0.25,0.5
23,4,0,139,0.851851851852,1,0.92,0.027972027972,2,2,1,1,0.434782608696,1,0.869565217391,0.766666666667,1,grid_0.25_0.25_0.50,validation,52.5,67.5,0.25,0.25,0.5
63,19,14,87,0.768292682927,0.818181818182,0.792452830189,0.179245283019,8,8,1,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.25_0.30_0.45,holdout,52.5,68.1648302686,0.25,0.3,0.45
165,105,30,577,0.611111111111,0.846153846154,0.709677419355,0.153958944282,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.25_0.30_0.45,train,52.5,68.1648302686,0.25,0.3,0.45
23,21,0,122,0.522727272727,1,0.686567164179,0.146853146853,2,2,1,1,0.434782608696,0.95,0.826086956522,0.733333333333,0.95652173913,grid_0.25_0.30_0.45,validation,52.5,68.1648302686,0.25,0.3,0.45
47,13,30,93,0.783333333333,0.61038961039,0.686131386861,0.122641509434,8,6,0.75,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.25_0.35_0.40,holdout,60,75,0.25,0.35,0.4
149,45,46,637,0.768041237113,0.764102564103,0.766066838046,0.0659824046921,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.25_0.35_0.40,train,60,75,0.25,0.35,0.4
20,6,3,137,0.769230769231,0.869565217391,0.816326530612,0.041958041958,2,2,1,1,0.434782608696,0.95,0.826086956522,0.666666666667,0.869565217391,grid_0.25_0.35_0.40,validation,60,75,0.25,0.35,0.4
46,14,31,92,0.766666666667,0.597402597403,0.671532846715,0.132075471698,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.25_0.40_0.35,holdout,62.5,77.5,0.25,0.4,0.35
140,70,55,612,0.666666666667,0.717948717949,0.691358024691,0.102639296188,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.25_0.40_0.35,train,62.5,77.5,0.25,0.4,0.35
20,11,3,132,0.645161290323,0.869565217391,0.740740740741,0.0769230769231,2,2,1,1,0.434782608696,0.95,0.826086956522,0.666666666667,0.869565217391,grid_0.25_0.40_0.35,validation,62.5,77.5,0.25,0.4,0.35
46,17,31,89,0.730158730159,0.597402597403,0.657142857143,0.160377358491,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.25_0.45_0.30,holdout,65,80,0.25,0.45,0.3
