tp,fp,fn,tn,precision,recall,f1,false_positive_rate,fault_events,detected_fault_events,fault_event_recall,current_best_weight,m1_specialist_weight,split,high_threshold,urgent_threshold,operating_score
23,5,0,138,0.8214285714285714,1.0,0.9019607843137255,0.03496503496503497,2,2,1.0,0.56,0.43999999999999995,validation,67.5,82.5,1.084478266831208
51,6,26,100,0.8947368421052632,0.6623376623376623,0.7611940298507462,0.05660377358490566,8,7,0.875,0.57,0.43000000000000005,holdout,67.5,82.5,0.9078921430582935
121,0,74,682,1.0,0.6205128205128205,0.7658227848101266,0.0,18,16,0.8888888888888888,0.57,0.43000000000000005,train,67.5,82.5,0.9436005625879044
23,6,0,137,0.7931034482758621,1.0,0.8846153846153846,0.04195804195804196,2,2,1.0,0.57,0.43000000000000005,validation,67.5,82.5,1.0636363636363635
51,6,26,100,0.8947368421052632,0.6623376623376623,0.7611940298507462,0.05660377358490566,8,7,0.875,0.58,0.42000000000000004,holdout,67.5,82.5,0.9078921430582935
122,0,73,682,1.0,0.6256410256410256,0.7697160883280757,0.0,18,16,0.8888888888888888,0.58,0.42000000000000004,train,67.5,82.5,0.9474938661058535
23,6,0,137,0.7931034482758621,1.0,0.8846153846153846,0.04195804195804196,2,2,1.0,0.58,0.42000000000000004,validation,67.5,82.5,1.0636363636363635
51,6,26,100,0.8947368421052632,0.6623376623376623,0.7611940298507462,0.05660377358490566,8,7,0.875,0.59,0.41000000000000003,holdout,67.5,82.5,0.9078921430582935
123,0,72,682,1.0,0.6307692307692307,0.7735849056603773,0.0,18,16,0.8888888888888888,0.59,0.41000000000000003,train,67.5,82.5,0.9513626834381551
23,6,0,137,0.7931034482758621,1.0,0.8846153846153846,0.04195804195804196,2,2,1.0,0.59,0.41000000000000003,validation,67.5,82.5,1.0636363636363635
51,6,26,100,0.8947368421052632,0.6623376623376623,0.7611940298507462,0.05660377358490566,8,7,0.875,0.6,0.4,holdout,67.5,82.5,0.9078921430582935
126,0,69,682,1.0,0.6461538461538462,0.7850467289719627,0.0,18,16,0.8888888888888888,0.6,0.4,train,67.5,82.5,0.9628245067497405
23,6,0,137,0.7931034482758621,1.0,0.8846153846153846,0.04195804195804196,2,2,1.0,0.6,0.4,validation,67.5,82.5,1.0636363636363635
51,6,26,100,0.8947368421052632,0.6623376623376623,0.7611940298507462,0.05660377358490566,8,7,0.875,0.61,0.39,holdout,67.5,82.5,0.9078921430582935
129,0,66,682,1.0,0.6615384615384615,0.7962962962962964,0.0,18,17,0.9444444444444444,0.61,0.39,train,67.5,82.5,0.9851851851851853
23,6,0,137,0.7931034482758621,1.0,0.8846153846153846,0.04195804195804196,2,2,1.0,0.61,0.39,validation,67.5,82.5,1.0636363636363635
51,6,26,100,0.8947368421052632,0.6623376623376623,0.7611940298507462,0.05660377358490566,8,7,0.875,0.62,0.38,holdout,67.5,82.5,0.9078921430582935
131,0,64,682,1.0,0.6717948717948717,0.803680981595092,0.0,18,17,0.9444444444444444,0.62,0.38,train,67.5,82.5,0.9925698704839809
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.62,0.38,validation,67.5,82.5,1.0434490038263626
51,6,26,100,0.8947368421052632,0.6623376623376623,0.7611940298507462,0.05660377358490566,8,7,0.875,0.63,0.37,holdout,67.5,82.5,0.9078921430582935
131,0,64,682,1.0,0.6717948717948717,0.803680981595092,0.0,18,17,0.9444444444444444,0.63,0.37,train,67.5,82.5,0.9925698704839809
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.63,0.37,validation,67.5,82.5,1.0434490038263626
51,6,26,100,0.8947368421052632,0.6623376623376623,0.7611940298507462,0.05660377358490566,8,7,0.875,0.64,0.36,holdout,67.5,82.5,0.9078921430582935
134,0,61,682,1.0,0.6871794871794872,0.8145896656534954,0.0,18,17,0.9444444444444444,0.64,0.36,train,67.5,82.5,1.0034785545423843
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.64,0.36,validation,67.5,82.5,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.65,0.35,holdout,67.5,82.5,0.9170684835779176
136,0,59,682,1.0,0.6974358974358974,0.8217522658610271,0.0,18,17,0.9444444444444444,0.65,0.35,train,67.5,82.5,1.0106411547499161
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.65,0.35,validation,67.5,82.5,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.66,0.33999999999999997,holdout,67.5,82.5,0.9170684835779176
138,0,57,682,1.0,0.7076923076923077,0.8288288288288288,0.0,18,17,0.9444444444444444,0.66,0.33999999999999997,train,67.5,82.5,1.0177177177177177
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.66,0.33999999999999997,validation,67.5,82.5,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.67,0.32999999999999996,holdout,67.5,82.5,0.9170684835779176
139,0,56,682,1.0,0.7128205128205128,0.8323353293413174,0.0,18,17,0.9444444444444444,0.67,0.32999999999999996,train,67.5,82.5,1.0212242182302063
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.67,0.32999999999999996,validation,67.5,82.5,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.68,0.31999999999999995,holdout,67.5,82.5,0.9170684835779176
139,0,56,682,1.0,0.7128205128205128,0.8323353293413174,0.0,18,17,0.9444444444444444,0.68,0.31999999999999995,train,67.5,82.5,1.0212242182302063
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.68,0.31999999999999995,validation,67.5,82.5,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.69,0.31000000000000005,holdout,67.5,82.5,0.9170684835779176
140,0,55,682,1.0,0.717948717948718,0.835820895522388,0.0,18,17,0.9444444444444444,0.69,0.31000000000000005,train,67.5,82.5,1.024709784411277
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.69,0.31000000000000005,validation,67.5,82.5,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.7,0.30000000000000004,holdout,67.5,82.5,0.9170684835779176
141,0,54,682,1.0,0.7230769230769231,0.8392857142857142,0.0,18,17,0.9444444444444444,0.7,0.30000000000000004,train,67.5,82.5,1.028174603174603
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.7,0.30000000000000004,validation,67.5,82.5,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.71,0.29000000000000004,holdout,67.5,82.5,0.9170684835779176
140,0,55,682,1.0,0.717948717948718,0.835820895522388,0.0,18,17,0.9444444444444444,0.71,0.29000000000000004,train,67.5,82.5,1.024709784411277
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.71,0.29000000000000004,validation,67.5,82.5,1.0434490038263626
52,5,25,101,0.9122807017543859,0.6753246753246753,0.7761194029850746,0.04716981132075472,8,7,0.875,0.72,0.28,holdout,67.5,82.5,0.9275344973246973
141,0,54,682,1.0,0.7230769230769231,0.8392857142857142,0.0,18,17,0.9444444444444444,0.72,0.28,train,67.5,82.5,1.028174603174603
23,6,0,137,0.7931034482758621,1.0,0.8846153846153846,0.04195804195804196,2,2,1.0,0.72,0.28,validation,67.5,82.5,1.0636363636363635
52,5,25,101,0.9122807017543859,0.6753246753246753,0.7761194029850746,0.04716981132075472,8,7,0.875,0.73,0.27,holdout,67.5,82.5,0.9275344973246973
141,0,54,682,1.0,0.7230769230769231,0.8392857142857142,0.0,18,17,0.9444444444444444,0.73,0.27,train,67.5,82.5,1.028174603174603
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.73,0.27,validation,67.5,82.5,1.0434490038263626
52,5,25,101,0.9122807017543859,0.6753246753246753,0.7761194029850746,0.04716981132075472,8,7,0.875,0.74,0.26,holdout,67.5,82.5,0.9275344973246973
142,0,53,682,1.0,0.7282051282051282,0.8427299703264094,0.0,18,17,0.9444444444444444,0.74,0.26,train,67.5,82.5,1.0316188592152984
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.74,0.26,validation,67.5,82.5,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.75,0.25,holdout,67.5,82.5,0.9170684835779176
142,0,53,682,1.0,0.7282051282051282,0.8427299703264094,0.0,18,17,0.9444444444444444,0.75,0.25,train,67.5,82.5,1.0316188592152984
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.75,0.25,validation,67.5,82.5,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.76,0.24,holdout,67.5,82.5,0.9170684835779176
142,0,53,682,1.0,0.7282051282051282,0.8427299703264094,0.0,18,17,0.9444444444444444,0.76,0.24,train,67.5,82.5,1.0316188592152984
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.76,0.24,validation,67.5,82.5,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.77,0.22999999999999998,holdout,67.5,82.5,0.9170684835779176
142,0,53,682,1.0,0.7282051282051282,0.8427299703264094,0.0,18,17,0.9444444444444444,0.77,0.22999999999999998,train,67.5,82.5,1.0316188592152984
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.77,0.22999999999999998,validation,67.5,82.5,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.78,0.21999999999999997,holdout,67.5,82.5,0.9170684835779176
141,0,54,682,1.0,0.7230769230769231,0.8392857142857142,0.0,18,17,0.9444444444444444,0.78,0.21999999999999997,train,67.5,82.5,1.028174603174603
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.78,0.21999999999999997,validation,67.5,82.5,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.79,0.20999999999999996,holdout,67.5,82.5,0.9170684835779176
141,0,54,682,1.0,0.7230769230769231,0.8392857142857142,0.0,18,17,0.9444444444444444,0.79,0.20999999999999996,train,67.5,82.5,1.028174603174603
23,8,0,135,0.7419354838709677,1.0,0.8518518518518519,0.055944055944055944,2,2,1.0,0.79,0.20999999999999996,validation,67.5,82.5,1.023879823879824
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.8,0.19999999999999996,holdout,67.5,82.5,0.9170684835779176
143,0,52,682,1.0,0.7333333333333333,0.846153846153846,0.0,18,17,0.9444444444444444,0.8,0.19999999999999996,train,67.5,82.5,1.035042735042735
23,8,0,135,0.7419354838709677,1.0,0.8518518518518519,0.055944055944055944,2,2,1.0,0.8,0.19999999999999996,validation,67.5,82.5,1.023879823879824
52,7,25,99,0.8813559322033898,0.6753246753246753,0.7647058823529411,0.0660377358490566,8,7,0.875,0.81,0.18999999999999995,holdout,67.5,82.5,0.9066870144284128
144,0,51,682,1.0,0.7384615384615385,0.8495575221238938,0.0,18,17,0.9444444444444444,0.81,0.18999999999999995,train,67.5,82.5,1.0384464110127827
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.81,0.18999999999999995,validation,67.5,82.5,1.0434490038263626
52,7,25,99,0.8813559322033898,0.6753246753246753,0.7647058823529411,0.0660377358490566,8,7,0.875,0.82,0.18000000000000005,holdout,67.5,82.5,0.9066870144284128
144,0,51,682,1.0,0.7384615384615385,0.8495575221238938,0.0,18,17,0.9444444444444444,0.82,0.18000000000000005,train,67.5,82.5,1.0384464110127827
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.82,0.18000000000000005,validation,67.5,82.5,1.0434490038263626
52,5,25,101,0.9122807017543859,0.6753246753246753,0.7761194029850746,0.04716981132075472,8,7,0.875,0.83,0.17000000000000004,holdout,70.0,85.0,0.9275344973246973
139,0,56,682,1.0,0.7128205128205128,0.8323353293413174,0.0,18,17,0.9444444444444444,0.83,0.17000000000000004,train,70.0,85.0,1.0212242182302063
23,5,0,138,0.8214285714285714,1.0,0.9019607843137255,0.03496503496503497,2,2,1.0,0.83,0.17000000000000004,validation,70.0,85.0,1.084478266831208
52,5,25,101,0.9122807017543859,0.6753246753246753,0.7761194029850746,0.04716981132075472,8,7,0.875,0.84,0.16000000000000003,holdout,70.0,85.0,0.9275344973246973
139,0,56,682,1.0,0.7128205128205128,0.8323353293413174,0.0,18,17,0.9444444444444444,0.84,0.16000000000000003,train,70.0,85.0,1.0212242182302063
23,6,0,137,0.7931034482758621,1.0,0.8846153846153846,0.04195804195804196,2,2,1.0,0.84,0.16000000000000003,validation,70.0,85.0,1.0636363636363635
52,5,25,101,0.9122807017543859,0.6753246753246753,0.7761194029850746,0.04716981132075472,8,7,0.875,0.85,0.15000000000000002,holdout,70.0,85.0,0.9275344973246973
139,0,56,682,1.0,0.7128205128205128,0.8323353293413174,0.0,18,17,0.9444444444444444,0.85,0.15000000000000002,train,70.0,85.0,1.0212242182302063
23,6,0,137,0.7931034482758621,1.0,0.8846153846153846,0.04195804195804196,2,2,1.0,0.85,0.15000000000000002,validation,70.0,85.0,1.0636363636363635
52,5,25,101,0.9122807017543859,0.6753246753246753,0.7761194029850746,0.04716981132075472,8,7,0.875,0.86,0.14,holdout,70.0,85.0,0.9275344973246973
141,0,54,682,1.0,0.7230769230769231,0.8392857142857142,0.0,18,17,0.9444444444444444,0.86,0.14,train,70.0,85.0,1.028174603174603
23,6,0,137,0.7931034482758621,1.0,0.8846153846153846,0.04195804195804196,2,2,1.0,0.86,0.14,validation,70.0,85.0,1.0636363636363635
52,5,25,101,0.9122807017543859,0.6753246753246753,0.7761194029850746,0.04716981132075472,8,7,0.875,0.87,0.13,holdout,70.0,85.0,0.9275344973246973
141,0,54,682,1.0,0.7230769230769231,0.8392857142857142,0.0,18,17,0.9444444444444444,0.87,0.13,train,70.0,85.0,1.028174603174603
23,6,0,137,0.7931034482758621,1.0,0.8846153846153846,0.04195804195804196,2,2,1.0,0.87,0.13,validation,70.0,85.0,1.0636363636363635
52,5,25,101,0.9122807017543859,0.6753246753246753,0.7761194029850746,0.04716981132075472,8,7,0.875,0.88,0.12,holdout,70.0,85.0,0.9275344973246973
141,0,54,682,1.0,0.7230769230769231,0.8392857142857142,0.0,18,17,0.9444444444444444,0.88,0.12,train,70.0,85.0,1.028174603174603
23,6,0,137,0.7931034482758621,1.0,0.8846153846153846,0.04195804195804196,2,2,1.0,0.88,0.12,validation,70.0,85.0,1.0636363636363635
52,5,25,101,0.9122807017543859,0.6753246753246753,0.7761194029850746,0.04716981132075472,8,7,0.875,0.89,0.10999999999999999,holdout,70.0,85.0,0.9275344973246973
140,0,55,682,1.0,0.717948717948718,0.835820895522388,0.0,18,17,0.9444444444444444,0.89,0.10999999999999999,train,70.0,85.0,1.024709784411277
23,6,0,137,0.7931034482758621,1.0,0.8846153846153846,0.04195804195804196,2,2,1.0,0.89,0.10999999999999999,validation,70.0,85.0,1.0636363636363635
52,5,25,101,0.9122807017543859,0.6753246753246753,0.7761194029850746,0.04716981132075472,8,7,0.875,0.9,0.09999999999999998,holdout,70.0,85.0,0.9275344973246973
140,0,55,682,1.0,0.717948717948718,0.835820895522388,0.0,18,17,0.9444444444444444,0.9,0.09999999999999998,train,70.0,85.0,1.024709784411277
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.9,0.09999999999999998,validation,70.0,85.0,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.91,0.08999999999999997,holdout,67.5,83.95078596647845,0.9170684835779176
143,0,52,682,1.0,0.7333333333333333,0.846153846153846,0.0,18,17,0.9444444444444444,0.91,0.08999999999999997,train,67.5,83.95078596647845,1.035042735042735
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.91,0.08999999999999997,validation,67.5,83.95078596647845,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.92,0.07999999999999996,holdout,67.5,84.27047085909194,0.9170684835779176
143,0,52,682,1.0,0.7333333333333333,0.846153846153846,0.0,18,17,0.9444444444444444,0.92,0.07999999999999996,train,67.5,84.27047085909194,1.035042735042735
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.92,0.07999999999999996,validation,67.5,84.27047085909194,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.93,0.06999999999999995,holdout,67.5,84.59015575170545,0.9170684835779176
143,0,52,682,1.0,0.7333333333333333,0.846153846153846,0.0,18,17,0.9444444444444444,0.93,0.06999999999999995,train,67.5,84.59015575170545,1.035042735042735
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.93,0.06999999999999995,validation,67.5,84.59015575170545,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.94,0.06000000000000005,holdout,67.5,84.85371476131647,0.9170684835779176
143,0,52,682,1.0,0.7333333333333333,0.846153846153846,0.0,18,17,0.9444444444444444,0.94,0.06000000000000005,train,67.5,84.85371476131647,1.035042735042735
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.94,0.06000000000000005,validation,67.5,84.85371476131647,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.95,0.050000000000000044,holdout,67.5,85.07922063443038,0.9170684835779176
143,0,52,682,1.0,0.7333333333333333,0.846153846153846,0.0,18,17,0.9444444444444444,0.95,0.050000000000000044,train,67.5,85.07922063443038,1.035042735042735
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.95,0.050000000000000044,validation,67.5,85.07922063443038,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.96,0.040000000000000036,holdout,67.5,85.3047265075443,0.9170684835779176
145,0,50,682,1.0,0.7435897435897436,0.8529411764705882,0.0,18,17,0.9444444444444444,0.96,0.040000000000000036,train,67.5,85.3047265075443,1.041830065359477
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.96,0.040000000000000036,validation,67.5,85.3047265075443,1.0434490038263626
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.97,0.030000000000000027,holdout,67.5,85.56448443705028,0.9170684835779176
145,0,50,682,1.0,0.7435897435897436,0.8529411764705882,0.0,18,17,0.9444444444444444,0.97,0.030000000000000027,train,67.5,85.56448443705028,1.041830065359477
23,8,0,135,0.7419354838709677,1.0,0.8518518518518519,0.055944055944055944,2,2,1.0,0.97,0.030000000000000027,validation,67.5,85.56448443705028,1.023879823879824
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.98,0.020000000000000018,holdout,67.5,85.88918489926701,0.9170684835779176
145,0,50,682,1.0,0.7435897435897436,0.8529411764705882,0.0,18,17,0.9444444444444444,0.98,0.020000000000000018,train,67.5,85.88918489926701,1.041830065359477
23,8,0,135,0.7419354838709677,1.0,0.8518518518518519,0.055944055944055944,2,2,1.0,0.98,0.020000000000000018,validation,67.5,85.88918489926701,1.023879823879824
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,0.99,0.010000000000000009,holdout,67.5,86.0552174496335,0.9170684835779176
145,0,50,682,1.0,0.7435897435897436,0.8529411764705882,0.0,18,17,0.9444444444444444,0.99,0.010000000000000009,train,67.5,86.0552174496335,1.041830065359477
23,8,0,135,0.7419354838709677,1.0,0.8518518518518519,0.055944055944055944,2,2,1.0,0.99,0.010000000000000009,validation,67.5,86.0552174496335,1.023879823879824
52,6,25,100,0.896551724137931,0.6753246753246753,0.7703703703703704,0.05660377358490566,8,7,0.875,1.0,0.0,holdout,67.5,86.22125,0.9170684835779176
145,0,50,682,1.0,0.7435897435897436,0.8529411764705882,0.0,18,17,0.9444444444444444,1.0,0.0,train,67.5,86.22125,1.041830065359477
23,8,0,135,0.7419354838709677,1.0,0.8518518518518519,0.055944055944055944,2,2,1.0,1.0,0.0,validation,67.5,86.22125,1.023879823879824
