tp,fp,fn,tn,precision,recall,f1,false_positive_rate,fault_events,detected_fault_events,fault_event_recall,current_best_weight,m1_specialist_weight,split,high_threshold,urgent_threshold,operating_score
134,0,61,682,1.0,0.6871794871794872,0.8145896656534954,0.0,18,18,1.0,0.41,0.5900000000000001,train,62.5,77.5,1.0145896656534954
23,20,0,123,0.5348837209302325,1.0,0.6969696969696969,0.13986013986013987,2,2,1.0,0.41,0.5900000000000001,validation,62.5,77.5,0.8270396270396271
54,19,23,87,0.7397260273972602,0.7012987012987013,0.7200000000000001,0.1792452830188679,8,8,1.0,0.42,0.5800000000000001,holdout,62.5,77.5,0.8303773584905662
131,0,64,682,1.0,0.6717948717948717,0.803680981595092,0.0,18,18,1.0,0.42,0.5800000000000001,train,62.5,77.5,1.003680981595092
23,18,0,125,0.5609756097560976,1.0,0.71875,0.1258741258741259,2,2,1.0,0.42,0.5800000000000001,validation,62.5,77.5,0.855812937062937
56,19,21,87,0.7466666666666667,0.7272727272727273,0.7368421052631579,0.1792452830188679,8,8,1.0,0.43,0.5700000000000001,holdout,62.5,77.5,0.8472194637537239
133,0,62,682,1.0,0.6820512820512821,0.8109756097560976,0.0,18,18,1.0,0.43,0.5700000000000001,train,62.5,77.5,1.0109756097560976
23,16,0,127,0.5897435897435898,1.0,0.7419354838709677,0.11188811188811189,2,2,1.0,0.43,0.5700000000000001,validation,62.5,77.5,0.8859914279269118
57,19,20,87,0.75,0.7402597402597403,0.7450980392156864,0.1792452830188679,8,8,1.0,0.44,0.56,holdout,62.5,77.5,0.8554753977062525
135,0,60,682,1.0,0.6923076923076923,0.8181818181818181,0.0,18,18,1.0,0.44,0.56,train,62.5,77.5,1.018181818181818
23,16,0,127,0.5897435897435898,1.0,0.7419354838709677,0.11188811188811189,2,2,1.0,0.44,0.56,validation,62.5,77.5,0.8859914279269118
56,19,21,87,0.7466666666666667,0.7272727272727273,0.7368421052631579,0.1792452830188679,8,8,1.0,0.45,0.55,holdout,62.5,77.5,0.8472194637537239
135,0,60,682,1.0,0.6923076923076923,0.8181818181818181,0.0,18,18,1.0,0.45,0.55,train,62.5,77.5,1.018181818181818
23,15,0,128,0.6052631578947368,1.0,0.7540983606557378,0.1048951048951049,2,2,1.0,0.45,0.55,validation,62.5,77.5,0.9016508082081853
56,19,21,87,0.7466666666666667,0.7272727272727273,0.7368421052631579,0.1792452830188679,8,8,1.0,0.46,0.54,holdout,62.5,77.5,0.8472194637537239
137,0,58,682,1.0,0.7025641025641025,0.825301204819277,0.0,18,18,1.0,0.46,0.54,train,62.5,77.5,1.0253012048192771
23,15,0,128,0.6052631578947368,1.0,0.7540983606557378,0.1048951048951049,2,2,1.0,0.46,0.54,validation,62.5,77.5,0.9016508082081853
52,13,25,93,0.8,0.6753246753246753,0.7323943661971831,0.12264150943396226,8,8,1.0,0.47,0.53,holdout,65.0,80.0,0.871073611480202
121,0,74,682,1.0,0.6205128205128205,0.7658227848101266,0.0,18,17,0.9444444444444444,0.47,0.53,train,65.0,80.0,0.9547116736990154
23,9,0,134,0.71875,1.0,0.8363636363636363,0.06293706293706294,2,2,1.0,0.47,0.53,validation,65.0,80.0,1.004895104895105
52,13,25,93,0.8,0.6753246753246753,0.7323943661971831,0.12264150943396226,8,8,1.0,0.48,0.52,holdout,65.0,80.0,0.871073611480202
125,0,70,682,1.0,0.6410256410256411,0.7812500000000001,0.0,18,17,0.9444444444444444,0.48,0.52,train,65.0,80.0,0.970138888888889
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.48,0.52,validation,65.0,80.0,1.0434490038263626
51,12,26,94,0.8095238095238095,0.6623376623376623,0.7285714285714286,0.11320754716981132,8,8,1.0,0.49,0.51,holdout,65.0,80.0,0.871967654986523
127,0,68,682,1.0,0.6512820512820513,0.7888198757763976,0.0,18,17,0.9444444444444444,0.49,0.51,train,65.0,80.0,0.9777087646652864
23,6,0,137,0.7931034482758621,1.0,0.8846153846153846,0.04195804195804196,2,2,1.0,0.49,0.51,validation,65.0,80.0,1.0636363636363635
52,12,25,94,0.8125,0.6753246753246753,0.7375886524822695,0.11320754716981132,8,8,1.0,0.5,0.5,holdout,65.0,80.0,0.8809848788973638
126,0,69,682,1.0,0.6461538461538462,0.7850467289719627,0.0,18,17,0.9444444444444444,0.5,0.5,train,65.0,80.0,0.9739356178608516
23,6,0,137,0.7931034482758621,1.0,0.8846153846153846,0.04195804195804196,2,2,1.0,0.5,0.5,validation,65.0,80.0,1.0636363636363635
53,12,24,94,0.8153846153846154,0.6883116883116883,0.7464788732394366,0.11320754716981132,8,8,1.0,0.51,0.49,holdout,65.0,80.0,0.889875099654531
125,0,70,682,1.0,0.6410256410256411,0.7812500000000001,0.0,18,17,0.9444444444444444,0.51,0.49,train,65.0,80.0,0.970138888888889
23,6,0,137,0.7931034482758621,1.0,0.8846153846153846,0.04195804195804196,2,2,1.0,0.51,0.49,validation,65.0,80.0,1.0636363636363635
53,12,24,94,0.8153846153846154,0.6883116883116883,0.7464788732394366,0.11320754716981132,8,8,1.0,0.52,0.48,holdout,65.0,80.0,0.889875099654531
127,0,68,682,1.0,0.6512820512820513,0.7888198757763976,0.0,18,17,0.9444444444444444,0.52,0.48,train,65.0,80.0,0.9777087646652864
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.52,0.48,validation,65.0,80.0,1.0434490038263626
53,12,24,94,0.8153846153846154,0.6883116883116883,0.7464788732394366,0.11320754716981132,8,8,1.0,0.53,0.47,holdout,65.0,80.0,0.889875099654531
127,0,68,682,1.0,0.6512820512820513,0.7888198757763976,0.0,18,17,0.9444444444444444,0.53,0.47,train,65.0,80.0,0.9777087646652864
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.53,0.47,validation,65.0,80.0,1.0434490038263626
53,10,24,96,0.8412698412698413,0.6883116883116883,0.7571428571428571,0.09433962264150944,8,8,1.0,0.54,0.45999999999999996,holdout,65.0,80.0,0.9099730458221024
128,0,67,682,1.0,0.6564102564102564,0.7925696594427245,0.0,18,17,0.9444444444444444,0.54,0.45999999999999996,train,65.0,80.0,0.9814585483316134
23,7,0,136,0.7666666666666667,1.0,0.8679245283018869,0.04895104895104895,2,2,1.0,0.54,0.45999999999999996,validation,65.0,80.0,1.0434490038263626
51,6,26,100,0.8947368421052632,0.6623376623376623,0.7611940298507462,0.05660377358490566,8,7,0.875,0.55,0.44999999999999996,holdout,67.5,82.5,0.9078921430582935
122,0,73,682,1.0,0.6256410256410256,0.7697160883280757,0.0,18,17,0.9444444444444444,0.55,0.44999999999999996,train,67.5,82.5,0.9586049772169646
23,5,0,138,0.8214285714285714,1.0,0.9019607843137255,0.03496503496503497,2,2,1.0,0.55,0.44999999999999996,validation,67.5,82.5,1.084478266831208
51,6,26,100,0.8947368421052632,0.6623376623376623,0.7611940298507462,0.05660377358490566,8,7,0.875,0.56,0.43999999999999995,holdout,67.5,82.5,0.9078921430582935
121,0,74,682,1.0,0.6205128205128205,0.7658227848101266,0.0,18,16,0.8888888888888888,0.56,0.43999999999999995,train,67.5,82.5,0.9436005625879044
