policy,split,metric_scope,row_count,precision,recall,false_positive_rate,tp,fp,fn,tn,mean_score,risk_threshold,pre_event_threshold,fault_events,detected_fault_events,fault_event_recall,selected_official_v4,f1
risk_0.880_or_pre_0.975,holdout,row,183,0.774193548387,0.623376623377,0.132075471698,48,14,29,92,65.7298480402,0.88,0.975,8,7,0.875,False,0.690647482014
risk_0.880_or_pre_0.980,train,row,900,0.583333333333,0.321100917431,0.0733137829912,70,50,148,632,54.3770917387,0.88,0.98,21,14,0.666666666667,False,0.414201183432
risk_0.880_or_pre_0.980,validation,row,169,0.5,0.230769230769,0.041958041958,6,6,20,137,61.7793277008,0.88,0.98,3,2,0.666666666667,False,0.315789473684
risk_0.880_or_pre_0.980,holdout,row,183,0.786885245902,0.623376623377,0.122641509434,48,13,29,93,65.7298480402,0.88,0.98,8,7,0.875,False,0.695652173913
risk_0.880_or_pre_0.985,train,row,900,0.623853211009,0.311926605505,0.0601173020528,68,41,150,641,54.3770917387,0.88,0.985,21,13,0.619047619048,False,0.415902140673
risk_0.880_or_pre_0.985,validation,row,169,0.545454545455,0.230769230769,0.034965034965,6,5,20,138,61.7793277008,0.88,0.985,3,2,0.666666666667,False,0.324324324324
risk_0.880_or_pre_0.985,holdout,row,183,0.8,0.623376623377,0.11320754717,48,12,29,94,65.7298480402,0.88,0.985,8,7,0.875,False,0.700729927007
risk_0.880_or_pre_0.990,train,row,900,0.647058823529,0.302752293578,0.0527859237537,66,36,152,646,54.3770917387,0.88,0.99,21,13,0.619047619048,False,0.4125
risk_0.880_or_pre_0.990,validation,row,169,0.666666666667,0.230769230769,0.020979020979,6,3,20,140,61.7793277008,0.88,0.99,3,2,0.666666666667,False,0.342857142857
risk_0.880_or_pre_0.990,holdout,row,183,0.842105263158,0.623376623377,0.0849056603774,48,9,29,97,65.7298480402,0.88,0.99,8,7,0.875,False,0.716417910448
risk_0.880_or_pre_0.995,train,row,900,0.755813953488,0.298165137615,0.0307917888563,65,21,153,661,54.3770917387,0.88,0.995,21,13,0.619047619048,False,0.427631578947
risk_0.880_or_pre_0.995,validation,row,169,0.6,0.115384615385,0.013986013986,3,2,23,141,61.7793277008,0.88,0.995,3,1,0.333333333333,False,0.193548387097
risk_0.880_or_pre_0.995,holdout,row,183,0.851851851852,0.597402597403,0.0754716981132,46,8,31,98,65.7298480402,0.88,0.995,8,7,0.875,False,0.702290076336
risk_0.900_or_pre_0.950,train,row,900,0.465408805031,0.339449541284,0.124633431085,74,85,144,597,54.3770917387,0.9,0.95,21,16,0.761904761905,False,0.392572944297
risk_0.900_or_pre_0.950,validation,row,169,0.421052631579,0.307692307692,0.0769230769231,8,11,18,132,61.7793277008,0.9,0.95,3,2,0.666666666667,False,0.355555555556
risk_0.900_or_pre_0.950,holdout,row,183,0.746031746032,0.61038961039,0.150943396226,47,16,30,90,65.7298480402,0.9,0.95,8,7,0.875,False,0.671428571429
risk_0.900_or_pre_0.970,train,row,900,0.507575757576,0.307339449541,0.0953079178886,67,65,151,617,54.3770917387,0.9,0.97,21,14,0.666666666667,False,0.382857142857
risk_0.900_or_pre_0.970,validation,row,169,0.466666666667,0.269230769231,0.0559440559441,7,8,19,135,61.7793277008,0.9,0.97,3,2,0.666666666667,False,0.341463414634
risk_0.900_or_pre_0.970,holdout,row,183,0.754098360656,0.597402597403,0.141509433962,46,15,31,91,65.7298480402,0.9,0.97,8,7,0.875,False,0.666666666667
risk_0.900_or_pre_0.975,train,row,900,0.516393442623,0.288990825688,0.0865102639296,63,59,155,623,54.3770917387,0.9,0.975,21,14,0.666666666667,False,0.370588235294
risk_0.900_or_pre_0.975,validation,row,169,0.5,0.269230769231,0.048951048951,7,7,19,136,61.7793277008,0.9,0.975,3,2,0.666666666667,False,0.35
risk_0.900_or_pre_0.975,holdout,row,183,0.766666666667,0.597402597403,0.132075471698,46,14,31,92,65.7298480402,0.9,0.975,8,7,0.875,False,0.671532846715
risk_0.900_or_pre_0.980,train,row,900,0.545454545455,0.275229357798,0.0733137829912,60,50,158,632,54.3770917387,0.9,0.98,21,14,0.666666666667,False,0.365853658537
risk_0.900_or_pre_0.980,validation,row,169,0.5,0.230769230769,0.041958041958,6,6,20,137,61.7793277008,0.9,0.98,3,2,0.666666666667,False,0.315789473684
risk_0.900_or_pre_0.980,holdout,row,183,0.779661016949,0.597402597403,0.122641509434,46,13,31,93,65.7298480402,0.9,0.98,8,7,0.875,False,0.676470588235
risk_0.900_or_pre_0.985,train,row,900,0.585858585859,0.266055045872,0.0601173020528,58,41,160,641,54.3770917387,0.9,0.985,21,13,0.619047619048,False,0.365930599369
risk_0.900_or_pre_0.985,validation,row,169,0.545454545455,0.230769230769,0.034965034965,6,5,20,138,61.7793277008,0.9,0.985,3,2,0.666666666667,False,0.324324324324
risk_0.900_or_pre_0.985,holdout,row,183,0.793103448276,0.597402597403,0.11320754717,46,12,31,94,65.7298480402,0.9,0.985,8,7,0.875,False,0.681481481481
risk_0.900_or_pre_0.990,train,row,900,0.608695652174,0.256880733945,0.0527859237537,56,36,162,646,54.3770917387,0.9,0.99,21,13,0.619047619048,False,0.361290322581
risk_0.900_or_pre_0.990,validation,row,169,0.666666666667,0.230769230769,0.020979020979,6,3,20,140,61.7793277008,0.9,0.99,3,2,0.666666666667,False,0.342857142857
risk_0.900_or_pre_0.990,holdout,row,183,0.836363636364,0.597402597403,0.0849056603774,46,9,31,97,65.7298480402,0.9,0.99,8,7,0.875,False,0.69696969697
risk_0.900_or_pre_0.995,train,row,900,0.723684210526,0.252293577982,0.0307917888563,55,21,163,661,54.3770917387,0.9,0.995,21,13,0.619047619048,False,0.374149659864
risk_0.900_or_pre_0.995,validation,row,169,0.6,0.115384615385,0.013986013986,3,2,23,141,61.7793277008,0.9,0.995,3,1,0.333333333333,False,0.193548387097
risk_0.900_or_pre_0.995,holdout,row,183,0.846153846154,0.571428571429,0.0754716981132,44,8,33,98,65.7298480402,0.9,0.995,8,7,0.875,False,0.682170542636
risk_0.920_or_pre_0.950,train,row,900,0.455128205128,0.325688073394,0.124633431085,71,85,147,597,54.3770917387,0.92,0.95,21,16,0.761904761905,False,0.379679144385
risk_0.920_or_pre_0.950,validation,row,169,0.444444444444,0.307692307692,0.0699300699301,8,10,18,133,61.7793277008,0.92,0.95,3,2,0.666666666667,False,0.363636363636
risk_0.920_or_pre_0.950,holdout,row,183,0.741935483871,0.597402597403,0.150943396226,46,16,31,90,65.7298480402,0.92,0.95,8,7,0.875,False,0.661870503597
risk_0.920_or_pre_0.970,train,row,900,0.4921875,0.288990825688,0.0953079178886,63,65,155,617,54.3770917387,0.92,0.97,21,14,0.666666666667,False,0.364161849711
risk_0.920_or_pre_0.970,validation,row,169,0.461538461538,0.230769230769,0.048951048951,6,7,20,136,61.7793277008,0.92,0.97,3,2,0.666666666667,False,0.307692307692
risk_0.920_or_pre_0.970,holdout,row,183,0.745762711864,0.571428571429,0.141509433962,44,15,33,91,65.7298480402,0.92,0.97,8,7,0.875,False,0.647058823529
risk_0.920_or_pre_0.975,train,row,900,0.495726495726,0.266055045872,0.0865102639296,58,59,160,623,54.3770917387,0.92,0.975,21,14,0.666666666667,False,0.346268656716
risk_0.920_or_pre_0.975,validation,row,169,0.5,0.230769230769,0.041958041958,6,6,20,137,61.7793277008,0.92,0.975,3,2,0.666666666667,False,0.315789473684
risk_0.920_or_pre_0.975,holdout,row,183,0.758620689655,0.571428571429,0.132075471698,44,14,33,92,65.7298480402,0.92,0.975,8,7,0.875,False,0.651851851852
risk_0.920_or_pre_0.980,train,row,900,0.52380952381,0.252293577982,0.0733137829912,55,50,163,632,54.3770917387,0.92,0.98,21,14,0.666666666667,False,0.340557275542
risk_0.920_or_pre_0.980,validation,row,169,0.5,0.192307692308,0.034965034965,5,5,21,138,61.7793277008,0.92,0.98,3,2,0.666666666667,False,0.277777777778
risk_0.920_or_pre_0.980,holdout,row,183,0.771929824561,0.571428571429,0.122641509434,44,13,33,93,65.7298480402,0.92,0.98,8,7,0.875,False,0.65671641791
risk_0.920_or_pre_0.985,train,row,900,0.563829787234,0.243119266055,0.0601173020528,53,41,165,641,54.3770917387,0.92,0.985,21,13,0.619047619048,False,0.339743589744
risk_0.920_or_pre_0.985,validation,row,169,0.555555555556,0.192307692308,0.027972027972,5,4,21,139,61.7793277008,0.92,0.985,3,2,0.666666666667,False,0.285714285714
risk_0.920_or_pre_0.985,holdout,row,183,0.785714285714,0.571428571429,0.11320754717,44,12,33,94,65.7298480402,0.92,0.985,8,7,0.875,False,0.661654135338
risk_0.920_or_pre_0.990,train,row,900,0.586206896552,0.233944954128,0.0527859237537,51,36,167,646,54.3770917387,0.92,0.99,21,13,0.619047619048,False,0.334426229508
risk_0.920_or_pre_0.990,validation,row,169,0.714285714286,0.192307692308,0.013986013986,5,2,21,141,61.7793277008,0.92,0.99,3,2,0.666666666667,False,0.30303030303
risk_0.920_or_pre_0.990,holdout,row,183,0.830188679245,0.571428571429,0.0849056603774,44,9,33,97,65.7298480402,0.92,0.99,8,7,0.875,False,0.676923076923
risk_0.920_or_pre_0.995,train,row,900,0.704225352113,0.229357798165,0.0307917888563,50,21,168,661,54.3770917387,0.92,0.995,21,13,0.619047619048,False,0.346020761246
risk_0.920_or_pre_0.995,validation,row,169,0.666666666667,0.0769230769231,0.00699300699301,2,1,24,142,61.7793277008,0.92,0.995,3,1,0.333333333333,False,0.137931034483
risk_0.920_or_pre_0.995,holdout,row,183,0.84,0.545454545455,0.0754716981132,42,8,35,98,65.7298480402,0.92,0.995,8,7,0.875,False,0.661417322835
