policy,split,metric_scope,row_count,precision,recall,false_positive_rate,tp,fp,fn,tn,mean_score,pre_event_threshold,leadtime_threshold,fault_events,detected_fault_events,fault_event_recall,selected_official_v3,f1
pre_0.970_or_lead_0.980,validation,row,169,0.4,0.153846153846,0.041958041958,4,6,22,137,82.6377933723,0.97,0.98,3,1,0.333333333333,False,0.222222222222
pre_0.970_or_lead_0.980,holdout,row,183,0.666666666667,0.38961038961,0.141509433962,30,15,47,91,85.1150945971,0.97,0.98,8,4,0.5,False,0.491803278689
pre_0.970_or_lead_0.985,train,row,900,0.258426966292,0.105504587156,0.0967741935484,23,66,195,616,82.3100980144,0.97,0.985,21,11,0.52380952381,False,0.14983713355
pre_0.970_or_lead_0.985,validation,row,169,0.4,0.153846153846,0.041958041958,4,6,22,137,82.2650123072,0.97,0.985,3,1,0.333333333333,False,0.222222222222
pre_0.970_or_lead_0.985,holdout,row,183,0.666666666667,0.38961038961,0.141509433962,30,15,47,91,84.8096896862,0.97,0.985,8,4,0.5,False,0.491803278689
pre_0.970_or_lead_0.990,train,row,900,0.258426966292,0.105504587156,0.0967741935484,23,66,195,616,81.9527687695,0.97,0.99,21,11,0.52380952381,False,0.14983713355
pre_0.970_or_lead_0.990,validation,row,169,0.4,0.153846153846,0.041958041958,4,6,22,137,81.8935977756,0.97,0.99,3,1,0.333333333333,False,0.222222222222
pre_0.970_or_lead_0.990,holdout,row,183,0.659090909091,0.376623376623,0.141509433962,29,15,48,91,84.5064109977,0.97,0.99,8,4,0.5,False,0.479338842975
pre_0.975_or_lead_0.940,train,row,900,0.283333333333,0.155963302752,0.126099706745,34,86,184,596,85.9849075525,0.975,0.94,21,13,0.619047619048,False,0.201183431953
pre_0.975_or_lead_0.940,validation,row,169,0.266666666667,0.153846153846,0.0769230769231,4,11,22,132,86.0998372057,0.975,0.94,3,1,0.333333333333,False,0.19512195122
pre_0.975_or_lead_0.940,holdout,row,183,0.716981132075,0.493506493506,0.141509433962,38,15,39,91,87.9380081859,0.975,0.94,8,6,0.75,False,0.584615384615
pre_0.975_or_lead_0.945,train,row,900,0.284482758621,0.151376146789,0.121700879765,33,83,185,599,85.6143557464,0.975,0.945,21,13,0.619047619048,False,0.197604790419
pre_0.975_or_lead_0.945,validation,row,169,0.307692307692,0.153846153846,0.0629370629371,4,9,22,134,85.7006700218,0.975,0.945,3,1,0.333333333333,False,0.205128205128
pre_0.975_or_lead_0.945,holdout,row,183,0.716981132075,0.493506493506,0.141509433962,38,15,39,91,87.6210682952,0.975,0.945,8,6,0.75,False,0.584615384615
pre_0.975_or_lead_0.950,train,row,900,0.279279279279,0.142201834862,0.117302052786,31,80,187,602,85.2411643093,0.975,0.95,21,12,0.571428571429,False,0.188449848024
pre_0.975_or_lead_0.950,validation,row,169,0.333333333333,0.153846153846,0.0559440559441,4,8,22,135,85.3093238134,0.975,0.95,3,1,0.333333333333,False,0.210526315789
pre_0.975_or_lead_0.950,holdout,row,183,0.730769230769,0.493506493506,0.132075471698,38,14,39,92,87.3022781391,0.975,0.95,8,6,0.75,False,0.589147286822
pre_0.975_or_lead_0.955,train,row,900,0.269230769231,0.128440366972,0.111436950147,28,76,190,606,84.8700005117,0.975,0.955,21,11,0.52380952381,False,0.173913043478
pre_0.975_or_lead_0.955,validation,row,169,0.363636363636,0.153846153846,0.048951048951,4,7,22,136,84.9217498489,0.975,0.955,3,1,0.333333333333,False,0.216216216216
pre_0.975_or_lead_0.955,holdout,row,183,0.725490196078,0.480519480519,0.132075471698,37,14,40,92,86.9852812509,0.975,0.955,8,6,0.75,False,0.578125
pre_0.975_or_lead_0.960,train,row,900,0.267326732673,0.123853211009,0.108504398827,27,74,191,608,84.4993126771,0.975,0.96,21,11,0.52380952381,False,0.169278996865
pre_0.975_or_lead_0.960,validation,row,169,0.4,0.153846153846,0.041958041958,4,6,22,137,84.5364965153,0.975,0.96,3,1,0.333333333333,False,0.222222222222
pre_0.975_or_lead_0.960,holdout,row,183,0.725490196078,0.480519480519,0.132075471698,37,14,40,92,86.6738058411,0.975,0.96,8,6,0.75,False,0.578125
pre_0.975_or_lead_0.965,train,row,900,0.258064516129,0.110091743119,0.101173020528,24,69,194,613,84.1300552679,0.975,0.965,21,11,0.52380952381,False,0.154340836013
pre_0.975_or_lead_0.965,validation,row,169,0.444444444444,0.153846153846,0.034965034965,4,5,22,138,84.1519516604,0.975,0.965,3,1,0.333333333333,False,0.228571428571
pre_0.975_or_lead_0.965,holdout,row,183,0.702127659574,0.428571428571,0.132075471698,33,14,44,92,86.3620299107,0.975,0.965,8,6,0.75,False,0.532258064516
pre_0.975_or_lead_0.970,train,row,900,0.258426966292,0.105504587156,0.0967741935484,23,66,195,616,83.7615321674,0.975,0.97,21,11,0.52380952381,False,0.14983713355
pre_0.975_or_lead_0.970,validation,row,169,0.444444444444,0.153846153846,0.034965034965,4,5,22,138,83.7702948557,0.975,0.97,3,1,0.333333333333,False,0.228571428571
pre_0.975_or_lead_0.970,holdout,row,183,0.702127659574,0.428571428571,0.132075471698,33,14,44,92,86.0478222604,0.975,0.97,8,6,0.75,False,0.532258064516
pre_0.975_or_lead_0.975,train,row,900,0.243902439024,0.0917431192661,0.0909090909091,20,62,198,620,83.3945607533,0.975,0.975,21,11,0.52380952381,False,0.133333333333
pre_0.975_or_lead_0.975,validation,row,169,0.444444444444,0.153846153846,0.034965034965,4,5,22,138,83.3886380509,0.975,0.975,3,1,0.333333333333,False,0.228571428571
pre_0.975_or_lead_0.975,holdout,row,183,0.681818181818,0.38961038961,0.132075471698,30,14,47,92,85.7343819798,0.975,0.975,8,4,0.5,False,0.495867768595
pre_0.975_or_lead_0.980,train,row,900,0.2375,0.0871559633028,0.0894428152493,19,61,199,621,83.0304080383,0.975,0.98,21,10,0.47619047619,False,0.127516778523
pre_0.975_or_lead_0.980,validation,row,169,0.444444444444,0.153846153846,0.034965034965,4,5,22,138,83.0105744374,0.975,0.98,3,1,0.333333333333,False,0.228571428571
pre_0.975_or_lead_0.980,holdout,row,183,0.681818181818,0.38961038961,0.132075471698,30,14,47,92,85.42290657,0.975,0.98,8,4,0.5,False,0.495867768595
pre_0.975_or_lead_0.985,train,row,900,0.210526315789,0.0733944954128,0.0879765395894,16,60,202,622,82.669355593,0.975,0.985,21,8,0.380952380952,False,0.108843537415
pre_0.975_or_lead_0.985,validation,row,169,0.444444444444,0.153846153846,0.034965034965,4,5,22,138,82.6377933723,0.975,0.985,3,1,0.333333333333,False,0.228571428571
pre_0.975_or_lead_0.985,holdout,row,183,0.681818181818,0.38961038961,0.132075471698,30,14,47,92,85.1150945971,0.975,0.985,8,4,0.5,False,0.495867768595
pre_0.975_or_lead_0.990,train,row,900,0.210526315789,0.0733944954128,0.0879765395894,16,60,202,622,82.3100980144,0.975,0.99,21,8,0.380952380952,False,0.108843537415
pre_0.975_or_lead_0.990,validation,row,169,0.444444444444,0.153846153846,0.034965034965,4,5,22,138,82.2650123072,0.975,0.99,3,1,0.333333333333,False,0.228571428571
pre_0.975_or_lead_0.990,holdout,row,183,0.674418604651,0.376623376623,0.132075471698,29,14,48,92,84.8096896862,0.975,0.99,8,4,0.5,False,0.483333333333
pre_0.980_or_lead_0.940,train,row,900,0.287037037037,0.142201834862,0.112903225806,31,77,187,605,86.3548617611,0.98,0.94,21,12,0.571428571429,False,0.19018404908
pre_0.980_or_lead_0.940,validation,row,169,0.214285714286,0.115384615385,0.0769230769231,3,11,23,132,86.5012352962,0.98,0.94,3,1,0.333333333333,False,0.15
pre_0.980_or_lead_0.940,holdout,row,183,0.730769230769,0.493506493506,0.132075471698,38,14,39,92,88.2496227075,0.98,0.94,8,6,0.75,False,0.589147286822
pre_0.980_or_lead_0.945,train,row,900,0.288461538462,0.137614678899,0.108504398827,30,74,188,608,85.9849075525,0.98,0.945,21,12,0.571428571429,False,0.186335403727
pre_0.980_or_lead_0.945,validation,row,169,0.25,0.115384615385,0.0629370629371,3,9,23,134,86.0998372057,0.98,0.945,3,1,0.333333333333,False,0.157894736842
pre_0.980_or_lead_0.945,holdout,row,183,0.730769230769,0.493506493506,0.132075471698,38,14,39,92,87.9380081859,0.98,0.945,8,6,0.75,False,0.589147286822
pre_0.980_or_lead_0.950,train,row,900,0.282828282828,0.128440366972,0.104105571848,28,71,190,611,85.6143557464,0.98,0.95,21,11,0.52380952381,False,0.17665615142
pre_0.980_or_lead_0.950,validation,row,169,0.3,0.115384615385,0.048951048951,3,7,23,136,85.7006700218,0.98,0.95,3,1,0.333333333333,False,0.166666666667
pre_0.980_or_lead_0.950,holdout,row,183,0.745098039216,0.493506493506,0.122641509434,38,13,39,93,87.6210682952,0.98,0.95,8,6,0.75,False,0.59375
pre_0.980_or_lead_0.955,train,row,900,0.271739130435,0.114678899083,0.0982404692082,25,67,193,615,85.2411643093,0.98,0.955,21,10,0.47619047619,False,0.161290322581
pre_0.980_or_lead_0.955,validation,row,169,0.333333333333,0.115384615385,0.041958041958,3,6,23,137,85.3093238134,0.98,0.955,3,1,0.333333333333,False,0.171428571429
pre_0.980_or_lead_0.955,holdout,row,183,0.74,0.480519480519,0.122641509434,37,13,40,93,87.3022781391,0.98,0.955,8,6,0.75,False,0.582677165354
pre_0.980_or_lead_0.960,train,row,900,0.269662921348,0.110091743119,0.0953079178886,24,65,194,617,84.8700005117,0.98,0.96,21,10,0.47619047619,False,0.156351791531
pre_0.980_or_lead_0.960,validation,row,169,0.375,0.115384615385,0.034965034965,3,5,23,138,84.9217498489,0.98,0.96,3,1,0.333333333333,False,0.176470588235
pre_0.980_or_lead_0.960,holdout,row,183,0.74,0.480519480519,0.122641509434,37,13,40,93,86.9852812509,0.98,0.96,8,6,0.75,False,0.582677165354
pre_0.980_or_lead_0.965,train,row,900,0.259259259259,0.0963302752294,0.0879765395894,21,60,197,622,84.4993126771,0.98,0.965,21,10,0.47619047619,False,0.140468227425
pre_0.980_or_lead_0.965,validation,row,169,0.428571428571,0.115384615385,0.027972027972,3,4,23,139,84.5364965153,0.98,0.965,3,1,0.333333333333,False,0.181818181818
pre_0.980_or_lead_0.965,holdout,row,183,0.717391304348,0.428571428571,0.122641509434,33,13,44,93,86.6738058411,0.98,0.965,8,6,0.75,False,0.536585365854
pre_0.980_or_lead_0.970,train,row,900,0.25974025974,0.0917431192661,0.08357771261,20,57,198,625,84.1300552679,0.98,0.97,21,10,0.47619047619,False,0.135593220339
pre_0.980_or_lead_0.970,validation,row,169,0.428571428571,0.115384615385,0.027972027972,3,4,23,139,84.1519516604,0.98,0.97,3,1,0.333333333333,False,0.181818181818
pre_0.980_or_lead_0.970,holdout,row,183,0.717391304348,0.428571428571,0.122641509434,33,13,44,93,86.3620299107,0.98,0.97,8,6,0.75,False,0.536585365854
pre_0.980_or_lead_0.975,train,row,900,0.242857142857,0.0779816513761,0.0777126099707,17,53,201,629,83.7615321674,0.98,0.975,21,10,0.47619047619,False,0.118055555556
pre_0.980_or_lead_0.975,validation,row,169,0.428571428571,0.115384615385,0.027972027972,3,4,23,139,83.7702948557,0.98,0.975,3,1,0.333333333333,False,0.181818181818
pre_0.980_or_lead_0.975,holdout,row,183,0.697674418605,0.38961038961,0.122641509434,30,13,47,93,86.0478222604,0.98,0.975,8,4,0.5,False,0.5
pre_0.980_or_lead_0.980,train,row,900,0.235294117647,0.0733944954128,0.0762463343109,16,52,202,630,83.3945607533,0.98,0.98,21,9,0.428571428571,False,0.111888111888
pre_0.980_or_lead_0.980,validation,row,169,0.428571428571,0.115384615385,0.027972027972,3,4,23,139,83.3886380509,0.98,0.98,3,1,0.333333333333,False,0.181818181818
pre_0.980_or_lead_0.980,holdout,row,183,0.697674418605,0.38961038961,0.122641509434,30,13,47,93,85.7343819798,0.98,0.98,8,4,0.5,False,0.5
pre_0.980_or_lead_0.985,train,row,900,0.203125,0.0596330275229,0.074780058651,13,51,205,631,83.0304080383,0.98,0.985,21,7,0.333333333333,False,0.0921985815603
pre_0.980_or_lead_0.985,validation,row,169,0.428571428571,0.115384615385,0.027972027972,3,4,23,139,83.0105744374,0.98,0.985,3,1,0.333333333333,False,0.181818181818
pre_0.980_or_lead_0.985,holdout,row,183,0.697674418605,0.38961038961,0.122641509434,30,13,47,93,85.42290657,0.98,0.985,8,4,0.5,False,0.5
pre_0.980_or_lead_0.990,train,row,900,0.203125,0.0596330275229,0.074780058651,13,51,205,631,82.669355593,0.98,0.99,21,7,0.333333333333,False,0.0921985815603
pre_0.980_or_lead_0.990,validation,row,169,0.428571428571,0.115384615385,0.027972027972,3,4,23,139,82.6377933723,0.98,0.99,3,1,0.333333333333,False,0.181818181818
pre_0.980_or_lead_0.990,holdout,row,183,0.690476190476,0.376623376623,0.122641509434,29,13,48,93,85.1150945971,0.98,0.99,8,4,0.5,False,0.487394957983
pre_0.985_or_lead_0.940,train,row,900,0.295918367347,0.133027522936,0.101173020528,29,69,189,613,86.7257173446,0.985,0.94,21,12,0.571428571429,False,0.183544303797
pre_0.985_or_lead_0.940,validation,row,169,0.230769230769,0.115384615385,0.0699300699301,3,10,23,133,86.9039134441,0.985,0.94,3,1,0.333333333333,False,0.153846153846
pre_0.985_or_lead_0.940,holdout,row,183,0.745098039216,0.493506493506,0.122641509434,38,13,39,93,88.5605077227,0.985,0.94,8,6,0.75,False,0.59375
pre_0.985_or_lead_0.945,train,row,900,0.297872340426,0.128440366972,0.0967741935484,28,66,190,616,86.3548617611,0.985,0.945,21,12,0.571428571429,False,0.179487179487
pre_0.985_or_lead_0.945,validation,row,169,0.272727272727,0.115384615385,0.0559440559441,3,8,23,135,86.5012352962,0.985,0.945,3,1,0.333333333333,False,0.162162162162
pre_0.985_or_lead_0.945,holdout,row,183,0.745098039216,0.493506493506,0.122641509434,38,13,39,93,88.2496227075,0.985,0.945,8,6,0.75,False,0.59375
pre_0.985_or_lead_0.950,train,row,900,0.292134831461,0.119266055046,0.0923753665689,26,63,192,619,85.9849075525,0.985,0.95,21,11,0.52380952381,False,0.169381107492
pre_0.985_or_lead_0.950,validation,row,169,0.333333333333,0.115384615385,0.041958041958,3,6,23,137,86.0998372057,0.985,0.95,3,1,0.333333333333,False,0.171428571429
pre_0.985_or_lead_0.950,holdout,row,183,0.76,0.493506493506,0.11320754717,38,12,39,94,87.9380081859,0.985,0.95,8,6,0.75,False,0.59842519685
pre_0.985_or_lead_0.955,train,row,900,0.280487804878,0.105504587156,0.0865102639296,23,59,195,623,85.6143557464,0.985,0.955,21,10,0.47619047619,False,0.153333333333
pre_0.985_or_lead_0.955,validation,row,169,0.375,0.115384615385,0.034965034965,3,5,23,138,85.7006700218,0.985,0.955,3,1,0.333333333333,False,0.176470588235
pre_0.985_or_lead_0.955,holdout,row,183,0.755102040816,0.480519480519,0.11320754717,37,12,40,94,87.6210682952,0.985,0.955,8,6,0.75,False,0.587301587302
pre_0.985_or_lead_0.960,train,row,900,0.278481012658,0.100917431193,0.08357771261,22,57,196,625,85.2411643093,0.985,0.96,21,10,0.47619047619,False,0.148148148148
pre_0.985_or_lead_0.960,validation,row,169,0.428571428571,0.115384615385,0.027972027972,3,4,23,139,85.3093238134,0.985,0.96,3,1,0.333333333333,False,0.181818181818
pre_0.985_or_lead_0.960,holdout,row,183,0.755102040816,0.480519480519,0.11320754717,37,12,40,94,87.3022781391,0.985,0.96,8,6,0.75,False,0.587301587302
pre_0.985_or_lead_0.965,train,row,900,0.267605633803,0.0871559633028,0.0762463343109,19,52,199,630,84.8700005117,0.985,0.965,21,10,0.47619047619,False,0.131487889273
pre_0.985_or_lead_0.965,validation,row,169,0.5,0.115384615385,0.020979020979,3,3,23,140,84.9217498489,0.985,0.965,3,1,0.333333333333,False,0.1875
pre_0.985_or_lead_0.965,holdout,row,183,0.733333333333,0.428571428571,0.11320754717,33,12,44,94,86.9852812509,0.985,0.965,8,6,0.75,False,0.540983606557
pre_0.985_or_lead_0.970,train,row,900,0.272727272727,0.0825688073394,0.0703812316716,18,48,200,634,84.4993126771,0.985,0.97,21,10,0.47619047619,False,0.12676056338
pre_0.985_or_lead_0.970,validation,row,169,0.5,0.115384615385,0.020979020979,3,3,23,140,84.5364965153,0.985,0.97,3,1,0.333333333333,False,0.1875
pre_0.985_or_lead_0.970,holdout,row,183,0.733333333333,0.428571428571,0.11320754717,33,12,44,94,86.6738058411,0.985,0.97,8,6,0.75,False,0.540983606557
pre_0.985_or_lead_0.975,train,row,900,0.254237288136,0.0688073394495,0.0645161290323,15,44,203,638,84.1300552679,0.985,0.975,21,10,0.47619047619,False,0.108303249097
pre_0.985_or_lead_0.975,validation,row,169,0.5,0.115384615385,0.020979020979,3,3,23,140,84.1519516604,0.985,0.975,3,1,0.333333333333,False,0.1875
pre_0.985_or_lead_0.975,holdout,row,183,0.714285714286,0.38961038961,0.11320754717,30,12,47,94,86.3620299107,0.985,0.975,8,4,0.5,False,0.504201680672
pre_0.985_or_lead_0.980,train,row,900,0.245614035088,0.0642201834862,0.0630498533724,14,43,204,639,83.7615321674,0.985,0.98,21,9,0.428571428571,False,0.101818181818
pre_0.985_or_lead_0.980,validation,row,169,0.5,0.115384615385,0.020979020979,3,3,23,140,83.7702948557,0.985,0.98,3,1,0.333333333333,False,0.1875
pre_0.985_or_lead_0.980,holdout,row,183,0.714285714286,0.38961038961,0.11320754717,30,12,47,94,86.0478222604,0.985,0.98,8,4,0.5,False,0.504201680672
pre_0.985_or_lead_0.985,train,row,900,0.207547169811,0.0504587155963,0.0615835777126,11,42,207,640,83.3945607533,0.985,0.985,21,6,0.285714285714,False,0.0811808118081
pre_0.985_or_lead_0.985,validation,row,169,0.5,0.115384615385,0.020979020979,3,3,23,140,83.3886380509,0.985,0.985,3,1,0.333333333333,False,0.1875
pre_0.985_or_lead_0.985,holdout,row,183,0.714285714286,0.38961038961,0.11320754717,30,12,47,94,85.7343819798,0.985,0.985,8,4,0.5,False,0.504201680672
pre_0.985_or_lead_0.990,train,row,900,0.207547169811,0.0504587155963,0.0615835777126,11,42,207,640,83.0304080383,0.985,0.99,21,6,0.285714285714,False,0.0811808118081
pre_0.985_or_lead_0.990,validation,row,169,0.5,0.115384615385,0.020979020979,3,3,23,140,83.0105744374,0.985,0.99,3,1,0.333333333333,False,0.1875
pre_0.985_or_lead_0.990,holdout,row,183,0.707317073171,0.376623376623,0.11320754717,29,12,48,94,85.42290657,0.985,0.99,8,4,0.5,False,0.491525423729
pre_0.990_or_lead_0.940,train,row,900,0.296703296703,0.123853211009,0.0938416422287,27,64,191,618,87.0948571848,0.99,0.94,21,12,0.571428571429,False,0.174757281553
pre_0.990_or_lead_0.940,validation,row,169,0.272727272727,0.115384615385,0.0559440559441,3,8,23,135,87.307327869,0.99,0.94,3,1,0.333333333333,False,0.162162162162
pre_0.990_or_lead_0.940,holdout,row,183,0.791666666667,0.493506493506,0.0943396226415,38,10,39,96,88.8751463237,0.99,0.94,8,6,0.75,False,0.608
pre_0.990_or_lead_0.945,train,row,900,0.298850574713,0.119266055046,0.0894428152493,26,61,192,621,86.7257173446,0.99,0.945,21,12,0.571428571429,False,0.170491803279
pre_0.990_or_lead_0.945,validation,row,169,0.333333333333,0.115384615385,0.041958041958,3,6,23,137,86.9039134441,0.99,0.945,3,1,0.333333333333,False,0.171428571429
pre_0.990_or_lead_0.945,holdout,row,183,0.791666666667,0.493506493506,0.0943396226415,38,10,39,96,88.5605077227,0.99,0.945,8,6,0.75,False,0.608
pre_0.990_or_lead_0.950,train,row,900,0.292682926829,0.110091743119,0.0850439882698,24,58,194,624,86.3548617611,0.99,0.95,21,11,0.52380952381,False,0.16
pre_0.990_or_lead_0.950,validation,row,169,0.428571428571,0.115384615385,0.027972027972,3,4,23,139,86.5012352962,0.99,0.95,3,1,0.333333333333,False,0.181818181818
pre_0.990_or_lead_0.950,holdout,row,183,0.808510638298,0.493506493506,0.0849056603774,38,9,39,97,88.2496227075,0.99,0.95,8,6,0.75,False,0.612903225806
pre_0.990_or_lead_0.955,train,row,900,0.28,0.0963302752294,0.0791788856305,21,54,197,628,85.9849075525,0.99,0.955,21,10,0.47619047619,False,0.143344709898
pre_0.990_or_lead_0.955,validation,row,169,0.5,0.115384615385,0.020979020979,3,3,23,140,86.0998372057,0.99,0.955,3,1,0.333333333333,False,0.1875
pre_0.990_or_lead_0.955,holdout,row,183,0.804347826087,0.480519480519,0.0849056603774,37,9,40,97,87.9380081859,0.99,0.955,8,6,0.75,False,0.60162601626
pre_0.990_or_lead_0.960,train,row,900,0.277777777778,0.0917431192661,0.0762463343109,20,52,198,630,85.6143557464,0.99,0.96,21,10,0.47619047619,False,0.137931034483
pre_0.990_or_lead_0.960,validation,row,169,0.6,0.115384615385,0.013986013986,3,2,23,141,85.7006700218,0.99,0.96,3,1,0.333333333333,False,0.193548387097
pre_0.990_or_lead_0.960,holdout,row,183,0.804347826087,0.480519480519,0.0849056603774,37,9,40,97,87.6210682952,0.99,0.96,8,6,0.75,False,0.60162601626
pre_0.990_or_lead_0.965,train,row,900,0.265625,0.0779816513761,0.0689149560117,17,47,201,635,85.2411643093,0.99,0.965,21,10,0.47619047619,False,0.120567375887
pre_0.990_or_lead_0.965,validation,row,169,0.75,0.115384615385,0.00699300699301,3,1,23,142,85.3093238134,0.99,0.965,3,1,0.333333333333,False,0.2
pre_0.990_or_lead_0.965,holdout,row,183,0.785714285714,0.428571428571,0.0849056603774,33,9,44,97,87.3022781391,0.99,0.965,8,6,0.75,False,0.554621848739
pre_0.990_or_lead_0.970,train,row,900,0.271186440678,0.0733944954128,0.0630498533724,16,43,202,639,84.8700005117,0.99,0.97,21,10,0.47619047619,True,0.115523465704
pre_0.990_or_lead_0.970,validation,row,169,0.75,0.115384615385,0.00699300699301,3,1,23,142,84.9217498489,0.99,0.97,3,1,0.333333333333,True,0.2
pre_0.990_or_lead_0.970,holdout,row,183,0.785714285714,0.428571428571,0.0849056603774,33,9,44,97,86.9852812509,0.99,0.97,8,6,0.75,True,0.554621848739
pre_0.990_or_lead_0.975,train,row,900,0.25,0.0596330275229,0.0571847507331,13,39,205,643,84.4993126771,0.99,0.975,21,10,0.47619047619,False,0.0962962962963
pre_0.990_or_lead_0.975,validation,row,169,0.75,0.115384615385,0.00699300699301,3,1,23,142,84.5364965153,0.99,0.975,3,1,0.333333333333,False,0.2
pre_0.990_or_lead_0.975,holdout,row,183,0.769230769231,0.38961038961,0.0849056603774,30,9,47,97,86.6738058411,0.99,0.975,8,4,0.5,False,0.51724137931
pre_0.990_or_lead_0.980,train,row,900,0.24,0.0550458715596,0.0557184750733,12,38,206,644,84.1300552679,0.99,0.98,21,9,0.428571428571,False,0.089552238806
pre_0.990_or_lead_0.980,validation,row,169,0.75,0.115384615385,0.00699300699301,3,1,23,142,84.1519516604,0.99,0.98,3,1,0.333333333333,False,0.2
pre_0.990_or_lead_0.980,holdout,row,183,0.769230769231,0.38961038961,0.0849056603774,30,9,47,97,86.3620299107,0.99,0.98,8,4,0.5,False,0.51724137931
pre_0.990_or_lead_0.985,train,row,900,0.195652173913,0.0412844036697,0.0542521994135,9,37,209,645,83.7615321674,0.99,0.985,21,6,0.285714285714,False,0.0681818181818
pre_0.990_or_lead_0.985,validation,row,169,0.75,0.115384615385,0.00699300699301,3,1,23,142,83.7702948557,0.99,0.985,3,1,0.333333333333,False,0.2
pre_0.990_or_lead_0.985,holdout,row,183,0.769230769231,0.38961038961,0.0849056603774,30,9,47,97,86.0478222604,0.99,0.985,8,4,0.5,False,0.51724137931
pre_0.990_or_lead_0.990,train,row,900,0.195652173913,0.0412844036697,0.0542521994135,9,37,209,645,83.3945607533,0.99,0.99,21,6,0.285714285714,False,0.0681818181818
pre_0.990_or_lead_0.990,validation,row,169,0.75,0.115384615385,0.00699300699301,3,1,23,142,83.3886380509,0.99,0.99,3,1,0.333333333333,False,0.2
pre_0.990_or_lead_0.990,holdout,row,183,0.763157894737,0.376623376623,0.0849056603774,29,9,48,97,85.7343819798,0.99,0.99,8,4,0.5,False,0.504347826087
pre_0.995_or_lead_0.940,train,row,900,0.333333333333,0.114678899083,0.0733137829912,25,50,193,632,87.4631408881,0.995,0.94,21,10,0.47619047619,False,0.170648464164
pre_0.995_or_lead_0.940,validation,row,169,0,0,0.048951048951,0,7,26,136,87.7097177892,0.995,0.94,3,0,0,False,0
pre_0.995_or_lead_0.940,holdout,row,183,0.8,0.467532467532,0.0849056603774,36,9,41,97,89.1909812219,0.995,0.94,8,6,0.75,False,0.590163934426
pre_0.995_or_lead_0.945,train,row,900,0.338028169014,0.110091743119,0.0689149560117,24,47,194,635,87.0948571848,0.995,0.945,21,10,0.47619047619,False,0.166089965398
pre_0.995_or_lead_0.945,validation,row,169,0,0,0.034965034965,0,5,26,138,87.307327869,0.995,0.945,3,0,0,False,0
pre_0.995_or_lead_0.945,holdout,row,183,0.8,0.467532467532,0.0849056603774,36,9,41,97,88.8751463237,0.995,0.945,8,6,0.75,False,0.590163934426
pre_0.995_or_lead_0.950,train,row,900,0.333333333333,0.100917431193,0.0645161290323,22,44,196,638,86.7257173446,0.995,0.95,21,9,0.428571428571,False,0.154929577465
pre_0.995_or_lead_0.950,validation,row,169,0,0,0.020979020979,0,3,26,140,86.9039134441,0.995,0.95,3,0,0,False,0
pre_0.995_or_lead_0.950,holdout,row,183,0.818181818182,0.467532467532,0.0754716981132,36,8,41,98,88.5605077227,0.995,0.95,8,6,0.75,False,0.595041322314
pre_0.995_or_lead_0.955,train,row,900,0.322033898305,0.0871559633028,0.058651026393,19,40,199,642,86.3548617611,0.995,0.955,21,8,0.380952380952,False,0.137184115523
pre_0.995_or_lead_0.955,validation,row,169,0,0,0.013986013986,0,2,26,141,86.5012352962,0.995,0.955,3,0,0,False,0
pre_0.995_or_lead_0.955,holdout,row,183,0.813953488372,0.454545454545,0.0754716981132,35,8,42,98,88.2496227075,0.995,0.955,8,6,0.75,False,0.583333333333
pre_0.995_or_lead_0.960,train,row,900,0.321428571429,0.0825688073394,0.0557184750733,18,38,200,644,85.9849075525,0.995,0.96,21,8,0.380952380952,False,0.131386861314
pre_0.995_or_lead_0.960,validation,row,169,0,0,0.00699300699301,0,1,26,142,86.0998372057,0.995,0.96,3,0,0,False,0
pre_0.995_or_lead_0.960,holdout,row,183,0.813953488372,0.454545454545,0.0754716981132,35,8,42,98,87.9380081859,0.995,0.96,8,6,0.75,False,0.583333333333
pre_0.995_or_lead_0.965,train,row,900,0.3125,0.0688073394495,0.0483870967742,15,33,203,649,85.6143557464,0.995,0.965,21,8,0.380952380952,False,0.112781954887
pre_0.995_or_lead_0.965,validation,row,169,0,0,0,0,0,26,143,85.7006700218,0.995,0.965,3,0,0,False,0
pre_0.995_or_lead_0.965,holdout,row,183,0.794871794872,0.402597402597,0.0754716981132,31,8,46,98,87.6210682952,0.995,0.965,8,6,0.75,False,0.534482758621
pre_0.995_or_lead_0.970,train,row,900,0.333333333333,0.0642201834862,0.0410557184751,14,28,204,654,85.2411643093,0.995,0.97,21,8,0.380952380952,False,0.107692307692
pre_0.995_or_lead_0.970,validation,row,169,0,0,0,0,0,26,143,85.3093238134,0.995,0.97,3,0,0,False,0
pre_0.995_or_lead_0.970,holdout,row,183,0.794871794872,0.402597402597,0.0754716981132,31,8,46,98,87.3022781391,0.995,0.97,8,6,0.75,False,0.534482758621
pre_0.995_or_lead_0.975,train,row,900,0.314285714286,0.0504587155963,0.0351906158358,11,24,207,658,84.8700005117,0.995,0.975,21,8,0.380952380952,False,0.0869565217391
pre_0.995_or_lead_0.975,validation,row,169,0,0,0,0,0,26,143,84.9217498489,0.995,0.975,3,0,0,False,0
pre_0.995_or_lead_0.975,holdout,row,183,0.777777777778,0.363636363636,0.0754716981132,28,8,49,98,86.9852812509,0.995,0.975,8,4,0.5,False,0.495575221239
