candidate_id,split,n_estimators,max_samples,max_features,bootstrap,threshold_quantile,threshold_value,roc_auc,average_precision,precision,recall,f1,false_positive_rate,predicted_positive_count,true_positive_count,false_positive_count,positive_count,row_count
91,holdout,500,0.5,0.9,True,0.9,0.5015090329086611,0.7047503817013799,0.6822628904347708,1.0,0.24060150375939848,0.3878787878787879,0.0,32,32,0,133,394
92,validation,300,0.65,1.0,False,0.9,0.4807592884002462,0.6591970121381886,0.4790260584439052,0.7272727272727273,0.06722689075630252,0.12307692307692308,0.012345679012345678,11,8,3,119,362
92,holdout,300,0.65,1.0,False,0.9,0.4807592884002462,0.7081496845562182,0.6814497149358948,0.9487179487179487,0.2781954887218045,0.43023255813953487,0.007662835249042145,39,37,2,133,394
93,validation,200,0.5,1.0,True,0.9,0.4971281398153008,0.6456063907044299,0.4559165166095652,0.5,0.03361344537815126,0.06299212598425197,0.01646090534979424,8,4,4,119,362
93,holdout,200,0.5,1.0,True,0.9,0.4971281398153008,0.6985855443205715,0.6612132224390725,0.8780487804878049,0.2706766917293233,0.41379310344827586,0.019157088122605363,41,36,5,133,394
94,validation,300,0.5,0.5,True,0.98,0.5389723700709287,0.5903447798872635,0.4074158060475337,0.0,0.0,0.0,0.0,0,0,0,119,362
94,holdout,300,0.5,0.5,True,0.98,0.5389723700709287,0.7099357589375737,0.6901089871865678,1.0,0.14285714285714285,0.25,0.0,19,19,0,133,394
95,validation,800,0.5,0.75,True,0.99,0.5449839028199649,0.6365805581491856,0.4680606233243765,0.0,0.0,0.0,0.0,0,0,0,119,362
95,holdout,800,0.5,0.75,True,0.99,0.5449839028199649,0.7155820585947626,0.6889607143305713,1.0,0.15789473684210525,0.2727272727272727,0.0,21,21,0,133,394
96,validation,300,1.0,0.65,False,0.85,0.46236727924213916,0.6323961683438807,0.4793148337168059,0.5362318840579711,0.31092436974789917,0.39361702127659576,0.13168724279835392,69,37,32,119,362
96,holdout,300,1.0,0.65,False,0.85,0.46236727924213916,0.7161870192723188,0.6972317028150073,0.7840909090909091,0.518796992481203,0.6244343891402715,0.07279693486590039,88,69,19,133,394
97,validation,300,0.5,0.65,False,0.88,0.47845763926292084,0.5594287097555072,0.4467062136534255,0.5294117647058824,0.15126050420168066,0.23529411764705882,0.06584362139917696,34,18,16,119,362
97,holdout,300,0.5,0.65,False,0.88,0.47845763926292084,0.7122403710425489,0.6988857887866184,0.9024390243902439,0.2781954887218045,0.42528735632183906,0.01532567049808429,41,37,4,133,394
98,validation,800,1.0,0.5,True,0.98,0.5404431058180234,0.6219179029636545,0.43805516115038867,0.0,0.0,0.0,0.0,0,0,0,119,362
98,holdout,800,1.0,0.5,True,0.98,0.5404431058180234,0.7020712701293463,0.6744818920297018,1.0,0.16541353383458646,0.2838709677419355,0.0,22,22,0,133,394
99,validation,500,1.0,0.9,False,0.85,0.46093242752063845,0.6424594529169693,0.42094737218701317,0.32,0.13445378151260504,0.1893491124260355,0.13991769547325103,50,16,34,119,362
99,holdout,500,1.0,0.9,False,0.85,0.46093242752063845,0.6914700544464609,0.6569046353419461,0.7051282051282052,0.41353383458646614,0.5213270142180095,0.08812260536398467,78,55,23,133,394
100,validation,500,0.5,0.75,True,0.98,0.5341484967418744,0.6409724383580593,0.46254571676770984,0.0,0.0,0.0,0.0,0,0,0,119,362
100,holdout,500,0.5,0.75,True,0.98,0.5341484967418744,0.7165615187393771,0.6918448862162656,1.0,0.16541353383458646,0.2838709677419355,0.0,22,22,0,133,394
101,validation,800,0.8,1.0,False,0.85,0.46409704524885115,0.6442922848151607,0.46499385226034545,0.5925925925925926,0.13445378151260504,0.2191780821917808,0.04526748971193416,27,16,11,119,362
101,holdout,800,0.8,1.0,False,0.85,0.46409704524885115,0.6996226197678103,0.6647759513669171,0.7101449275362319,0.3684210526315789,0.48514851485148514,0.07662835249042145,69,49,20,133,394
102,validation,500,0.8,0.75,False,0.88,0.4705679827211079,0.6233703357886364,0.45698948221309194,0.6071428571428571,0.14285714285714285,0.23129251700680273,0.04526748971193416,28,17,11,119,362
102,holdout,500,0.8,0.75,False,0.88,0.4705679827211079,0.7207386281796445,0.6959838281994934,0.8070175438596491,0.3458646616541353,0.4842105263157895,0.0421455938697318,57,46,11,133,394
103,validation,200,1.0,0.5,True,0.98,0.5374443276021844,0.6326382404813777,0.4285365911610991,0.0,0.0,0.0,0.0,0,0,0,119,362
103,holdout,200,1.0,0.5,True,0.98,0.5374443276021844,0.7026474231555901,0.6731671066791559,1.0,0.15789473684210525,0.2727272727272727,0.0,21,21,0,133,394
104,validation,300,0.65,0.9,True,0.92,0.5076169945910087,0.6352664522599163,0.4480600147100172,1.0,0.01680672268907563,0.03305785123966942,0.0,2,2,0,119,362
104,holdout,300,0.65,0.9,True,0.92,0.5076169945910087,0.6891078270388614,0.6491987867823122,0.9629629629629629,0.19548872180451127,0.325,0.0038314176245210726,27,26,1,133,394
105,validation,300,0.65,0.65,False,0.88,0.4746970530442421,0.6219870664315108,0.4443841543463257,0.53125,0.14285714285714285,0.2251655629139073,0.06172839506172839,32,17,15,119,362
105,holdout,300,0.65,0.65,False,0.88,0.4746970530442421,0.7079192233457208,0.6753603173934454,0.803921568627451,0.3082706766917293,0.44565217391304346,0.038314176245210725,51,41,10,133,394
106,validation,800,auto,0.9,True,0.95,0.5200221240616051,0.6226441193761456,0.43211739294718965,0.0,0.0,0.0,0.0,0,0,0,119,362
106,holdout,800,auto,0.9,True,0.95,0.5200221240616051,0.6981534295508887,0.6550759981704961,1.0,0.16541353383458646,0.2838709677419355,0.0,22,22,0,133,394
107,validation,300,0.65,0.9,False,0.99,0.5238142156850476,0.6501711795829442,0.45833859703198776,0.0,0.0,0.0,0.0,0,0,0,119,362
107,holdout,300,0.65,0.9,False,0.99,0.5238142156850476,0.69316970587388,0.6543296140070348,1.0,0.15037593984962405,0.26143790849673204,0.0,20,20,0,133,394
108,validation,800,0.65,0.5,True,0.85,0.487381780813206,0.6209841961475948,0.4747899610074263,0.6,0.10084033613445378,0.17266187050359713,0.03292181069958848,20,12,8,119,362
108,holdout,800,0.65,0.5,True,0.85,0.487381780813206,0.7065652637340477,0.6714912708678347,0.7962962962962963,0.3233082706766917,0.45989304812834225,0.0421455938697318,54,43,11,133,394
109,validation,500,0.65,0.75,True,0.9,0.5011938427952399,0.6677041186845109,0.48366565133002987,0.75,0.025210084033613446,0.04878048780487805,0.00411522633744856,4,3,1,119,362
109,holdout,500,0.65,0.75,True,0.9,0.5011938427952399,0.7063348025235502,0.6818640410365973,0.9230769230769231,0.2706766917293233,0.4186046511627907,0.011494252873563218,39,36,3,133,394
110,validation,800,0.65,0.5,False,0.98,0.5127225899207191,0.62423487913684,0.4684174231618038,0.0,0.0,0.0,0.0,0,0,0,119,362
110,holdout,800,0.65,0.5,False,0.98,0.5127225899207191,0.7074583009247256,0.6842416808832256,1.0,0.16541353383458646,0.2838709677419355,0.0,22,22,0,133,394
111,validation,500,0.5,0.9,False,0.98,0.5201892936295994,0.6235432444582771,0.404246841661088,0.0,0.0,0.0,0.0,0,0,0,119,362
111,holdout,500,0.5,0.9,False,0.98,0.5201892936295994,0.7065940713853598,0.6836442122998376,1.0,0.15789473684210525,0.2727272727272727,0.0,21,21,0,133,394
112,validation,500,auto,0.75,True,0.99,0.5441277420126303,0.6225749559082893,0.49083895837570996,0.0,0.0,0.0,0.0,0,0,0,119,362
112,holdout,500,auto,0.75,True,0.99,0.5441277420126303,0.712874139371417,0.6612720863845863,1.0,0.12030075187969924,0.21476510067114093,0.0,16,16,0,133,394
113,validation,200,1.0,0.5,False,0.92,0.4823680868123774,0.6115088010512847,0.4524090051356186,1.0,0.05042016806722689,0.096,0.0,6,6,0,119,362
113,holdout,200,1.0,0.5,False,0.92,0.4823680868123774,0.7077463774378474,0.6877781957193018,0.926829268292683,0.2857142857142857,0.4367816091954023,0.011494252873563218,41,38,3,133,394
114,validation,500,1.0,1.0,True,0.85,0.4910429046329209,0.6501711795829443,0.5003153224915293,0.6052631578947368,0.19327731092436976,0.2929936305732484,0.06172839506172839,38,23,15,119,362
114,holdout,500,1.0,1.0,True,0.85,0.4910429046329209,0.7126436781609197,0.6782314676805747,0.7910447761194029,0.39849624060150374,0.53,0.05363984674329502,67,53,14,133,394
115,validation,500,1.0,0.75,False,0.9,0.4774329744298514,0.6496178718400941,0.5158268461184867,0.7894736842105263,0.12605042016806722,0.21739130434782608,0.01646090534979424,19,15,4,119,362
115,holdout,500,1.0,0.75,False,0.9,0.4774329744298514,0.7157549045026359,0.6936396099318063,0.8863636363636364,0.2932330827067669,0.4406779661016949,0.019157088122605363,44,39,5,133,394
116,validation,200,0.65,0.9,False,0.95,0.4985400743009939,0.67143894594875,0.4872598629130941,1.0,0.008403361344537815,0.016666666666666666,0.0,1,1,0,119,362
116,holdout,200,0.65,0.9,False,0.95,0.4985400743009939,0.6834903350329848,0.6385339333533786,1.0,0.18796992481203006,0.31645569620253167,0.0,25,25,0,133,394
117,validation,200,0.5,0.65,True,0.98,0.5369872365692747,0.6382404813777363,0.476925359388411,0.0,0.0,0.0,0.0,0,0,0,119,362
117,holdout,200,0.5,0.65,True,0.98,0.5369872365692747,0.7069397632011063,0.6591385431767248,1.0,0.15037593984962405,0.26143790849673204,0.0,20,20,0,133,394
118,validation,200,0.8,0.65,False,0.85,0.4635121585162306,0.631981187536743,0.4422264656295751,0.5070422535211268,0.3025210084033613,0.37894736842105264,0.1440329218106996,71,36,35,119,362
118,holdout,200,0.8,0.65,False,0.85,0.4635121585162306,0.7117506409702417,0.7007962264156072,0.7972972972972973,0.44360902255639095,0.5700483091787439,0.05747126436781609,74,59,15,133,394
119,validation,200,1.0,0.75,False,0.98,0.5029851122841243,0.6412836739634126,0.5274450691941499,0.0,0.0,0.0,0.0,0,0,0,119,362
119,holdout,200,1.0,0.75,False,0.98,0.5029851122841243,0.7254630829948435,0.6909925578027918,1.0,0.18045112781954886,0.3057324840764331,0.0,24,24,0,133,394
120,validation,800,0.8,0.65,True,0.95,0.5206698365900571,0.6258256388975343,0.48183276535814984,1.0,0.025210084033613446,0.04918032786885246,0.0,3,3,0,119,362
120,holdout,800,0.8,0.65,True,0.95,0.5206698365900571,0.7122403710425489,0.6806458675123799,1.0,0.18045112781954886,0.3057324840764331,0.0,24,24,0,133,394
121,validation,200,1.0,0.9,False,0.98,0.5079658060122606,0.6211225230833073,0.40967189031818046,1.0,0.008403361344537815,0.016666666666666666,0.0,1,1,0,119,362
121,holdout,200,1.0,0.9,False,0.98,0.5079658060122606,0.6881283668942471,0.6294363429840429,1.0,0.18045112781954886,0.3057324840764331,0.0,24,24,0,133,394
122,validation,800,1.0,1.0,True,0.85,0.491425050835791,0.6376871736348859,0.4761958298636637,0.5952380952380952,0.21008403361344538,0.3105590062111801,0.06995884773662552,42,25,17,119,362
122,holdout,800,1.0,1.0,True,0.85,0.491425050835791,0.7127589087661683,0.6701005924597755,0.746268656716418,0.37593984962406013,0.5,0.06513409961685823,67,50,17,133,394
123,validation,800,0.65,0.75,False,0.92,0.4862610183350595,0.6535256077739737,0.4945940467643214,0.625,0.04201680672268908,0.07874015748031496,0.012345679012345678,8,5,3,119,362
123,holdout,800,0.65,0.75,False,0.92,0.4862610183350595,0.716820787601187,0.7007215146954684,0.9459459459459459,0.2631578947368421,0.4117647058823529,0.007662835249042145,37,35,2,133,394
124,validation,200,0.5,1.0,False,0.95,0.5042797536435996,0.6635197288792059,0.5117074750087953,1.0,0.025210084033613446,0.04918032786885246,0.0,3,3,0,119,362
124,holdout,200,0.5,1.0,False,0.95,0.5042797536435996,0.7147178290553973,0.7092945139740814,1.0,0.18045112781954886,0.3057324840764331,0.0,24,24,0,133,394
125,validation,500,0.5,0.65,False,0.95,0.5026482628922064,0.6169035515440744,0.47335615019875876,1.0,0.025210084033613446,0.04918032786885246,0.0,3,3,0,119,362
125,holdout,500,0.5,0.65,False,0.95,0.5026482628922064,0.7063348025235503,0.6937392644137687,1.0,0.17293233082706766,0.2948717948717949,0.0,23,23,0,133,394
126,validation,500,0.5,0.5,True,0.95,0.5195753165223886,0.5856416640730366,0.40742102358086696,0.0,0.0,0.0,0.0,0,0,0,119,362
126,holdout,500,0.5,0.5,True,0.95,0.5195753165223886,0.7178002477458012,0.695817592890857,1.0,0.17293233082706766,0.2948717948717949,0.0,23,23,0,133,394
127,validation,800,0.65,0.75,False,0.9,0.48091243907975356,0.6535256077739737,0.4945940467643214,0.6470588235294118,0.09243697478991597,0.16176470588235295,0.024691358024691357,17,11,6,119,362
127,holdout,800,0.65,0.75,False,0.9,0.48091243907975356,0.716820787601187,0.7007215146954684,0.9,0.2706766917293233,0.4161849710982659,0.01532567049808429,40,36,4,133,394
128,validation,500,0.8,0.9,False,0.99,0.5275960394908813,0.6613756613756614,0.5000780086073967,0.0,0.0,0.0,0.0,0,0,0,119,362
128,holdout,500,0.8,0.9,False,0.99,0.5275960394908813,0.7050384582145018,0.6678798442693737,1.0,0.15037593984962405,0.26143790849673204,0.0,20,20,0,133,394
129,validation,800,auto,0.75,False,0.98,0.5324041229763816,0.6352318705259882,0.48225200256770584,0.0,0.0,0.0,0.0,0,0,0,119,362
129,holdout,800,auto,0.75,False,0.98,0.5324041229763816,0.7181747472128598,0.6791620136165264,1.0,0.13533834586466165,0.23841059602649006,0.0,18,18,0,133,394
130,validation,300,0.65,0.65,True,0.92,0.5101589153018089,0.6185980565065533,0.453762279779888,1.0,0.04201680672268908,0.08064516129032258,0.0,5,5,0,119,362
130,holdout,300,0.65,0.65,True,0.92,0.5101589153018089,0.7012358482412928,0.6485174806268043,0.9642857142857143,0.20300751879699247,0.33540372670807456,0.0038314176245210726,28,27,1,133,394
131,validation,800,0.5,0.5,True,0.99,0.5481514903364558,0.6034858387799564,0.4387822885287007,0.0,0.0,0.0,0.0,0,0,0,119,362
131,holdout,800,0.5,0.5,True,0.99,0.5481514903364558,0.7072278397142281,0.6814781664793805,1.0,0.14285714285714285,0.25,0.0,19,19,0,133,394
132,validation,200,auto,0.65,True,0.9,0.5017212751786023,0.5795898606356122,0.4288426197964824,0.6666666666666666,0.05042016806722689,0.09375,0.012345679012345678,9,6,3,119,362
132,holdout,200,auto,0.65,True,0.9,0.5017212751786023,0.6973468153141474,0.668032909579482,1.0,0.19548872180451127,0.3270440251572327,0.0,26,26,0,133,394
133,validation,200,0.8,0.65,True,0.92,0.5092163784407769,0.6145865753708891,0.47632929212104047,1.0,0.04201680672268908,0.08064516129032258,0.0,5,5,0,119,362
133,holdout,200,0.8,0.65,True,0.92,0.5092163784407769,0.7163022498775675,0.6912762319354526,0.9666666666666667,0.21804511278195488,0.3558282208588957,0.0038314176245210726,30,29,1,133,394
134,validation,800,1.0,1.0,True,0.92,0.5118638573250093,0.6376871736348859,0.4761958298636637,1.0,0.03361344537815126,0.06504065040650407,0.0,4,4,0,119,362
134,holdout,800,1.0,1.0,True,0.92,0.5118638573250093,0.7127589087661683,0.6701005924597755,0.9714285714285714,0.2556390977443609,0.40476190476190477,0.0038314176245210726,35,34,1,133,394
135,validation,800,auto,0.9,True,0.85,0.48692920949687307,0.6226441193761456,0.43211739294718965,0.75,0.05042016806722689,0.09448818897637795,0.00823045267489712,8,6,2,119,362
135,holdout,800,auto,0.9,True,0.85,0.48692920949687307,0.6981534295508887,0.6550759981704961,0.9444444444444444,0.2556390977443609,0.40236686390532544,0.007662835249042145,36,34,2,133,394
136,validation,800,0.8,0.9,True,0.92,0.5129561989928655,0.6394854237991493,0.45432234593806453,1.0,0.01680672268907563,0.03305785123966942,0.0,2,2,0,119,362
136,holdout,800,0.8,0.9,True,0.92,0.5129561989928655,0.6973756229654597,0.6663582503089082,1.0,0.19548872180451127,0.3270440251572327,0.0,26,26,0,133,394
137,validation,300,0.8,0.75,True,0.99,0.5520177367439592,0.6132033060137635,0.41824873895578774,0.0,0.0,0.0,0.0,0,0,0,119,362
137,holdout,300,0.8,0.75,True,0.99,0.5520177367439592,0.7149194826145824,0.679788560721147,1.0,0.15789473684210525,0.2727272727272727,0.0,21,21,0,133,394
138,validation,500,0.65,0.9,True,0.88,0.4966998064874276,0.6328111491510184,0.43728308055982634,0.6666666666666666,0.05042016806722689,0.09375,0.012345679012345678,9,6,3,119,362
138,holdout,500,0.65,0.9,True,0.88,0.4966998064874276,0.6926223604989485,0.6558311398386765,0.918918918918919,0.2556390977443609,0.4,0.011494252873563218,37,34,3,133,394
139,validation,200,1.0,0.9,False,0.88,0.47064641851589223,0.6211225230833073,0.40967189031818046,0.5454545454545454,0.05042016806722689,0.09230769230769231,0.0205761316872428,11,6,5,119,362
139,holdout,200,1.0,0.9,False,0.88,0.47064641851589223,0.6881283668942471,0.6294363429840429,0.7115384615384616,0.2781954887218045,0.4,0.05747126436781609,52,37,15,133,394
140,validation,500,0.8,0.65,False,0.98,0.5119262690453903,0.6344019089117128,0.47947079751759625,1.0,0.008403361344537815,0.016666666666666666,0.0,1,1,0,119,362
