model,split,candidate_id,n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,class_weight,roc_auc,average_precision,precision,recall,f1,false_positive_rate,predicted_positive_count,true_positive_count,false_positive_count,positive_count,row_count
risk_lgbm,holdout,13,100,0.03,7,4,50,0.8,0.8,0.1,1.0,balanced,0.6622473375353184,0.40137348435108805,0.4942528735632184,0.5,0.49710982658959535,0.205607476635514,87,43,44,86,300
risk_lgbm,validation,14,100,0.03,7,4,50,0.8,0.9,0.1,1.0,balanced,0.7911567599067599,0.7934742158436501,0.6176470588235294,0.5874125874125874,0.6021505376344086,0.18055555555555555,136,84,52,143,431
risk_lgbm,holdout,14,100,0.03,7,4,50,0.8,0.9,0.1,1.0,balanced,0.6752336448598131,0.4350285140588098,0.5061728395061729,0.47674418604651164,0.49101796407185627,0.18691588785046728,81,41,40,86,300
risk_lgbm,validation,15,100,0.03,7,4,50,0.9,0.8,0.1,1.0,balanced,0.7840909090909091,0.7865972830987744,0.5813953488372093,0.5244755244755245,0.5514705882352942,0.1875,129,75,54,143,431
risk_lgbm,holdout,15,100,0.03,7,4,50,0.9,0.8,0.1,1.0,balanced,0.6622473375353184,0.40137348435108805,0.4942528735632184,0.5,0.49710982658959535,0.205607476635514,87,43,44,86,300
risk_lgbm,validation,16,100,0.03,7,4,50,0.9,0.9,0.1,1.0,balanced,0.7911567599067599,0.7934742158436501,0.6176470588235294,0.5874125874125874,0.6021505376344086,0.18055555555555555,136,84,52,143,431
risk_lgbm,holdout,16,100,0.03,7,4,50,0.9,0.9,0.1,1.0,balanced,0.6752336448598131,0.4350285140588098,0.5061728395061729,0.47674418604651164,0.49101796407185627,0.18691588785046728,81,41,40,86,300
risk_lgbm,validation,17,100,0.03,7,-1,30,0.8,0.8,0.1,1.0,balanced,0.7678952991452991,0.7401212720545225,0.4642857142857143,0.45454545454545453,0.45936395759717313,0.2604166666666667,140,65,75,143,431
risk_lgbm,holdout,17,100,0.03,7,-1,30,0.8,0.8,0.1,1.0,balanced,0.6315474896761574,0.37372706167360514,0.3924050632911392,0.36046511627906974,0.37575757575757573,0.22429906542056074,79,31,48,86,300
risk_lgbm,validation,18,100,0.03,7,-1,30,0.8,0.9,0.1,1.0,balanced,0.7607323232323233,0.7494152763431362,0.46099290780141844,0.45454545454545453,0.45774647887323944,0.2638888888888889,141,65,76,143,431
risk_lgbm,holdout,18,100,0.03,7,-1,30,0.8,0.9,0.1,1.0,balanced,0.5713975222777656,0.3352605430072022,0.375,0.38372093023255816,0.3793103448275862,0.2570093457943925,88,33,55,86,300
risk_lgbm,validation,19,100,0.03,7,-1,30,0.9,0.8,0.1,1.0,balanced,0.7678952991452991,0.7401212720545225,0.4642857142857143,0.45454545454545453,0.45936395759717313,0.2604166666666667,140,65,75,143,431
risk_lgbm,holdout,19,100,0.03,7,-1,30,0.9,0.8,0.1,1.0,balanced,0.6315474896761574,0.37372706167360514,0.3924050632911392,0.36046511627906974,0.37575757575757573,0.22429906542056074,79,31,48,86,300
risk_lgbm,validation,20,100,0.03,7,-1,30,0.9,0.9,0.1,1.0,balanced,0.7607323232323233,0.7494152763431362,0.46099290780141844,0.45454545454545453,0.45774647887323944,0.2638888888888889,141,65,76,143,431
risk_lgbm,holdout,20,100,0.03,7,-1,30,0.9,0.9,0.1,1.0,balanced,0.5713975222777656,0.3352605430072022,0.375,0.38372093023255816,0.3793103448275862,0.2570093457943925,88,33,55,86,300
risk_lgbm,validation,21,100,0.03,7,-1,50,0.8,0.8,0.1,1.0,balanced,0.7629904817404818,0.7537307811946342,0.48091603053435117,0.4405594405594406,0.45985401459854014,0.2361111111111111,131,63,68,143,431
risk_lgbm,holdout,21,100,0.03,7,-1,50,0.8,0.8,0.1,1.0,balanced,0.5786242121277984,0.33289797071282345,0.5,0.5232558139534884,0.5113636363636364,0.2102803738317757,90,45,45,86,300
risk_lgbm,validation,22,100,0.03,7,-1,50,0.8,0.9,0.1,1.0,balanced,0.7735528360528361,0.7910180262810501,0.5474452554744526,0.5244755244755245,0.5357142857142857,0.2152777777777778,137,75,62,143,431
risk_lgbm,holdout,22,100,0.03,7,-1,50,0.8,0.9,0.1,1.0,balanced,0.5991088893718757,0.3409031590665268,0.48314606741573035,0.5,0.49142857142857144,0.21495327102803738,89,43,46,86,300
risk_lgbm,validation,23,100,0.03,7,-1,50,0.9,0.8,0.1,1.0,balanced,0.7629904817404818,0.7537307811946342,0.48091603053435117,0.4405594405594406,0.45985401459854014,0.2361111111111111,131,63,68,143,431
risk_lgbm,holdout,23,100,0.03,7,-1,50,0.9,0.8,0.1,1.0,balanced,0.5786242121277984,0.33289797071282345,0.5,0.5232558139534884,0.5113636363636364,0.2102803738317757,90,45,45,86,300
risk_lgbm,validation,24,100,0.03,7,-1,50,0.9,0.9,0.1,1.0,balanced,0.7735528360528361,0.7910180262810501,0.5474452554744526,0.5244755244755245,0.5357142857142857,0.2152777777777778,137,75,62,143,431
risk_lgbm,holdout,24,100,0.03,7,-1,50,0.9,0.9,0.1,1.0,balanced,0.5991088893718757,0.3409031590665268,0.48314606741573035,0.5,0.49142857142857144,0.21495327102803738,89,43,46,86,300
risk_lgbm,validation,25,100,0.03,15,3,30,0.8,0.8,0.1,1.0,balanced,0.7630876068376069,0.7505101028915657,0.4276315789473684,0.45454545454545453,0.4406779661016949,0.3020833333333333,152,65,87,143,431
risk_lgbm,holdout,25,100,0.03,15,3,30,0.8,0.8,0.1,1.0,balanced,0.43474244729406647,0.2583068267763881,0.2714285714285714,0.22093023255813954,0.24358974358974358,0.2383177570093458,70,19,51,86,300
risk_lgbm,validation,26,100,0.03,15,3,30,0.8,0.9,0.1,1.0,balanced,0.7542249417249416,0.7351911709219187,0.40789473684210525,0.43356643356643354,0.42033898305084744,0.3125,152,62,90,143,431
risk_lgbm,holdout,26,100,0.03,15,3,30,0.8,0.9,0.1,1.0,balanced,0.45376005216257337,0.2652313184983929,0.30985915492957744,0.2558139534883721,0.2802547770700637,0.22897196261682243,71,22,49,86,300
risk_lgbm,validation,27,100,0.03,15,3,30,0.9,0.8,0.1,1.0,balanced,0.7630876068376069,0.7505101028915657,0.4276315789473684,0.45454545454545453,0.4406779661016949,0.3020833333333333,152,65,87,143,431
