candidate_id,split,n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,class_weight,row_count,accuracy,macro_f1,weighted_f1,top2_accuracy,bucket_distance_mae
80,validation,180,0.025,7,-1,5,0.85,0.7,0.1,2.0,,143,0.45454545454545453,0.32085470085470086,0.4099982069212838,0.7902097902097902,0.6573426573426573
80,holdout,180,0.025,7,-1,5,0.85,0.7,0.1,2.0,,86,0.6162790697674418,0.4044483465027802,0.6005063601282234,0.9651162790697675,0.4186046511627907
81,validation,450,0.015,7,-1,10,0.85,0.85,0.1,1.0,,143,0.45454545454545453,0.31527777777777777,0.4078671328671329,0.7902097902097902,0.6573426573426573
81,holdout,450,0.015,7,-1,10,0.85,0.85,0.1,1.0,,86,0.5930232558139535,0.395738203957382,0.5839439311882765,0.9651162790697675,0.4418604651162791
82,validation,180,0.06,15,5,45,0.7,0.85,0.5,5.0,,143,0.46153846153846156,0.33426704014939307,0.41335135452782507,0.7902097902097902,0.6153846153846154
82,holdout,180,0.06,15,5,45,0.7,0.85,0.5,5.0,,86,0.6627906976744186,0.44692264257481645,0.654104237521831,0.9651162790697675,0.37209302325581395
83,validation,180,0.015,63,-1,10,0.85,1.0,0.1,2.0,,143,0.5104895104895105,0.3474341811691209,0.45234925716853425,0.7902097902097902,0.6153846153846154
83,holdout,180,0.015,63,-1,10,0.85,1.0,0.1,2.0,,86,0.627906976744186,0.4006163328197227,0.5990611674490272,0.9651162790697675,0.3953488372093023
84,validation,320,0.04,7,3,20,0.7,0.7,0.0,2.0,,143,0.46853146853146854,0.3419312169312169,0.4259351759351759,0.7902097902097902,0.6573426573426573
84,holdout,320,0.04,7,3,20,0.7,0.7,0.0,2.0,,86,0.6162790697674418,0.4136170212765958,0.6079168728352301,0.9651162790697675,0.4186046511627907
85,validation,240,0.06,31,3,10,0.7,0.7,0.0,5.0,,143,0.4755244755244755,0.34075573549257765,0.43016194331983804,0.7902097902097902,0.6433566433566433
85,holdout,240,0.06,31,3,10,0.7,0.7,0.0,5.0,,86,0.627906976744186,0.41664261664261665,0.6155743481324877,0.9651162790697675,0.4069767441860465
86,validation,240,0.015,7,-1,5,0.7,1.0,0.0,1.0,balanced,143,0.42657342657342656,0.31862745098039214,0.3830728095433978,0.7902097902097902,0.7272727272727273
86,holdout,240,0.015,7,-1,5,0.7,1.0,0.0,1.0,balanced,86,0.5930232558139535,0.40224719101123596,0.5818134308858113,0.9651162790697675,0.4418604651162791
87,validation,450,0.06,15,5,30,0.85,0.85,0.0,0.5,balanced,143,0.44755244755244755,0.33276353276353277,0.40781782320243865,0.7902097902097902,0.6993006993006993
87,holdout,450,0.06,15,5,30,0.85,0.85,0.0,0.5,balanced,86,0.627906976744186,0.4254742547425474,0.6202495745887692,0.9651162790697675,0.4069767441860465
88,validation,450,0.015,63,5,10,1.0,0.85,0.5,1.0,balanced,143,0.43356643356643354,0.32315832315832316,0.3887223887223887,0.7902097902097902,0.6993006993006993
88,holdout,450,0.015,63,5,10,1.0,0.85,0.5,1.0,balanced,86,0.5813953488372093,0.39307116104868917,0.5750261301280376,0.9651162790697675,0.45348837209302323
89,validation,180,0.04,31,5,30,0.7,0.7,0.1,2.0,,143,0.46153846153846156,0.3373971161581781,0.4198244975520797,0.7902097902097902,0.6643356643356644
89,holdout,180,0.04,31,5,30,0.7,0.7,0.1,2.0,,86,0.6627906976744186,0.44557919621749403,0.6533729176975096,0.9651162790697675,0.37209302325581395
90,validation,240,0.025,63,4,20,0.7,0.85,0.0,0.5,,143,0.46853146853146854,0.3318641541573512,0.4231155621765651,0.7902097902097902,0.6503496503496503
90,holdout,240,0.025,63,4,20,0.7,0.85,0.0,0.5,,86,0.6511627906976745,0.4367946894262684,0.641496576135499,0.9651162790697675,0.38372093023255816
91,validation,120,0.025,31,-1,5,1.0,0.7,0.5,5.0,,143,0.45454545454545453,0.30894737999428284,0.4059348527981024,0.7902097902097902,0.6643356643356644
91,holdout,120,0.025,31,-1,5,1.0,0.7,0.5,5.0,,86,0.627906976744186,0.39106858054226473,0.5888505619227773,0.9651162790697675,0.3953488372093023
92,validation,180,0.04,63,-1,5,1.0,1.0,0.1,5.0,,143,0.45454545454545453,0.32111026228673284,0.4121226367215672,0.7902097902097902,0.6713286713286714
92,holdout,180,0.04,63,-1,5,1.0,1.0,0.1,5.0,,86,0.6162790697674418,0.3977238694219826,0.5939739651894105,0.9651162790697675,0.4186046511627907
93,validation,120,0.015,63,-1,20,1.0,1.0,0.0,2.0,,143,0.5104895104895105,0.3437679165233345,0.4472974565853823,0.7902097902097902,0.5944055944055944
93,holdout,120,0.015,63,-1,20,1.0,1.0,0.0,2.0,,86,0.5930232558139535,0.3611379495437466,0.5487098827847059,0.9651162790697675,0.43023255813953487
94,validation,240,0.025,31,4,5,1.0,0.7,0.0,2.0,balanced,143,0.4405594405594406,0.3289345063538612,0.39940118532493896,0.7902097902097902,0.7132867132867133
94,holdout,240,0.025,31,4,5,1.0,0.7,0.0,2.0,balanced,86,0.6162790697674418,0.41785747641729715,0.608606410498674,0.9651162790697675,0.4186046511627907
95,validation,320,0.015,7,5,30,1.0,0.7,0.1,2.0,,143,0.46853146853146854,0.3403071814030718,0.4259568575882399,0.7902097902097902,0.6573426573426573
95,holdout,320,0.015,7,5,30,1.0,0.7,0.1,2.0,,86,0.7093023255813954,0.47754137115839246,0.6988289625597889,0.9651162790697675,0.32558139534883723
96,validation,240,0.015,7,4,45,1.0,0.85,0.5,2.0,,143,0.46853146853146854,0.3278613771089831,0.41222389102006063,0.7902097902097902,0.5734265734265734
96,holdout,240,0.015,7,4,45,1.0,0.85,0.5,2.0,,86,0.6627906976744186,0.4420810577752228,0.6508085055181588,0.9651162790697675,0.37209302325581395
97,validation,120,0.04,7,3,5,0.85,1.0,0.5,2.0,,143,0.46153846153846156,0.3194444444444444,0.4143356643356643,0.7902097902097902,0.6573426573426573
97,holdout,120,0.04,7,3,5,0.85,1.0,0.5,2.0,,86,0.6162790697674418,0.393746205221615,0.5899097725250985,0.9651162790697675,0.4186046511627907
98,validation,180,0.04,15,5,20,0.7,0.7,0.5,5.0,,143,0.46853146853146854,0.3403071814030718,0.4259568575882399,0.7902097902097902,0.6573426573426573
98,holdout,180,0.04,15,5,20,0.7,0.7,0.5,5.0,,86,0.6511627906976745,0.42777287437481615,0.6338184281286562,0.9651162790697675,0.38372093023255816
99,validation,450,0.025,7,-1,10,1.0,0.7,0.0,2.0,,143,0.48951048951048953,0.3494299553694185,0.4426685694532639,0.7902097902097902,0.6363636363636364
99,holdout,450,0.025,7,-1,10,1.0,0.7,0.0,2.0,,86,0.6046511627906976,0.40273004963726616,0.5945583260076187,0.9651162790697675,0.43023255813953487
100,validation,240,0.025,31,3,30,1.0,0.85,0.0,2.0,,143,0.4755244755244755,0.3386001649850879,0.43060841690196344,0.7902097902097902,0.6503496503496503
100,holdout,240,0.025,31,3,30,1.0,0.85,0.0,2.0,,86,0.6744186046511628,0.45112638411607486,0.6629971496310504,0.9651162790697675,0.36046511627906974
101,validation,180,0.04,15,-1,10,0.7,0.7,0.5,2.0,,143,0.4405594405594406,0.32093570146667494,0.4029329170736436,0.7902097902097902,0.6923076923076923
101,holdout,180,0.04,15,-1,10,0.7,0.7,0.5,2.0,,86,0.627906976744186,0.41119937236442095,0.6106481386454292,0.9651162790697675,0.4069767441860465
102,validation,450,0.06,63,5,5,1.0,1.0,0.0,5.0,balanced,143,0.45454545454545453,0.33584328129782676,0.41619500793054515,0.7902097902097902,0.6923076923076923
102,holdout,450,0.06,63,5,5,1.0,1.0,0.0,5.0,balanced,86,0.6046511627906976,0.40474158368895213,0.5959972212114195,0.9651162790697675,0.43023255813953487
103,validation,320,0.06,7,5,10,1.0,0.7,0.5,2.0,balanced,143,0.46153846153846156,0.3441832061068702,0.4147512945070197,0.7902097902097902,0.6783216783216783
103,holdout,320,0.06,7,5,10,1.0,0.7,0.5,2.0,balanced,86,0.686046511627907,0.4646464646464647,0.6772374911909794,0.9651162790697675,0.3488372093023256
104,validation,320,0.015,7,3,5,0.7,1.0,0.5,0.5,,143,0.48951048951048953,0.33199464524765726,0.43381919285533743,0.7902097902097902,0.6293706293706294
104,holdout,320,0.015,7,3,5,0.7,1.0,0.5,0.5,,86,0.6627906976744186,0.4346153846153846,0.6440071556350626,0.9651162790697675,0.37209302325581395
105,validation,450,0.06,31,3,5,0.85,0.7,0.0,5.0,,143,0.3916083916083916,0.28282075178626903,0.35968430451189076,0.7902097902097902,0.7342657342657343
105,holdout,450,0.06,31,3,5,0.85,0.7,0.0,5.0,,86,0.5697674418604651,0.37147595356550583,0.5543214161749392,0.9651162790697675,0.46511627906976744
106,validation,320,0.025,63,5,30,1.0,0.7,0.5,1.0,balanced,143,0.4405594405594406,0.32697947214076245,0.40103151979984825,0.7902097902097902,0.6993006993006993
106,holdout,320,0.025,63,5,30,1.0,0.7,0.5,1.0,balanced,86,0.6744186046511628,0.4570600878422577,0.6657636865061514,0.9651162790697675,0.36046511627906974
107,validation,180,0.015,15,4,10,1.0,0.85,0.0,0.5,,143,0.46853146853146854,0.30841638981173863,0.408870199567874,0.7902097902097902,0.6293706293706294
107,holdout,180,0.015,15,4,10,1.0,0.85,0.0,0.5,,86,0.6627906976744186,0.4374207394400546,0.6466913040815077,0.9651162790697675,0.37209302325581395
108,validation,240,0.015,7,3,20,1.0,1.0,0.1,0.5,,143,0.4965034965034965,0.335849826566007,0.43699088098190325,0.7902097902097902,0.6083916083916084
108,holdout,240,0.015,7,3,20,1.0,1.0,0.1,0.5,,86,0.6511627906976745,0.42126419455331127,0.6273530999572322,0.9651162790697675,0.38372093023255816
109,validation,180,0.015,7,-1,30,1.0,1.0,0.0,5.0,balanced,143,0.43356643356643354,0.3229166666666667,0.39040646853146854,0.7902097902097902,0.6993006993006993
109,holdout,180,0.015,7,-1,30,1.0,1.0,0.0,5.0,balanced,86,0.6976744186046512,0.4721910112359551,0.6886105304415991,0.9651162790697675,0.3372093023255814
110,validation,180,0.06,15,-1,30,0.85,1.0,0.1,5.0,,143,0.4755244755244755,0.3478512995754375,0.42977078839147803,0.7902097902097902,0.6363636363636364
110,holdout,180,0.06,15,-1,30,0.85,1.0,0.1,5.0,,86,0.627906976744186,0.42237313714393515,0.6197141390610811,0.9651162790697675,0.4069767441860465
111,validation,450,0.025,7,3,20,0.85,1.0,0.0,5.0,balanced,143,0.46853146853146854,0.3484737484737484,0.42443710136017826,0.7902097902097902,0.6713286713286714
111,holdout,450,0.025,7,3,20,0.85,1.0,0.0,5.0,balanced,86,0.6511627906976745,0.4412671712924026,0.6430066305474603,0.9651162790697675,0.38372093023255816
112,validation,450,0.015,15,4,30,0.7,1.0,0.0,1.0,,143,0.4755244755244755,0.34656084656084657,0.43312243312243315,0.7902097902097902,0.6573426573426573
112,holdout,450,0.015,15,4,30,0.7,1.0,0.0,1.0,,86,0.6511627906976745,0.4395604395604396,0.6429849220546895,0.9651162790697675,0.38372093023255816
113,validation,180,0.06,63,-1,20,1.0,0.7,0.5,0.5,balanced,143,0.44755244755244755,0.33357753357753356,0.40113220113220116,0.7902097902097902,0.6853146853146853
113,holdout,180,0.06,63,-1,20,1.0,0.7,0.5,0.5,balanced,86,0.6395348837209303,0.43101825710521363,0.631399944847872,0.9651162790697675,0.3953488372093023
114,validation,450,0.025,31,-1,30,1.0,1.0,0.1,1.0,,143,0.46153846153846156,0.3358392875634255,0.4199427785634682,0.7902097902097902,0.6643356643356644
114,holdout,450,0.025,31,-1,30,1.0,1.0,0.1,1.0,,86,0.686046511627907,0.46282702804441933,0.67680853019579,0.9651162790697675,0.3488372093023256
115,validation,320,0.015,63,-1,45,1.0,1.0,0.0,5.0,balanced,143,0.44755244755244755,0.3326816552623004,0.401988529554512,0.7902097902097902,0.6713286713286714
115,holdout,320,0.015,63,-1,45,1.0,1.0,0.0,5.0,balanced,86,0.6511627906976745,0.4412671712924026,0.6430066305474603,0.9651162790697675,0.38372093023255816
116,validation,450,0.025,31,-1,10,0.85,0.7,0.1,1.0,,143,0.46153846153846156,0.3281404393987175,0.42084273342551487,0.7902097902097902,0.6783216783216783
116,holdout,450,0.025,31,-1,10,0.85,0.7,0.1,1.0,,86,0.6511627906976745,0.42777287437481615,0.6338184281286562,0.9651162790697675,0.38372093023255816
117,validation,320,0.015,7,4,45,0.85,0.85,0.0,0.5,balanced,143,0.43356643356643354,0.32313840632901064,0.3847574006614868,0.7902097902097902,0.6993006993006993
117,holdout,320,0.015,7,4,45,0.85,0.85,0.0,0.5,balanced,86,0.6511627906976745,0.4419538619594658,0.6415841842220151,0.9651162790697675,0.38372093023255816
118,validation,240,0.04,63,-1,30,0.85,1.0,0.5,5.0,balanced,143,0.4755244755244755,0.3503829997529034,0.42801453550156293,0.7902097902097902,0.6293706293706294
118,holdout,240,0.04,63,-1,30,0.85,1.0,0.5,5.0,balanced,86,0.6511627906976745,0.4417366946778712,0.6424760601915185,0.9651162790697675,0.38372093023255816
119,validation,180,0.04,31,5,20,0.85,0.7,0.0,1.0,,143,0.4825174825174825,0.35093399750933996,0.4380043368835399,0.7902097902097902,0.6433566433566433
119,holdout,180,0.04,31,5,20,0.85,0.7,0.0,1.0,,86,0.627906976744186,0.42237313714393515,0.6197141390610811,0.9651162790697675,0.4069767441860465
120,validation,180,0.015,7,-1,5,1.0,0.7,0.5,2.0,,143,0.48951048951048953,0.3243046055631555,0.4294701194837993,0.7902097902097902,0.6293706293706294
120,holdout,180,0.015,7,-1,5,1.0,0.7,0.5,2.0,,86,0.6744186046511628,0.43465851172273196,0.6471801436597683,0.9651162790697675,0.36046511627906974
121,validation,320,0.06,15,-1,10,1.0,0.7,0.5,1.0,balanced,143,0.4195804195804196,0.3128054740957967,0.3743617086725591,0.7902097902097902,0.7132867132867133
121,holdout,320,0.06,15,-1,10,1.0,0.7,0.5,1.0,balanced,86,0.686046511627907,0.4646464646464647,0.6772374911909794,0.9651162790697675,0.3488372093023256
122,validation,320,0.04,63,-1,20,1.0,1.0,0.0,0.5,balanced,143,0.43356643356643354,0.32118098034418074,0.39429471922743276,0.7902097902097902,0.6993006993006993
122,holdout,320,0.04,63,-1,20,1.0,1.0,0.0,0.5,balanced,86,0.6627906976744186,0.44692264257481645,0.654104237521831,0.9651162790697675,0.37209302325581395
123,validation,120,0.04,63,3,5,0.85,1.0,0.5,5.0,balanced,143,0.4405594405594406,0.3289160305343512,0.402259969038595,0.7902097902097902,0.7202797202797203
123,holdout,120,0.04,63,3,5,0.85,1.0,0.5,5.0,balanced,86,0.686046511627907,0.4652096759129541,0.6769663836525116,0.9651162790697675,0.3488372093023256
124,validation,120,0.025,15,5,45,0.85,0.7,0.0,5.0,balanced,143,0.44755244755244755,0.3338427369236099,0.40049637995722726,0.7902097902097902,0.6923076923076923
124,holdout,120,0.025,15,5,45,0.85,0.7,0.0,5.0,balanced,86,0.6744186046511628,0.45751633986928103,0.6652986776105791,0.9651162790697675,0.36046511627906974
125,validation,120,0.06,15,4,10,0.7,0.85,0.0,5.0,,143,0.45454545454545453,0.3349673202614379,0.41803784450843273,0.7902097902097902,0.6993006993006993
125,holdout,120,0.06,15,4,10,0.7,0.85,0.0,5.0,,86,0.6162790697674418,0.40724637681159415,0.6030333670374115,0.9651162790697675,0.4186046511627907
126,validation,180,0.015,31,5,5,1.0,1.0,0.5,2.0,balanced,143,0.3776223776223776,0.2821583558503234,0.3387150800562739,0.7902097902097902,0.7832167832167832
126,holdout,180,0.015,31,5,5,1.0,1.0,0.5,2.0,balanced,86,0.7093023255813954,0.48045267489711935,0.699971289118576,0.9651162790697675,0.32558139534883723
127,validation,450,0.06,7,3,20,1.0,1.0,0.5,1.0,balanced,143,0.44755244755244755,0.33202997719126753,0.4088721640041288,0.7902097902097902,0.6993006993006993
127,holdout,450,0.06,7,3,20,1.0,1.0,0.5,1.0,balanced,86,0.6395348837209303,0.43216127519924985,0.6317731331567068,0.9651162790697675,0.3953488372093023
128,validation,180,0.015,63,4,30,0.7,1.0,0.5,2.0,balanced,143,0.44755244755244755,0.3325992985890221,0.3999839162550197,0.7902097902097902,0.6573426573426573
128,holdout,180,0.015,63,4,30,0.7,1.0,0.5,2.0,balanced,86,0.686046511627907,0.4646464646464647,0.6772374911909794,0.9651162790697675,0.3488372093023256
129,validation,320,0.015,63,3,45,1.0,0.7,0.0,2.0,,143,0.4825174825174825,0.3379287379287379,0.427790391426755,0.7902097902097902,0.5944055944055944
129,holdout,320,0.015,63,3,45,1.0,0.7,0.0,2.0,,86,0.6744186046511628,0.4528212422949265,0.6642462535975387,0.9651162790697675,0.36046511627906974
130,validation,450,0.04,7,4,20,0.85,1.0,0.5,1.0,balanced,143,0.4195804195804196,0.31227491912348165,0.3807212746967371,0.7902097902097902,0.7202797202797203
130,holdout,450,0.04,7,4,20,0.85,1.0,0.5,1.0,balanced,86,0.627906976744186,0.42237313714393515,0.6197141390610811,0.9651162790697675,0.4069767441860465
131,validation,120,0.025,63,5,45,0.7,0.85,0.5,1.0,balanced,143,0.46153846153846156,0.3441595441595442,0.4175602175602176,0.7902097902097902,0.6853146853146853
131,holdout,120,0.025,63,5,45,0.7,0.85,0.5,1.0,balanced,86,0.686046511627907,0.4638537271448664,0.6771857521342359,0.9651162790697675,0.3488372093023256
132,validation,240,0.06,31,5,30,1.0,1.0,0.1,0.5,balanced,143,0.4755244755244755,0.35150994704451116,0.4305218182418697,0.7902097902097902,0.6503496503496503
132,holdout,240,0.06,31,5,30,1.0,1.0,0.1,0.5,balanced,86,0.6744186046511628,0.45773792845801814,0.6644979050870872,0.9651162790697675,0.36046511627906974
133,validation,240,0.06,31,4,10,0.7,1.0,0.1,5.0,balanced,143,0.42657342657342656,0.31850765721733465,0.3869224617025203,0.7902097902097902,0.7272727272727273
133,holdout,240,0.06,31,4,10,0.7,1.0,0.1,5.0,balanced,86,0.6395348837209303,0.43303404414515523,0.6317698953357868,0.9651162790697675,0.3953488372093023
134,validation,450,0.04,7,4,10,0.85,0.7,0.1,0.5,,143,0.43356643356643354,0.319908176023284,0.3920444064328956,0.7902097902097902,0.6783216783216783
134,holdout,450,0.04,7,4,10,0.85,0.7,0.1,0.5,,86,0.6162790697674418,0.4163150492264416,0.6090668236679423,0.9651162790697675,0.4186046511627907
135,validation,320,0.04,7,-1,10,0.7,0.7,0.5,0.5,balanced,143,0.42657342657342656,0.31784980365826365,0.3834001559692825,0.7902097902097902,0.7062937062937062
135,holdout,320,0.04,7,-1,10,0.7,0.7,0.5,0.5,balanced,86,0.6046511627906976,0.40968133819269226,0.597492518630078,0.9651162790697675,0.43023255813953487
136,validation,450,0.015,7,3,45,0.7,1.0,0.5,0.5,balanced,143,0.42657342657342656,0.3177083333333333,0.3823208041958042,0.7902097902097902,0.6993006993006993
136,holdout,450,0.015,7,3,45,0.7,1.0,0.5,0.5,balanced,86,0.6627906976744186,0.4497665732959851,0.6535079147938245,0.9651162790697675,0.37209302325581395
137,validation,180,0.06,31,5,5,0.7,1.0,0.0,2.0,,143,0.42657342657342656,0.29963830192271085,0.3891322840494742,0.7902097902097902,0.7062937062937062
137,holdout,180,0.06,31,5,5,0.7,1.0,0.0,2.0,,86,0.6046511627906976,0.38297655453618756,0.575759192091601,0.9651162790697675,0.43023255813953487
138,validation,450,0.015,63,3,20,1.0,0.85,0.1,0.5,,143,0.46853146853146854,0.32661672263842245,0.42214024673337514,0.7902097902097902,0.6573426573426573
138,holdout,450,0.015,63,3,20,1.0,0.85,0.1,0.5,,86,0.6511627906976745,0.4367946894262684,0.641496576135499,0.9651162790697675,0.38372093023255816
139,validation,120,0.015,15,4,20,1.0,0.85,0.5,1.0,,143,0.4965034965034965,0.3187361951406895,0.4257876954506168,0.7902097902097902,0.6013986013986014
139,holdout,120,0.015,15,4,20,1.0,0.85,0.5,1.0,,86,0.5697674418604651,0.3286274509803922,0.5079343365253078,0.9651162790697675,0.45348837209302323
140,validation,120,0.06,15,-1,30,0.7,0.7,0.1,1.0,balanced,143,0.46153846153846156,0.34399674399674396,0.4135420135420136,0.7902097902097902,0.6713286713286714
140,holdout,120,0.06,15,-1,30,0.7,0.7,0.1,1.0,balanced,86,0.6976744186046512,0.4735219949565705,0.687411625952159,0.9651162790697675,0.3372093023255814
141,validation,450,0.015,15,3,30,0.85,0.7,0.0,5.0,,143,0.46853146853146854,0.3343454790823212,0.42491718807508283,0.7902097902097902,0.6573426573426573
141,holdout,450,0.015,15,3,30,0.85,0.7,0.0,5.0,,86,0.7093023255813954,0.4761225266362253,0.6978337050015928,0.9651162790697675,0.32558139534883723
142,validation,240,0.015,7,4,20,0.85,1.0,0.5,2.0,,143,0.46153846153846156,0.31932003922850605,0.4132837414301945,0.7902097902097902,0.6503496503496503
142,holdout,240,0.015,7,4,20,0.85,1.0,0.5,2.0,,86,0.6511627906976745,0.41317179248213737,0.6188473959123518,0.9651162790697675,0.38372093023255816
143,validation,450,0.06,15,-1,5,1.0,0.85,0.0,0.5,balanced,143,0.42657342657342656,0.3157164994698638,0.3898237803302643,0.7902097902097902,0.7132867132867133
143,holdout,450,0.06,15,-1,5,1.0,0.85,0.0,0.5,balanced,86,0.6162790697674418,0.41785747641729715,0.608606410498674,0.9651162790697675,0.4186046511627907
144,validation,240,0.04,15,4,5,1.0,0.7,0.0,2.0,,143,0.42657342657342656,0.3091362914371764,0.3932788543222357,0.7902097902097902,0.7202797202797203
144,holdout,240,0.04,15,4,5,1.0,0.7,0.0,2.0,,86,0.6046511627906976,0.391170634920635,0.5841258305647841,0.9651162790697675,0.43023255813953487
145,validation,120,0.06,15,5,5,1.0,0.7,0.5,2.0,,143,0.4195804195804196,0.29863196529863195,0.38655788655788653,0.7902097902097902,0.7272727272727273
145,holdout,120,0.06,15,5,5,1.0,0.7,0.5,2.0,,86,0.5930232558139535,0.3909178743961353,0.5800741489720256,0.9651162790697675,0.4418604651162791
146,validation,240,0.015,63,5,20,0.85,0.7,0.1,5.0,balanced,143,0.4405594405594406,0.32861212861212863,0.400954600954601,0.7902097902097902,0.7132867132867133
146,holdout,240,0.015,63,5,20,0.85,0.7,0.1,5.0,balanced,86,0.686046511627907,0.4646464646464647,0.6772374911909794,0.9651162790697675,0.3488372093023256
147,validation,320,0.025,7,-1,5,0.7,1.0,0.1,5.0,balanced,143,0.4195804195804196,0.3129775658658842,0.37546535620990046,0.7902097902097902,0.7202797202797203
147,holdout,320,0.025,7,-1,5,0.7,1.0,0.1,5.0,balanced,86,0.6627906976744186,0.4494256094144018,0.6541797259345657,0.9651162790697675,0.37209302325581395
148,validation,180,0.015,63,3,30,1.0,1.0,0.0,0.5,balanced,143,0.4405594405594406,0.32867175572519086,0.39814402391501624,0.7902097902097902,0.7062937062937062
148,holdout,180,0.015,63,3,30,1.0,1.0,0.0,0.5,balanced,86,0.6976744186046512,0.4721910112359551,0.6886105304415991,0.9651162790697675,0.3372093023255814
149,validation,320,0.025,63,3,10,0.7,1.0,0.5,0.5,,143,0.46153846153846156,0.32526349409134464,0.4177150221225597,0.7902097902097902,0.6643356643356644
149,holdout,320,0.025,63,3,10,0.7,1.0,0.5,0.5,,86,0.5813953488372093,0.3841269841269841,0.5697674418604651,0.9651162790697675,0.45348837209302323
150,validation,120,0.015,7,4,20,1.0,0.85,0.5,2.0,,143,0.5174825174825175,0.33945982025793225,0.4464412080803413,0.7902097902097902,0.5804195804195804
150,holdout,120,0.015,7,4,20,1.0,0.85,0.5,2.0,,86,0.5930232558139535,0.3547008547008547,0.541592128801431,0.9651162790697675,0.43023255813953487
151,validation,180,0.06,63,-1,45,0.7,1.0,0.5,1.0,,143,0.46153846153846156,0.3358772206454326,0.4142056618877811,0.7902097902097902,0.6223776223776224
151,holdout,180,0.06,63,-1,45,0.7,1.0,0.5,1.0,,86,0.6395348837209303,0.4278919330289193,0.629499840713603,0.9651162790697675,0.3953488372093023
152,validation,320,0.06,7,-1,5,0.7,0.7,0.1,1.0,,143,0.43356643356643354,0.3128003494975972,0.3957876985399921,0.7902097902097902,0.6923076923076923
152,holdout,320,0.06,7,-1,5,0.7,0.7,0.1,1.0,,86,0.627906976744186,0.4207681365576102,0.6187468986734593,0.9651162790697675,0.4069767441860465
153,validation,180,0.025,15,5,30,0.85,1.0,0.5,0.5,,143,0.48951048951048953,0.35846560846560854,0.4428626928626929,0.7902097902097902,0.6293706293706294
153,holdout,180,0.025,15,5,30,0.85,1.0,0.5,0.5,,86,0.686046511627907,0.46004566210045655,0.6750557502389296,0.9651162790697675,0.3488372093023256
154,validation,320,0.06,15,5,20,0.7,1.0,0.1,1.0,,143,0.4965034965034965,0.3630552096305521,0.44792169225544076,0.7902097902097902,0.6153846153846154
154,holdout,320,0.06,15,5,20,0.7,1.0,0.1,1.0,,86,0.6162790697674418,0.4044483465027802,0.6005063601282234,0.9651162790697675,0.4186046511627907
155,validation,120,0.06,7,-1,30,0.7,1.0,0.1,2.0,,143,0.4825174825174825,0.35105644906969413,0.4331086132410636,0.7902097902097902,0.6083916083916084
155,holdout,120,0.06,7,-1,30,0.7,1.0,0.1,2.0,,86,0.686046511627907,0.46282702804441933,0.67680853019579,0.9651162790697675,0.3488372093023256
156,validation,450,0.04,63,-1,20,1.0,0.7,0.5,2.0,,143,0.4405594405594406,0.3222963512066552,0.4015872933589761,0.7902097902097902,0.6853146853146853
156,holdout,450,0.04,63,-1,20,1.0,0.7,0.5,2.0,,86,0.627906976744186,0.41886216113020236,0.6173712672154292,0.9651162790697675,0.4069767441860465
157,validation,240,0.025,7,3,45,0.85,0.7,0.1,5.0,,143,0.46853146853146854,0.32916666666666666,0.41923076923076924,0.7902097902097902,0.6293706293706294
157,holdout,240,0.025,7,3,45,0.85,0.7,0.1,5.0,,86,0.6511627906976745,0.4367946894262684,0.641496576135499,0.9651162790697675,0.38372093023255816
158,validation,450,0.06,15,5,5,1.0,1.0,0.0,0.5,,143,0.4405594405594406,0.3222963512066552,0.4015872933589761,0.7902097902097902,0.6853146853146853
158,holdout,450,0.06,15,5,5,1.0,1.0,0.0,0.5,,86,0.5930232558139535,0.39763593380614654,0.5851888504040903,0.9651162790697675,0.4418604651162791
159,validation,320,0.06,15,5,20,0.7,1.0,0.0,0.5,,143,0.44755244755244755,0.32683540648142423,0.40775994844934754,0.7902097902097902,0.6783216783216783
159,holdout,320,0.06,15,5,20,0.7,1.0,0.0,0.5,,86,0.5465116279069767,0.3674007152268022,0.540582774152036,0.9651162790697675,0.4883720930232558
160,validation,450,0.04,15,-1,30,0.7,0.85,0.0,1.0,,143,0.4405594405594406,0.32352759790317603,0.4001009166596586,0.7902097902097902,0.6783216783216783
160,holdout,450,0.04,15,-1,30,0.7,0.85,0.0,1.0,,86,0.686046511627907,0.46282702804441933,0.67680853019579,0.9651162790697675,0.3488372093023256
161,validation,180,0.04,7,3,20,1.0,0.85,0.0,5.0,balanced,143,0.46153846153846156,0.34375,0.41892482517482516,0.7902097902097902,0.6853146853146853
161,holdout,180,0.04,7,3,20,1.0,0.85,0.0,5.0,balanced,86,0.6511627906976745,0.4412671712924026,0.6430066305474603,0.9651162790697675,0.38372093023255816
162,validation,180,0.015,31,5,5,1.0,1.0,0.5,1.0,,143,0.45454545454545453,0.30916732335172054,0.4070602368474709,0.7902097902097902,0.6713286713286714
162,holdout,180,0.015,31,5,5,1.0,1.0,0.5,1.0,,86,0.5930232558139535,0.3609782030834663,0.5494603315900746,0.9651162790697675,0.4418604651162791
163,validation,240,0.06,15,4,20,0.85,1.0,0.0,5.0,balanced,143,0.4405594405594406,0.32653810835629016,0.3977036737367316,0.7902097902097902,0.6783216783216783
