model,split,n_estimators,max_samples,max_features,bootstrap,threshold_quantile,threshold_value,roc_auc,average_precision,precision,recall,f1,false_positive_rate,predicted_positive_count,true_positive_count,false_positive_count,positive_count,row_count
isolation_forest,validation,600,0.75,1.0,False,0.95,0.4972762544460239,0.6711277103433966,0.49927909109882185,1.0,0.008403361344537815,0.016666666666666666,0.0,1,1,0,119,362
isolation_forest,holdout,600,0.75,1.0,False,0.95,0.4972762544460239,0.7137383689107827,0.6840774620529361,1.0,0.18796992481203006,0.31645569620253167,0.0,25,25,0,133,394
isolation_forest,validation,600,0.75,1.0,False,0.99,0.5188564199887347,0.6711277103433966,0.49927909109882185,0.0,0.0,0.0,0.0,0,0,0,119,362
isolation_forest,holdout,600,0.75,1.0,False,0.99,0.5188564199887347,0.7137383689107827,0.6840774620529361,1.0,0.15789473684210525,0.2727272727272727,0.0,21,21,0,133,394
isolation_forest,validation,600,0.75,1.0,True,0.9,0.5016141198743596,0.6336065290313657,0.4659060301721456,0.8,0.06722689075630252,0.12403100775193798,0.00823045267489712,10,8,2,119,362
isolation_forest,holdout,600,0.75,1.0,True,0.9,0.5016141198743596,0.7165903263906894,0.688066602401099,0.925,0.2781954887218045,0.4277456647398844,0.011494252873563218,40,37,3,133,394
isolation_forest,validation,600,0.75,1.0,True,0.92,0.5107679355168878,0.6336065290313657,0.4659060301721456,1.0,0.01680672268907563,0.03305785123966942,0.0,2,2,0,119,362
isolation_forest,holdout,600,0.75,1.0,True,0.92,0.5107679355168878,0.7165903263906894,0.688066602401099,0.9666666666666667,0.21804511278195488,0.3558282208588957,0.0038314176245210726,30,29,1,133,394
isolation_forest,validation,600,0.75,1.0,True,0.95,0.5205600636192628,0.6336065290313657,0.4659060301721456,0.0,0.0,0.0,0.0,0,0,0,119,362
isolation_forest,holdout,600,0.75,1.0,True,0.95,0.5205600636192628,0.7165903263906894,0.688066602401099,1.0,0.17293233082706766,0.2948717948717949,0.0,23,23,0,133,394
isolation_forest,validation,600,0.75,1.0,True,0.99,0.5439383101503663,0.6336065290313657,0.4659060301721456,0.0,0.0,0.0,0.0,0,0,0,119,362
isolation_forest,holdout,600,0.75,1.0,True,0.99,0.5439383101503663,0.7165903263906894,0.688066602401099,1.0,0.15037593984962405,0.26143790849673204,0.0,20,20,0,133,394
isolation_forest,validation,600,1.0,0.75,False,0.9,0.4754929685574996,0.6497907805097348,0.5231844815725105,0.8181818181818182,0.15126050420168066,0.2553191489361702,0.01646090534979424,22,18,4,119,362
isolation_forest,holdout,600,1.0,0.75,False,0.9,0.4754929685574996,0.7222078183965661,0.7073721800160266,0.8913043478260869,0.3082706766917293,0.4581005586592179,0.019157088122605363,46,41,5,133,394
isolation_forest,validation,600,1.0,0.75,False,0.92,0.483634799981986,0.6497907805097348,0.5231844815725105,0.875,0.058823529411764705,0.11023622047244094,0.00411522633744856,8,7,1,119,362
isolation_forest,holdout,600,1.0,0.75,False,0.92,0.483634799981986,0.7222078183965661,0.7073721800160266,0.9210526315789473,0.2631578947368421,0.4093567251461988,0.011494252873563218,38,35,3,133,394
isolation_forest,validation,600,1.0,0.75,False,0.95,0.494141094604989,0.6497907805097348,0.5231844815725105,1.0,0.01680672268907563,0.03305785123966942,0.0,2,2,0,119,362
isolation_forest,holdout,600,1.0,0.75,False,0.95,0.494141094604989,0.7222078183965661,0.7073721800160266,1.0,0.20300751879699247,0.3375,0.0,27,27,0,133,394
isolation_forest,validation,600,1.0,0.75,False,0.99,0.5191529372864598,0.6497907805097348,0.5231844815725105,0.0,0.0,0.0,0.0,0,0,0,119,362
isolation_forest,holdout,600,1.0,0.75,False,0.99,0.5191529372864598,0.7222078183965661,0.7073721800160266,1.0,0.15789473684210525,0.2727272727272727,0.0,21,21,0,133,394
isolation_forest,validation,600,1.0,0.75,True,0.9,0.5051543545621731,0.6238890617975585,0.4517469988205914,0.6,0.07563025210084033,0.13432835820895522,0.024691358024691357,15,9,6,119,362
isolation_forest,holdout,600,1.0,0.75,True,0.9,0.5051543545621731,0.7171376717656209,0.7012427680846197,0.8837209302325582,0.2857142857142857,0.4318181818181818,0.019157088122605363,43,38,5,133,394
isolation_forest,validation,600,1.0,0.75,True,0.92,0.5136178235401059,0.6238890617975585,0.4517469988205914,0.6666666666666666,0.03361344537815126,0.064,0.00823045267489712,6,4,2,119,362
isolation_forest,holdout,600,1.0,0.75,True,0.92,0.5136178235401059,0.7171376717656209,0.7012427680846197,0.9393939393939394,0.23308270676691728,0.37349397590361444,0.007662835249042145,33,31,2,133,394
isolation_forest,validation,600,1.0,0.75,True,0.95,0.5244561275684955,0.6238890617975585,0.4517469988205914,1.0,0.025210084033613446,0.04918032786885246,0.0,3,3,0,119,362
isolation_forest,holdout,600,1.0,0.75,True,0.95,0.5244561275684955,0.7171376717656209,0.7012427680846197,1.0,0.18796992481203006,0.31645569620253167,0.0,25,25,0,133,394
isolation_forest,validation,600,1.0,0.75,True,0.99,0.5523991029611569,0.6238890617975585,0.4517469988205914,0.0,0.0,0.0,0.0,0,0,0,119,362
isolation_forest,holdout,600,1.0,0.75,True,0.99,0.5523991029611569,0.7171376717656209,0.7012427680846197,1.0,0.15789473684210525,0.2727272727272727,0.0,21,21,0,133,394
isolation_forest,validation,600,1.0,1.0,False,0.9,0.47627114032129236,0.6264826918421689,0.4703034433915099,0.5555555555555556,0.04201680672268908,0.078125,0.01646090534979424,9,5,4,119,362
isolation_forest,holdout,600,1.0,1.0,False,0.9,0.47627114032129236,0.7090139140955839,0.6734884731960248,0.9111111111111111,0.3082706766917293,0.4606741573033708,0.01532567049808429,45,41,4,133,394
isolation_forest,validation,600,1.0,1.0,False,0.92,0.4818208669400796,0.6264826918421689,0.4703034433915099,0.5714285714285714,0.03361344537815126,0.06349206349206349,0.012345679012345678,7,4,3,119,362
isolation_forest,holdout,600,1.0,1.0,False,0.92,0.4818208669400796,0.7090139140955839,0.6734884731960248,0.9705882352941176,0.24812030075187969,0.39520958083832336,0.0038314176245210726,34,33,1,133,394
isolation_forest,validation,600,1.0,1.0,False,0.95,0.4908883737079268,0.6264826918421689,0.4703034433915099,1.0,0.01680672268907563,0.03305785123966942,0.0,2,2,0,119,362
isolation_forest,holdout,600,1.0,1.0,False,0.95,0.4908883737079268,0.7090139140955839,0.6734884731960248,1.0,0.21052631578947367,0.34782608695652173,0.0,28,28,0,133,394
isolation_forest,validation,600,1.0,1.0,False,0.99,0.5247298110392927,0.6264826918421689,0.4703034433915099,0.0,0.0,0.0,0.0,0,0,0,119,362
isolation_forest,holdout,600,1.0,1.0,False,0.99,0.5247298110392927,0.7090139140955839,0.6734884731960248,1.0,0.15037593984962405,0.26143790849673204,0.0,20,20,0,133,394
isolation_forest,validation,600,1.0,1.0,True,0.9,0.5047868514239915,0.6443268665490888,0.48823626728889,0.75,0.05042016806722689,0.09448818897637795,0.00823045267489712,8,6,2,119,362
isolation_forest,holdout,600,1.0,1.0,True,0.9,0.5047868514239915,0.7126148705096073,0.6772840821809227,0.925,0.2781954887218045,0.4277456647398844,0.011494252873563218,40,37,3,133,394
isolation_forest,validation,600,1.0,1.0,True,0.92,0.5112755709663152,0.6443268665490888,0.48823626728889,1.0,0.04201680672268908,0.08064516129032258,0.0,5,5,0,119,362
isolation_forest,holdout,600,1.0,1.0,True,0.92,0.5112755709663152,0.7126148705096073,0.6772840821809227,0.9428571428571428,0.24812030075187969,0.39285714285714285,0.007662835249042145,35,33,2,133,394
isolation_forest,validation,600,1.0,1.0,True,0.95,0.519626635736632,0.6443268665490888,0.48823626728889,1.0,0.01680672268907563,0.03305785123966942,0.0,2,2,0,119,362
isolation_forest,holdout,600,1.0,1.0,True,0.95,0.519626635736632,0.7126148705096073,0.6772840821809227,1.0,0.18796992481203006,0.31645569620253167,0.0,25,25,0,133,394
isolation_forest,validation,600,1.0,1.0,True,0.99,0.5528182693040277,0.6443268665490888,0.48823626728889,0.0,0.0,0.0,0.0,0,0,0,119,362
isolation_forest,holdout,600,1.0,1.0,True,0.99,0.5528182693040277,0.7126148705096073,0.6772840821809227,1.0,0.15037593984962405,0.26143790849673204,0.0,20,20,0,133,394
