model,split,n_estimators,max_samples,max_features,bootstrap,threshold_quantile,threshold_value,roc_auc,average_precision,precision,recall,f1,false_positive_rate,predicted_positive_count,true_positive_count,false_positive_count,positive_count,row_count
isolation_forest,holdout,300,0.75,0.75,False,0.92,0.48515483994220304,0.717310517673494,0.6965292286368232,0.9210526315789473,0.2631578947368421,0.4093567251461988,0.011494252873563218,38,35,3,133,394
isolation_forest,validation,300,0.75,0.75,False,0.95,0.49612341278662897,0.6437735588062385,0.48909467755564173,0.0,0.0,0.0,0.0,0,0,0,119,362
isolation_forest,holdout,300,0.75,0.75,False,0.95,0.49612341278662897,0.717310517673494,0.6965292286368232,0.9629629629629629,0.19548872180451127,0.325,0.0038314176245210726,27,26,1,133,394
isolation_forest,validation,300,0.75,0.75,False,0.99,0.5219406644522305,0.6437735588062385,0.48909467755564173,0.0,0.0,0.0,0.0,0,0,0,119,362
isolation_forest,holdout,300,0.75,0.75,False,0.99,0.5219406644522305,0.717310517673494,0.6965292286368232,1.0,0.16541353383458646,0.2838709677419355,0.0,22,22,0,133,394
isolation_forest,validation,300,0.75,0.75,True,0.9,0.5016403223020527,0.6496178718400941,0.45441164109641885,1.0,0.01680672268907563,0.03305785123966942,0.0,2,2,0,119,362
isolation_forest,holdout,300,0.75,0.75,True,0.9,0.5016403223020527,0.7129605623253537,0.6779731647547037,0.9444444444444444,0.2556390977443609,0.40236686390532544,0.007662835249042145,36,34,2,133,394
isolation_forest,validation,300,0.75,0.75,True,0.92,0.5106030769707454,0.6496178718400941,0.45441164109641885,1.0,0.008403361344537815,0.016666666666666666,0.0,1,1,0,119,362
isolation_forest,holdout,300,0.75,0.75,True,0.92,0.5106030769707454,0.7129605623253537,0.6779731647547037,1.0,0.22556390977443608,0.36809815950920244,0.0,30,30,0,133,394
isolation_forest,validation,300,0.75,0.75,True,0.95,0.5204702719179213,0.6496178718400941,0.45441164109641885,1.0,0.008403361344537815,0.016666666666666666,0.0,1,1,0,119,362
isolation_forest,holdout,300,0.75,0.75,True,0.95,0.5204702719179213,0.7129605623253537,0.6779731647547037,1.0,0.18045112781954886,0.3057324840764331,0.0,24,24,0,133,394
isolation_forest,validation,300,0.75,0.75,True,0.99,0.5520278760531211,0.6496178718400941,0.45441164109641885,0.0,0.0,0.0,0.0,0,0,0,119,362
isolation_forest,holdout,300,0.75,0.75,True,0.99,0.5520278760531211,0.7129605623253537,0.6779731647547037,1.0,0.15789473684210525,0.2727272727272727,0.0,21,21,0,133,394
