candidate_id,split,n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,class_weight,roc_auc,average_precision,precision,recall,f1,false_positive_rate,predicted_positive_count,true_positive_count,false_positive_count,positive_count,row_count
19,holdout,80,0.015,31,-1,60,0.65,0.65,1.0,0.5,,0.6362747228863291,0.4229810968498994,0.6428571428571429,0.10465116279069768,0.18,0.02336448598130841,14,9,5,86,300
20,validation,80,0.04,15,3,90,1.0,0.65,0.1,2.0,,0.7748154623154622,0.789706568740224,0.9795918367346939,0.3356643356643357,0.5,0.003472222222222222,49,48,1,143,431
20,holdout,80,0.04,15,3,90,1.0,0.65,0.1,2.0,,0.5743316670289068,0.32186189806124277,0.8,0.046511627906976744,0.08791208791208792,0.004672897196261682,5,4,1,86,300
21,validation,120,0.015,63,-1,20,0.95,0.65,0.5,2.0,,0.8012577700077701,0.8020037780169241,0.6385542168674698,0.3706293706293706,0.4690265486725664,0.10416666666666667,83,53,30,143,431
21,holdout,120,0.015,63,-1,20,0.95,0.65,0.5,2.0,,0.6636600738969789,0.3802517750048543,0.4146341463414634,0.19767441860465115,0.2677165354330709,0.11214953271028037,41,17,24,86,300
22,validation,120,0.025,11,2,60,1.0,1.0,0.5,2.0,,0.788243006993007,0.7841089433568704,1.0,0.32167832167832167,0.48677248677248675,0.0,46,46,0,143,431
22,holdout,120,0.025,11,2,60,1.0,1.0,0.5,2.0,,0.6331775700934579,0.4112995187060394,1.0,0.08139534883720931,0.15053763440860216,0.0,7,7,0,86,300
23,validation,180,0.06,31,5,120,1.0,0.95,1.0,5.0,balanced,0.7293123543123543,0.7174608172843292,0.6568627450980392,0.46853146853146854,0.5469387755102041,0.12152777777777778,102,67,35,143,431
23,holdout,180,0.06,31,5,120,1.0,0.95,1.0,5.0,balanced,0.5844381656161703,0.35169618351166965,0.2653061224489796,0.1511627906976744,0.1925925925925926,0.16822429906542055,49,13,36,86,300
24,validation,260,0.025,11,5,20,1.0,0.8,1.0,2.0,balanced,0.7827311577311578,0.8049193087551145,0.6666666666666666,0.5594405594405595,0.6083650190114068,0.1388888888888889,120,80,40,143,431
24,holdout,260,0.025,11,5,20,1.0,0.8,1.0,2.0,balanced,0.5624320799826125,0.3375700660258224,0.4027777777777778,0.3372093023255814,0.3670886075949367,0.20093457943925233,72,29,43,86,300
25,validation,80,0.015,31,3,90,0.95,1.0,0.0,0.5,,0.8480235042735043,0.8233629432713085,0.9782608695652174,0.3146853146853147,0.47619047619047616,0.003472222222222222,46,45,1,143,431
25,holdout,80,0.015,31,3,90,0.95,1.0,0.0,0.5,,0.5551510541186698,0.39119405707757704,0.875,0.08139534883720931,0.14893617021276595,0.004672897196261682,8,7,1,86,300
26,validation,260,0.015,7,-1,90,1.0,0.8,1.0,0.5,balanced,0.7212266899766899,0.7133244219386048,0.46923076923076923,0.42657342657342656,0.4468864468864469,0.23958333333333334,130,61,69,143,431
26,holdout,260,0.015,7,-1,90,1.0,0.8,1.0,0.5,balanced,0.5485220604216474,0.3304942726586671,0.4050632911392405,0.37209302325581395,0.3878787878787879,0.21962616822429906,79,32,47,86,300
27,validation,120,0.015,11,4,120,0.8,1.0,0.0,0.5,balanced,0.6951000388500388,0.6388551664476068,0.4090909090909091,0.4405594405594406,0.42424242424242425,0.3159722222222222,154,63,91,143,431
27,holdout,120,0.015,11,4,120,0.8,1.0,0.0,0.5,balanced,0.4907628776352967,0.3106946786266215,0.4090909090909091,0.4186046511627907,0.41379310344827586,0.24299065420560748,88,36,52,86,300
28,validation,260,0.08,15,3,60,1.0,0.8,0.0,0.5,,0.7641074203574203,0.7788122305317084,0.7333333333333333,0.5384615384615384,0.6209677419354839,0.09722222222222222,105,77,28,143,431
28,holdout,260,0.08,15,3,60,1.0,0.8,0.0,0.5,,0.6456748532927624,0.44637264123565007,0.5357142857142857,0.3488372093023256,0.4225352112676056,0.12149532710280374,56,30,26,86,300
29,validation,260,0.04,31,4,40,1.0,0.95,1.0,1.0,balanced,0.7866404428904429,0.7878072749083438,0.7346938775510204,0.5034965034965035,0.5975103734439834,0.09027777777777778,98,72,26,143,431
