feature_set,param_set,feature_count,evaluation_split_column,split,threshold_quantile,threshold_value,row_count,normal_count,pre_fault_count,roc_auc,average_precision,precision,recall,f1,false_positive_rate
sensor_plus_cyclic,trees_600,143,split_substation_based,validation,0.975,0.5288840008368536,249,196,53,0.522911051212938,0.2961431434685758,0.0,0.0,0.0,0.0
sensor_plus_cyclic,trees_600,143,split_substation_based,validation,0.99,0.5507642093536776,249,196,53,0.522911051212938,0.2961431434685758,0.0,0.0,0.0,0.0
sensor_plus_cyclic,trees_600,143,split_substation_based,holdout,0.95,0.5121400182373391,256,191,65,0.4952879581151832,0.2884457815392466,0.4,0.09230769230769231,0.15,0.04712041884816754
sensor_plus_cyclic,trees_600,143,split_substation_based,holdout,0.975,0.5288840008368536,256,191,65,0.4952879581151832,0.2884457815392466,0.46153846153846156,0.09230769230769231,0.15384615384615385,0.03664921465968586
sensor_plus_cyclic,trees_600,143,split_substation_based,holdout,0.99,0.5507642093536776,256,191,65,0.4952879581151832,0.2884457815392466,0.4,0.06153846153846154,0.10666666666666667,0.031413612565445025
sensor_plus_cyclic,max_samples_256,143,split_time_based,train,0.95,0.5140000516945303,1770,1263,507,0.6013748924401218,0.4108531757301433,0.49206349206349204,0.1222879684418146,0.19589257503949448,0.050673000791765635
sensor_plus_cyclic,max_samples_256,143,split_time_based,train,0.975,0.5266238830729367,1770,1263,507,0.6013748924401218,0.4108531757301433,0.6,0.09467455621301775,0.1635434412265758,0.025336500395882817
sensor_plus_cyclic,max_samples_256,143,split_time_based,train,0.99,0.548223116023709,1770,1263,507,0.6013748924401218,0.4108531757301433,0.6666666666666666,0.05128205128205128,0.09523809523809523,0.010292953285827395
sensor_plus_cyclic,max_samples_256,143,split_time_based,validation,0.95,0.5140000516945303,362,243,119,0.5238095238095238,0.37811469605686027,0.0,0.0,0.0,0.0
sensor_plus_cyclic,max_samples_256,143,split_time_based,validation,0.975,0.5266238830729367,362,243,119,0.5238095238095238,0.37811469605686027,0.0,0.0,0.0,0.0
sensor_plus_cyclic,max_samples_256,143,split_time_based,validation,0.99,0.548223116023709,362,243,119,0.5238095238095238,0.37811469605686027,0.0,0.0,0.0,0.0
sensor_plus_cyclic,max_samples_256,143,split_time_based,holdout,0.95,0.5140000516945303,394,261,133,0.70356926799758,0.6261424057440657,1.0,0.15789473684210525,0.2727272727272727,0.0
sensor_plus_cyclic,max_samples_256,143,split_time_based,holdout,0.975,0.5266238830729367,394,261,133,0.70356926799758,0.6261424057440657,1.0,0.15789473684210525,0.2727272727272727,0.0
sensor_plus_cyclic,max_samples_256,143,split_time_based,holdout,0.99,0.548223116023709,394,261,133,0.70356926799758,0.6261424057440657,1.0,0.12030075187969924,0.21476510067114093,0.0
sensor_plus_cyclic,max_samples_256,143,split_substation_based,train,0.95,0.5140000516945303,2021,1380,641,0.6316760496506817,0.48260861114443593,0.5833333333333334,0.12012480499219969,0.19922380336351875,0.03985507246376811
sensor_plus_cyclic,max_samples_256,143,split_substation_based,train,0.975,0.5266238830729367,2021,1380,641,0.6316760496506817,0.48260861114443593,0.7159090909090909,0.09828393135725429,0.1728395061728395,0.018115942028985508
sensor_plus_cyclic,max_samples_256,143,split_substation_based,train,0.99,0.548223116023709,2021,1380,641,0.6316760496506817,0.48260861114443593,0.8444444444444444,0.059282371294851796,0.11078717201166181,0.005072463768115942
sensor_plus_cyclic,max_samples_256,143,split_substation_based,validation,0.95,0.5140000516945303,249,196,53,0.5156911821332306,0.298034824472379,0.0,0.0,0.0,0.0
sensor_plus_cyclic,max_samples_256,143,split_substation_based,validation,0.975,0.5266238830729367,249,196,53,0.5156911821332306,0.298034824472379,0.0,0.0,0.0,0.0
sensor_plus_cyclic,max_samples_256,143,split_substation_based,validation,0.99,0.548223116023709,249,196,53,0.5156911821332306,0.298034824472379,0.0,0.0,0.0,0.0
sensor_plus_cyclic,max_samples_256,143,split_substation_based,holdout,0.95,0.5140000516945303,256,191,65,0.4977849375755135,0.2899509476366272,0.4,0.09230769230769231,0.15,0.04712041884816754
sensor_plus_cyclic,max_samples_256,143,split_substation_based,holdout,0.975,0.5266238830729367,256,191,65,0.4977849375755135,0.2899509476366272,0.46153846153846156,0.09230769230769231,0.15384615384615385,0.03664921465968586
sensor_plus_cyclic,max_samples_256,143,split_substation_based,holdout,0.99,0.548223116023709,256,191,65,0.4977849375755135,0.2899509476366272,0.4,0.06153846153846154,0.10666666666666667,0.031413612565445025
sensor_plus_cyclic,max_samples_512,143,split_time_based,train,0.95,0.49957568538379826,1770,1263,507,0.6211315533442339,0.43737339222021043,0.5844155844155844,0.17751479289940827,0.2723146747352496,0.050673000791765635
sensor_plus_cyclic,max_samples_512,143,split_time_based,train,0.975,0.5161560922996016,1770,1263,507,0.6211315533442339,0.43737339222021043,0.6144578313253012,0.10059171597633136,0.17288135593220338,0.025336500395882817
sensor_plus_cyclic,max_samples_512,143,split_time_based,train,0.99,0.5452691459943337,1770,1263,507,0.6211315533442339,0.43737339222021043,0.6388888888888888,0.045364891518737675,0.0847145488029466,0.010292953285827395
sensor_plus_cyclic,max_samples_512,143,split_time_based,validation,0.95,0.49957568538379826,362,243,119,0.542483660130719,0.37000440236726695,1.0,0.008403361344537815,0.016666666666666666,0.0
sensor_plus_cyclic,max_samples_512,143,split_time_based,validation,0.975,0.5161560922996016,362,243,119,0.542483660130719,0.37000440236726695,0.0,0.0,0.0,0.0
sensor_plus_cyclic,max_samples_512,143,split_time_based,validation,0.99,0.5452691459943337,362,243,119,0.542483660130719,0.37000440236726695,0.0,0.0,0.0,0.0
sensor_plus_cyclic,max_samples_512,143,split_time_based,holdout,0.95,0.49957568538379826,394,261,133,0.7082937228127791,0.6453605304826011,1.0,0.18796992481203006,0.31645569620253167,0.0
sensor_plus_cyclic,max_samples_512,143,split_time_based,holdout,0.975,0.5161560922996016,394,261,133,0.7082937228127791,0.6453605304826011,1.0,0.16541353383458646,0.2838709677419355,0.0
sensor_plus_cyclic,max_samples_512,143,split_time_based,holdout,0.99,0.5452691459943337,394,261,133,0.7082937228127791,0.6453605304826011,1.0,0.12030075187969924,0.21476510067114093,0.0
sensor_plus_cyclic,max_samples_512,143,split_substation_based,train,0.95,0.49957568538379826,2021,1380,641,0.6503120124804992,0.5050488701135258,0.6604938271604939,0.1669266770670827,0.26650062266500624,0.03985507246376811
sensor_plus_cyclic,max_samples_512,143,split_substation_based,train,0.975,0.5161560922996016,2021,1380,641,0.6503120124804992,0.5050488701135258,0.7282608695652174,0.10452418096723869,0.18281036834924966,0.018115942028985508
sensor_plus_cyclic,max_samples_512,143,split_substation_based,train,0.99,0.5452691459943337,2021,1380,641,0.6503120124804992,0.5050488701135258,0.813953488372093,0.054602184087363496,0.1023391812865497,0.005797101449275362
sensor_plus_cyclic,max_samples_512,143,split_substation_based,validation,0.95,0.49957568538379826,249,196,53,0.5237774355025029,0.39535870256840794,1.0,0.03773584905660377,0.07272727272727272,0.0
sensor_plus_cyclic,max_samples_512,143,split_substation_based,validation,0.975,0.5161560922996016,249,196,53,0.5237774355025029,0.39535870256840794,0.0,0.0,0.0,0.0
sensor_plus_cyclic,max_samples_512,143,split_substation_based,validation,0.99,0.5452691459943337,249,196,53,0.5237774355025029,0.39535870256840794,0.0,0.0,0.0,0.0
sensor_plus_cyclic,max_samples_512,143,split_substation_based,holdout,0.95,0.49957568538379826,256,191,65,0.5281514297221104,0.31674047792139026,0.4375,0.1076923076923077,0.1728395061728395,0.04712041884816754
sensor_plus_cyclic,max_samples_512,143,split_substation_based,holdout,0.975,0.5161560922996016,256,191,65,0.5281514297221104,0.31674047792139026,0.46153846153846156,0.09230769230769231,0.15384615384615385,0.03664921465968586
sensor_plus_cyclic,max_samples_512,143,split_substation_based,holdout,0.99,0.5452691459943337,256,191,65,0.5281514297221104,0.31674047792139026,0.4444444444444444,0.06153846153846154,0.10810810810810811,0.02617801047120419
sensor_plus_cyclic,max_features_075,143,split_time_based,train,0.95,0.5115293592167909,1770,1263,507,0.5898419748227898,0.40046216106434507,0.4666666666666667,0.11045364891518737,0.17862838915470494,0.050673000791765635
sensor_plus_cyclic,max_features_075,143,split_time_based,train,0.975,0.5285082322946262,1770,1263,507,0.5898419748227898,0.40046216106434507,0.5789473684210527,0.08678500986193294,0.1509433962264151,0.025336500395882817
sensor_plus_cyclic,max_features_075,143,split_time_based,train,0.99,0.5453340488719585,1770,1263,507,0.5898419748227898,0.40046216106434507,0.6486486486486487,0.047337278106508875,0.08823529411764706,0.010292953285827395
sensor_plus_cyclic,max_features_075,143,split_time_based,validation,0.95,0.5115293592167909,362,243,119,0.5572500605180344,0.35855900368430416,0.0,0.0,0.0,0.0
sensor_plus_cyclic,max_features_075,143,split_time_based,validation,0.975,0.5285082322946262,362,243,119,0.5572500605180344,0.35855900368430416,0.0,0.0,0.0,0.0
sensor_plus_cyclic,max_features_075,143,split_time_based,validation,0.99,0.5453340488719585,362,243,119,0.5572500605180344,0.35855900368430416,0.0,0.0,0.0,0.0
sensor_plus_cyclic,max_features_075,143,split_time_based,holdout,0.95,0.5115293592167909,394,261,133,0.7001411574914298,0.635790194799126,1.0,0.16541353383458646,0.2838709677419355,0.0
sensor_plus_cyclic,max_features_075,143,split_time_based,holdout,0.975,0.5285082322946262,394,261,133,0.7001411574914298,0.635790194799126,1.0,0.14285714285714285,0.25,0.0
sensor_plus_cyclic,max_features_075,143,split_time_based,holdout,0.99,0.5453340488719585,394,261,133,0.7001411574914298,0.635790194799126,1.0,0.12781954887218044,0.22666666666666666,0.0
sensor_plus_cyclic,max_features_075,143,split_substation_based,train,0.95,0.5115293592167909,2021,1380,641,0.620424382192679,0.4678472175618105,0.5714285714285714,0.11232449297971919,0.1877444589308996,0.0391304347826087
sensor_plus_cyclic,max_features_075,143,split_substation_based,train,0.975,0.5285082322946262,2021,1380,641,0.620424382192679,0.4678472175618105,0.7073170731707317,0.0904836193447738,0.16044260027662519,0.017391304347826087
sensor_plus_cyclic,max_features_075,143,split_substation_based,train,0.99,0.5453340488719585,2021,1380,641,0.620424382192679,0.4678472175618105,0.8409090909090909,0.057722308892355696,0.10802919708029197,0.005072463768115942
sensor_plus_cyclic,max_features_075,143,split_substation_based,validation,0.95,0.5115293592167909,249,196,53,0.5057758952637659,0.32526109253977464,0.0,0.0,0.0,0.00510204081632653
sensor_plus_cyclic,max_features_075,143,split_substation_based,validation,0.975,0.5285082322946262,249,196,53,0.5057758952637659,0.32526109253977464,0.0,0.0,0.0,0.0
sensor_plus_cyclic,max_features_075,143,split_substation_based,validation,0.99,0.5453340488719585,249,196,53,0.5057758952637659,0.32526109253977464,0.0,0.0,0.0,0.0
sensor_plus_cyclic,max_features_075,143,split_substation_based,holdout,0.95,0.5115293592167909,256,191,65,0.5476439790575917,0.341710961036092,0.4,0.09230769230769231,0.15,0.04712041884816754
sensor_plus_cyclic,max_features_075,143,split_substation_based,holdout,0.975,0.5285082322946262,256,191,65,0.5476439790575917,0.341710961036092,0.38461538461538464,0.07692307692307693,0.1282051282051282,0.041884816753926704
sensor_plus_cyclic,max_features_075,143,split_substation_based,holdout,0.99,0.5453340488719585,256,191,65,0.5476439790575917,0.341710961036092,0.4,0.06153846153846154,0.10666666666666667,0.031413612565445025
sensor_plus_cyclic,bootstrap_true,143,split_time_based,train,0.95,0.5240276768501536,1770,1263,507,0.6057850426569593,0.4210699956694343,0.5362318840579711,0.14595660749506903,0.22945736434108527,0.050673000791765635
sensor_plus_cyclic,bootstrap_true,143,split_time_based,train,0.975,0.5385185569929433,1770,1263,507,0.6057850426569593,0.4210699956694343,0.5949367088607594,0.09270216962524655,0.16040955631399317,0.025336500395882817
sensor_plus_cyclic,bootstrap_true,143,split_time_based,train,0.99,0.5541229956879319,1770,1263,507,0.6057850426569593,0.4210699956694343,0.7045454545454546,0.0611439842209073,0.11252268602540835,0.010292953285827395
sensor_plus_cyclic,bootstrap_true,143,split_time_based,validation,0.95,0.5240276768501536,362,243,119,0.5361897845557976,0.3610931041114088,0.0,0.0,0.0,0.0
sensor_plus_cyclic,bootstrap_true,143,split_time_based,validation,0.975,0.5385185569929433,362,243,119,0.5361897845557976,0.3610931041114088,0.0,0.0,0.0,0.0
sensor_plus_cyclic,bootstrap_true,143,split_time_based,validation,0.99,0.5541229956879319,362,243,119,0.5361897845557976,0.3610931041114088,0.0,0.0,0.0,0.0
sensor_plus_cyclic,bootstrap_true,143,split_time_based,holdout,0.95,0.5240276768501536,394,261,133,0.7142280989830899,0.6519053647661597,1.0,0.15789473684210525,0.2727272727272727,0.0
sensor_plus_cyclic,bootstrap_true,143,split_time_based,holdout,0.975,0.5385185569929433,394,261,133,0.7142280989830899,0.6519053647661597,1.0,0.15037593984962405,0.26143790849673204,0.0
sensor_plus_cyclic,bootstrap_true,143,split_time_based,holdout,0.99,0.5541229956879319,394,261,133,0.7142280989830899,0.6519053647661597,1.0,0.13533834586466165,0.23841059602649006,0.0
sensor_plus_cyclic,bootstrap_true,143,split_substation_based,train,0.95,0.5240276768501536,2021,1380,641,0.6377964683804744,0.49172372411082677,0.6180555555555556,0.13884555382215288,0.2267515923566879,0.03985507246376811
sensor_plus_cyclic,bootstrap_true,143,split_substation_based,train,0.975,0.5385185569929433,2021,1380,641,0.6377964683804744,0.49172372411082677,0.7093023255813954,0.09516380655226209,0.16781292984869325,0.018115942028985508
sensor_plus_cyclic,bootstrap_true,143,split_substation_based,train,0.99,0.5541229956879319,2021,1380,641,0.6377964683804744,0.49172372411082677,0.8490566037735849,0.07020280811232449,0.12968299711815562,0.005797101449275362
sensor_plus_cyclic,bootstrap_true,143,split_substation_based,validation,0.95,0.5240276768501536,249,196,53,0.5174239507123605,0.35136843489285696,0.0,0.0,0.0,0.0
sensor_plus_cyclic,bootstrap_true,143,split_substation_based,validation,0.975,0.5385185569929433,249,196,53,0.5174239507123605,0.35136843489285696,0.0,0.0,0.0,0.0
sensor_plus_cyclic,bootstrap_true,143,split_substation_based,validation,0.99,0.5541229956879319,249,196,53,0.5174239507123605,0.35136843489285696,0.0,0.0,0.0,0.0
sensor_plus_cyclic,bootstrap_true,143,split_substation_based,holdout,0.95,0.5240276768501536,256,191,65,0.5110753121224326,0.30250600694439633,0.4,0.09230769230769231,0.15,0.04712041884816754
sensor_plus_cyclic,bootstrap_true,143,split_substation_based,holdout,0.975,0.5385185569929433,256,191,65,0.5110753121224326,0.30250600694439633,0.46153846153846156,0.09230769230769231,0.15384615384615385,0.03664921465968586
sensor_plus_cyclic,bootstrap_true,143,split_substation_based,holdout,0.99,0.5541229956879319,256,191,65,0.5110753121224326,0.30250600694439633,0.4444444444444444,0.06153846153846154,0.10810810810810811,0.02617801047120419
sensor_cyclic_event,default_300_auto,145,split_time_based,train,0.95,0.5047094340553018,1770,1263,507,0.6068376068376068,0.415399165768457,0.539568345323741,0.14792899408284024,0.23219814241486067,0.050673000791765635
sensor_cyclic_event,default_300_auto,145,split_time_based,train,0.975,0.5190530900934925,1770,1263,507,0.6068376068376068,0.415399165768457,0.5844155844155844,0.08875739644970414,0.1541095890410959,0.025336500395882817
sensor_cyclic_event,default_300_auto,145,split_time_based,train,0.99,0.5381781488615696,1770,1263,507,0.6068376068376068,0.415399165768457,0.5806451612903226,0.03550295857988166,0.06691449814126393,0.010292953285827395
sensor_cyclic_event,default_300_auto,145,split_time_based,validation,0.95,0.5047094340553018,362,243,119,0.5486392087699277,0.3686769420772871,1.0,0.008403361344537815,0.016666666666666666,0.0
sensor_cyclic_event,default_300_auto,145,split_time_based,validation,0.975,0.5190530900934925,362,243,119,0.5486392087699277,0.3686769420772871,0.0,0.0,0.0,0.0
sensor_cyclic_event,default_300_auto,145,split_time_based,validation,0.99,0.5381781488615696,362,243,119,0.5486392087699277,0.3686769420772871,0.0,0.0,0.0,0.0
sensor_cyclic_event,default_300_auto,145,split_time_based,holdout,0.95,0.5047094340553018,394,261,133,0.692535937545012,0.6173082122636807,1.0,0.17293233082706766,0.2948717948717949,0.0
sensor_cyclic_event,default_300_auto,145,split_time_based,holdout,0.975,0.5190530900934925,394,261,133,0.692535937545012,0.6173082122636807,1.0,0.15789473684210525,0.2727272727272727,0.0
sensor_cyclic_event,default_300_auto,145,split_time_based,holdout,0.99,0.5381781488615696,394,261,133,0.692535937545012,0.6173082122636807,1.0,0.14285714285714285,0.25,0.0
sensor_cyclic_event,default_300_auto,145,split_substation_based,train,0.95,0.5047094340553018,2021,1380,641,0.6341845847746953,0.4853344268090879,0.6408450704225352,0.1419656786271451,0.23243933588761176,0.03695652173913044
sensor_cyclic_event,default_300_auto,145,split_substation_based,train,0.975,0.5190530900934925,2021,1380,641,0.6341845847746953,0.4853344268090879,0.7142857142857143,0.093603744149766,0.16551724137931034,0.017391304347826087
sensor_cyclic_event,default_300_auto,145,split_substation_based,train,0.99,0.5381781488615696,2021,1380,641,0.6341845847746953,0.4853344268090879,0.8421052631578947,0.0499219968798752,0.09425625920471281,0.004347826086956522
sensor_cyclic_event,default_300_auto,145,split_substation_based,validation,0.95,0.5047094340553018,249,196,53,0.5276280323450135,0.30330656290623437,0.2,0.018867924528301886,0.034482758620689655,0.02040816326530612
sensor_cyclic_event,default_300_auto,145,split_substation_based,validation,0.975,0.5190530900934925,249,196,53,0.5276280323450135,0.30330656290623437,0.0,0.0,0.0,0.0
sensor_cyclic_event,default_300_auto,145,split_substation_based,validation,0.99,0.5381781488615696,249,196,53,0.5276280323450135,0.30330656290623437,0.0,0.0,0.0,0.0
sensor_cyclic_event,default_300_auto,145,split_substation_based,holdout,0.95,0.5047094340553018,256,191,65,0.5163109142166733,0.3068216942989027,0.4375,0.1076923076923077,0.1728395061728395,0.04712041884816754
sensor_cyclic_event,default_300_auto,145,split_substation_based,holdout,0.975,0.5190530900934925,256,191,65,0.5163109142166733,0.3068216942989027,0.42857142857142855,0.09230769230769231,0.1518987341772152,0.041884816753926704
sensor_cyclic_event,default_300_auto,145,split_substation_based,holdout,0.99,0.5381781488615696,256,191,65,0.5163109142166733,0.3068216942989027,0.4166666666666667,0.07692307692307693,0.12987012987012986,0.03664921465968586
sensor_cyclic_event,trees_600,145,split_time_based,train,0.95,0.5081640954401073,1770,1263,507,0.6069063202262543,0.4099424534451764,0.488,0.1203155818540434,0.1930379746835443,0.050673000791765635
sensor_cyclic_event,trees_600,145,split_time_based,train,0.975,0.5211009953257976,1770,1263,507,0.6069063202262543,0.4099424534451764,0.5789473684210527,0.08678500986193294,0.1509433962264151,0.025336500395882817
sensor_cyclic_event,trees_600,145,split_time_based,train,0.99,0.5473555646060289,1770,1263,507,0.6069063202262543,0.4099424534451764,0.5517241379310345,0.03155818540433925,0.05970149253731343,0.010292953285827395
sensor_cyclic_event,trees_600,145,split_time_based,validation,0.95,0.5081640954401073,362,243,119,0.5460801604592455,0.37073131577225404,0.0,0.0,0.0,0.0
sensor_cyclic_event,trees_600,145,split_time_based,validation,0.975,0.5211009953257976,362,243,119,0.5460801604592455,0.37073131577225404,0.0,0.0,0.0,0.0
sensor_cyclic_event,trees_600,145,split_time_based,validation,0.99,0.5473555646060289,362,243,119,0.5460801604592455,0.37073131577225404,0.0,0.0,0.0,0.0
sensor_cyclic_event,trees_600,145,split_time_based,holdout,0.95,0.5081640954401073,394,261,133,0.6972603923602109,0.6245489094224312,1.0,0.17293233082706766,0.2948717948717949,0.0
sensor_cyclic_event,trees_600,145,split_time_based,holdout,0.975,0.5211009953257976,394,261,133,0.6972603923602109,0.6245489094224312,1.0,0.16541353383458646,0.2838709677419355,0.0
sensor_cyclic_event,trees_600,145,split_time_based,holdout,0.99,0.5473555646060289,394,261,133,0.6972603923602109,0.6245489094224312,1.0,0.12781954887218044,0.22666666666666666,0.0
sensor_cyclic_event,trees_600,145,split_substation_based,train,0.95,0.5081640954401073,2021,1380,641,0.6373521897397634,0.48053223904580156,0.59375,0.11856474258970359,0.1976592977893368,0.03768115942028986
sensor_cyclic_event,trees_600,145,split_substation_based,train,0.975,0.5211009953257976,2021,1380,641,0.6373521897397634,0.48053223904580156,0.7142857142857143,0.093603744149766,0.16551724137931034,0.017391304347826087
sensor_cyclic_event,trees_600,145,split_substation_based,train,0.99,0.5473555646060289,2021,1380,641,0.6373521897397634,0.48053223904580156,0.8108108108108109,0.046801872074883,0.08849557522123894,0.005072463768115942
sensor_cyclic_event,trees_600,145,split_substation_based,validation,0.95,0.5081640954401073,249,196,53,0.5263765883711976,0.3008240364370288,0.25,0.018867924528301886,0.03508771929824561,0.015306122448979591
sensor_cyclic_event,trees_600,145,split_substation_based,validation,0.975,0.5211009953257976,249,196,53,0.5263765883711976,0.3008240364370288,0.0,0.0,0.0,0.0
sensor_cyclic_event,trees_600,145,split_substation_based,validation,0.99,0.5473555646060289,249,196,53,0.5263765883711976,0.3008240364370288,0.0,0.0,0.0,0.0
sensor_cyclic_event,trees_600,145,split_substation_based,holdout,0.95,0.5081640954401073,256,191,65,0.522754732178816,0.3185828544636734,0.4375,0.1076923076923077,0.1728395061728395,0.04712041884816754
sensor_cyclic_event,trees_600,145,split_substation_based,holdout,0.975,0.5211009953257976,256,191,65,0.522754732178816,0.3185828544636734,0.42857142857142855,0.09230769230769231,0.1518987341772152,0.041884816753926704
sensor_cyclic_event,trees_600,145,split_substation_based,holdout,0.99,0.5473555646060289,256,191,65,0.522754732178816,0.3185828544636734,0.3333333333333333,0.046153846153846156,0.08108108108108109,0.031413612565445025
sensor_cyclic_event,max_samples_256,145,split_time_based,train,0.95,0.5083490267753196,1770,1263,507,0.6106230898849206,0.4140419962104884,0.5223880597014925,0.13806706114398423,0.21840873634945399,0.050673000791765635
sensor_cyclic_event,max_samples_256,145,split_time_based,train,0.975,0.5211609844919094,1770,1263,507,0.6106230898849206,0.4140419962104884,0.5949367088607594,0.09270216962524655,0.16040955631399317,0.025336500395882817
sensor_cyclic_event,max_samples_256,145,split_time_based,train,0.99,0.5431415384268667,1770,1263,507,0.6106230898849206,0.4140419962104884,0.5806451612903226,0.03550295857988166,0.06691449814126393,0.010292953285827395
sensor_cyclic_event,max_samples_256,145,split_time_based,validation,0.95,0.5083490267753196,362,243,119,0.545976415257461,0.37081635868998686,0.0,0.0,0.0,0.0
sensor_cyclic_event,max_samples_256,145,split_time_based,validation,0.975,0.5211609844919094,362,243,119,0.545976415257461,0.37081635868998686,0.0,0.0,0.0,0.0
sensor_cyclic_event,max_samples_256,145,split_time_based,validation,0.99,0.5431415384268667,362,243,119,0.545976415257461,0.37081635868998686,0.0,0.0,0.0,0.0
sensor_cyclic_event,max_samples_256,145,split_time_based,holdout,0.95,0.5083490267753196,394,261,133,0.7066228790366721,0.6353868157007769,1.0,0.17293233082706766,0.2948717948717949,0.0
sensor_cyclic_event,max_samples_256,145,split_time_based,holdout,0.975,0.5211609844919094,394,261,133,0.7066228790366721,0.6353868157007769,1.0,0.16541353383458646,0.2838709677419355,0.0
sensor_cyclic_event,max_samples_256,145,split_time_based,holdout,0.99,0.5431415384268667,394,261,133,0.7066228790366721,0.6353868157007769,1.0,0.13533834586466165,0.23841059602649006,0.0
sensor_cyclic_event,max_samples_256,145,split_substation_based,train,0.95,0.5083490267753196,2021,1380,641,0.6414727893463564,0.48690376229134746,0.6142857142857143,0.13416536661466458,0.22023047375160051,0.0391304347826087
sensor_cyclic_event,max_samples_256,145,split_substation_based,train,0.975,0.5211609844919094,2021,1380,641,0.6414727893463564,0.48690376229134746,0.7241379310344828,0.09828393135725429,0.17307692307692307,0.017391304347826087
sensor_cyclic_event,max_samples_256,145,split_substation_based,train,0.99,0.5431415384268667,2021,1380,641,0.6414727893463564,0.48690376229134746,0.8421052631578947,0.0499219968798752,0.09425625920471281,0.004347826086956522
sensor_cyclic_event,max_samples_256,145,split_substation_based,validation,0.95,0.5083490267753196,249,196,53,0.5281093569503273,0.304845560366056,0.0,0.0,0.0,0.00510204081632653
sensor_cyclic_event,max_samples_256,145,split_substation_based,validation,0.975,0.5211609844919094,249,196,53,0.5281093569503273,0.304845560366056,0.0,0.0,0.0,0.0
sensor_cyclic_event,max_samples_256,145,split_substation_based,validation,0.99,0.5431415384268667,249,196,53,0.5281093569503273,0.304845560366056,0.0,0.0,0.0,0.0
sensor_cyclic_event,max_samples_256,145,split_substation_based,holdout,0.95,0.5083490267753196,256,191,65,0.5253322593636729,0.31451794319806964,0.4375,0.1076923076923077,0.1728395061728395,0.04712041884816754
sensor_cyclic_event,max_samples_256,145,split_substation_based,holdout,0.975,0.5211609844919094,256,191,65,0.5253322593636729,0.31451794319806964,0.42857142857142855,0.09230769230769231,0.1518987341772152,0.041884816753926704
sensor_cyclic_event,max_samples_256,145,split_substation_based,holdout,0.99,0.5431415384268667,256,191,65,0.5253322593636729,0.31451794319806964,0.36363636363636365,0.06153846153846154,0.10526315789473684,0.03664921465968586
sensor_cyclic_event,max_samples_512,145,split_time_based,train,0.95,0.50231953928403,1770,1263,507,0.6298081803289185,0.4508331267457597,0.5586206896551724,0.15976331360946747,0.24846625766871167,0.050673000791765635
sensor_cyclic_event,max_samples_512,145,split_time_based,train,0.975,0.5142807492462657,1770,1263,507,0.6298081803289185,0.4508331267457597,0.6483516483516484,0.11637080867850098,0.19732441471571907,0.025336500395882817
sensor_cyclic_event,max_samples_512,145,split_time_based,train,0.99,0.5324120113720242,1770,1263,507,0.6298081803289185,0.4508331267457597,0.7346938775510204,0.07100591715976332,0.12949640287769784,0.010292953285827395
sensor_cyclic_event,max_samples_512,145,split_time_based,validation,0.95,0.50231953928403,362,243,119,0.5775149565999239,0.381738409799517,0.0,0.0,0.0,0.0
sensor_cyclic_event,max_samples_512,145,split_time_based,validation,0.975,0.5142807492462657,362,243,119,0.5775149565999239,0.381738409799517,0.0,0.0,0.0,0.0
sensor_cyclic_event,max_samples_512,145,split_time_based,validation,0.99,0.5324120113720242,362,243,119,0.5775149565999239,0.381738409799517,0.0,0.0,0.0,0.0
sensor_cyclic_event,max_samples_512,145,split_time_based,holdout,0.95,0.50231953928403,394,261,133,0.7211131276467029,0.6457885138694073,1.0,0.18045112781954886,0.3057324840764331,0.0
sensor_cyclic_event,max_samples_512,145,split_time_based,holdout,0.975,0.5142807492462657,394,261,133,0.7211131276467029,0.6457885138694073,1.0,0.16541353383458646,0.2838709677419355,0.0
sensor_cyclic_event,max_samples_512,145,split_time_based,holdout,0.99,0.5324120113720242,394,261,133,0.7211131276467029,0.6457885138694073,1.0,0.14285714285714285,0.25,0.0
sensor_cyclic_event,max_samples_512,145,split_substation_based,train,0.95,0.50231953928403,2021,1380,641,0.6602896289764635,0.5165579845554139,0.6381578947368421,0.15132605304212168,0.244640605296343,0.03985507246376811
sensor_cyclic_event,max_samples_512,145,split_substation_based,train,0.975,0.5142807492462657,2021,1380,641,0.6602896289764635,0.5165579845554139,0.75,0.11700468018720749,0.20242914979757085,0.018115942028985508
sensor_cyclic_event,max_samples_512,145,split_substation_based,train,0.99,0.5324120113720242,2021,1380,641,0.6602896289764635,0.5165579845554139,0.8947368421052632,0.07956318252730109,0.14613180515759314,0.004347826086956522
sensor_cyclic_event,max_samples_512,145,split_substation_based,validation,0.95,0.50231953928403,249,196,53,0.5357142857142858,0.2918130841207521,0.5,0.018867924528301886,0.03636363636363636,0.00510204081632653
sensor_cyclic_event,max_samples_512,145,split_substation_based,validation,0.975,0.5142807492462657,249,196,53,0.5357142857142858,0.2918130841207521,0.0,0.0,0.0,0.0
sensor_cyclic_event,max_samples_512,145,split_substation_based,validation,0.99,0.5324120113720242,249,196,53,0.5357142857142858,0.2918130841207521,0.0,0.0,0.0,0.0
sensor_cyclic_event,max_samples_512,145,split_substation_based,holdout,0.95,0.50231953928403,256,191,65,0.561578735400725,0.34906993169657813,0.4666666666666667,0.1076923076923077,0.175,0.041884816753926704
