model,split,candidate_id,n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,class_weight,row_count,accuracy,macro_f1,weighted_f1,top2_accuracy,bucket_distance_mae
leadtime_lgbm,validation,157,150,0.05,15,4,10,0.8,0.8,0.1,1.0,balanced,143,0.45454545454545453,0.3387096774193548,0.4034513873223551,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,157,150,0.05,15,4,10,0.8,0.8,0.1,1.0,balanced,86,0.6046511627906976,0.4103857289623611,0.5957567424918712,0.9651162790697675,0.43023255813953487
leadtime_lgbm,validation,158,150,0.05,15,4,10,0.8,0.9,0.1,1.0,balanced,143,0.44755244755244755,0.3334352140513886,0.3961831920753615,0.7902097902097902,0.6783216783216783
leadtime_lgbm,holdout,158,150,0.05,15,4,10,0.8,0.9,0.1,1.0,balanced,86,0.5930232558139535,0.40224719101123596,0.5818134308858113,0.9651162790697675,0.4418604651162791
leadtime_lgbm,validation,159,150,0.05,15,4,10,0.9,0.8,0.1,1.0,balanced,143,0.45454545454545453,0.3387096774193548,0.4034513873223551,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,159,150,0.05,15,4,10,0.9,0.8,0.1,1.0,balanced,86,0.6046511627906976,0.4103857289623611,0.5957567424918712,0.9651162790697675,0.43023255813953487
leadtime_lgbm,validation,160,150,0.05,15,4,10,0.9,0.9,0.1,1.0,balanced,143,0.44755244755244755,0.3334352140513886,0.3961831920753615,0.7902097902097902,0.6783216783216783
leadtime_lgbm,holdout,160,150,0.05,15,4,10,0.9,0.9,0.1,1.0,balanced,86,0.5930232558139535,0.40224719101123596,0.5818134308858113,0.9651162790697675,0.4418604651162791
leadtime_lgbm,validation,161,150,0.05,15,4,20,0.8,0.8,0.1,1.0,balanced,143,0.42657342657342656,0.31801257400964417,0.39124215831778547,0.7902097902097902,0.7342657342657343
leadtime_lgbm,holdout,161,150,0.05,15,4,20,0.8,0.8,0.1,1.0,balanced,86,0.6395348837209303,0.4340715820951313,0.629517345694708,0.9651162790697675,0.3953488372093023
leadtime_lgbm,validation,162,150,0.05,15,4,20,0.8,0.9,0.1,1.0,balanced,143,0.4125874125874126,0.30579993483219287,0.37999439465715124,0.7902097902097902,0.7412587412587412
leadtime_lgbm,holdout,162,150,0.05,15,4,20,0.8,0.9,0.1,1.0,balanced,86,0.6627906976744186,0.44986449864498645,0.6524862923047835,0.9651162790697675,0.37209302325581395
leadtime_lgbm,validation,163,150,0.05,15,4,20,0.9,0.8,0.1,1.0,balanced,143,0.42657342657342656,0.31801257400964417,0.39124215831778547,0.7902097902097902,0.7342657342657343
leadtime_lgbm,holdout,163,150,0.05,15,4,20,0.9,0.8,0.1,1.0,balanced,86,0.6395348837209303,0.4340715820951313,0.629517345694708,0.9651162790697675,0.3953488372093023
leadtime_lgbm,validation,164,150,0.05,15,4,20,0.9,0.9,0.1,1.0,balanced,143,0.4125874125874126,0.30579993483219287,0.37999439465715124,0.7902097902097902,0.7412587412587412
leadtime_lgbm,holdout,164,150,0.05,15,4,20,0.9,0.9,0.1,1.0,balanced,86,0.6627906976744186,0.44986449864498645,0.6524862923047835,0.9651162790697675,0.37209302325581395
leadtime_lgbm,validation,165,150,0.05,15,4,30,0.8,0.8,0.1,1.0,balanced,143,0.46853146853146854,0.34951653944020356,0.42303101478674004,0.7902097902097902,0.6783216783216783
leadtime_lgbm,holdout,165,150,0.05,15,4,30,0.8,0.8,0.1,1.0,balanced,86,0.6511627906976745,0.4419538619594658,0.6415841842220151,0.9651162790697675,0.38372093023255816
leadtime_lgbm,validation,166,150,0.05,15,4,30,0.8,0.9,0.1,1.0,balanced,143,0.46853146853146854,0.3489583333333333,0.4231861888111888,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,166,150,0.05,15,4,30,0.8,0.9,0.1,1.0,balanced,86,0.686046511627907,0.4656574151948416,0.6754552389148591,0.9651162790697675,0.3488372093023256
leadtime_lgbm,validation,167,150,0.05,15,4,30,0.9,0.8,0.1,1.0,balanced,143,0.46853146853146854,0.34951653944020356,0.42303101478674004,0.7902097902097902,0.6783216783216783
leadtime_lgbm,holdout,167,150,0.05,15,4,30,0.9,0.8,0.1,1.0,balanced,86,0.6511627906976745,0.4419538619594658,0.6415841842220151,0.9651162790697675,0.38372093023255816
leadtime_lgbm,validation,168,150,0.05,15,4,30,0.9,0.9,0.1,1.0,balanced,143,0.46853146853146854,0.3489583333333333,0.4231861888111888,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,168,150,0.05,15,4,30,0.9,0.9,0.1,1.0,balanced,86,0.686046511627907,0.4656574151948416,0.6754552389148591,0.9651162790697675,0.3488372093023256
leadtime_lgbm,validation,169,150,0.05,15,-1,10,0.8,0.8,0.1,1.0,balanced,143,0.44755244755244755,0.33235581622678395,0.4054303467793203,0.7902097902097902,0.6853146853146853
leadtime_lgbm,holdout,169,150,0.05,15,-1,10,0.8,0.8,0.1,1.0,balanced,86,0.6627906976744186,0.44884025439580993,0.6545036932633832,0.9651162790697675,0.37209302325581395
leadtime_lgbm,validation,170,150,0.05,15,-1,10,0.8,0.9,0.1,1.0,balanced,143,0.4405594405594406,0.32516339869281047,0.4028177704648293,0.7902097902097902,0.6993006993006993
leadtime_lgbm,holdout,170,150,0.05,15,-1,10,0.8,0.9,0.1,1.0,balanced,86,0.6511627906976745,0.43831352574985855,0.642427054131954,0.9651162790697675,0.38372093023255816
leadtime_lgbm,validation,171,150,0.05,15,-1,10,0.9,0.8,0.1,1.0,balanced,143,0.44755244755244755,0.33235581622678395,0.4054303467793203,0.7902097902097902,0.6853146853146853
leadtime_lgbm,holdout,171,150,0.05,15,-1,10,0.9,0.8,0.1,1.0,balanced,86,0.6627906976744186,0.44884025439580993,0.6545036932633832,0.9651162790697675,0.37209302325581395
leadtime_lgbm,validation,172,150,0.05,15,-1,10,0.9,0.9,0.1,1.0,balanced,143,0.4405594405594406,0.32516339869281047,0.4028177704648293,0.7902097902097902,0.6993006993006993
leadtime_lgbm,holdout,172,150,0.05,15,-1,10,0.9,0.9,0.1,1.0,balanced,86,0.6511627906976745,0.43831352574985855,0.642427054131954,0.9651162790697675,0.38372093023255816
leadtime_lgbm,validation,173,150,0.05,15,-1,20,0.8,0.8,0.1,1.0,balanced,143,0.46153846153846156,0.34278266536331053,0.4176698179630731,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,173,150,0.05,15,-1,20,0.8,0.8,0.1,1.0,balanced,86,0.6744186046511628,0.4554334554334554,0.6656870261521424,0.9651162790697675,0.36046511627906974
leadtime_lgbm,validation,174,150,0.05,15,-1,20,0.8,0.9,0.1,1.0,balanced,143,0.45454545454545453,0.33827748275651587,0.41338006435973845,0.7902097902097902,0.6923076923076923
leadtime_lgbm,holdout,174,150,0.05,15,-1,20,0.8,0.9,0.1,1.0,balanced,86,0.6744186046511628,0.45636704119850185,0.6658936503788868,0.9651162790697675,0.36046511627906974
leadtime_lgbm,validation,175,150,0.05,15,-1,20,0.9,0.8,0.1,1.0,balanced,143,0.46153846153846156,0.34278266536331053,0.4176698179630731,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,175,150,0.05,15,-1,20,0.9,0.8,0.1,1.0,balanced,86,0.6744186046511628,0.4554334554334554,0.6656870261521424,0.9651162790697675,0.36046511627906974
leadtime_lgbm,validation,176,150,0.05,15,-1,20,0.9,0.9,0.1,1.0,balanced,143,0.45454545454545453,0.33827748275651587,0.41338006435973845,0.7902097902097902,0.6923076923076923
leadtime_lgbm,holdout,176,150,0.05,15,-1,20,0.9,0.9,0.1,1.0,balanced,86,0.6744186046511628,0.45636704119850185,0.6658936503788868,0.9651162790697675,0.36046511627906974
leadtime_lgbm,validation,177,150,0.05,15,-1,30,0.8,0.8,0.1,1.0,balanced,143,0.44755244755244755,0.3333333333333333,0.4027534965034965,0.7902097902097902,0.6853146853146853
leadtime_lgbm,holdout,177,150,0.05,15,-1,30,0.8,0.8,0.1,1.0,balanced,86,0.6627906976744186,0.4494256094144018,0.6541797259345657,0.9651162790697675,0.37209302325581395
leadtime_lgbm,validation,178,150,0.05,15,-1,30,0.8,0.9,0.1,1.0,balanced,143,0.4965034965034965,0.3668445480381934,0.45021444849697323,0.7902097902097902,0.6363636363636364
leadtime_lgbm,holdout,178,150,0.05,15,-1,30,0.8,0.9,0.1,1.0,balanced,86,0.686046511627907,0.4638537271448664,0.6771857521342359,0.9651162790697675,0.3488372093023256
leadtime_lgbm,validation,179,150,0.05,15,-1,30,0.9,0.8,0.1,1.0,balanced,143,0.44755244755244755,0.3333333333333333,0.4027534965034965,0.7902097902097902,0.6853146853146853
leadtime_lgbm,holdout,179,150,0.05,15,-1,30,0.9,0.8,0.1,1.0,balanced,86,0.6627906976744186,0.4494256094144018,0.6541797259345657,0.9651162790697675,0.37209302325581395
leadtime_lgbm,validation,180,150,0.05,15,-1,30,0.9,0.9,0.1,1.0,balanced,143,0.4965034965034965,0.3668445480381934,0.45021444849697323,0.7902097902097902,0.6363636363636364
leadtime_lgbm,holdout,180,150,0.05,15,-1,30,0.9,0.9,0.1,1.0,balanced,86,0.686046511627907,0.4638537271448664,0.6771857521342359,0.9651162790697675,0.3488372093023256
leadtime_lgbm,validation,181,150,0.05,31,3,10,0.8,0.8,0.1,1.0,balanced,143,0.4825174825174825,0.3579341805148257,0.4411917505759148,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,181,150,0.05,31,3,10,0.8,0.8,0.1,1.0,balanced,86,0.5930232558139535,0.402485748995421,0.5835794524745568,0.9651162790697675,0.4418604651162791
leadtime_lgbm,validation,182,150,0.05,31,3,10,0.8,0.9,0.1,1.0,balanced,143,0.4405594405594406,0.32834849132230565,0.39969881793723583,0.7902097902097902,0.7062937062937062
leadtime_lgbm,holdout,182,150,0.05,31,3,10,0.8,0.9,0.1,1.0,balanced,86,0.627906976744186,0.4254742547425474,0.6202495745887692,0.9651162790697675,0.4069767441860465
leadtime_lgbm,validation,183,150,0.05,31,3,10,0.9,0.8,0.1,1.0,balanced,143,0.4825174825174825,0.3579341805148257,0.4411917505759148,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,183,150,0.05,31,3,10,0.9,0.8,0.1,1.0,balanced,86,0.5930232558139535,0.402485748995421,0.5835794524745568,0.9651162790697675,0.4418604651162791
leadtime_lgbm,validation,184,150,0.05,31,3,10,0.9,0.9,0.1,1.0,balanced,143,0.4405594405594406,0.32834849132230565,0.39969881793723583,0.7902097902097902,0.7062937062937062
leadtime_lgbm,holdout,184,150,0.05,31,3,10,0.9,0.9,0.1,1.0,balanced,86,0.627906976744186,0.4254742547425474,0.6202495745887692,0.9651162790697675,0.4069767441860465
leadtime_lgbm,validation,185,150,0.05,31,3,20,0.8,0.8,0.1,1.0,balanced,143,0.46853146853146854,0.34783317041381556,0.42551046216735366,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,185,150,0.05,31,3,20,0.8,0.8,0.1,1.0,balanced,86,0.6744186046511628,0.45773792845801814,0.6644979050870872,0.9651162790697675,0.36046511627906974
leadtime_lgbm,validation,186,150,0.05,31,3,20,0.8,0.9,0.1,1.0,balanced,143,0.44755244755244755,0.3284072249589491,0.40855696028109817,0.7902097902097902,0.6853146853146853
leadtime_lgbm,holdout,186,150,0.05,31,3,20,0.8,0.9,0.1,1.0,balanced,86,0.6744186046511628,0.45772540216984653,0.6633583901025761,0.9651162790697675,0.36046511627906974
leadtime_lgbm,validation,187,150,0.05,31,3,20,0.9,0.8,0.1,1.0,balanced,143,0.46853146853146854,0.34783317041381556,0.42551046216735366,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,187,150,0.05,31,3,20,0.9,0.8,0.1,1.0,balanced,86,0.6744186046511628,0.45773792845801814,0.6644979050870872,0.9651162790697675,0.36046511627906974
leadtime_lgbm,validation,188,150,0.05,31,3,20,0.9,0.9,0.1,1.0,balanced,143,0.44755244755244755,0.3284072249589491,0.40855696028109817,0.7902097902097902,0.6853146853146853
leadtime_lgbm,holdout,188,150,0.05,31,3,20,0.9,0.9,0.1,1.0,balanced,86,0.6744186046511628,0.45772540216984653,0.6633583901025761,0.9651162790697675,0.36046511627906974
leadtime_lgbm,validation,189,150,0.05,31,3,30,0.8,0.8,0.1,1.0,balanced,143,0.46853146853146854,0.3484737484737484,0.42443710136017826,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,189,150,0.05,31,3,30,0.8,0.8,0.1,1.0,balanced,86,0.6744186046511628,0.45747773089545235,0.6618748568998789,0.9651162790697675,0.36046511627906974
leadtime_lgbm,validation,190,150,0.05,31,3,30,0.8,0.9,0.1,1.0,balanced,143,0.46853146853146854,0.34829516539440203,0.42322745956333746,0.7902097902097902,0.6643356643356644
leadtime_lgbm,holdout,190,150,0.05,31,3,30,0.8,0.9,0.1,1.0,balanced,86,0.686046511627907,0.4656574151948416,0.6754552389148591,0.9651162790697675,0.3488372093023256
leadtime_lgbm,validation,191,150,0.05,31,3,30,0.9,0.8,0.1,1.0,balanced,143,0.46853146853146854,0.3484737484737484,0.42443710136017826,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,191,150,0.05,31,3,30,0.9,0.8,0.1,1.0,balanced,86,0.6744186046511628,0.45747773089545235,0.6618748568998789,0.9651162790697675,0.36046511627906974
leadtime_lgbm,validation,192,150,0.05,31,3,30,0.9,0.9,0.1,1.0,balanced,143,0.46853146853146854,0.34829516539440203,0.42322745956333746,0.7902097902097902,0.6643356643356644
leadtime_lgbm,holdout,192,150,0.05,31,3,30,0.9,0.9,0.1,1.0,balanced,86,0.686046511627907,0.4656574151948416,0.6754552389148591,0.9651162790697675,0.3488372093023256
leadtime_lgbm,validation,193,150,0.05,31,4,10,0.8,0.8,0.1,1.0,balanced,143,0.45454545454545453,0.3387096774193548,0.4034513873223551,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,193,150,0.05,31,4,10,0.8,0.8,0.1,1.0,balanced,86,0.6046511627906976,0.4103857289623611,0.5957567424918712,0.9651162790697675,0.43023255813953487
leadtime_lgbm,validation,194,150,0.05,31,4,10,0.8,0.9,0.1,1.0,balanced,143,0.44755244755244755,0.3334352140513886,0.3961831920753615,0.7902097902097902,0.6783216783216783
leadtime_lgbm,holdout,194,150,0.05,31,4,10,0.8,0.9,0.1,1.0,balanced,86,0.5930232558139535,0.40224719101123596,0.5818134308858113,0.9651162790697675,0.4418604651162791
leadtime_lgbm,validation,195,150,0.05,31,4,10,0.9,0.8,0.1,1.0,balanced,143,0.45454545454545453,0.3387096774193548,0.4034513873223551,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,195,150,0.05,31,4,10,0.9,0.8,0.1,1.0,balanced,86,0.6046511627906976,0.4103857289623611,0.5957567424918712,0.9651162790697675,0.43023255813953487
leadtime_lgbm,validation,196,150,0.05,31,4,10,0.9,0.9,0.1,1.0,balanced,143,0.44755244755244755,0.3334352140513886,0.3961831920753615,0.7902097902097902,0.6783216783216783
leadtime_lgbm,holdout,196,150,0.05,31,4,10,0.9,0.9,0.1,1.0,balanced,86,0.5930232558139535,0.40224719101123596,0.5818134308858113,0.9651162790697675,0.4418604651162791
leadtime_lgbm,validation,197,150,0.05,31,4,20,0.8,0.8,0.1,1.0,balanced,143,0.42657342657342656,0.31801257400964417,0.39124215831778547,0.7902097902097902,0.7342657342657343
leadtime_lgbm,holdout,197,150,0.05,31,4,20,0.8,0.8,0.1,1.0,balanced,86,0.6395348837209303,0.4340715820951313,0.629517345694708,0.9651162790697675,0.3953488372093023
leadtime_lgbm,validation,198,150,0.05,31,4,20,0.8,0.9,0.1,1.0,balanced,143,0.4125874125874126,0.30579993483219287,0.37999439465715124,0.7902097902097902,0.7412587412587412
leadtime_lgbm,holdout,198,150,0.05,31,4,20,0.8,0.9,0.1,1.0,balanced,86,0.6627906976744186,0.44986449864498645,0.6524862923047835,0.9651162790697675,0.37209302325581395
leadtime_lgbm,validation,199,150,0.05,31,4,20,0.9,0.8,0.1,1.0,balanced,143,0.42657342657342656,0.31801257400964417,0.39124215831778547,0.7902097902097902,0.7342657342657343
leadtime_lgbm,holdout,199,150,0.05,31,4,20,0.9,0.8,0.1,1.0,balanced,86,0.6395348837209303,0.4340715820951313,0.629517345694708,0.9651162790697675,0.3953488372093023
leadtime_lgbm,validation,200,150,0.05,31,4,20,0.9,0.9,0.1,1.0,balanced,143,0.4125874125874126,0.30579993483219287,0.37999439465715124,0.7902097902097902,0.7412587412587412
leadtime_lgbm,holdout,200,150,0.05,31,4,20,0.9,0.9,0.1,1.0,balanced,86,0.6627906976744186,0.44986449864498645,0.6524862923047835,0.9651162790697675,0.37209302325581395
leadtime_lgbm,validation,201,150,0.05,31,4,30,0.8,0.8,0.1,1.0,balanced,143,0.46853146853146854,0.34951653944020356,0.42303101478674004,0.7902097902097902,0.6783216783216783
leadtime_lgbm,holdout,201,150,0.05,31,4,30,0.8,0.8,0.1,1.0,balanced,86,0.6511627906976745,0.4419538619594658,0.6415841842220151,0.9651162790697675,0.38372093023255816
leadtime_lgbm,validation,202,150,0.05,31,4,30,0.8,0.9,0.1,1.0,balanced,143,0.46853146853146854,0.3489583333333333,0.4231861888111888,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,202,150,0.05,31,4,30,0.8,0.9,0.1,1.0,balanced,86,0.686046511627907,0.4656574151948416,0.6754552389148591,0.9651162790697675,0.3488372093023256
leadtime_lgbm,validation,203,150,0.05,31,4,30,0.9,0.8,0.1,1.0,balanced,143,0.46853146853146854,0.34951653944020356,0.42303101478674004,0.7902097902097902,0.6783216783216783
leadtime_lgbm,holdout,203,150,0.05,31,4,30,0.9,0.8,0.1,1.0,balanced,86,0.6511627906976745,0.4419538619594658,0.6415841842220151,0.9651162790697675,0.38372093023255816
leadtime_lgbm,validation,204,150,0.05,31,4,30,0.9,0.9,0.1,1.0,balanced,143,0.46853146853146854,0.3489583333333333,0.4231861888111888,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,204,150,0.05,31,4,30,0.9,0.9,0.1,1.0,balanced,86,0.686046511627907,0.4656574151948416,0.6754552389148591,0.9651162790697675,0.3488372093023256
leadtime_lgbm,validation,205,150,0.05,31,-1,10,0.8,0.8,0.1,1.0,balanced,143,0.4405594405594406,0.3242348034104153,0.40463272236565495,0.7902097902097902,0.7062937062937062
leadtime_lgbm,holdout,205,150,0.05,31,-1,10,0.8,0.8,0.1,1.0,balanced,86,0.6627906976744186,0.443968797564688,0.6522777954762663,0.9651162790697675,0.37209302325581395
leadtime_lgbm,validation,206,150,0.05,31,-1,10,0.8,0.9,0.1,1.0,balanced,143,0.4405594405594406,0.32516339869281047,0.4028177704648293,0.7902097902097902,0.6993006993006993
leadtime_lgbm,holdout,206,150,0.05,31,-1,10,0.8,0.9,0.1,1.0,balanced,86,0.6395348837209303,0.4295981087470449,0.6306448952663698,0.9651162790697675,0.3953488372093023
leadtime_lgbm,validation,207,150,0.05,31,-1,10,0.9,0.8,0.1,1.0,balanced,143,0.4405594405594406,0.3242348034104153,0.40463272236565495,0.7902097902097902,0.7062937062937062
leadtime_lgbm,holdout,207,150,0.05,31,-1,10,0.9,0.8,0.1,1.0,balanced,86,0.6627906976744186,0.443968797564688,0.6522777954762663,0.9651162790697675,0.37209302325581395
leadtime_lgbm,validation,208,150,0.05,31,-1,10,0.9,0.9,0.1,1.0,balanced,143,0.4405594405594406,0.32516339869281047,0.4028177704648293,0.7902097902097902,0.6993006993006993
leadtime_lgbm,holdout,208,150,0.05,31,-1,10,0.9,0.9,0.1,1.0,balanced,86,0.6395348837209303,0.4295981087470449,0.6306448952663698,0.9651162790697675,0.3953488372093023
leadtime_lgbm,validation,209,150,0.05,31,-1,20,0.8,0.8,0.1,1.0,balanced,143,0.45454545454545453,0.33787277353689565,0.4109633267495863,0.7902097902097902,0.6783216783216783
leadtime_lgbm,holdout,209,150,0.05,31,-1,20,0.8,0.8,0.1,1.0,balanced,86,0.6744186046511628,0.45636704119850185,0.6658936503788868,0.9651162790697675,0.36046511627906974
leadtime_lgbm,validation,210,150,0.05,31,-1,20,0.8,0.9,0.1,1.0,balanced,143,0.46153846153846156,0.3435268265885369,0.4176749820404829,0.7902097902097902,0.6783216783216783
leadtime_lgbm,holdout,210,150,0.05,31,-1,20,0.8,0.9,0.1,1.0,balanced,86,0.6976744186046512,0.47019430296170533,0.6878528842737,0.9651162790697675,0.3372093023255814
leadtime_lgbm,validation,211,150,0.05,31,-1,20,0.9,0.8,0.1,1.0,balanced,143,0.45454545454545453,0.33787277353689565,0.4109633267495863,0.7902097902097902,0.6783216783216783
leadtime_lgbm,holdout,211,150,0.05,31,-1,20,0.9,0.8,0.1,1.0,balanced,86,0.6744186046511628,0.45636704119850185,0.6658936503788868,0.9651162790697675,0.36046511627906974
leadtime_lgbm,validation,212,150,0.05,31,-1,20,0.9,0.9,0.1,1.0,balanced,143,0.46153846153846156,0.3435268265885369,0.4176749820404829,0.7902097902097902,0.6783216783216783
leadtime_lgbm,holdout,212,150,0.05,31,-1,20,0.9,0.9,0.1,1.0,balanced,86,0.6976744186046512,0.47019430296170533,0.6878528842737,0.9651162790697675,0.3372093023255814
leadtime_lgbm,validation,213,150,0.05,31,-1,30,0.8,0.8,0.1,1.0,balanced,143,0.44755244755244755,0.3333333333333333,0.4027534965034965,0.7902097902097902,0.6853146853146853
leadtime_lgbm,holdout,213,150,0.05,31,-1,30,0.8,0.8,0.1,1.0,balanced,86,0.6627906976744186,0.4494256094144018,0.6541797259345657,0.9651162790697675,0.37209302325581395
leadtime_lgbm,validation,214,150,0.05,31,-1,30,0.8,0.9,0.1,1.0,balanced,143,0.4965034965034965,0.3668445480381934,0.45021444849697323,0.7902097902097902,0.6363636363636364
leadtime_lgbm,holdout,214,150,0.05,31,-1,30,0.8,0.9,0.1,1.0,balanced,86,0.686046511627907,0.4638537271448664,0.6771857521342359,0.9651162790697675,0.3488372093023256
leadtime_lgbm,validation,215,150,0.05,31,-1,30,0.9,0.8,0.1,1.0,balanced,143,0.44755244755244755,0.3333333333333333,0.4027534965034965,0.7902097902097902,0.6853146853146853
leadtime_lgbm,holdout,215,150,0.05,31,-1,30,0.9,0.8,0.1,1.0,balanced,86,0.6627906976744186,0.4494256094144018,0.6541797259345657,0.9651162790697675,0.37209302325581395
leadtime_lgbm,validation,216,150,0.05,31,-1,30,0.9,0.9,0.1,1.0,balanced,143,0.4965034965034965,0.3668445480381934,0.45021444849697323,0.7902097902097902,0.6363636363636364
leadtime_lgbm,holdout,216,150,0.05,31,-1,30,0.9,0.9,0.1,1.0,balanced,86,0.686046511627907,0.4638537271448664,0.6771857521342359,0.9651162790697675,0.3488372093023256
leadtime_lgbm,validation,217,200,0.03,7,3,10,0.8,0.8,0.1,1.0,balanced,143,0.4405594405594406,0.328830205595289,0.39639521796132837,0.7902097902097902,0.7062937062937062
leadtime_lgbm,holdout,217,200,0.03,7,3,10,0.8,0.8,0.1,1.0,balanced,86,0.5930232558139535,0.40224719101123596,0.5818134308858113,0.9651162790697675,0.4418604651162791
leadtime_lgbm,validation,218,200,0.03,7,3,10,0.8,0.9,0.1,1.0,balanced,143,0.44755244755244755,0.33359783515432667,0.40784814892121246,0.7902097902097902,0.7062937062937062
leadtime_lgbm,holdout,218,200,0.03,7,3,10,0.8,0.9,0.1,1.0,balanced,86,0.5813953488372093,0.39409282700421944,0.5691786870768325,0.9651162790697675,0.45348837209302323
leadtime_lgbm,validation,219,200,0.03,7,3,10,0.9,0.8,0.1,1.0,balanced,143,0.4405594405594406,0.328830205595289,0.39639521796132837,0.7902097902097902,0.7062937062937062
leadtime_lgbm,holdout,219,200,0.03,7,3,10,0.9,0.8,0.1,1.0,balanced,86,0.5930232558139535,0.40224719101123596,0.5818134308858113,0.9651162790697675,0.4418604651162791
leadtime_lgbm,validation,220,200,0.03,7,3,10,0.9,0.9,0.1,1.0,balanced,143,0.44755244755244755,0.33359783515432667,0.40784814892121246,0.7902097902097902,0.7062937062937062
leadtime_lgbm,holdout,220,200,0.03,7,3,10,0.9,0.9,0.1,1.0,balanced,86,0.5813953488372093,0.39409282700421944,0.5691786870768325,0.9651162790697675,0.45348837209302323
leadtime_lgbm,validation,221,200,0.03,7,3,20,0.8,0.8,0.1,1.0,balanced,143,0.45454545454545453,0.3387657938106574,0.4120764787309376,0.7902097902097902,0.6923076923076923
leadtime_lgbm,holdout,221,200,0.03,7,3,20,0.8,0.8,0.1,1.0,balanced,86,0.686046511627907,0.4655430711610487,0.6742095636268617,0.9651162790697675,0.3488372093023256
leadtime_lgbm,validation,222,200,0.03,7,3,20,0.8,0.9,0.1,1.0,balanced,143,0.4755244755244755,0.3520104396052524,0.4341310756774422,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,222,200,0.03,7,3,20,0.8,0.9,0.1,1.0,balanced,86,0.6744186046511628,0.45772540216984653,0.6633583901025761,0.9651162790697675,0.36046511627906974
leadtime_lgbm,validation,223,200,0.03,7,3,20,0.9,0.8,0.1,1.0,balanced,143,0.45454545454545453,0.3387657938106574,0.4120764787309376,0.7902097902097902,0.6923076923076923
leadtime_lgbm,holdout,223,200,0.03,7,3,20,0.9,0.8,0.1,1.0,balanced,86,0.686046511627907,0.4655430711610487,0.6742095636268617,0.9651162790697675,0.3488372093023256
leadtime_lgbm,validation,224,200,0.03,7,3,20,0.9,0.9,0.1,1.0,balanced,143,0.4755244755244755,0.3520104396052524,0.4341310756774422,0.7902097902097902,0.6713286713286714
leadtime_lgbm,holdout,224,200,0.03,7,3,20,0.9,0.9,0.1,1.0,balanced,86,0.6744186046511628,0.45772540216984653,0.6633583901025761,0.9651162790697675,0.36046511627906974
leadtime_lgbm,validation,225,200,0.03,7,3,30,0.8,0.8,0.1,1.0,balanced,143,0.44755244755244755,0.33253944020356235,0.40659969038594995,0.7902097902097902,0.6923076923076923
leadtime_lgbm,holdout,225,200,0.03,7,3,30,0.8,0.8,0.1,1.0,balanced,86,0.686046511627907,0.4655462184873949,0.6763728747312878,0.9651162790697675,0.3488372093023256
leadtime_lgbm,validation,226,200,0.03,7,3,30,0.8,0.9,0.1,1.0,balanced,143,0.46853146853146854,0.34829516539440203,0.42322745956333746,0.7902097902097902,0.6643356643356644
leadtime_lgbm,holdout,226,200,0.03,7,3,30,0.8,0.9,0.1,1.0,balanced,86,0.6976744186046512,0.47353161242050135,0.6863890846448986,0.9651162790697675,0.3372093023255814
leadtime_lgbm,validation,227,200,0.03,7,3,30,0.9,0.8,0.1,1.0,balanced,143,0.44755244755244755,0.33253944020356235,0.40659969038594995,0.7902097902097902,0.6923076923076923
leadtime_lgbm,holdout,227,200,0.03,7,3,30,0.9,0.8,0.1,1.0,balanced,86,0.686046511627907,0.4655462184873949,0.6763728747312878,0.9651162790697675,0.3488372093023256
leadtime_lgbm,validation,228,200,0.03,7,3,30,0.9,0.9,0.1,1.0,balanced,143,0.46853146853146854,0.34829516539440203,0.42322745956333746,0.7902097902097902,0.6643356643356644
leadtime_lgbm,holdout,228,200,0.03,7,3,30,0.9,0.9,0.1,1.0,balanced,86,0.6976744186046512,0.47353161242050135,0.6863890846448986,0.9651162790697675,0.3372093023255814
leadtime_lgbm,validation,229,200,0.03,7,4,10,0.8,0.8,0.1,1.0,balanced,143,0.44755244755244755,0.3335780115814371,0.39731127692957885,0.7902097902097902,0.6853146853146853
leadtime_lgbm,holdout,229,200,0.03,7,4,10,0.8,0.8,0.1,1.0,balanced,86,0.6395348837209303,0.4340715820951313,0.629517345694708,0.9651162790697675,0.3953488372093023
