split,model_key,n,mae,rmse,r2,spearman,pre_fault_count,precision@10,recall@10,ndcg@10,precision@20,recall@20,ndcg@20,precision@50,recall@50,ndcg@50,precision@100,recall@100,ndcg@100,precision@R,recall@R,ndcg@R,action_threshold,tp,fp,fn,tn,action_precision,action_recall,action_f1,action_specificity,action_rate,split_strategy,sampling_strategy,selected_action_threshold,best_iteration,selection_score,train_rows_effective
validation,expanded_lgbm_05,362,27.167401154279442,37.86556713811078,-0.07883704053355234,0.44360772565636203,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.932507892158605,0.82,0.3445378151260504,0.760521648206009,0.78,0.6554621848739496,0.7437122171022994,0.7058823529411765,0.7058823529411765,0.7329028226071392,58.75,69,48,35,210,0.5897435897435898,0.6634615384615384,0.6244343891402715,0.813953488372093,0.32320441988950277,split_time_based,severity_weighted,58.75,156,1.8873051616921404,1770
validation,expanded_lgbm_04,362,24.650318133904403,36.46944453971119,-0.000749114569520426,0.46054242525033634,119,1.0,0.08403361344537816,0.9573740719067023,1.0,0.16806722689075632,0.9266792776886845,0.9,0.37815126050420167,0.816668916855805,0.76,0.6386554621848739,0.7311105717207276,0.6890756302521008,0.6890756302521008,0.7266748404533249,59.25,66,44,38,214,0.6,0.6346153846153846,0.616822429906542,0.8294573643410853,0.30386740331491713,split_time_based,severity_weighted,59.25,244,1.8766683242505104,1770
validation,expanded_lgbm_01,362,19.69266005640718,26.67364177683318,0.46465771799024413,0.5761979814905981,119,1.0,0.08403361344537816,0.9556096702855593,1.0,0.16806722689075632,0.9267797024037658,0.98,0.4117647058823529,0.8528368471484866,0.85,0.7142857142857143,0.809370435338831,0.8067226890756303,0.8067226890756303,0.8234074728603346,31.25,86,38,18,220,0.6935483870967742,0.8269230769230769,0.7543859649122807,0.8527131782945736,0.3425414364640884,split_time_based,hard_case_weighted,31.25,45,2.239400373672679,1770
validation,expanded_lgbm_05,362,19.766418830224087,28.1346640299727,0.4044059041411887,0.6263341373979234,119,1.0,0.08403361344537816,0.9485249040273567,0.95,0.15966386554621848,0.8861632241983344,0.92,0.3865546218487395,0.7834921241554864,0.85,0.7142857142857143,0.7856490738871411,0.7226890756302521,0.7226890756302521,0.7435702855018093,13.5,92,55,12,203,0.6258503401360545,0.8846153846153846,0.7330677290836654,0.7868217054263565,0.40607734806629836,split_time_based,hard_case_weighted,13.5,31,2.167650103250138,1770
validation,expanded_lgbm_06,362,19.840640577191603,27.89169007583049,0.4146487113957392,0.5356162087619546,119,1.0,0.08403361344537816,0.9774735640255078,1.0,0.16806722689075632,0.9162738528042474,0.92,0.3865546218487395,0.8031391737796105,0.88,0.7394957983193278,0.8139349142361756,0.7478991596638656,0.7478991596638656,0.7701932083536368,27.25,73,23,31,235,0.7604166666666666,0.7019230769230769,0.73,0.9108527131782945,0.26519337016574585,split_time_based,hard_case_weighted,27.25,44,2.163576607447713,1770
validation,expanded_lgbm_02,362,19.39187313966223,27.442040560504044,0.4333697956743393,0.5799848118180779,119,1.0,0.08403361344537816,0.9508461721934289,1.0,0.16806722689075632,0.9237888780009338,0.92,0.3865546218487395,0.8267396663297008,0.75,0.6302521008403361,0.7327125634589224,0.7563025210084033,0.7563025210084033,0.7831388438579915,29.75,86,47,18,211,0.6466165413533834,0.8269230769230769,0.7257383966244725,0.8178294573643411,0.3674033149171271,split_time_based,hard_case_weighted,29.75,50,2.121940556510654,1770
validation,expanded_lgbm_04,362,20.591917272899867,28.034589944552042,0.40863538635177254,0.5695325802848712,119,1.0,0.08403361344537816,0.9069621626047187,0.95,0.15966386554621848,0.8502112630863853,0.92,0.3865546218487395,0.7773424625297826,0.75,0.6302521008403361,0.7172154600913725,0.7142857142857143,0.7142857142857143,0.731847676275446,20.5,89,66,15,192,0.5741935483870968,0.8557692307692307,0.6872586872586872,0.7441860465116279,0.4281767955801105,split_time_based,hard_case_weighted,20.5,45,2.023102975256101,1770
validation,expanded_lgbm_03,362,21.824193480086237,30.160855009940956,0.3155303199868047,0.4460684899838229,119,1.0,0.08403361344537816,0.9069621626047187,0.95,0.15966386554621848,0.8196999364798795,0.92,0.3865546218487395,0.7759716677981234,0.78,0.6554621848739496,0.7292857103186017,0.6638655462184874,0.6638655462184874,0.6906113864001252,34.75,59,19,45,239,0.7564102564102564,0.5673076923076923,0.6483516483516483,0.9263565891472868,0.2154696132596685,split_time_based,hard_case_weighted,34.75,39,1.9015783784548832,1770
validation,expanded_lgbm_01,362,21.911506500186537,28.443896013693255,0.39124143915311327,0.5683547527818766,119,1.0,0.08403361344537816,0.9508461721934289,1.0,0.16806722689075632,0.9237054962706536,0.98,0.4117647058823529,0.8319426559237063,0.8,0.6722689075630253,0.774532505498468,0.7226890756302521,0.7226890756302521,0.7616740308482983,30.0,75,48,29,210,0.6097560975609756,0.7211538461538461,0.6607929515418502,0.813953488372093,0.3397790055248619,split_time_based,event_balanced,30.0,52,2.0333387878330504,1770
validation,expanded_lgbm_02,362,24.678146527171325,29.825847712563498,0.3306511689434869,0.5467826028622689,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.916647525960075,0.92,0.3865546218487395,0.7975045122568383,0.75,0.6302521008403361,0.7309615782271972,0.6638655462184874,0.6638655462184874,0.707861497970736,22.5,90,68,14,190,0.569620253164557,0.8653846153846154,0.6870229007633588,0.7364341085271318,0.43646408839779005,split_time_based,event_balanced,22.5,23,1.9822488314365505,1770
validation,expanded_lgbm_06,362,25.88342892673866,31.56484868463363,0.2503227346982543,0.4974539203242717,119,1.0,0.08403361344537816,0.9556096702855593,1.0,0.16806722689075632,0.9224268716119632,0.98,0.4117647058823529,0.8360505259978017,0.77,0.6470588235294118,0.7390855794721706,0.6638655462184874,0.6638655462184874,0.7075776332364437,46.0,54,8,50,250,0.8709677419354839,0.5192307692307693,0.6506024096385542,0.9689922480620154,0.1712707182320442,split_time_based,event_balanced,46.0,31,1.9214118145864152,1770
validation,expanded_lgbm_04,362,23.724234905594322,29.82837464435421,0.3305377458142156,0.5314899521686223,119,1.0,0.08403361344537816,0.9262692582901433,1.0,0.16806722689075632,0.8724712413058902,0.92,0.3865546218487395,0.7943654033682755,0.75,0.6302521008403361,0.7222728634467152,0.6638655462184874,0.6638655462184874,0.6995689050447668,52.25,58,18,46,240,0.7631578947368421,0.5576923076923077,0.6444444444444444,0.9302325581395349,0.20994475138121546,split_time_based,event_balanced,52.25,39,1.9170074384684588,1770
validation,expanded_lgbm_03,362,24.669091763585897,30.02333650026893,0.3217577736540739,0.5263693403564864,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.9055826399481375,0.96,0.40336134453781514,0.7985958004109022,0.74,0.6218487394957983,0.722245425646992,0.6554621848739496,0.6554621848739496,0.704991656616573,48.75,58,19,46,239,0.7532467532467533,0.5576923076923077,0.6408839779005525,0.9263565891472868,0.212707182320442,split_time_based,event_balanced,48.75,35,1.9067922011132925,1770
validation,expanded_lgbm_05,362,25.410374736692923,30.89550013736461,0.2817801943031132,0.45086406666215817,119,1.0,0.08403361344537816,0.9783689320123565,1.0,0.16806722689075632,0.9012696628933945,0.98,0.4117647058823529,0.8116709580159615,0.73,0.6134453781512605,0.7137564237913302,0.6638655462184874,0.6638655462184874,0.7071724132109415,45.0,58,16,46,242,0.7837837837837838,0.5576923076923077,0.651685393258427,0.937984496124031,0.20441988950276244,split_time_based,event_balanced,45.0,24,1.8851106711502492,1770
validation,expanded_lgbm_01,362,21.364954235908804,28.166260247696236,0.40306740671765184,0.5326440748016757,119,1.0,0.08403361344537816,0.9573740719067023,1.0,0.16806722689075632,0.916193452831837,0.92,0.3865546218487395,0.7841466198130815,0.87,0.7310924369747899,0.8059140899195231,0.773109243697479,0.773109243697479,0.7938928245185197,40.75,72,26,32,232,0.7346938775510204,0.6923076923076923,0.7128712871287128,0.8992248062015504,0.27071823204419887,split_time_based,substation_balanced,40.75,42,2.1494651622799603,1770
validation,expanded_lgbm_05,362,21.29027902457545,27.80773181523777,0.4181674016428467,0.5830807583952294,119,1.0,0.08403361344537816,0.9558424960378642,1.0,0.16806722689075632,0.9032216356338268,0.92,0.3865546218487395,0.8186738605460869,0.85,0.7142857142857143,0.7996005747860755,0.7142857142857143,0.7142857142857143,0.7515591492762189,50.25,70,19,34,239,0.7865168539325843,0.6730769230769231,0.7253886010362695,0.9263565891472868,0.24585635359116023,split_time_based,substation_balanced,50.25,43,2.1421853956239194,1770
validation,expanded_lgbm_02,362,21.88923693823953,28.91139866558539,0.3710659296367921,0.5113626721474208,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.9288816568614406,0.94,0.3949579831932773,0.8364263681192353,0.87,0.7310924369747899,0.8149255625271968,0.7310924369747899,0.7310924369747899,0.7659633844813614,54.0,66,11,38,247,0.8571428571428571,0.6346153846153846,0.729281767955801,0.9573643410852714,0.212707182320442,split_time_based,substation_balanced,54.0,46,2.138369826156754,1770
validation,expanded_lgbm_06,362,26.79414892893293,32.14806436587108,0.22236360994865156,0.4715020161975196,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.9327945122469837,0.84,0.35294117647058826,0.7610979627687946,0.8,0.6722689075630253,0.7668439741789078,0.7058823529411765,0.7058823529411765,0.7392754853273771,41.75,69,35,35,223,0.6634615384615384,0.6634615384615384,0.6634615384615384,0.8643410852713178,0.287292817679558,split_time_based,substation_balanced,41.75,26,1.9655000924919257,1770
validation,expanded_lgbm_04,362,23.3129580700139,30.809228360932224,0.2857856700241582,0.4999456900696611,119,1.0,0.08403361344537816,0.9573740719067023,1.0,0.16806722689075632,0.9270388931191375,0.92,0.3865546218487395,0.813615985227043,0.76,0.6386554621848739,0.7341576376828914,0.6722689075630253,0.6722689075630253,0.711013189939523,47.5,61,24,43,234,0.7176470588235294,0.5865384615384616,0.6455026455026455,0.9069767441860465,0.23480662983425415,split_time_based,substation_balanced,47.5,50,1.9211966702338046,1770
validation,expanded_lgbm_03,362,25.8829945688492,31.241994259590324,0.2655801379245183,0.46851740265833586,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.9211533609409089,0.82,0.3445378151260504,0.7620081306528098,0.78,0.6554621848739496,0.7436143933063969,0.6722689075630253,0.6722689075630253,0.7094058612440912,43.75,61,24,43,234,0.7176470588235294,0.5865384615384616,0.6455026455026455,0.9069767441860465,0.23480662983425415,split_time_based,substation_balanced,43.75,29,1.9097134164298684,1770
validation,expanded_lgbm_01,362,27.28499211922826,37.789568986373666,-0.07451082288561839,0.40444363063044125,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.9318248938166688,0.96,0.40336134453781514,0.8133008441120068,0.75,0.6302521008403361,0.7271481577565875,0.6302521008403361,0.6302521008403361,0.6834598023988658,61.75,59,34,45,224,0.6344086021505376,0.5673076923076923,0.598984771573604,0.8682170542635659,0.2569060773480663,split_time_based,combined_context_weighted,61.75,123,1.7835217813634712,1770
validation,expanded_lgbm_02,362,34.002182828391064,39.021446393522844,-0.1457072030817388,0.3526368464677132,119,1.0,0.08403361344537816,0.8830820527727887,1.0,0.16806722689075632,0.8784401672908448,0.8,0.33613445378151263,0.7440855589632993,0.61,0.5126050420168067,0.6296123198985325,0.6386554621848739,0.6386554621848739,0.6751804182090576,59.75,69,58,35,200,0.5433070866141733,0.6634615384615384,0.5974025974025974,0.7751937984496124,0.35082872928176795,split_time_based,combined_context_weighted,59.75,28,1.663378926502619,1770
validation,expanded_lgbm_05,362,31.602803579591548,39.821089069932896,-0.1931448855053961,0.34966091195393767,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.9217601400900283,0.76,0.31932773109243695,0.7381496394121337,0.61,0.5126050420168067,0.639026165696589,0.6302521008403361,0.6302521008403361,0.6765725334870765,63.25,69,69,35,189,0.5,0.6634615384615384,0.5702479338842976,0.7325581395348837,0.3812154696132597,split_time_based,combined_context_weighted,63.25,48,1.6351993200921329,1770
validation,expanded_lgbm_04,362,33.85456850627274,39.12600063557874,-0.15185505460004078,0.394617798294902,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.9066025949249987,0.88,0.3697478991596639,0.7608543653987964,0.62,0.5210084033613446,0.6407964405103975,0.5630252100840336,0.5630252100840336,0.6312907676648647,58.75,69,79,35,179,0.46621621621621623,0.6634615384615384,0.5476190476190477,0.6937984496124031,0.4088397790055249,split_time_based,combined_context_weighted,58.75,30,1.5858258318526033,1770
validation,expanded_lgbm_03,362,34.52254463319134,39.74389001317509,-0.18852319494883063,0.35458557689995773,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.9339106954225911,0.8,0.33613445378151263,0.7474747907521538,0.56,0.47058823529411764,0.6009101213875413,0.5210084033613446,0.5210084033613446,0.5986997126311215,28.25,81,117,23,141,0.4090909090909091,0.7788461538461539,0.5364238410596027,0.5465116279069767,0.5469613259668509,split_time_based,combined_context_weighted,28.25,26,1.4969303015192605,1770
validation,expanded_lgbm_06,362,34.71605706112114,40.021737757806875,-0.20519910640564842,0.30714742653124816,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.9445823315015367,0.68,0.2857142857142857,0.6967558594451255,0.46,0.3865546218487395,0.5692256958005877,0.4957983193277311,0.4957983193277311,0.5871272382669813,58.5,69,89,35,169,0.43670886075949367,0.6634615384615384,0.5267175572519084,0.6550387596899225,0.43646408839779005,split_time_based,combined_context_weighted,58.5,26,1.4050781875794456,1770
validation,expanded_lgbm_06,362,27.29007485036915,38.67156370387529,-0.1252535294717405,0.39728283105088363,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.9441632593177863,0.86,0.36134453781512604,0.7616128103688619,0.72,0.6050420168067226,0.7005738100764525,0.6638655462184874,0.6638655462184874,0.7002407887494018,54.75,66,59,38,199,0.528,0.6346153846153846,0.5764192139737991,0.7713178294573644,0.3453038674033149,split_time_based,combined_context_resampled,54.75,899,1.7496057271187402,3098
validation,expanded_lgbm_04,362,27.313506068570458,38.96190366067909,-0.14221340687695827,0.3925651759145494,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.9433192460735712,0.86,0.36134453781512604,0.7815605641267585,0.71,0.5966386554621849,0.6992603368929885,0.6386554621848739,0.6386554621848739,0.6834631615282227,59.75,61,52,43,206,0.5398230088495575,0.5865384615384616,0.5622119815668203,0.7984496124031008,0.31215469613259667,split_time_based,combined_context_resampled,59.75,900,1.710714850696864,3098
validation,expanded_lgbm_02,362,28.19381079158739,39.909269262209705,-0.19843495862066352,0.4178659968093201,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.9313578325035702,0.96,0.40336134453781514,0.8249107949457037,0.69,0.5798319327731093,0.6890163084642181,0.6386554621848739,0.6386554621848739,0.6843351895078325,63.0,61,52,43,206,0.5398230088495575,0.5865384615384616,0.5622119815668203,0.7984496124031008,0.31215469613259667,split_time_based,combined_context_resampled,63.0,139,1.7088078536559639,3098
validation,expanded_lgbm_05,362,31.544725486186444,40.379159481928916,-0.22682174840558367,0.3826338979289904,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.9316888884054891,0.82,0.3445378151260504,0.7489973081854315,0.66,0.5546218487394958,0.6618212082310612,0.6302521008403361,0.6302521008403361,0.6741731171842389,62.5,68,63,36,195,0.5190839694656488,0.6538461538461539,0.5787234042553192,0.7558139534883721,0.36187845303867405,split_time_based,combined_context_resampled,62.5,61,1.6828714112360403,3098
validation,expanded_lgbm_01,362,32.094041874494444,37.98993715924401,-0.08593559183282795,0.3988430181380772,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.9217601400900283,0.8,0.33613445378151263,0.740525698130992,0.69,0.5798319327731093,0.682676227759609,0.5882352941176471,0.5882352941176471,0.6469312606399691,60.75,53,31,51,227,0.6309523809523809,0.5096153846153846,0.5638297872340425,0.8798449612403101,0.23204419889502761,split_time_based,combined_context_resampled,60.75,41,1.6616779732118439,3098
validation,expanded_lgbm_03,362,33.74775891643004,40.292167432958536,-0.2215413623229492,0.3343443556627893,119,1.0,0.08403361344537816,1.0,1.0,0.16806722689075632,0.9559302257028678,0.62,0.2605042016806723,0.6535722107259162,0.6,0.5042016806722689,0.6176424929215533,0.5882352941176471,0.5882352941176471,0.6324065604551712,52.75,70,92,34,166,0.43209876543209874,0.6730769230769231,0.5263157894736843,0.6434108527131783,0.44751381215469616,split_time_based,combined_context_resampled,52.75,36,1.5251512485991137,3098
validation,expanded_lgbm_03,249,13.43909495198117,21.96073775119593,0.5611602921641655,0.6813111642694737,53,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,0.9055803563999488,0.94,0.8867924528301887,0.9278464701006527,0.53,1.0,0.9741345525300596,0.8867924528301887,0.8867924528301887,0.899340321183732,47.0,47,1,6,195,0.9791666666666666,0.8867924528301887,0.9306930693069307,0.9948979591836735,0.1927710843373494,split_substation_based,baseline_no_weight,47.0,202,2.7615804278978415,2021
validation,expanded_lgbm_01,249,12.709895832351581,20.17623137060256,0.6295819298370364,0.6776087475180111,53,1.0,0.18867924528301888,0.9558424960378642,1.0,0.37735849056603776,0.8978587844234561,0.9,0.8490566037735849,0.9007316714287521,0.53,1.0,0.968922125394958,0.9056603773584906,0.9056603773584906,0.903781483922708,34.25,49,7,4,189,0.875,0.9245283018867925,0.8990825688073395,0.9642857142857143,0.2248995983935743,split_substation_based,baseline_no_weight,34.25,322,2.7247463380978574,2021
validation,expanded_lgbm_06,249,12.430910384972607,21.15589705595126,0.5927370001379462,0.6727803577725399,53,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,0.905946838251588,0.9,0.8490566037735849,0.9048253506868816,0.53,1.0,0.9715487801191137,0.8679245283018868,0.8679245283018868,0.8872190028040569,40.75,49,7,4,189,0.875,0.9245283018867925,0.8990825688073395,0.9642857142857143,0.2248995983935743,split_substation_based,baseline_no_weight,40.75,188,2.710401953646885,2021
validation,expanded_lgbm_04,249,11.815655840201769,19.682599883524166,0.6474854932952361,0.6855743681183082,53,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,0.905946838251588,0.84,0.7924528301886793,0.8735590801647429,0.53,1.0,0.9762219054306203,0.8301886792452831,0.8301886792452831,0.8671538348036424,33.25,52,11,1,185,0.8253968253968254,0.9811320754716981,0.8965517241379309,0.9438775510204082,0.25301204819277107,split_substation_based,baseline_no_weight,33.25,153,2.698023088948942,2021
validation,expanded_lgbm_02,249,13.64200079124166,21.757288031732422,0.5692536678984486,0.6482062744337103,53,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,0.905946838251588,0.84,0.7924528301886793,0.8654366689600365,0.49,0.9245283018867925,0.9174618651997861,0.8301886792452831,0.8301886792452831,0.859378321718547,34.75,47,12,6,184,0.7966101694915254,0.8867924528301887,0.8392857142857143,0.9387755102040817,0.23694779116465864,split_substation_based,baseline_no_weight,34.75,81,2.551647574478101,2021
validation,expanded_lgbm_05,249,15.21662476446624,22.40044195452821,0.5434112153106583,0.6521611117136683,53,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,0.905946838251588,0.8,0.7547169811320755,0.827464096836876,0.49,0.9245283018867925,0.9104320827999868,0.7924528301886793,0.7924528301886793,0.8330011335534403,44.5,37,2,16,194,0.9487179487179487,0.6981132075471698,0.8043478260869565,0.9897959183673469,0.1566265060240964,split_substation_based,baseline_no_weight,44.5,69,2.48198463227994,2021
validation,expanded_lgbm_05,249,15.799840704892267,24.315188351458467,0.46201849952243,0.6393463344771106,53,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,0.905946838251588,0.78,0.7358490566037735,0.8213901102033576,0.53,1.0,0.9599829277629798,0.7358490566037735,0.7358490566037735,0.7961546110611313,55.25,38,5,15,191,0.8837209302325582,0.7169811320754716,0.7916666666666666,0.9744897959183674,0.17269076305220885,split_substation_based,severity_weighted,55.25,157,2.4744293671917394,2021
validation,expanded_lgbm_01,249,16.291697294751376,24.83182443763737,0.43891414023748454,0.6452777802650043,53,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,0.905946838251588,0.78,0.7358490566037735,0.8265186367198462,0.53,1.0,0.9617764998214656,0.7358490566037735,0.7358490566037735,0.8011255742896034,59.0,38,6,15,190,0.8636363636363636,0.7169811320754716,0.7835051546391751,0.9693877551020408,0.17670682730923695,split_substation_based,severity_weighted,59.0,188,2.468693180684358,2021
validation,expanded_lgbm_02,249,15.205223612129442,23.940521614937882,0.47847001509234544,0.6354199601790078,53,1.0,0.18867924528301888,1.0,0.95,0.3584905660377358,0.8846035660936968,0.74,0.6981132075471698,0.7926131765776551,0.52,0.9811320754716981,0.9492967372877045,0.7169811320754716,0.7169811320754716,0.778502300269445,60.0,36,2,17,194,0.9473684210526315,0.6792452830188679,0.7912087912087911,0.9897959183673469,0.15261044176706828,split_substation_based,severity_weighted,60.0,129,2.448604827305218,2021
validation,expanded_lgbm_04,249,16.242670131389936,25.07539278578214,0.42785309238332125,0.6120928701932159,53,1.0,0.18867924528301888,1.0,0.95,0.3584905660377358,0.8846035660936968,0.7,0.660377358490566,0.7705262123105981,0.52,0.9811320754716981,0.9430035293986497,0.6792452830188679,0.6792452830188679,0.757045925539536,57.0,35,1,18,195,0.9722222222222222,0.660377358490566,0.7865168539325842,0.9948979591836735,0.14457831325301204,split_substation_based,severity_weighted,57.0,264,2.4128970335101236,2021
validation,expanded_lgbm_03,249,16.955562975846185,26.24123896702154,0.3734139263800702,0.6044274215451995,53,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,0.905946838251588,0.7,0.660377358490566,0.7702908022129531,0.52,0.9811320754716981,0.9407847171998232,0.6792452830188679,0.6792452830188679,0.7568177479264843,59.5,34,2,19,194,0.9444444444444444,0.6415094339622641,0.7640449438202246,0.9897959183673469,0.14457831325301204,split_substation_based,severity_weighted,59.5,180,2.3782961502810394,2021
validation,expanded_lgbm_06,249,15.400250518650317,24.706083738112955,0.44458208490209195,0.6323675274854946,53,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,0.905946838251588,0.7,0.660377358490566,0.7683527860980263,0.53,1.0,0.9536301500653367,0.6792452830188679,0.6792452830188679,0.7549872597222462,58.5,34,5,19,191,0.8717948717948718,0.6415094339622641,0.7391304347826088,0.9744897959183674,0.1566265060240964,split_substation_based,severity_weighted,58.5,255,2.371605632433435,2021
validation,expanded_lgbm_01,249,12.333854022598,20.02727439278449,0.6350311812250146,0.683865874423389,53,1.0,0.18867924528301888,0.9774735640255078,1.0,0.37735849056603776,0.9013343184821493,0.86,0.8113207547169812,0.8733299252859908,0.53,1.0,0.971704583652436,0.8679245283018868,0.8679245283018868,0.887747709106739,32.25,52,7,1,189,0.8813559322033898,0.9811320754716981,0.9285714285714285,0.9642857142857143,0.23694779116465864,split_substation_based,hard_case_weighted,32.25,132,2.75388581212981,2021
validation,expanded_lgbm_03,249,12.664447968546096,21.748748181899646,0.5695917419332044,0.6717666793001016,53,1.0,0.18867924528301888,0.9774735640255078,1.0,0.37735849056603776,0.9040933071210684,0.9,0.8490566037735849,0.906998662860247,0.52,0.9811320754716981,0.9584465029280825,0.8679245283018868,0.8679245283018868,0.8893735308955464,48.75,45,1,8,195,0.9782608695652174,0.8490566037735849,0.9090909090909092,0.9948979591836735,0.18473895582329317,split_substation_based,hard_case_weighted,48.75,203,2.7127095796320404,2021
validation,expanded_lgbm_06,249,12.122178458299576,21.112523839310434,0.5944052062979287,0.6692860448069671,53,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,0.905946838251588,0.86,0.8113207547169812,0.8836323653818909,0.52,0.9811320754716981,0.9577102811466992,0.8679245283018868,0.8679245283018868,0.8872075184146699,43.0,48,7,5,189,0.8727272727272727,0.9056603773584906,0.8888888888888888,0.9642857142857143,0.22088353413654618,split_substation_based,hard_case_weighted,43.0,158,2.685348698118198,2021
validation,expanded_lgbm_04,249,17.025628313262622,23.729625840004417,0.4876180210812332,0.6561172809020942,53,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,0.905946838251588,0.86,0.8113207547169812,0.8789862873095485,0.53,1.0,0.9673155668382185,0.8113207547169812,0.8113207547169812,0.8519812656713683,44.25,43,1,10,195,0.9772727272727273,0.8113207547169812,0.88659793814433,0.9948979591836735,0.17670682730923695,split_substation_based,hard_case_weighted,44.25,46,2.645532359545774,2021
validation,expanded_lgbm_05,249,14.059481826975729,22.16841057333893,0.5528212287528207,0.6580114233959073,53,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,0.905946838251588,0.82,0.7735849056603774,0.8425373452613393,0.51,0.9622641509433962,0.9393030597275569,0.8301886792452831,0.8301886792452831,0.8579513189658484,35.75,45,9,8,187,0.8333333333333334,0.8490566037735849,0.8411214953271028,0.9540816326530612,0.21686746987951808,split_substation_based,hard_case_weighted,35.75,83,2.5782036135413864,2021
validation,expanded_lgbm_02,249,14.406716333792282,23.01870469908227,0.5178592615130281,0.6413770276276956,53,1.0,0.18867924528301888,1.0,0.95,0.3584905660377358,0.883878093937677,0.74,0.6981132075471698,0.8000171804966456,0.51,0.9622641509433962,0.9363507425086846,0.7547169811320755,0.7547169811320755,0.8166873455979374,40.75,44,13,9,183,0.7719298245614035,0.8301886792452831,0.8,0.9336734693877551,0.2289156626506024,split_substation_based,hard_case_weighted,40.75,76,2.484039029094089,2021
validation,expanded_lgbm_03,249,14.245256812175606,23.05674184331256,0.5162645228554039,0.6540751751105128,53,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,0.905946838251588,0.9,0.8490566037735849,0.9050432432194783,0.5,0.9433962264150944,0.9287485741724641,0.8679245283018868,0.8679245283018868,0.88752755500733,41.75,46,5,7,191,0.9019607843137255,0.8679245283018868,0.8846153846153846,0.9744897959183674,0.20481927710843373,split_substation_based,event_balanced,41.75,118,2.644954079462599,2021
validation,expanded_lgbm_04,249,12.841918982088417,21.13022395628379,0.5937248438069814,0.6708923155298521,53,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,0.905946838251588,0.86,0.8113207547169812,0.8779561477310613,0.53,1.0,0.9706063009429344,0.8113207547169812,0.8113207547169812,0.8509827749843474,37.5,47,10,6,186,0.8245614035087719,0.8867924528301887,0.8545454545454546,0.9489795918367347,0.2289156626506024,split_substation_based,event_balanced,37.5,183,2.6215264801622444,2021
validation,expanded_lgbm_06,249,13.629496387498387,22.363144371115805,0.5449304246908988,0.6534963369156173,53,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,0.9055803563999488,0.86,0.8113207547169812,0.8798860529091965,0.51,0.9622641509433962,0.938879504967214,0.8490566037735849,0.8490566037735849,0.873335792057304,39.25,45,8,8,188,0.8490566037735849,0.8490566037735849,0.8490566037735849,0.9591836734693877,0.21285140562248997,split_substation_based,event_balanced,39.25,189,2.6003107547212934,2021
validation,expanded_lgbm_01,249,13.009931500733869,20.751388177604507,0.6081621592281663,0.6607916487273686,53,1.0,0.18867924528301888,0.9558424960378642,1.0,0.37735849056603776,0.8971247382294011,0.76,0.7169811320754716,0.8005952065456228,0.53,1.0,0.9611946644086755,0.7358490566037735,0.7358490566037735,0.7861911125984092,29.5,50,15,3,181,0.7692307692307693,0.9433962264150944,0.847457627118644,0.923469387755102,0.26104417670682734,split_substation_based,event_balanced,29.5,232,2.5559346703217107,2021
validation,expanded_lgbm_05,249,15.54111090892809,22.205935716571556,0.5513060412049258,0.6450423982703556,53,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,0.905946838251588,0.76,0.7169811320754716,0.8061549320309845,0.5,0.9433962264150944,0.9231654581532994,0.7547169811320755,0.7547169811320755,0.8070959536623671,42.75,37,3,16,193,0.925,0.6981132075471698,0.7956989247311829,0.9846938775510204,0.1606425702811245,split_substation_based,event_balanced,42.75,61,2.4575167275108463,2021
