scope,date_filter,min_substations_per_date,score,description,top_n_substations_per_day,ranking_dates,average_substations_per_date,max_substations_per_date,total_station_days,total_pre_fault_station_days,normal_station_days,total_fault_events,selected_station_days,pre_fault_station_day_hits,precision_at_n,station_day_recall_at_n,event_recall_at_n,dates_with_pre_fault,prefault_date_hits,prefault_date_hit_rate,urgent_station_day_hits,urgent_station_day_recall_at_n,normal_false_station_days,normal_false_station_day_rate,distinct_substations_selected,median_pre_fault_rank
holdout,rankable_2plus,2,raw_ae_score_ratio_q999_max,raw point AE max score ratio to q999,3,21,2.380952380952381,4,50,17,33,5,49,17,0.3469387755102041,1.0,1.0,9,9,1.0,10,1.0,32,0.9696969696969697,12,2.0
holdout,rankable_3plus,3,priority_score,final rule-based priority score,1,7,3.142857142857143,4,22,13,9,4,7,7,1.0,0.5384615384615384,0.75,7,7,1.0,5,0.7142857142857143,0,0.0,3,1.0
holdout,rankable_3plus,3,priority_score,final rule-based priority score,3,7,3.142857142857143,4,22,13,9,4,21,13,0.6190476190476191,1.0,1.0,7,7,1.0,7,1.0,8,0.8888888888888888,8,1.0
holdout,rankable_3plus,3,risk_score,risk probability plus temporal smoothing,1,7,3.142857142857143,4,22,13,9,4,7,7,1.0,0.5384615384615384,0.75,7,7,1.0,5,0.7142857142857143,0,0.0,3,1.0
holdout,rankable_3plus,3,risk_score,risk probability plus temporal smoothing,3,7,3.142857142857143,4,22,13,9,4,21,13,0.6190476190476191,1.0,1.0,7,7,1.0,7,1.0,8,0.8888888888888888,8,1.0
holdout,rankable_3plus,3,anomaly_ensemble_score,Mahalanobis + IsolationForest anomaly ensemble,1,7,3.142857142857143,4,22,13,9,4,7,7,1.0,0.5384615384615384,0.75,7,7,1.0,5,0.7142857142857143,0,0.0,3,1.0
holdout,rankable_3plus,3,anomaly_ensemble_score,Mahalanobis + IsolationForest anomaly ensemble,3,7,3.142857142857143,4,22,13,9,4,21,13,0.6190476190476191,1.0,1.0,7,7,1.0,7,1.0,8,0.8888888888888888,8,1.0
holdout,rankable_3plus,3,mw_anomaly_context_score,1h/3h/6h/12h multi-window anomaly context score,1,7,3.142857142857143,4,22,13,9,4,7,7,1.0,0.5384615384615384,0.75,7,7,1.0,5,0.7142857142857143,0,0.0,3,1.0
holdout,rankable_3plus,3,mw_anomaly_context_score,1h/3h/6h/12h multi-window anomaly context score,3,7,3.142857142857143,4,22,13,9,4,21,13,0.6190476190476191,1.0,1.0,7,7,1.0,7,1.0,8,0.8888888888888888,8,1.0
holdout,rankable_3plus,3,multi_horizon_persistence_score,24h/3d/7d persistence score,1,7,3.142857142857143,4,22,13,9,4,7,7,1.0,0.5384615384615384,0.75,7,7,1.0,5,0.7142857142857143,0,0.0,3,1.0
holdout,rankable_3plus,3,multi_horizon_persistence_score,24h/3d/7d persistence score,3,7,3.142857142857143,4,22,13,9,4,21,12,0.5714285714285714,0.9230769230769231,1.0,7,7,1.0,7,1.0,9,1.0,8,1.0
holdout,rankable_3plus,3,raw_ae_score_ratio_q999_max,raw point AE max score ratio to q999,1,7,3.142857142857143,4,22,13,9,4,7,6,0.8571428571428571,0.46153846153846156,0.75,7,6,0.8571428571428571,4,0.5714285714285714,1,0.1111111111111111,4,2.0
holdout,rankable_3plus,3,raw_ae_score_ratio_q999_max,raw point AE max score ratio to q999,3,7,3.142857142857143,4,22,13,9,4,21,13,0.6190476190476191,1.0,1.0,7,7,1.0,7,1.0,8,0.8888888888888888,8,2.0
overall,all_dates,1,priority_score,final rule-based priority score,1,518,1.393822393822394,6,722,216,506,59,518,179,0.34555984555984554,0.8287037037037037,0.9491525423728814,182,179,0.9835164835164835,91,0.8504672897196262,339,0.6699604743083004,60,1.0
overall,all_dates,1,priority_score,final rule-based priority score,3,518,1.393822393822394,6,722,216,506,59,701,213,0.30385164051355207,0.9861111111111112,1.0,182,182,1.0,107,1.0,488,0.9644268774703557,61,1.0
overall,all_dates,1,priority_score,final rule-based priority score,5,518,1.393822393822394,6,722,216,506,59,719,216,0.3004172461752434,1.0,1.0,182,182,1.0,107,1.0,503,0.9940711462450593,61,1.0
overall,all_dates,1,risk_score,risk probability plus temporal smoothing,1,518,1.393822393822394,6,722,216,506,59,518,179,0.34555984555984554,0.8287037037037037,0.9322033898305084,182,179,0.9835164835164835,86,0.8037383177570093,339,0.6699604743083004,60,1.0
overall,all_dates,1,risk_score,risk probability plus temporal smoothing,3,518,1.393822393822394,6,722,216,506,59,701,215,0.3067047075606277,0.9953703703703703,1.0,182,182,1.0,107,1.0,486,0.9604743083003953,61,1.0
overall,all_dates,1,risk_score,risk probability plus temporal smoothing,5,518,1.393822393822394,6,722,216,506,59,719,216,0.3004172461752434,1.0,1.0,182,182,1.0,107,1.0,503,0.9940711462450593,61,1.0
overall,all_dates,1,anomaly_ensemble_score,Mahalanobis + IsolationForest anomaly ensemble,1,518,1.393822393822394,6,722,216,506,59,518,167,0.3223938223938224,0.7731481481481481,0.9322033898305084,182,167,0.9175824175824175,84,0.7850467289719626,351,0.6936758893280632,60,1.0
overall,all_dates,1,anomaly_ensemble_score,Mahalanobis + IsolationForest anomaly ensemble,3,518,1.393822393822394,6,722,216,506,59,701,210,0.2995720399429387,0.9722222222222222,1.0,182,182,1.0,105,0.9813084112149533,491,0.9703557312252964,61,1.0
overall,all_dates,1,anomaly_ensemble_score,Mahalanobis + IsolationForest anomaly ensemble,5,518,1.393822393822394,6,722,216,506,59,719,214,0.29763560500695413,0.9907407407407407,1.0,182,182,1.0,107,1.0,505,0.9980237154150198,61,1.0
overall,all_dates,1,mw_anomaly_context_score,1h/3h/6h/12h multi-window anomaly context score,1,518,1.393822393822394,6,722,216,506,59,518,162,0.3127413127413127,0.75,0.9152542372881356,182,162,0.8901098901098901,82,0.7663551401869159,356,0.7035573122529645,61,1.0
overall,all_dates,1,mw_anomaly_context_score,1h/3h/6h/12h multi-window anomaly context score,3,518,1.393822393822394,6,722,216,506,59,701,209,0.29814550641940085,0.9675925925925926,1.0,182,182,1.0,105,0.9813084112149533,492,0.9723320158102767,61,1.0
overall,all_dates,1,mw_anomaly_context_score,1h/3h/6h/12h multi-window anomaly context score,5,518,1.393822393822394,6,722,216,506,59,719,214,0.29763560500695413,0.9907407407407407,1.0,182,182,1.0,107,1.0,505,0.9980237154150198,61,1.0
overall,all_dates,1,multi_horizon_persistence_score,24h/3d/7d persistence score,1,518,1.393822393822394,6,722,216,506,59,518,174,0.3359073359073359,0.8055555555555556,0.9152542372881356,182,174,0.9560439560439561,91,0.8504672897196262,344,0.6798418972332015,59,1.0
overall,all_dates,1,multi_horizon_persistence_score,24h/3d/7d persistence score,3,518,1.393822393822394,6,722,216,506,59,701,210,0.2995720399429387,0.9722222222222222,1.0,182,182,1.0,107,1.0,491,0.9703557312252964,61,1.0
overall,all_dates,1,multi_horizon_persistence_score,24h/3d/7d persistence score,5,518,1.393822393822394,6,722,216,506,59,719,216,0.3004172461752434,1.0,1.0,182,182,1.0,107,1.0,503,0.9940711462450593,61,1.0
overall,all_dates,1,raw_ae_score_ratio_q999_max,raw point AE max score ratio to q999,1,518,1.393822393822394,6,722,216,506,59,518,162,0.3127413127413127,0.75,0.864406779661017,182,162,0.8901098901098901,83,0.7757009345794392,356,0.7035573122529645,58,1.0
