feature,category,importance,missing_rate,zero_rate,unique_count,min,median,max,target_corr,causal_requirement
dow_cos,time_calendar,12.0,0.0,0.0,7,-0.9009688679024191,-0.2225209339563143,1.0,-0.10880916502298864,must be computed using only data available at or before window_end
mw_anomaly_12h_iforest_score_ratio,anomaly_derived,11.0,0.0,0.0,2362,0.6697018499095546,0.7797370245578412,1.080625478138066,-0.0932350761526278,must be computed using only data available at or before window_end
mw_anomaly_1h_mahalanobis_score_ratio,anomaly_derived,11.0,0.0,0.0,2362,0.030873346198881,0.12956883081792495,735.5299083082052,-0.025212182817297354,must be computed using only data available at or before window_end
mw_anomaly_3h_score,anomaly_derived,11.0,0.0,0.0,2362,0.3446838003592292,0.466816933226957,255.1689383257849,-0.05447912653952779,must be computed using only data available at or before window_end
network_temperature_gap__max_abs__roll3d_slope,causal_temporal,11.0,0.0,0.05927180355630821,2073,-26.999999999999993,2.1044459606368536e-16,22.99999999999999,-0.034700796866789965,must be computed using only data available at or before window_end
raw_ae_score_ratio_q999_max__roll3_mean,raw_ae_derived,11.0,0.0,0.0,2362,0.10306542333333334,0.48658106999999995,11.038653,-0.06014904132094032,must be computed using only data available at or before window_end
dhw_supply_temperature_gap__last,sensor_window_stat,11.0,0.0,0.0071972904318374255,363,-51.36,0.5499999999999972,60.95,0.08261036760142158,must be computed using only data available at or before window_end
outdoor_temperature__min,sensor_window_stat,11.0,0.0,0.003386960203217612,725,-6.6,7.4,29.0,0.03423724570410805,must be computed using only data available at or before window_end
p_net_supply_temperature__max,sensor_window_stat,11.0,0.0,0.0,510,11.0,91.0,110.05,0.019634512045159782,must be computed using only data available at or before window_end
s_hc1_supply_temperature_setpoint__min,sensor_window_stat,11.0,0.0,0.0,665,10.0,54.0,85.4,0.11936388635019358,must be computed using only data available at or before window_end
mw_anomaly_1h_score__lag2,anomaly_derived,10.0,0.0,0.0,2125,0.3265654694545863,0.42330178852581957,390.22550535005735,-0.01539547327098518,must be computed using only data available at or before window_end
mw_anomaly_3h_iforest_score_ratio,anomaly_derived,10.0,0.0,0.0,2362,0.6645210541177017,0.7779602375858559,1.0866300543093064,-0.09697556189636962,must be computed using only data available at or before window_end
mw_anomaly_context_score__delta1,anomaly_derived,10.0,0.0,0.8209144792548687,252,-9.0,0.0,10.0,-0.037522795361573026,must be computed using only data available at or before window_end
network_temperature_gap__mean__lag2,causal_temporal,10.0,0.0,0.0046570702794242165,1597,-0.6111111111111112,41.16666666666666,64.75595238095238,-0.019232471309461277,must be computed using only data available at or before window_end
outdoor_temperature__mean__roll3d_delta,causal_temporal,10.0,0.0,0.5626587637595258,1019,-13.73472222222222,0.0,10.38888888888889,0.023484589809672482,must be computed using only data available at or before window_end
p_net_meter_heat_power__mean__roll24h_mean,causal_temporal,10.0,0.0,0.004233700254022015,2318,0.0,161.36041666666665,258785.41666666666,0.023452884372339704,must be computed using only data available at or before window_end
p_net_supply_temperature__mean__delta1,causal_temporal,10.0,0.0,0.06773920406435224,1314,-39.05555555555556,0.0,44.8611111111111,0.0503711247711214,must be computed using only data available at or before window_end
s_hc1_supply_temperature__delta,causal_temporal,10.0,0.0,0.01651143099068586,1204,-35.3,0.0,37.17999999999999,0.005078749283203302,must be computed using only data available at or before window_end
s_hc1_supply_temperature_setpoint__mean__roll24h_delta,causal_temporal,10.0,0.0,0.3314987298899238,1512,-38.08055555555556,0.0,46.16944444444445,0.06359037991064805,must be computed using only data available at or before window_end
raw_ae_roll5d_cmax_q999__roll3_mean,raw_ae_derived,10.0,0.0,0.7243861134631668,122,0.0,0.0,720.0,0.17293984642008978,must be computed using only data available at or before window_end
risk_temporal_boost__lag1,risk_derived,10.0,0.0,0.15664690939881457,1868,0.0,0.00840954422632265,0.8241052122155338,0.011136044894915459,must be computed using only data available at or before window_end
p_hc1_return_temperature__mean,sensor_window_stat,10.0,0.0,0.0,2231,11.04888888888889,43.880916666666664,66.59722222222223,0.06754469849918046,must be computed using only data available at or before window_end
p_net_meter_heat_power__std,sensor_window_stat,10.0,0.0,0.017781541066892465,2296,0.0,56.542930522221106,96992.09082466304,-0.0467795084940134,must be computed using only data available at or before window_end
anomaly_ensemble_score__delta1,anomaly_derived,9.0,0.0,0.05292125317527519,2238,-233.47061878918223,0.0,161.9695539646807,0.019205596140568014,must be computed using only data available at or before window_end
group_mahalanobis_configuration_score_ratio__lag2,anomaly_derived,9.0,0.0,0.0,2125,0.0853676742068497,0.592815213532963,3974.9306483454375,-0.10032978898282888,must be computed using only data available at or before window_end
iforest_anomaly_score,anomaly_derived,9.0,0.0,0.0,2362,0.3583473933233085,0.42476325685355093,0.6104958484756107,-0.08236842866106821,must be computed using only data available at or before window_end
iforest_anomaly_score__lag2,anomaly_derived,9.0,0.0,0.0,2125,0.3583473933233085,0.4248633885236806,0.6104958484756107,-0.07057631475703159,must be computed using only data available at or before window_end
network_temperature_gap__max_abs__roll7d_mean,causal_temporal,9.0,0.0,0.0029635901778154107,1844,0.0,47.97677777777778,66.33333333333333,-0.056351938378537164,must be computed using only data available at or before window_end
p_net_return_temperature__delta,causal_temporal,9.0,0.0,0.09991532599491956,638,-40.0,0.0,38.0,-0.005052056260569179,must be computed using only data available at or before window_end
p_net_return_temperature__mean__roll7d_mean,causal_temporal,9.0,0.0,0.0,2306,17.170740740740744,49.555687500000005,67.29964084201389,0.09192118849292803,must be computed using only data available at or before window_end
p_net_supply_temperature__mean__roll3_mean,causal_temporal,9.0,0.0,0.0,2112,11.231481481481481,89.39925925925927,109.42921296296298,0.038965211548290836,must be computed using only data available at or before window_end
s_dhw_supply_temperature__mean__roll24h_mean,causal_temporal,9.0,0.0,0.0,1384,10.678333333333335,60.56666666666667,67.31472222222223,0.06156390244113731,must be computed using only data available at or before window_end
hc1_supply_temperature_gap__mean,sensor_window_stat,9.0,0.0,0.000846740050804403,2204,-43.17222222222222,0.1111111111111087,46.144444444444446,-0.0038188010790578893,must be computed using only data available at or before window_end
network_temperature_gap__mean,sensor_window_stat,9.0,0.0,0.003810330228619814,1747,-0.6111111111111112,41.23354166666667,64.75595238095238,-0.004484540144743005,must be computed using only data available at or before window_end
p_net_return_temperature__min,sensor_window_stat,9.0,0.0,0.0,528,10.0,43.0,68.03666666666666,0.15360519049004026,must be computed using only data available at or before window_end
p_net_supply_temperature__last,sensor_window_stat,9.0,0.0,0.0,618,11.0,90.0,109.94833333333332,0.04231986840477366,must be computed using only data available at or before window_end
s_dhw_supply_temperature__last,sensor_window_stat,9.0,0.0,0.0,435,9.64,60.9,72.8,0.06848440633102225,must be computed using only data available at or before window_end
s_dhw_upper_storage_temperature__min,sensor_window_stat,9.0,0.0,0.0,585,7.5,55.150000000000006,69.2,-0.09415480097778042,must be computed using only data available at or before window_end
network_temperature_gap__mean__roll3d_mean,causal_temporal,8.0,0.0,0.003386960203217612,2316,-0.15046296296296297,41.25844907407408,59.91666666666666,-0.019545131701559786,must be computed using only data available at or before window_end
p_net_meter_heat_power__mean__roll7d_mean,causal_temporal,8.0,0.0,0.004233700254022015,2342,0.0,150.20886222910218,258785.41666666666,0.021694893611302564,must be computed using only data available at or before window_end
p_net_return_temperature__mean__roll24h_mean,causal_temporal,8.0,0.0,0.0,2166,11.569444444444446,49.71180555555556,67.71923611111112,0.08553583553553488,must be computed using only data available at or before window_end
p_net_supply_temperature__first,context_or_other,8.0,0.0,0.0,485,10.0,90.0,110.02,0.029462134670820806,must be computed using only data available at or before window_end
raw_ae_score_max__delta1,raw_ae_derived,8.0,0.0,0.05292125317527519,2238,-134.67645800000003,0.0,129.528418,0.012668368580411746,must be computed using only data available at or before window_end
risk_probability_roll8_mean__roll3_mean,risk_derived,8.0,0.0,0.0,2362,0.0014639162764467338,0.03960325824068729,0.9973167149623438,0.06821933089257232,must be computed using only data available at or before window_end
risk_temporal_boost__roll3_mean,risk_derived,8.0,0.0,0.016088060965283656,2278,0.0,0.011897548562070717,0.7906117878929638,0.023080455832786832,must be computed using only data available at or before window_end
p_hc1_return_temperature__last,sensor_window_stat,8.0,0.0,0.0,936,10.63,43.9,68.5,0.046896788404556196,must be computed using only data available at or before window_end
s_dhw_upper_storage_temperature__mean,sensor_window_stat,8.0,0.0,0.0,1418,7.949999999999999,58.16111111111111,69.57499999999999,-0.11970317339757579,must be computed using only data available at or before window_end
mahalanobis_score__lag2,anomaly_derived,7.0,0.0,0.0,2125,24.83729276408789,97.82641256546991,184736.98140887063,-0.048982708671608664,must be computed using only data available at or before window_end
mw_anomaly_6h_criticality,anomaly_derived,7.0,0.0,0.8767993226079593,29,0.0,0.0,28.0,-0.021622521704822567,must be computed using only data available at or before window_end
dhw_supply_temperature_gap__last__roll7d_mean,causal_temporal,7.0,0.0,0.000846740050804403,1192,-47.9,0.5499999999999972,31.365000000000002,0.07188309072181397,must be computed using only data available at or before window_end
network_temperature_gap__max_abs__roll7d_slope,causal_temporal,7.0,0.0,0.05927180355630821,2126,-26.999999999999993,0.005274859579779632,22.99999999999999,-0.030222825120131122,must be computed using only data available at or before window_end
p_net_meter_energy__delta,causal_temporal,7.0,0.0,0.01989839119390347,1199,0.0,915.0,2272000.0,0.018755011349844405,must be computed using only data available at or before window_end
s_hc1_supply_temperature_setpoint__mean__roll3d_mean,causal_temporal,7.0,0.0,0.0,2031,10.0,57.6077199074074,82.8781746031746,0.07992709801726168,must be computed using only data available at or before window_end
s_dhw_upper_storage_temperature__first,context_or_other,7.0,0.0,0.0,480,8.0,58.9,71.8,-0.12270868397793734,must be computed using only data available at or before window_end
raw_ae_roll5d_cmax_q998__lag2,raw_ae_derived,7.0,0.0,0.5961049957662997,87,0.0,0.0,720.0,0.1629440440572689,must be computed using only data available at or before window_end
raw_ae_score_ratio_q999_max__lag2,raw_ae_derived,7.0,0.0,0.0,2125,0.09058489,0.47440345500000003,11.043676,-0.05771605886632536,must be computed using only data available at or before window_end
p_net_supply_temperature__mean,sensor_window_stat,7.0,0.0,0.0,1548,10.194444444444445,89.43055555555556,109.72763888888888,0.04372969624850503,must be computed using only data available at or before window_end
p_net_supply_temperature__min,sensor_window_stat,7.0,0.0,0.0,530,10.0,88.0,109.44,0.07345914998601721,must be computed using only data available at or before window_end
s_dhw_supply_temperature__max,sensor_window_stat,7.0,0.0,0.0,395,9.98,62.1,88.3,0.03318389468048919,must be computed using only data available at or before window_end
s_dhw_upper_storage_temperature__max,sensor_window_stat,7.0,0.0,0.0,404,8.0,60.9,71.94,-0.12762155816055482,must be computed using only data available at or before window_end
s_hc1_supply_temperature__last,sensor_window_stat,7.0,0.0,0.0,1061,12.96,59.1,101.6,0.0880730215975965,must be computed using only data available at or before window_end
group_mahalanobis_manufacturer_score_ratio__lag1,anomaly_derived,6.0,0.0,0.0,2240,0.0902553139582108,0.4474447568516876,17407.644964338444,0.017898723402105177,must be computed using only data available at or before window_end
group_mahalanobis_manufacturer_score_ratio__roll3_mean,anomaly_derived,6.0,0.0,0.0,2362,0.10047965348992416,0.44585900449713156,17407.644964338444,0.0199089782507957,must be computed using only data available at or before window_end
mahalanobis_score__roll3_mean,anomaly_derived,6.0,0.0,0.0,2362,25.224641995425877,102.10313853783947,158652.43800204236,-0.061444557369817444,must be computed using only data available at or before window_end
mw_anomaly_1h_score__delta1,anomaly_derived,6.0,0.0,0.05292125317527519,2238,-389.82366709095027,0.0,387.9048926750321,-0.01419184424267942,must be computed using only data available at or before window_end
mw_anomaly_3h_criticality,anomaly_derived,6.0,0.0,0.9284504657070279,28,0.0,0.0,27.0,-0.03126030507490446,must be computed using only data available at or before window_end
p_net_meter_flow__mean__roll7d_mean,causal_temporal,6.0,0.0,0.0,2351,2.1666666666666665,3220.018888888889,7353000.0,0.02915398483929339,must be computed using only data available at or before window_end
p_net_meter_heat_power__mean__roll3d_mean,causal_temporal,6.0,0.0,0.004233700254022015,2335,0.0,157.21675925925928,258785.41666666666,0.020288960294993438,must be computed using only data available at or before window_end
s_hc1_supply_temperature_setpoint__mean__roll24h_mean,causal_temporal,6.0,0.0,0.0,1980,10.0,57.70059722222223,83.77430555555556,0.07864493304251746,must be computed using only data available at or before window_end
s_dhw_lower_storage_temperature__first,context_or_other,6.0,0.0,0.0,655,7.7,42.2,70.0,-0.07890692125065625,must be computed using only data available at or before window_end
s_hc1_supply_temperature_setpoint__first,context_or_other,6.0,0.0,0.0,682,10.0,58.9,90.0,0.07798479523200222,must be computed using only data available at or before window_end
risk_probability__lag2,risk_derived,6.0,0.0,0.0,2121,0.0011193607982698,0.023720588033437,0.997570688789836,0.04118349588523812,must be computed using only data available at or before window_end
p_hc1_return_temperature__max,sensor_window_stat,6.0,0.0,0.0,743,12.01,48.2,73.28,0.015190915482077814,must be computed using only data available at or before window_end
p_net_meter_flow__max,sensor_window_stat,6.0,0.0,0.0,1688,2.5,5454.5,10044000.0,0.02962831312029099,must be computed using only data available at or before window_end
p_net_meter_heat_power__last,sensor_window_stat,6.0,0.0,0.02540220152413209,1251,0.0,150.75,313800.0,0.029389956153969974,must be computed using only data available at or before window_end
s_dhw_supply_temperature_setpoint__std,sensor_window_stat,6.0,0.0,0.8175275190516511,282,0.0,0.0,28.0,-0.030128097629256497,must be computed using only data available at or before window_end
s_hc1_supply_temperature__max,sensor_window_stat,6.0,0.0,0.0,830,13.87,66.2,112.9,0.047617655771065096,must be computed using only data available at or before window_end
network_temperature_gap__mean__roll3_mean,causal_temporal,5.0,0.0,0.003386960203217612,2189,-0.39814814814814814,41.425925925925924,60.72685185185185,-0.016502538798724285,must be computed using only data available at or before window_end
p_net_meter_flow__delta,causal_temporal,5.0,0.0,0.02243861134631668,1604,-6330000.0,0.6666666666666665,3900000.0,0.06317964559799319,must be computed using only data available at or before window_end
s_hc1_supply_temperature__mean__roll3d_mean,causal_temporal,5.0,0.0,0.0,2348,14.741782407407406,58.502623456790126,82.86031746031746,0.09988611620215807,must be computed using only data available at or before window_end
s_hc1_supply_temperature__mean__roll7d_mean,causal_temporal,5.0,0.0,0.0,2351,15.83538148148148,58.321022727272734,82.86031746031746,0.10204649936321554,must be computed using only data available at or before window_end
raw_ae_roll5d_cmax_q999__lag2,raw_ae_derived,5.0,0.0,0.7349703640982218,73,0.0,0.0,720.0,0.17273085302064056,must be computed using only data available at or before window_end
raw_ae_score_ratio_q999_max__delta1,raw_ae_derived,5.0,0.0,0.05292125317527519,2238,-8.2707125,0.0,7.954562999999999,0.012020511047701523,must be computed using only data available at or before window_end
risk_temporal_boost__lag2,risk_derived,5.0,0.0,0.15622353937341235,1777,0.0,0.0087448248131779,0.8241052122155338,0.01946792571752621,must be computed using only data available at or before window_end
p_net_meter_flow__mean,sensor_window_stat,5.0,0.0,0.0,2313,1.0694444444444444,3524.166666666667,7758000.0,0.04847007311605278,must be computed using only data available at or before window_end
s_hc1_supply_temperature__mean,sensor_window_stat,5.0,0.0,0.0,2244,13.155,58.959722222222226,89.29166666666667,0.09576020758610522,must be computed using only data available at or before window_end
hour_of_day,time_calendar,5.0,0.0,0.0,4,3.0,15.0,21.0,-0.006379228522824572,must be computed using only data available at or before window_end
iforest_anomaly_score__lag1,anomaly_derived,4.0,0.0,0.0,2240,0.3583473933233085,0.42479775728353003,0.6104958484756107,-0.07132008837682924,must be computed using only data available at or before window_end
mahalanobis_score,anomaly_derived,4.0,0.0,0.0,2362,24.83729276408789,96.7602566169171,184736.98140887063,-0.046344806442704035,must be computed using only data available at or before window_end
outdoor_temperature__std__roll7d_mean,causal_temporal,4.0,0.0,0.003386960203217612,2355,0.0,0.6182999786271604,4.177605787353724,-0.054644249404480226,must be computed using only data available at or before window_end
p_net_return_temperature__mean__roll3d_mean,causal_temporal,4.0,0.0,0.0,2282,13.270833333333334,49.54947916666667,67.47237413194445,0.09415420831801447,must be computed using only data available at or before window_end
raw_ae_roll5d_cmax_q998__delta1,raw_ae_derived,4.0,0.0,0.941151566469094,41,-36.0,0.0,36.0,-0.1062019310245056,must be computed using only data available at or before window_end
raw_ae_roll5d_cmax_q999__delta1,raw_ae_derived,4.0,0.0,0.9504657070279424,31,-36.0,0.0,36.0,-0.004743130765318086,must be computed using only data available at or before window_end
risk_score,risk_derived,4.0,0.0,0.0,2357,0.0011193607982698,0.0205885541336902,0.997570688789836,0.01348995780130575,must be computed using only data available at or before window_end
p_net_meter_flow__last,sensor_window_stat,4.0,0.0,0.0021168501270110076,1677,0.0,3365.0,8460000.0,0.04425195567889154,must be computed using only data available at or before window_end
p_net_return_temperature__last,sensor_window_stat,4.0,0.0,0.0,641,11.0,50.0,75.0,0.05150848470707844,must be computed using only data available at or before window_end
s_dhw_supply_temperature__min,sensor_window_stat,4.0,0.0,0.0,483,9.2,57.9,68.41,0.11229155023463364,must be computed using only data available at or before window_end
group_mahalanobis_configuration_score_ratio,anomaly_derived,3.0,0.0,0.0,2362,0.0816843929077943,0.5920408513150208,3974.9306483454375,-0.0852757987640166,must be computed using only data available at or before window_end
group_mahalanobis_manufacturer_score_ratio__delta1,anomaly_derived,3.0,0.0,0.05292125317527519,2238,-17406.778331663412,0.0,385.6899955508431,-0.012744351051192154,must be computed using only data available at or before window_end
mahalanobis_score__lag1,anomaly_derived,3.0,0.0,0.0,2240,24.83729276408789,97.57283047350165,184736.98140887063,-0.056359067701479096,must be computed using only data available at or before window_end
p_net_meter_heat_power__mean__roll3d_delta,causal_temporal,3.0,0.0,0.5647756138865369,1009,-68419.44444444444,0.0,38622.22222222222,0.06612703286200723,must be computed using only data available at or before window_end
p_net_meter_volume__delta,causal_temporal,3.0,0.0,0.013547840812870448,1534,0.0,19.533333333333758,67000000.0,0.02025141721872557,must be computed using only data available at or before window_end
s_dhw_lower_storage_temperature__delta,causal_temporal,3.0,0.0,0.012701100762066046,1026,-56.8,0.0550000000000032,57.7,0.026267230851336525,must be computed using only data available at or before window_end
s_dhw_supply_temperature__mean__roll3d_mean,causal_temporal,3.0,0.0,0.0,1390,12.291203703703703,60.56666666666667,66.77520833333334,0.06421771124105247,must be computed using only data available at or before window_end
p_net_meter_flow__first,context_or_other,3.0,0.0,0.0046570702794242165,1381,0.0,3359.5,8424000.0,0.020159156598488305,must be computed using only data available at or before window_end
p_net_return_temperature__first,context_or_other,3.0,0.0,0.0,479,11.0,50.0,74.0,0.05573632676869836,must be computed using only data available at or before window_end
season_bucket__is__spring,context_or_other,3.0,0.0,0.7849280270956817,2,0.0,0.0,1.0,-0.1398935851426283,must be computed using only data available at or before window_end
dhw_supply_temperature_gap__max_abs,sensor_window_stat,3.0,0.0,0.0,418,0.2000000000000028,3.504999999999999,67.06,-0.09650711633718273,must be computed using only data available at or before window_end
p_net_meter_energy__std,sensor_window_stat,3.0,0.0,0.01989839119390347,2290,0.0,278.99852863845035,794000.6252246549,0.01500189439136136,must be computed using only data available at or before window_end
p_net_return_temperature__mean,sensor_window_stat,3.0,0.0,0.0,1541,10.416666666666666,49.86111111111112,68.19444444444444,0.07204612633855483,must be computed using only data available at or before window_end
s_dhw_lower_storage_temperature__last,sensor_window_stat,3.0,0.0,0.0,818,7.7,38.55,70.0,-0.06857429027255843,must be computed using only data available at or before window_end
group_mahalanobis_manufacturer_score_ratio,anomaly_derived,2.0,0.0,0.0,2362,0.0897440159463496,0.44399215117409574,17407.644964338444,0.0123938364222749,must be computed using only data available at or before window_end
mahalanobis_score__delta1,anomaly_derived,2.0,0.0,0.05292125317527519,2238,-154079.4453278124,0.0,106884.76145476785,0.01923798738062188,must be computed using only data available at or before window_end
mw_anomaly_1h_criticality,anomaly_derived,2.0,0.0,0.9403048264182896,24,0.0,0.0,23.0,-0.11821600129305934,must be computed using only data available at or before window_end
mw_anomaly_6h_score__delta1,anomaly_derived,2.0,0.0,0.05292125317527519,2238,-233.47061878918223,0.0,161.9695539646807,0.019205596140568014,must be computed using only data available at or before window_end
mw_anomaly_6h_score__roll3_mean,anomaly_derived,2.0,0.0,0.0,2362,0.36210115134087567,0.5377035482780714,240.85924165997795,-0.06157203673265461,must be computed using only data available at or before window_end
p_net_meter_flow__mean__roll24h_mean,causal_temporal,2.0,0.0,0.0,2349,2.1666666666666665,3397.6180555555557,7353000.0,0.03428542632047418,must be computed using only data available at or before window_end
p_net_meter_flow__mean__roll3d_delta,causal_temporal,2.0,0.0,0.563082133784928,1029,-1521388.888888889,0.0,1168944.4444444445,0.09443033971549429,must be computed using only data available at or before window_end
risk_score__lag1,risk_derived,2.0,0.0,0.0,2236,0.0011193607982698,0.022901384975610402,0.997570688789836,0.03171896030768421,must be computed using only data available at or before window_end
p_hc1_return_temperature__min,sensor_window_stat,2.0,0.0,0.0,745,10.43,39.2,65.4,0.09629086361837605,must be computed using only data available at or before window_end
s_dhw_lower_storage_temperature__min,sensor_window_stat,2.0,0.0,0.0,576,7.6,16.2,69.3,-0.103801142776907,must be computed using only data available at or before window_end
anomaly_score,anomaly_derived,1.0,0.0,0.0,2362,0.3554917958965486,0.528029177486468,280.3839195297156,-0.046492685827487105,must be computed using only data available at or before window_end
iforest_score_ratio,anomaly_derived,1.0,0.0,0.0,2362,0.6688350542077116,0.792796490825234,1.1394558228036895,-0.08236842866106826,must be computed using only data available at or before window_end
mw_anomaly_6h_score__lag1,anomaly_derived,1.0,0.0,0.0,2240,0.3554917958965486,0.5287373370437392,280.3839195297156,-0.05647078483309424,must be computed using only data available at or before window_end
mw_anomaly_context_score__lag1,anomaly_derived,1.0,0.0,0.5808636748518204,172,0.0,0.0,10.0,0.004656656549642075,must be computed using only data available at or before window_end
mw_anomaly_context_score__lag2,anomaly_derived,1.0,0.0,0.5804403048264183,164,0.0,0.0,10.0,0.01289222813501406,must be computed using only data available at or before window_end
mw_anomaly_context_score__roll3_mean,anomaly_derived,1.0,0.0,0.5220152413209145,307,0.0,0.0,10.0,0.0031065490712125364,must be computed using only data available at or before window_end
p_net_supply_temperature__mean__roll24h_mean,causal_temporal,1.0,0.0,0.0,2168,11.465277777777779,89.39756944444444,109.20506944444445,0.03982270661577725,must be computed using only data available at or before window_end
s_dhw_supply_temperature__mean__roll7d_mean,causal_temporal,1.0,0.0,0.0,1404,15.720138888888886,60.56666666666667,66.75055555555555,0.062154259302034144,must be computed using only data available at or before window_end
s_dhw_supply_temperature_setpoint__mean__roll24h_mean,causal_temporal,1.0,0.0,0.0,242,48.11111111111111,60.0,71.42592592592592,-0.05175348217522577,must be computed using only data available at or before window_end
s_dhw_supply_temperature_setpoint__mean__roll3d_mean,causal_temporal,1.0,0.0,0.0,340,48.11111111111111,60.0,71.42592592592592,-0.04575399472015046,must be computed using only data available at or before window_end
configuration_code,context_or_other,1.0,0.0,0.18585944115156647,6,0.0,1.0,5.0,-0.15253510865993347,must be computed using only data available at or before window_end
max_timestamp_gap_minutes,context_or_other,1.0,0.0,0.0,9,10.0,10.0,20.0,-0.02621057726943735,must be computed using only data available at or before window_end
raw_ae_roll5d_cmax_q998__roll3_mean,raw_ae_derived,1.0,0.0,0.5812870448772227,136,0.0,0.0,720.0,0.1608348060625507,must be computed using only data available at or before window_end
risk_score__roll3_mean,risk_derived,1.0,0.0,0.0,2361,0.0013293731289576998,0.028144369628192584,0.9974104149635323,0.029650314920207477,must be computed using only data available at or before window_end
p_net_meter_heat_power__mean,sensor_window_stat,1.0,0.0,0.008890770533446233,2186,0.0,169.46527777777777,283858.3333333333,0.03691188586016245,must be computed using only data available at or before window_end
s_dhw_supply_temperature__mean,sensor_window_stat,1.0,0.0,0.0,1147,9.612777777777778,60.56666666666667,70.01694444444445,0.06485643302538621,must be computed using only data available at or before window_end
s_dhw_supply_temperature__std,sensor_window_stat,1.0,0.0,0.0029635901778154107,1409,0.0,1.170296224879947,13.793000295180782,-0.11646161770555537,must be computed using only data available at or before window_end
s_dhw_supply_temperature_setpoint__mean,sensor_window_stat,1.0,0.0,0.0,130,42.66666666666666,60.0,72.0,-0.03515597034824177,must be computed using only data available at or before window_end
s_hc1_supply_temperature_setpoint__last,sensor_window_stat,1.0,0.0,0.0,865,10.0,59.0,90.0,0.08585187375083368,must be computed using only data available at or before window_end
s_hc1_supply_temperature_setpoint__mean,sensor_window_stat,1.0,0.0,0.0,1841,10.0,58.87222222222223,88.99444444444445,0.08453844455875756,must be computed using only data available at or before window_end
hour_cos,time_calendar,1.0,0.0,0.0,4,-0.7071067811865479,0.7071067811865474,0.7071067811865476,0.01574698736407837,must be computed using only data available at or before window_end
hour_sin,time_calendar,1.0,0.0,0.0,3,-0.7071067811865477,-0.7071067811865471,0.7071067811865476,0.007234545515666163,must be computed using only data available at or before window_end
month,time_calendar,1.0,0.0,0.0,12,1.0,6.0,12.0,0.06008022529086387,must be computed using only data available at or before window_end
anomaly_consensus_count,anomaly_derived,0.0,0.0,0.8899237933954276,3,0.0,0.0,2.0,0.03882630087268315,must be computed using only data available at or before window_end
anomaly_ensemble_score,anomaly_derived,0.0,0.0,0.0,2362,0.3554917958965486,0.528029177486468,280.3839195297156,-0.046492685827487105,must be computed using only data available at or before window_end
anomaly_ensemble_score__lag1,anomaly_derived,0.0,0.0,0.0,2240,0.3554917958965486,0.5287373370437392,280.3839195297156,-0.05647078483309424,must be computed using only data available at or before window_end
anomaly_ensemble_score__lag2,anomaly_derived,0.0,0.0,0.0,2125,0.3554917958965486,0.5286708953968693,280.3839195297156,-0.04908939396613265,must be computed using only data available at or before window_end
anomaly_event_label,anomaly_derived,0.0,0.0,0.934801016088061,2,0.0,0.0,1.0,0.05695289888927584,must be computed using only data available at or before window_end
anomaly_score__delta1,anomaly_derived,0.0,1.0,1.0,0,,,,,must be computed using only data available at or before window_end
anomaly_score__lag1,anomaly_derived,0.0,1.0,1.0,0,,,,,must be computed using only data available at or before window_end
anomaly_score__lag2,anomaly_derived,0.0,1.0,1.0,0,,,,,must be computed using only data available at or before window_end
anomaly_score__roll3_mean,anomaly_derived,0.0,1.0,1.0,0,,,,,must be computed using only data available at or before window_end
group_mahalanobis_aux_count,anomaly_derived,0.0,0.0,0.6033022861981372,3,0.0,0.0,2.0,-0.02433061809233127,must be computed using only data available at or before window_end
group_mahalanobis_configuration_label,anomaly_derived,0.0,0.0,0.6045723962743438,2,0.0,0.0,1.0,-0.06450910039247772,must be computed using only data available at or before window_end
group_mahalanobis_global_label,anomaly_derived,0.0,0.0,0.8966977138018628,2,0.0,0.0,1.0,0.051470897171910585,must be computed using only data available at or before window_end
group_mahalanobis_global_score_ratio,anomaly_derived,0.0,0.0,0.0,2362,0.0710155178926186,0.2766597712697765,528.2054100372395,-0.04634480644270406,must be computed using only data available at or before window_end
group_mahalanobis_manufacturer_label,anomaly_derived,0.0,0.0,0.8103302286198137,2,0.0,0.0,1.0,0.013883581357944458,must be computed using only data available at or before window_end
mahalanobis_score_ratio,anomaly_derived,0.0,0.0,0.0,2362,0.0710155178926193,0.27665977126978003,528.2054100372452,-0.046344806442704035,must be computed using only data available at or before window_end
mw_anomaly_12h_event_label,anomaly_derived,0.0,0.0,0.9563928873835732,2,0.0,0.0,1.0,-0.0115992729585882,must be computed using only data available at or before window_end
mw_anomaly_12h_label,anomaly_derived,0.0,0.0,0.9199830651989839,2,0.0,0.0,1.0,-0.08528530984068226,must be computed using only data available at or before window_end
mw_anomaly_12h_strong_label,anomaly_derived,0.0,0.0,0.9843353090601186,2,0.0,0.0,1.0,0.015519958627551934,must be computed using only data available at or before window_end
mw_anomaly_1h_event_label,anomaly_derived,0.0,0.0,0.9771380186282811,2,0.0,0.0,1.0,-0.08319826481496898,must be computed using only data available at or before window_end
mw_anomaly_1h_label,anomaly_derived,0.0,0.0,0.9394580863674852,2,0.0,0.0,1.0,-0.12498980504391956,must be computed using only data available at or before window_end
mw_anomaly_1h_strong_label,anomaly_derived,0.0,0.0,0.9889923793395428,2,0.0,0.0,1.0,-0.03131501748998094,must be computed using only data available at or before window_end
