variant,threshold,rows,positives,predicted_positive,predicted_positive_rate,precision,recall,f1,false_positive_rate,false_positive_count,true_positive_count
risk_gated_urgency_x8,32.0,300,86,91,0.30333333333333334,0.6593406593406593,0.6976744186046512,0.6779661016949152,0.14485981308411214,31,60
risk_gated_urgency_x8,32.5,300,86,89,0.2966666666666667,0.651685393258427,0.6744186046511628,0.6628571428571428,0.14485981308411214,31,58
risk_gated_urgency_x8,33.0,300,86,88,0.29333333333333333,0.6477272727272727,0.6627906976744186,0.6551724137931034,0.14485981308411214,31,57
risk_gated_urgency_x8,33.5,300,86,87,0.29,0.6436781609195402,0.6511627906976745,0.6473988439306358,0.14485981308411214,31,56
risk_gated_urgency_x8,34.0,300,86,87,0.29,0.6436781609195402,0.6511627906976745,0.6473988439306358,0.14485981308411214,31,56
risk_gated_urgency_x8,34.5,300,86,86,0.2866666666666667,0.6395348837209303,0.6395348837209303,0.6395348837209303,0.14485981308411214,31,55
risk_gated_urgency_x8,35.0,300,86,85,0.2833333333333333,0.6352941176470588,0.627906976744186,0.631578947368421,0.14485981308411214,31,54
risk_gated_urgency_x8,35.5,300,86,83,0.27666666666666667,0.6265060240963856,0.6046511627906976,0.6153846153846154,0.14485981308411214,31,52
risk_gated_urgency_x8,36.0,300,86,82,0.2733333333333333,0.6219512195121951,0.5930232558139535,0.6071428571428571,0.14485981308411214,31,51
risk_gated_urgency_x8,36.5,300,86,82,0.2733333333333333,0.6219512195121951,0.5930232558139535,0.6071428571428571,0.14485981308411214,31,51
risk_gated_urgency_x8,37.0,300,86,82,0.2733333333333333,0.6219512195121951,0.5930232558139535,0.6071428571428571,0.14485981308411214,31,51
risk_gated_urgency_x8,37.5,300,86,82,0.2733333333333333,0.6219512195121951,0.5930232558139535,0.6071428571428571,0.14485981308411214,31,51
risk_gated_urgency_x8,38.0,300,86,81,0.27,0.6172839506172839,0.5813953488372093,0.5988023952095808,0.14485981308411214,31,50
risk_gated_urgency_x8,38.5,300,86,80,0.26666666666666666,0.6125,0.5697674418604651,0.5903614457831325,0.14485981308411214,31,49
risk_gated_urgency_x8,39.0,300,86,80,0.26666666666666666,0.6125,0.5697674418604651,0.5903614457831325,0.14485981308411214,31,49
risk_gated_urgency_x8,39.5,300,86,80,0.26666666666666666,0.6125,0.5697674418604651,0.5903614457831325,0.14485981308411214,31,49
risk_gated_urgency_x8,40.0,300,86,78,0.26,0.6025641025641025,0.5465116279069767,0.573170731707317,0.14485981308411214,31,47
risk_gated_urgency_x8,40.5,300,86,76,0.25333333333333335,0.6052631578947368,0.5348837209302325,0.5679012345679012,0.14018691588785046,30,46
risk_gated_urgency_x8,41.0,300,86,74,0.24666666666666667,0.6081081081081081,0.5232558139534884,0.5625,0.13551401869158877,29,45
risk_gated_urgency_x8,41.5,300,86,73,0.24333333333333335,0.6164383561643836,0.5232558139534884,0.5660377358490566,0.1308411214953271,28,45
risk_gated_urgency_x8,42.0,300,86,70,0.23333333333333334,0.6285714285714286,0.5116279069767442,0.5641025641025641,0.12149532710280374,26,44
risk_gated_urgency_x8,42.5,300,86,70,0.23333333333333334,0.6285714285714286,0.5116279069767442,0.5641025641025641,0.12149532710280374,26,44
risk_gated_urgency_x8,43.0,300,86,68,0.22666666666666666,0.6470588235294118,0.5116279069767442,0.5714285714285714,0.11214953271028037,24,44
risk_gated_urgency_x8,43.5,300,86,64,0.21333333333333335,0.6875,0.5116279069767442,0.5866666666666667,0.09345794392523364,20,44
risk_gated_urgency_x8,44.0,300,86,59,0.19666666666666666,0.7457627118644068,0.5116279069767442,0.6068965517241379,0.07009345794392523,15,44
risk_gated_urgency_x8,44.5,300,86,58,0.19333333333333333,0.7586206896551724,0.5116279069767442,0.6111111111111112,0.06542056074766354,14,44
risk_gated_urgency_x8,45.0,300,86,52,0.17333333333333334,0.8461538461538461,0.5116279069767442,0.6376811594202898,0.037383177570093455,8,44
risk_gated_urgency_x8,45.5,300,86,52,0.17333333333333334,0.8461538461538461,0.5116279069767442,0.6376811594202898,0.037383177570093455,8,44
risk_gated_urgency_x8,46.0,300,86,52,0.17333333333333334,0.8461538461538461,0.5116279069767442,0.6376811594202898,0.037383177570093455,8,44
risk_gated_urgency_x8,46.5,300,86,50,0.16666666666666666,0.88,0.5116279069767442,0.6470588235294118,0.028037383177570093,6,44
